gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2755609842	190	40.66	1	182	5	180	1.0e-50	192	COG0241	Histidinol phosphatase or a related phosphatase	181
2755609843	244	31.22	10	243	4	231	1.0e-26	113	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase	255
2755609844	323	27.8	94	316	18	214	2.0e-33	136	COG1451	Predicted metal-dependent hydrolase	223
2755609846	351	22.27	52	288	31	235	6.0e-18	85.3	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	252
2755609847	136	33.64	7	116	1	107	2.0e-14	71.7	COG0789	DNA-binding transcriptional regulator, MerR family	124
2755609848	153	30.5	8	148	2	140	6.0e-22	96.6	COG2050	Acyl-coenzyme A thioesterase PaaI, contains HGG motif	141
2755609849	393	43.37	7	389	1	387	4.0e-92	332	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	393
2755609850	217	39.49	1	191	1	195	3.0e-50	191	COG0288	Carbonic anhydrase	207
2755609851	605	44.39	8	604	1	571	0.0e+00	697	COG4579	Isocitrate dehydrogenase kinase/phosphatase	578
2755609852	393	42.14	3	390	2	388	1.0e-73	271	COG0183	Acetyl-CoA acetyltransferase	392
2755609853	375	47.4	1	375	3	386	4.0e-92	331	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	393
2755609854	138	48.36	14	129	5	125	3.0e-29	120	COG3012	Uncharacterized conserved protein YchJ, contains N- and C-terminal SEC-C domains	151
2755609855	222	33.48	3	222	1	218	4.0e-36	144	COG0637	Beta-phosphoglucomutase or related phosphatase, HAD superfamily	221
2755609857	257	32.09	1	254	2	266	2.0e-49	189	COG1018	Ferredoxin-NADP reductase	266
2755609859	588	22.15	2	576	1	533	1.0e-54	208	COG2303	Choline dehydrogenase or related flavoprotein	542
2755609860	330	37.86	62	164	15	110	3.0e-10	59.6	COG2863	Cytochrome c553	121
2755609861	349	49.09	1	327	1	314	3.0e-90	325	COG0667	Predicted oxidoreductase (related to aryl-alcohol dehydrogenase)	316
2755609863	387	22.95	5	287	4	284	9.0e-19	88.3	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2755609867	597	25.09	52	587	22	541	1.0e-57	218	COG1132	ABC-type multidrug transport system, ATPase and permease component	567
2755609868	326	29.22	1	317	2	328	3.0e-35	142	COG0859	ADP-heptose:LPS heptosyltransferase	334
2755609869	417	22.65	107	379	94	372	2.0e-20	93.9	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2755609870	552	20.05	16	397	23	415	3.0e-08	53.6	COG3307	O-antigen ligase	424
2755609872	163	61.15	6	162	2	157	2.0e-56	211	COG0315	Molybdenum cofactor biosynthesis enzyme	157
2755609873	497	29.09	1	492	9	478	1.0e-58	221	COG4783	Putative Zn-dependent protease, contains TPR repeats	484
2755609874	118	48.31	1	117	1	118	5.0e-14	69.8	COG1950	Uncharacterized membrane protein YvlD, DUF360 family	120
2755609875	195	27.75	3	191	11	218	5.0e-27	114	COG0861	Membrane protein TerC, possibly involved in tellurium resistance	254
2755609876	135	39.13	71	116	6	50	5.0e-08	50	COG3313	Predicted Fe-S protein YdhL, DUF1289 family	74
2755609878	190	39.15	1	188	1	180	9.0e-45	173	COG4681	Uncharacterized conserved protein YaeQ, suppresses RfaH defect	181
2755609879	459	32.97	12	459	1	435	2.0e-98	353	COG0015	Adenylosuccinate lyase	438
2755609880	204	33.49	1	204	1	204	7.0e-32	130	COG0625	Glutathione S-transferase	211
2755609881	201	53.9	50	197	10	161	4.0e-56	211	COG0386	Glutathione peroxidase, house-cleaning role in reducing lipid peroxides	162
2755609884	925	38.05	4	925	36	955	0.0e+00	650	COG1391	Glutamine synthetase adenylyltransferase	963
2755609885	1373	24.06	20	1356	6	1263	0.0e+00	498	COG3164	Uncharacterized conserved protein YhdP, contains DUF3971 and AsmA2 domains	1271
2755609886	268	39.64	1	267	3	263	2.0e-51	196	COG0388	Predicted amidohydrolase	274
2755609888	211	49.28	3	209	1	202	3.0e-50	191	COG4566	Two-component response regulator, FixJ family, consists of REC and HTH domains	202
2755609890	362	40.07	85	361	92	366	2.0e-61	230	COG2821	Membrane-bound lytic murein transglycosylase	373
2755609891	160	40.13	2	153	4	154	8.0e-33	133	COG1522	DNA-binding transcriptional regulator, Lrp family	154
2755609893	234	48.68	1	225	3	226	1.0e-78	286	COG0410	ABC-type branched-chain amino acid transport system, ATPase component	237
2755609894	286	66.94	45	286	5	246	1.0e-102	366	COG4674	ABC-type uncharacterized transport system, ATPase component	249
2755609895	376	33.63	39	373	7	314	5.0e-47	181	COG4177	ABC-type branched-chain amino acid transport system, permease component	314
2755609896	524	41.08	228	522	7	297	1.0e-62	234	COG0559	Branched-chain amino acid ABC-type transport system, permease component	297
2755609897	426	33.85	22	399	1	366	9.0e-70	257	COG0683	ABC-type branched-chain amino acid transport system, periplasmic component	366
2755609899	408	18.6	1	364	3	380	1.0e-12	68.1	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2755609900	317	33.33	8	220	10	222	1.0e-27	117	COG3437	Response regulator c-di-GMP phosphodiesterase, RpfG family, contains REC and HD-GYP domains	360
2755609901	1141	27.94	576	914	4	336	2.0e-47	185	COG0642	Signal transduction histidine kinase	336
2755609902	100	84.85	1	99	1	99	3.0e-44	170	COG0831	Urease gamma subunit	100
2755609904	101	62.38	1	101	1	101	8.0e-40	155	COG0832	Urease beta subunit	106
2755609905	576	75.35	5	576	1	568	0.0e+00	1015	COG0804	Urease alpha subunit	568
2755609906	201	42.41	1	158	1	153	3.0e-28	118	COG2371	Urease accessory protein UreE	155
2755609907	232	37.61	10	232	4	229	9.0e-41	160	COG0830	Urease accessory protein UreF	229
2755609908	214	52.94	10	212	7	202	5.0e-64	237	COG0378	Ni2+-binding GTPase involved in regulation of expression and maturation of urease and hydrogenase	202
2755609909	777	31.44	34	433	25	411	7.0e-55	209	COG2124	Cytochrome P450	411
2755609911	764	39.92	244	727	1	479	4.0e-127	448	COG0380	Trehalose-6-phosphate synthase	486
2755609914	126	25.86	1	113	1	114	2.0e-06	44.8	COG0784	CheY chemotaxis protein or a CheY-like REC (receiver) domain	130
2755609916	437	47.06	4	258	2	248	1.0e-78	287	COG1116	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	248
2755609917	579	40.38	57	578	1	523	0.0e+00	476	COG4986	ABC-type anion transport system, duplicated permease component	523
2755609921	214	47.64	23	213	1	190	1.0e-43	169	COG2119	Putative Ca2+/H+ antiporter, TMEM165/GDT1 family	190
2755609924	500	48.27	3	490	2	492	0.0e+00	496	COG3333	TctA family transporter	504
2755609926	218	41.9	1	209	14	222	2.0e-30	125	COG1802	DNA-binding transcriptional regulator, GntR family	230
2755609927	565	21.48	142	395	154	403	5.0e-09	56.4	COG4670	Acyl CoA:acetate/3-ketoacid CoA transferase	527
2755609928	106	26.58	22	99	6	84	1.0e-04	38	COG3052	Citrate lyase, gamma subunit	98
2755609932	320	36.3	46	316	4	282	1.0e-34	140	COG1767	Triphosphoribosyl-dephospho-CoA synthetase	288
2755609933	303	27.27	1	297	2	309	1.0e-35	143	COG0331	Malonyl CoA-acyl carrier protein transacylase	310
2755609934	192	24.56	5	175	3	167	1.0e-19	90	COG1853	NADH-FMN oxidoreductase RutF, flavin reductase (DIM6/NTAB) family	176
2755609935	171	29.89	1	166	1	169	5.0e-18	84.3	COG3134	Uncharacterized conserved protein YcfJ, contains glycine zipper 2TM domain	179
2755609937	254	28.51	19	243	2	231	7.0e-23	100	COG3279	DNA-binding response regulator, LytR/AlgR family	244
2755609939	136	37.5	11	136	4	129	9.0e-26	109	COG4922	Predicted SnoaL-like aldol condensation-catalyzing enzyme	129
2755609940	225	32.86	1	208	1	191	7.0e-27	113	COG3806	Anti-sigma factor ChrR, cupin superfamily	216
2755609941	379	25.29	45	375	121	448	6.0e-32	132	COG1231	Monoamine oxidase	450
2755609943	269	29.43	6	269	3	282	3.0e-26	112	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2755609944	238	51.05	3	237	1	237	8.0e-78	283	COG0410	ABC-type branched-chain amino acid transport system, ATPase component	237
2755609945	249	49.4	4	248	1	249	2.0e-69	256	COG0411	ABC-type branched-chain amino acid transport system, ATPase component	250
2755609946	312	38.87	2	296	5	304	8.0e-37	147	COG4177	ABC-type branched-chain amino acid transport system, permease component	314
2755609947	286	38.36	1	283	3	292	2.0e-38	153	COG0559	Branched-chain amino acid ABC-type transport system, permease component	297
2755609948	413	32.39	22	367	4	353	6.0e-49	188	COG0683	ABC-type branched-chain amino acid transport system, periplasmic component	366
2755609949	226	34.11	16	226	17	229	1.0e-30	126	COG1802	DNA-binding transcriptional regulator, GntR family	230
2755609950	506	46.58	11	491	1	472	0.0e+00	476	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2755609951	270	30.71	13	270	2	281	2.0e-23	102	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2755609952	410	31.01	20	371	2	357	5.0e-46	179	COG0683	ABC-type branched-chain amino acid transport system, periplasmic component	366
2755609954	321	26.9	110	295	88	269	6.0e-16	78.5	COG2890	Methylase of polypeptide chain release factors	280
2755609956	270	38.85	21	267	25	284	1.0e-41	163	COG3176	Putative hemolysin	292
2755609959	265	24.57	11	237	14	207	3.0e-10	59.3	COG2120	N-acetylglucosaminyl deacetylase, LmbE family	237
2755609960	155	68.63	3	155	2	154	4.0e-60	223	COG3558	Uncharacterized conserved protein, nuclear transport factor 2 (NTF2) superfamily	154
2755609961	428	24.77	3	427	4	424	2.0e-38	153	COG2072	Predicted flavoprotein CzcO associated with the cation diffusion facilitator CzcD	443
2755609963	402	22.77	9	392	3	381	8.0e-27	115	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2755609964	339	34.27	6	323	3	315	5.0e-62	231	COG2144	Selenophosphate synthetase-related protein	324
2755609965	190	19.28	29	190	13	170	1.0e-04	40.3	COG3153	Predicted N-acetyltransferase YhbS	171
2755609966	359	19.88	24	359	17	339	7.0e-41	161	COG2516	Biotin synthase-related protein, radical SAM superfamily	339
2755609967	349	26.25	5	301	1	274	6.0e-32	131	COG0388	Predicted amidohydrolase	274
2755609969	465	29.74	18	454	2	453	4.0e-68	252	COG1167	DNA-binding transcriptional regulator, MocR family, contains an aminotransferase domain	459
2755609972	250	55.24	3	250	4	250	4.0e-92	331	COG0052	Ribosomal protein S2	252
2755609973	297	51.17	1	292	1	296	6.0e-82	297	COG0264	Translation elongation factor EF-Ts	296
2755609974	240	58.72	5	238	2	236	5.0e-87	314	COG0528	Uridylate kinase	238
2755609975	187	52.94	1	187	1	187	1.0e-61	229	COG0233	Ribosome recycling factor	187
2755609976	243	51.95	8	231	15	245	1.0e-83	302	COG0020	Undecaprenyl pyrophosphate synthase	245
2755609977	284	32.86	1	283	1	265	3.0e-25	109	COG0575	CDP-diglyceride synthetase	265
2755609978	399	55.19	6	399	2	385	0.0e+00	498	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase	385
2755609979	455	37.55	227	455	131	375	2.0e-33	137	COG0750	Membrane-associated protease RseP, regulator of RpoE activity	375
2755609980	764	36.36	9	764	2	766	0.0e+00	631	COG4775	Outer membrane protein assembly factor BamA	766
2755609981	171	36.36	9	169	5	169	1.0e-18	85.8	COG2825	Periplasmic chaperone for outer membrane proteins, Skp family	170
2755609982	322	48.96	3	321	4	337	6.0e-86	311	COG1044	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	338
2755609983	146	53.38	1	146	3	147	3.0e-43	167	COG0764	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase	147
2755609984	262	55.34	1	262	3	260	5.0e-96	344	COG1043	Acyl-[acyl carrier protein]--UDP-N-acetylglucosamine O-acyltransferase	260
2755609985	376	43.16	1	376	2	381	4.0e-107	381	COG0763	Lipid A disaccharide synthetase	381
2755609986	217	57.61	21	200	1	184	4.0e-63	234	COG0164	Ribonuclease HII	199
2755609987	259	30.68	7	250	1	252	5.0e-39	154	COG0566	tRNA G18 (ribose-2'-O)-methylase SpoU	260
2755609988	387	56.99	9	387	1	365	0.0e+00	567	COG0505	Carbamoylphosphate synthase small subunit	368
2755609989	1084	70.96	13	408	1	393	0.0e+00	574	COG0458	Carbamoylphosphate synthase large subunit	400
2755609991	158	53.95	6	157	1	150	4.0e-39	153	COG0782	Transcription elongation factor, GreA/GreB family	151
2755609993	157	47.06	6	90	2	86	7.0e-20	89.8	COG1534	RNA-binding protein YhbY	97
2755609994	219	48.57	7	216	1	202	2.0e-64	238	COG0293	23S rRNA U2552 (ribose-2'-O)-methylase RlmE/FtsJ	205
2755609995	635	58.9	10	608	1	596	0.0e+00	754	COG0465	ATP-dependent Zn proteases	596
2755609996	147	17.91	22	139	6	138	7.0e-03	33.6	COG0346	Catechol 2,3-dioxygenase or other lactoylglutathione lyase family enzyme	138
2755609997	286	45.49	10	283	2	274	1.0e-71	263	COG0294	Dihydropteroate synthase	274
2755609998	444	47.15	1	441	5	457	1.0e-116	413	COG1109	Phosphomannomutase	464
2755609999	697	48.76	6	685	2	683	0.0e+00	741	COG0855	Polyphosphate kinase	696
2755610000	153	33.33	1	132	2	139	6.0e-22	96.9	COG2062	Phosphohistidine phosphatase SixA	163
2755610001	515	41.87	26	507	4	491	2.0e-96	346	COG0248	Exopolyphosphatase/pppGpp-phosphohydrolase	492
2755610002	377	17.46	26	355	1	337	2.0e-09	57	COG0683	ABC-type branched-chain amino acid transport system, periplasmic component	366
2755610003	159	45.4	6	158	20	182	7.0e-30	123	COG2335	Uncaracterized surface protein containing fasciclin (FAS1) repeats	187
2755610004	343	38.05	1	322	11	318	4.0e-59	222	COG0226	ABC-type phosphate transport system, periplasmic component	318
2755610005	320	47.08	14	316	16	310	5.0e-73	267	COG0573	ABC-type phosphate transport system, permease component	310
2755610006	299	47.2	21	299	4	289	4.0e-67	248	COG0581	ABC-type phosphate transport system, permease component	292
2755610007	257	68.5	4	257	1	253	2.0e-130	458	COG1117	ABC-type phosphate transport system, ATPase component	253
2755610008	234	37.23	4	234	7	235	3.0e-36	145	COG0704	Phosphate uptake regulator	240
2755610009	237	48.92	5	229	1	229	4.0e-65	241	COG0745	DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain	229
2755610010	451	31.78	71	430	94	449	5.0e-49	188	COG5002	Signal transduction histidine kinase	459
2755610011	457	28.09	2	445	14	448	5.0e-49	188	COG0534	Na+-driven multidrug efflux pump	455
2755610012	566	22.01	16	477	7	447	5.0e-10	59.7	COG1807	4-amino-4-deoxy-L-arabinose transferase or related glycosyltransferase of PMT family	535
2755610013	84	48.15	1	80	1	68	2.0e-16	77.6	COG0254	Ribosomal protein L31	75
2755610014	421	67.62	1	420	4	421	0.0e+00	670	COG1158	Transcription termination factor Rho	422
2755610019	687	37.02	1	512	1	515	2.0e-124	439	COG2812	DNA polymerase III, gamma/tau subunits	515
2755610020	110	55.45	1	100	1	101	2.0e-24	104	COG0718	Conserved DNA-binding protein YbaB (function unknown)	105
2755610021	196	54.08	1	196	1	196	2.0e-74	271	COG0353	Recombinational DNA repair protein RecR	198
2755610022	138	38.1	8	133	2	120	6.0e-20	89.9	COG3686	Uncharacterized conserved protein, MAPEG superfamily	125
2755610023	348	24.71	6	344	1	330	1.0e-36	147	COG0715	ABC-type nitrate/sulfonate/bicarbonate transport system, periplasmic component	335
2755610024	271	48.84	4	261	1	247	9.0e-86	310	COG1116	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	248
2755610025	279	35.53	2	273	1	257	1.0e-45	177	COG0600	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component	258
2755610027	258	31.89	4	225	17	252	4.0e-20	91.8	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	252
2755610029	154	56.34	4	143	4	144	1.0e-47	182	COG0328	Ribonuclease HI	154
2755610030	387	33.7	13	371	9	372	9.0e-22	98.3	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	372
2755610031	1054	36.81	2	1024	1	1008	0.0e+00	908	COG0841	Multidrug efflux pump subunit AcrB	1009
2755610033	423	42.65	16	422	4	404	1.0e-105	377	COG0303	Molybdopterin biosynthesis enzyme	404
2755610034	203	37.19	3	201	1	189	3.0e-38	151	COG0746	Molybdopterin-guanine dinucleotide biosynthesis protein A	192
2755610035	368	48.09	28	368	2	322	8.0e-103	367	COG2896	Molybdenum cofactor biosynthesis enzyme MoaA	322
2755610036	253	40.55	1	249	1	248	2.0e-40	159	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2755610037	477	46.64	4	477	3	470	7.0e-129	454	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2755610038	297	36.8	29	291	12	277	4.0e-45	175	COG3687	Predicted metal-dependent hydrolase	280
2755610039	729	62.73	5	687	4	703	0.0e+00	776	COG3808	Na+ or H+-translocating membrane pyrophosphatase	703
2755610040	178	52.57	1	175	1	171	4.0e-52	197	COG0221	Inorganic pyrophosphatase	171
2755610041	383	46.7	1	374	12	386	9.0e-114	403	COG3146	Predicted N-acyltransferase	387
2755610042	554	41.9	271	545	5	268	8.0e-72	264	COG0171	NH3-dependent NAD+ synthetase	268
2755610043	112	69.64	1	112	1	112	4.0e-39	153	COG0347	Nitrogen regulatory protein PII	112
2755610044	195	37.02	6	182	16	195	3.0e-38	151	COG1611	Predicted Rossmann fold nucleotide-binding protein	205
2755610045	138	52.89	15	134	1	121	6.0e-32	129	COG0818	Diacylglycerol kinase	123
2755610046	157	21.92	1	144	27	172	4.0e-04	37.4	COG1714	Uncharacterized membrane protein YckC, RDD family	172
2755610049	188	22.46	2	187	12	181	4.0e-17	81.3	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2755610050	595	51.6	28	588	4	549	0.0e+00	649	COG0028	Acetolactate synthase large subunit or other thiamine pyrophosphate-requiring enzyme	550
2755610051	163	53.42	1	161	3	163	6.0e-49	186	COG0440	Acetolactate synthase, small subunit	163
2755610052	338	63.39	1	336	3	338	0.0e+00	535	COG0059	Ketol-acid reductoisomerase	338
2755610053	273	40.93	20	253	2	234	2.0e-50	192	COG1183	Phosphatidylserine synthase	234
2755610054	490	48.87	1	394	21	409	3.0e-111	396	COG0119	Isopropylmalate/homocitrate/citramalate synthases	409
2755610056	265	40.49	15	256	1	246	2.0e-51	195	COG1414	DNA-binding transcriptional regulator, IclR family	246
2755610057	249	46.89	4	243	2	242	4.0e-76	277	COG2935	Arginyl-tRNA--protein-N-Asp/Glu arginylyltransferase	253
2755610058	248	50.93	10	223	1	206	7.0e-65	240	COG2360	Leu/Phe-tRNA-protein transferase	221
2755610064	1134	32.9	377	681	47	329	1.0e-39	159	COG0642	Signal transduction histidine kinase	336
2755610065	690	26.28	165	543	501	880	5.0e-40	159	COG2205	K+-sensing histidine kinase KdpD	890
2755610068	422	36.32	39	418	1	370	2.0e-29	123	COG3174	Uncharacterized membrane protein, DUF4010 family	371
2755610069	274	27.14	1	270	1	257	5.0e-21	95	COG3394	Predicted glycoside hydrolase or deacetylase ChbG, UPF0249 family	257
2755610070	127	25.19	1	126	9	139	9.0e-05	39.5	COG2246	Putative flippase GtrA (transmembrane translocase of bactoprenol-linked glucose)	139
2755610072	340	26.69	27	320	2	290	4.0e-26	112	COG0463	Glycosyltransferase involved in cell wall bisynthesis	291
2755610073	305	37.63	1	281	2	273	6.0e-40	157	COG0330	Regulator of protease activity HflC, stomatin/prohibitin superfamily	291
2755610074	141	25	6	141	7	140	2.0e-06	45.3	COG1585	Membrane protein implicated in regulation of membrane protease activity	140
2755610075	754	40.29	140	754	1	557	0.0e+00	579	COG1982	Arginine/lysine/ornithine decarboxylase	557
2755610078	270	36.09	5	269	1	239	2.0e-40	159	COG3279	DNA-binding response regulator, LytR/AlgR family	244
2755610079	266	59.47	1	264	1	257	7.0e-98	350	COG0623	Enoyl-[acyl-carrier-protein] reductase (NADH)	259
2755610080	612	26.93	4	602	15	555	1.0e-67	251	COG4166	ABC-type oligopeptide transport system, periplasmic component	562
