gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2755609755	210	20	139	ProSiteProfiles	PS50990	IPR005074	Peptidase C39, bacteriocin processing	GO:0005524|GO:0006508|GO:0008233|GO:0016021
2755609759	548	110	322	SUPERFAMILY	SSF51905			
2755609759	548	493	547	SUPERFAMILY	SSF51905			
2755609760	148	1	141	SUPERFAMILY	SSF52304	IPR001874	Dehydroquinase, class II	GO:0003855
2755609760	148	6	23	ProSitePatterns	PS01029	IPR018509	Dehydroquinase, class II, conserved site	GO:0003855
2755609762	141	2	136	SUPERFAMILY	SSF143744			
2755609763	324	111	282	SUPERFAMILY	SSF53850			
2755609764	516	6	179	SUPERFAMILY	SSF51905			
2755609764	516	269	374	SUPERFAMILY	SSF51905			
2755609765	288	66	285	SUPERFAMILY	SSF56529	IPR011234	Fumarylacetoacetase, C-terminal-related	GO:0003824|GO:0008152
2755609766	299	5	258	SUPERFAMILY	SSF54593			
2755609767	347	14	340	SUPERFAMILY	SSF51556			
2755609768	317	15	72	ProSiteProfiles	PS50931	IPR000847	Transcription regulator HTH, LysR	GO:0003700|GO:0006355
2755609768	317	13	89	SUPERFAMILY	SSF46785			
2755609768	317	99	305	SUPERFAMILY	SSF53850			
2755609769	944	539	657	SMART	SM00448	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2755609769	944	540	661	ProSiteProfiles	PS50110	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2755609769	944	688	801	SMART	SM00448	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2755609769	944	689	805	ProSiteProfiles	PS50110	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2755609769	944	346	515	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2755609769	944	404	520	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2755609769	944	292	357	SMART	SM00388	IPR003661	Signal transduction histidine kinase EnvZ-like, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165|GO:0016020
2755609769	944	299	520	ProSiteProfiles	PS50109	IPR005467	Signal transduction histidine kinase, core	
2755609769	944	784	797	SUPERFAMILY	SSF47226	IPR008207	Signal transduction histidine kinase, phosphotransfer (Hpt) domain	GO:0000160|GO:0004871
2755609769	944	835	927	SUPERFAMILY	SSF47226	IPR008207	Signal transduction histidine kinase, phosphotransfer (Hpt) domain	GO:0000160|GO:0004871
2755609769	944	849	944	ProSiteProfiles	PS50894	IPR008207	Signal transduction histidine kinase, phosphotransfer (Hpt) domain	GO:0000160|GO:0004871
2755609769	944	277	357	SUPERFAMILY	SSF47384	IPR009082	Signal transduction histidine kinase, homodimeric domain	GO:0004871|GO:0007165
2755609769	944	540	666	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2755609769	944	686	809	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2755609770	170	101	166	SMART	SM00972	IPR007893	Spore coat protein U	
2755609770	170	1	23	ProSiteProfiles	PS51257			
2755609773	166	4	137	ProSiteProfiles	PS51462	IPR000086	NUDIX hydrolase domain	GO:0016787
2755609773	166	4	146	SUPERFAMILY	SSF55811	IPR015797	NUDIX hydrolase domain-like	GO:0016787
2755609779	381	153	376	SUPERFAMILY	SSF56300			
2755609780	371	145	314	SMART	SM01002	IPR007698	Alanine dehydrogenase/PNT, NAD(H)-binding domain	
2755609780	371	4	136	SMART	SM01003	IPR007886	Alanine dehydrogenase/pyridine nucleotide transhydrogenase, N-terminal	
2755609780	371	1	167	SUPERFAMILY	SSF52283			
2755609780	371	136	319	SUPERFAMILY	SSF51735			
2755609782	474	302	474	SUPERFAMILY	SSF52467			
2755609783	564	214	225	ProSitePatterns	PS00455	IPR020845	AMP-binding, conserved site	
2755609783	564	25	560	SUPERFAMILY	SSF56801			
2755609784	233	5	227	SUPERFAMILY	SSF53167			
2755609785	340	8	277	SUPERFAMILY	SSF143865			
2755609785	340	274	336	SUPERFAMILY	SSF144083			
2755609786	161	19	149	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2755609789	160	21	148	SMART	SM00953	IPR014914	RES	
2755609794	429	121	426	SUPERFAMILY	SSF56529	IPR011234	Fumarylacetoacetase, C-terminal-related	GO:0003824|GO:0008152
2755609794	429	17	119	SUPERFAMILY	SSF63433	IPR015377	Fumarylacetoacetase, N-terminal	GO:0004334|GO:0009072
2755609795	178	115	134	ProSitePatterns	PS00082	IPR000486	Extradiol ring-cleavage dioxygenase, class I /II	GO:0003824|GO:0006725|GO:0008198|GO:0055114
2755609795	178	4	138	SUPERFAMILY	SSF54593			
2755609798	327	1	21	ProSiteProfiles	PS51257			
2755609798	327	116	285	SUPERFAMILY	SSF53850			
2755609799	317	1	58	ProSiteProfiles	PS50931	IPR000847	Transcription regulator HTH, LysR	GO:0003700|GO:0006355
2755609799	317	1	79	SUPERFAMILY	SSF46785			
2755609799	317	96	284	SUPERFAMILY	SSF53850			
2755609800	529	2	107	SUPERFAMILY	SSF53649	IPR017850	Alkaline-phosphatase-like, core domain	GO:0003824|GO:0008152
2755609800	529	154	518	SUPERFAMILY	SSF53649	IPR017850	Alkaline-phosphatase-like, core domain	GO:0003824|GO:0008152
2755609802	73	4	46	SUPERFAMILY	SSF48295	IPR010921	Trp repressor/replication initiator	GO:0043565
2755609803	374	9	147	SUPERFAMILY	SSF50022	IPR017941	Rieske [2Fe-2S] iron-sulphur domain	GO:0016491|GO:0051537|GO:0055114
2755609803	374	39	148	ProSiteProfiles	PS51296	IPR017941	Rieske [2Fe-2S] iron-sulphur domain	GO:0016491|GO:0051537|GO:0055114
2755609803	374	153	372	SUPERFAMILY	SSF55961			
2755609804	300	195	283	SUPERFAMILY	SSF103481			
2755609805	297	275	285	ProSitePatterns	PS00683	IPR001307	Thiosulphate sulfurtransferase, conserved site	GO:0004792
2755609805	297	2	154	SUPERFAMILY	SSF52821	IPR001763	Rhodanese-like domain	
2755609805	297	7	146	SMART	SM00450	IPR001763	Rhodanese-like domain	
2755609805	297	17	149	ProSiteProfiles	PS50206	IPR001763	Rhodanese-like domain	
2755609805	297	171	291	SMART	SM00450	IPR001763	Rhodanese-like domain	
2755609805	297	174	296	SUPERFAMILY	SSF52821	IPR001763	Rhodanese-like domain	
2755609805	297	181	294	ProSiteProfiles	PS50206	IPR001763	Rhodanese-like domain	
2755609806	129	1	19	ProSiteProfiles	PS51257			
2755609807	108	1	24	ProSiteProfiles	PS51257			
2755609809	278	53	265	SUPERFAMILY	SSF53474			
2755609811	423	159	186	ProSiteProfiles	PS50035	IPR001736	Phospholipase D/Transphosphatidylase	GO:0003824|GO:0008152
2755609811	423	159	186	SMART	SM00155	IPR001736	Phospholipase D/Transphosphatidylase	GO:0003824|GO:0008152
2755609811	423	336	363	ProSiteProfiles	PS50035	IPR001736	Phospholipase D/Transphosphatidylase	GO:0003824|GO:0008152
2755609811	423	336	363	SMART	SM00155	IPR001736	Phospholipase D/Transphosphatidylase	GO:0003824|GO:0008152
2755609811	423	52	251	SUPERFAMILY	SSF56024			
2755609811	423	234	408	SUPERFAMILY	SSF56024			
2755609812	232	103	157	ProSiteProfiles	PS50056	IPR000387	Protein-tyrosine/Dual specificity phosphatase	GO:0016311|GO:0016791
2755609812	232	129	139	ProSitePatterns	PS00383	IPR016130	Protein-tyrosine phosphatase, active site	GO:0004725|GO:0016311|GO:0016791
2755609812	232	4	230	SUPERFAMILY	SSF52799			
2755609814	187	1	21	ProSiteProfiles	PS51257			
2755609816	103	13	86	SUPERFAMILY	SSF56935			
2755609817	205	41	178	SUPERFAMILY	SSF47240	IPR009078	Ferritin-like superfamily	
2755609818	149	1	147	SUPERFAMILY	SSF82784	IPR003718	Peroxiredoxin, OsmC-like protein	GO:0006950
2755609819	514	47	60	ProSitePatterns	PS00165	IPR000634	Serine/threonine dehydratase, pyridoxal-phosphate-binding site	GO:0006520|GO:0030170
2755609819	514	334	410	ProSiteProfiles	PS51672	IPR001721	ACT-like domain	
2755609819	514	433	504	ProSiteProfiles	PS51672	IPR001721	ACT-like domain	
2755609819	514	9	357	SUPERFAMILY	SSF53686	IPR001926	Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily	
2755609819	514	332	422	SUPERFAMILY	SSF55021			
2755609819	514	419	513	SUPERFAMILY	SSF55021			
2755609821	146	42	145	SUPERFAMILY	SSF54523			
2755609822	157	19	39	ProSitePatterns	PS00409	IPR012902	Prokaryotic N-terminal methylation site	
2755609822	157	21	102	SUPERFAMILY	SSF54523			
2755609823	124	11	31	ProSitePatterns	PS00409	IPR012902	Prokaryotic N-terminal methylation site	
2755609823	124	50	121	SUPERFAMILY	SSF54523			
2755609824	227	5	25	ProSitePatterns	PS00409	IPR012902	Prokaryotic N-terminal methylation site	
2755609824	227	7	94	SUPERFAMILY	SSF54523			
2755609825	324	210	263	SUPERFAMILY	SSF47781	IPR010994	RuvA domain 2-like	
2755609825	324	44	118	SUPERFAMILY	SSF54523			
2755609825	324	121	210	SUPERFAMILY	SSF158544			
2755609825	324	273	311	SUPERFAMILY	SSF54523			
2755609826	400	1	142	SUPERFAMILY	SSF53067			
2755609830	297	8	193	SMART	SM00849	IPR001279	Beta-lactamase-like	GO:0016787
2755609830	297	8	228	SUPERFAMILY	SSF56281			
2755609831	560	215	226	ProSitePatterns	PS00455	IPR020845	AMP-binding, conserved site	
2755609831	560	16	559	SUPERFAMILY	SSF56801			
2755609833	309	117	266	SUPERFAMILY	SSF53474			
2755609834	219	13	129	SMART	SM00100	IPR000595	Cyclic nucleotide-binding domain	
2755609834	219	39	111	ProSiteProfiles	PS50042	IPR000595	Cyclic nucleotide-binding domain	
2755609834	219	166	213	SMART	SM00419	IPR001808	Transcription regulator HTH, Crp	GO:0003700|GO:0005622|GO:0006355
2755609834	219	145	215	ProSiteProfiles	PS51063	IPR012318	Helix-turn-helix motif, Crp-type	GO:0003677|GO:0006355
2755609834	219	21	143	SUPERFAMILY	SSF51206	IPR018490	Cyclic nucleotide-binding-like	
2755609834	219	163	212	SUPERFAMILY	SSF46785			
2755609835	384	14	361	SUPERFAMILY	SSF54593			
2755609836	160	7	68	ProSiteProfiles	PS50956	IPR000485	AsnC-type HTH domain	GO:0006355|GO:0043565
2755609836	160	67	160	SUPERFAMILY	SSF54909	IPR011008	Dimeric alpha-beta barrel	
2755609836	160	25	51	ProSitePatterns	PS00519	IPR019885	Transcription regulator HTH, AsnC-type, conserved site	
2755609836	160	7	120	SMART	SM00344	IPR019888	Transcription regulator AsnC-type	GO:0003700|GO:0005622|GO:0006355|GO:0043565
2755609836	160	5	86	SUPERFAMILY	SSF46785			
2755609837	233	29	193	ProSiteProfiles	PS51186	IPR000182	GNAT domain	GO:0008080
2755609837	233	31	169	SUPERFAMILY	SSF55729	IPR016181	Acyl-CoA N-acyltransferase	
2755609838	292	73	133	ProSiteProfiles	PS51371	IPR000644	CBS domain	GO:0030554
2755609838	292	78	127	SMART	SM00116	IPR000644	CBS domain	GO:0030554
2755609838	292	136	193	ProSiteProfiles	PS51371	IPR000644	CBS domain	GO:0030554
2755609838	292	139	187	SMART	SM00116	IPR000644	CBS domain	GO:0030554
2755609838	292	204	286	SMART	SM01091	IPR005170	Transporter-associated domain	
2755609838	292	203	284	SUPERFAMILY	SSF56176	IPR016166	FAD-binding, type 2	GO:0003824|GO:0016614|GO:0050660|GO:0055114
2755609838	292	59	197	SUPERFAMILY	SSF54631			
2755609839	506	218	478	SUPERFAMILY	SSF56317	IPR003010	Carbon-nitrogen hydrolase	GO:0006807|GO:0016810
2755609839	506	222	506	ProSiteProfiles	PS50263	IPR003010	Carbon-nitrogen hydrolase	GO:0006807|GO:0016810
2755609840	301	3	277	ProSiteProfiles	PS50861	IPR006194	Glycine-tRNA synthetase, heterodimeric	GO:0000166|GO:0004820|GO:0005524|GO:0005737|GO:0006426
2755609840	301	3	281	SUPERFAMILY	SSF55681			
2755609841	702	375	665	ProSiteProfiles	PS50861	IPR006194	Glycine-tRNA synthetase, heterodimeric	GO:0000166|GO:0004820|GO:0005524|GO:0005737|GO:0006426
2755609841	702	359	504	SUPERFAMILY	SSF109604			
2755609842	190	1	178	SUPERFAMILY	SSF56784	IPR023214	HAD-like domain	
2755609843	244	75	190	SMART	SM00563	IPR002123	Phospholipid/glycerol acyltransferase	GO:0008152|GO:0016746
2755609843	244	7	243	SUPERFAMILY	SSF69593			
2755609845	1127	366	430	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2755609845	1127	514	620	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2755609845	1127	761	882	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2755609845	1127	768	827	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2755609845	1127	770	836	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2755609845	1127	576	628	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2755609845	1127	841	893	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2755609845	1127	577	619	SMART	SM00086	IPR001610	PAC motif	
2755609845	1127	842	884	SMART	SM00086	IPR001610	PAC motif	
2755609845	1127	964	1117	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2755609845	1127	1005	1115	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2755609845	1127	298	352	ProSiteProfiles	PS50885	IPR003660	HAMP linker domain	GO:0004871|GO:0007165|GO:0016021
2755609845	1127	298	352	SMART	SM00304	IPR003660	HAMP linker domain	GO:0004871|GO:0007165|GO:0016021
2755609845	1127	897	964	SMART	SM00388	IPR003661	Signal transduction histidine kinase EnvZ-like, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165|GO:0016020
2755609845	1127	904	1115	ProSiteProfiles	PS50109	IPR005467	Signal transduction histidine kinase, core	
2755609845	1127	888	961	SUPERFAMILY	SSF47384	IPR009082	Signal transduction histidine kinase, homodimeric domain	GO:0004871|GO:0007165
2755609845	1127	692	756	SUPERFAMILY	SSF55781			
2755609846	351	42	263	SMART	SM00849	IPR001279	Beta-lactamase-like	GO:0016787
2755609846	351	15	348	SUPERFAMILY	SSF56281			
2755609847	136	6	76	ProSiteProfiles	PS50937	IPR000551	MerR-type HTH domain	GO:0003677|GO:0006355
2755609847	136	7	77	SMART	SM00422	IPR000551	MerR-type HTH domain	GO:0003677|GO:0006355
2755609847	136	6	115	SUPERFAMILY	SSF46955	IPR009061	DNA binding domain, putative	
2755609848	153	13	143	SUPERFAMILY	SSF54637			
2755609849	393	130	142	ProSitePatterns	PS00072	IPR006089	Acyl-CoA dehydrogenase, conserved site	GO:0003995|GO:0055114
2755609849	393	347	366	ProSitePatterns	PS00073	IPR006089	Acyl-CoA dehydrogenase, conserved site	GO:0003995|GO:0055114
2755609849	393	234	390	SUPERFAMILY	SSF47203	IPR009075	Acyl-CoA dehydrogenase/oxidase C-terminal	GO:0016627|GO:0055114
2755609849	393	6	248	SUPERFAMILY	SSF56645	IPR009100	Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain	GO:0008152|GO:0016627|GO:0055114
2755609850	217	2	209	SUPERFAMILY	SSF53056	IPR001765	Carbonic anhydrase	GO:0004089|GO:0008270
2755609850	217	30	192	SMART	SM00947	IPR001765	Carbonic anhydrase	GO:0004089|GO:0008270
2755609850	217	42	49	ProSitePatterns	PS00704	IPR015892	Carbonic anhydrase, prokaryotic-like, conserved site	GO:0004089|GO:0008270|GO:0015976
2755609850	217	82	102	ProSitePatterns	PS00705	IPR015892	Carbonic anhydrase, prokaryotic-like, conserved site	GO:0004089|GO:0008270|GO:0015976
2755609852	393	5	269	SUPERFAMILY	SSF53901	IPR016039	Thiolase-like	GO:0003824|GO:0008152
2755609852	393	271	392	SUPERFAMILY	SSF53901	IPR016039	Thiolase-like	GO:0003824|GO:0008152
2755609852	393	374	387	ProSitePatterns	PS00099	IPR020610	Thiolase, active site	GO:0008152|GO:0016747
2755609853	375	334	353	ProSitePatterns	PS00073	IPR006089	Acyl-CoA dehydrogenase, conserved site	GO:0003995|GO:0055114
2755609853	375	225	375	SUPERFAMILY	SSF47203	IPR009075	Acyl-CoA dehydrogenase/oxidase C-terminal	GO:0016627|GO:0055114
2755609853	375	2	240	SUPERFAMILY	SSF56645	IPR009100	Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain	GO:0008152|GO:0016627|GO:0055114
2755609854	138	34	130	SUPERFAMILY	SSF54427			
2755609855	222	3	220	SUPERFAMILY	SSF56784	IPR023214	HAD-like domain	
2755609857	257	2	102	ProSiteProfiles	PS51384	IPR017927	Ferredoxin reductase-type FAD-binding domain	GO:0016491|GO:0055114
2755609857	257	5	99	SUPERFAMILY	SSF63380	IPR017938	Riboflavin synthase-like beta-barrel	GO:0016491|GO:0055114
2755609857	257	103	254	SUPERFAMILY	SSF52343			
2755609858	257	1	33	ProSiteProfiles	PS51318	IPR006311	Twin-arginine translocation pathway, signal sequence	
2755609859	588	9	342	SUPERFAMILY	SSF51905			
2755609859	588	393	504	SUPERFAMILY	SSF54373			
2755609859	588	520	580	SUPERFAMILY	SSF51905			
2755609860	330	69	266	ProSiteProfiles	PS51007	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2755609860	330	70	154	SUPERFAMILY	SSF46626	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2755609860	330	195	270	SUPERFAMILY	SSF46626	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2755609860	330	1	22	ProSiteProfiles	PS51257			
2755609861	349	1	324	SUPERFAMILY	SSF51430	IPR023210	NADP-dependent oxidoreductase domain	
2755609862	96	6	95	SUPERFAMILY	SSF54523			
2755609863	387	5	235	SUPERFAMILY	SSF53448			
2755609867	597	374	595	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2755609867	597	399	585	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2755609867	597	21	344	SUPERFAMILY	SSF90123	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
2755609867	597	35	316	ProSiteProfiles	PS50929	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
2755609867	597	512	526	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2755609867	597	368	591	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2755609868	326	1	284	SUPERFAMILY	SSF53756			
2755609869	417	15	379	SUPERFAMILY	SSF53756			
2755609871	267	15	232	SUPERFAMILY	SSF53474			
2755609872	163	15	159	SUPERFAMILY	SSF55040	IPR002820	Molybdopterin cofactor biosynthesis C (MoaC) domain	GO:0006777
2755609878	190	2	186	SUPERFAMILY	SSF52980	IPR011335	Restriction endonuclease  type II-like	
2755609879	459	10	459	SUPERFAMILY	SSF48557	IPR008948	L-Aspartase-like	GO:0003824
2755609879	459	298	307	ProSitePatterns	PS00163	IPR020557	Fumarate lyase, conserved site	GO:0003824
2755609880	204	1	78	ProSiteProfiles	PS50404	IPR004045	Glutathione S-transferase, N-terminal	GO:0005515
2755609880	204	69	201	SUPERFAMILY	SSF47616	IPR010987	Glutathione S-transferase, C-terminal-like	
2755609880	204	83	204	ProSiteProfiles	PS50405	IPR010987	Glutathione S-transferase, C-terminal-like	
2755609880	204	1	100	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2755609881	201	34	201	ProSiteProfiles	PS51355	IPR000889	Glutathione peroxidase	GO:0004602|GO:0006979|GO:0055114
2755609881	201	65	80	ProSitePatterns	PS00460	IPR000889	Glutathione peroxidase	GO:0004602|GO:0006979|GO:0055114
2755609881	201	47	196	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2755609882	287	5	275	SUPERFAMILY	SSF47240	IPR009078	Ferritin-like superfamily	
2755609883	163	26	157	SUPERFAMILY	SSF52374			
2755609884	925	16	252	SUPERFAMILY	SSF81301			
2755609884	925	272	439	SUPERFAMILY	SSF81593			
2755609884	925	518	796	SUPERFAMILY	SSF81301			
2755609884	925	797	925	SUPERFAMILY	SSF81593			
2755609886	268	1	266	SUPERFAMILY	SSF56317	IPR003010	Carbon-nitrogen hydrolase	GO:0006807|GO:0016810
2755609886	268	1	268	ProSiteProfiles	PS50263	IPR003010	Carbon-nitrogen hydrolase	GO:0006807|GO:0016810
2755609887	676	286	415	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2755609887	676	296	341	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2755609887	676	299	365	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2755609887	676	374	426	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2755609887	676	510	672	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2755609887	676	559	674	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2755609887	676	439	517	SMART	SM00388	IPR003661	Signal transduction histidine kinase EnvZ-like, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165|GO:0016020
2755609887	676	446	674	ProSiteProfiles	PS50109	IPR005467	Signal transduction histidine kinase, core	
2755609887	676	431	514	SUPERFAMILY	SSF47384	IPR009082	Signal transduction histidine kinase, homodimeric domain	GO:0004871|GO:0007165
2755609888	211	143	208	ProSiteProfiles	PS50043	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2755609888	211	147	204	SMART	SM00421	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2755609888	211	164	191	ProSitePatterns	PS00622	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2755609888	211	7	123	SMART	SM00448	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2755609888	211	8	127	ProSiteProfiles	PS50110	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2755609888	211	7	159	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2755609888	211	136	205	SUPERFAMILY	SSF46894	IPR016032	Signal transduction response regulator, C-terminal effector	GO:0003677|GO:0006355
2755609890	362	125	262	SMART	SM00925	IPR005300	Lytic transglycosylase MltA	GO:0004553
2755609890	362	35	361	SUPERFAMILY	SSF50685	IPR009009	RlpA-like double-psi beta-barrel domain	
2755609891	160	4	65	ProSiteProfiles	PS50956	IPR000485	AsnC-type HTH domain	GO:0006355|GO:0043565
2755609891	160	64	153	SUPERFAMILY	SSF54909	IPR011008	Dimeric alpha-beta barrel	
2755609891	160	22	48	ProSitePatterns	PS00519	IPR019885	Transcription regulator HTH, AsnC-type, conserved site	
2755609891	160	4	113	SMART	SM00344	IPR019888	Transcription regulator AsnC-type	GO:0003700|GO:0005622|GO:0006355|GO:0043565
2755609891	160	3	63	SUPERFAMILY	SSF46785			
2755609892	331	30	211	SUPERFAMILY	SSF52518			
2755609893	234	2	234	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2755609893	234	26	213	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2755609893	234	2	224	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2755609894	286	46	286	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2755609894	286	45	284	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2755609897	426	1	28	ProSiteProfiles	PS51318	IPR006311	Twin-arginine translocation pathway, signal sequence	
2755609897	426	31	413	SUPERFAMILY	SSF53822	IPR028082	Periplasmic binding protein-like I	
2755609899	408	84	360	SUPERFAMILY	SSF53756			
2755609900	317	243	308	ProSiteProfiles	PS50043	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2755609900	317	247	304	SMART	SM00421	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
