gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2755609845	1127	792	878	2	88	2.0e-15	56.7	pfam08447	PAS_3	89
2755609845	1127	897	964	3	61	8.9e-12	44.7	pfam00512	HisKA	64
2755609845	1127	1005	1115	1	109	2.6e-17	63.3	pfam02518	HATPase_c	111
2755609846	351	39	263	5	197	2.2e-27	96.2	pfam00753	Lactamase_B	197
2755609847	136	8	46	1	35	3.4e-08	33	pfam00376	MerR	38
2755609847	136	51	116	1	61	2.6e-15	56.6	pfam09278	MerR-DNA-bind	65
2755609848	153	56	133	1	76	3.1e-12	46.5	pfam03061	4HBT	79
2755609849	393	12	124	2	113	9.4e-40	135.7	pfam02771	Acyl-CoA_dh_N	113
2755609849	393	128	223	1	97	2.6e-26	91.5	pfam02770	Acyl-CoA_dh_M	97
2755609849	393	235	389	1	149	3.8e-38	130.9	pfam00441	Acyl-CoA_dh_1	150
2755609850	217	37	188	2	155	4.8e-48	163.3	pfam00484	Pro_CA	156
2755609851	605	16	600	1	560	0.0e+00	847.7	pfam06315	AceK	561
2755609852	393	5	263	1	260	2.1e-84	282.8	pfam00108	Thiolase_N	260
2755609852	393	270	392	2	122	7.4e-42	141.8	pfam02803	Thiolase_C	123
2755609853	375	4	116	1	113	1.8e-35	121.9	pfam02771	Acyl-CoA_dh_N	113
2755609853	375	120	215	1	97	9.5e-25	86.5	pfam02770	Acyl-CoA_dh_M	97
2755609853	375	227	375	1	149	1.6e-48	164.6	pfam00441	Acyl-CoA_dh_1	150
2755609855	222	7	188	1	177	7.8e-21	74.8	pfam13419	HAD_2	178
2755609857	257	8	100	15	90	1.4e-08	34.9	pfam00970	FAD_binding_6	99
2755609857	257	112	230	1	107	1.3e-11	45	pfam00175	NAD_binding_1	109
2755609858	257	53	206	3	130	1.6e-28	99.5	pfam13618	Gluconate_2-dh3	130
2755609859	588	190	350	154	290	9.1e-11	41.5	pfam00732	GMC_oxred_N	296
2755609859	588	445	572	4	142	2.3e-20	73.4	pfam05199	GMC_oxred_C	144
2755609860	330	71	155	10	61	4.0e-05	24.6	pfam00034	Cytochrom_C	92
2755609860	330	185	266	10	89	1.5e-07	32.3	pfam00034	Cytochrom_C	92
2755609861	349	15	322	1	290	6.8e-80	268.2	pfam00248	Aldo_ket_red	292
2755609862	96	1	95	29	109	1.7e-08	35.2	pfam00114	Pilin	109
2755609863	387	7	170	1	166	7.2e-22	77.8	pfam00535	Glycos_transf_2	170
2755609867	597	36	324	12	272	2.9e-10	40.1	pfam00664	ABC_membrane	274
2755609867	597	390	540	1	137	3.2e-25	89.1	pfam00005	ABC_tran	137
2755609868	326	71	286	6	221	4.0e-24	85.1	pfam01075	Glyco_transf_9	249
2755609869	417	208	367	14	159	6.9e-23	81	pfam00534	Glycos_transf_1	172
2755609870	552	153	178	1	24	2.9e-09	36.3	pfam15864	PglL_A	26
2755609870	552	189	337	7	152	6.9e-12	45.1	pfam04932	Wzy_C	155
2755609870	552	358	543	1	182	6.2e-47	159.8	pfam11846	Wzy_C_2	188
2755609872	163	19	154	1	129	1.9e-55	186.4	pfam01967	MoaC	129
2755609873	497	82	262	24	195	8.0e-30	103.9	pfam01435	Peptidase_M48	196
2755609874	118	2	106	2	104	5.7e-31	107.2	pfam04020	Phage_holin_4_2	105
2755609875	195	13	185	2	179	5.5e-39	133.6	pfam03741	TerC	180
2755609876	135	2	68	2	68	1.1e-29	102.1	pfam12512	DUF3717	68
2755609876	135	73	119	1	45	3.0e-16	58.8	pfam06945	DUF1289	48
2755609878	190	1	182	2	172	2.3e-65	219.3	pfam07152	YaeQ	173
2755609879	459	14	323	1	305	1.6e-56	191.8	pfam00206	Lyase_1	312
2755609879	459	335	449	1	115	1.1e-47	160.8	pfam08328	ASL_C	115
2755609880	204	3	85	1	72	5.5e-19	68.2	pfam13417	GST_N_3	75
2755609880	204	123	191	1	66	2.9e-12	46.2	pfam13410	GST_C_2	70
2755609881	201	45	151	10	107	5.3e-33	112.7	pfam00255	GSHPx	108
2755609883	163	29	156	2	97	2.1e-13	50.5	pfam01467	CTP_transf_like	143
2755609884	925	21	258	59	243	2.1e-46	158.2	pfam03710	GlnE	251
2755609884	925	282	439	3	146	4.5e-37	127.2	pfam08335	GlnD_UR_UTase	147
2755609884	925	544	788	2	249	9.1e-59	198.8	pfam03710	GlnE	251
2755609884	925	801	904	20	94	1.2e-07	31.8	pfam08335	GlnD_UR_UTase	147
2755609885	1373	542	834	3	269	2.5e-43	148.6	pfam13116	DUF3971	289
2755609885	1373	1088	1350	1	231	3.3e-66	223	pfam13502	AsmA_2	231
2755609886	268	2	258	1	260	1.5e-48	165.3	pfam00795	CN_hydrolase	261
2755609887	676	299	414	2	113	1.8e-09	37.4	pfam00989	PAS	113
2755609887	676	559	674	3	109	1.1e-17	64.4	pfam02518	HATPase_c	111
2755609888	211	9	124	1	112	4.3e-22	78.3	pfam00072	Response_reg	112
2755609888	211	148	204	2	56	5.6e-21	73.7	pfam00196	GerE	57
2755609890	362	53	262	1	225	1.0e-52	179	pfam03562	MltA	225
2755609890	362	287	359	1	74	2.8e-21	75.4	pfam06725	3D	75
2755609891	160	4	51	2	48	2.8e-21	74.7	pfam13412	HTH_24	48
2755609891	160	68	144	3	73	3.1e-17	62.1	pfam01037	AsnC_trans_reg	75
2755609893	234	17	160	1	136	7.6e-31	107.3	pfam00005	ABC_tran	137
2755609894	286	61	216	2	137	1.2e-28	100.2	pfam00005	ABC_tran	137
2755609894	286	263	285	2	23	2.3e-07	30.4	pfam12399	BCA_ABC_TP_C	23
2755609895	376	58	356	2	267	4.7e-37	127.5	pfam02653	BPD_transp_2	268
2755609896	524	230	507	2	266	8.0e-49	166.1	pfam02653	BPD_transp_2	268
2755609897	426	32	412	1	362	0.0e+00	579.1	pfam13433	Peripla_BP_5	364
2755609898	204	11	159	2	131	6.8e-15	55.7	pfam01814	Hemerythrin	131
2755609899	408	192	326	2	132	6.2e-13	49.2	pfam13692	Glyco_trans_1_4	134
2755609900	317	15	127	1	110	4.2e-28	97.6	pfam00072	Response_reg	112
2755609900	317	249	304	3	57	2.8e-16	58.7	pfam00196	GerE	57
2755609901	1141	686	752	1	64	9.5e-16	57.5	pfam00512	HisKA	64
2755609901	1141	799	909	2	108	1.9e-23	83	pfam02518	HATPase_c	111
2755609901	1141	932	1044	1	109	3.6e-18	65.6	pfam00072	Response_reg	112
2755609902	100	1	99	1	99	2.0e-48	162.6	pfam00547	Urease_gamma	99
2755609904	101	3	100	1	97	6.1e-44	147.9	pfam00699	Urease_beta	98
2755609905	576	6	128	2	121	6.8e-54	181.2	pfam00449	Urease_alpha	121
2755609905	576	134	493	1	339	1.2e-80	271.3	pfam01979	Amidohydro_1	344
2755609906	201	11	71	5	62	4.6e-19	67.7	pfam02814	UreE_N	62
2755609906	201	78	196	1	87	4.3e-27	94.3	pfam05194	UreE_C	87
2755609907	232	44	190	1	132	2.1e-45	154.4	pfam01730	UreF	132
2755609908	214	17	190	3	175	4.5e-38	130.5	pfam02492	cobW	177
2755609909	777	302	411	325	432	6.2e-14	51.5	pfam00067	p450	463
2755609909	777	693	768	5	77	2.1e-12	46.7	pfam00111	Fer2	78
2755609911	764	258	727	2	472	5.9e-120	401	pfam00982	Glyco_transf_20	474
2755609914	126	8	118	1	107	2.0e-09	37.5	pfam00072	Response_reg	112
2755609915	128	10	120	1	106	1.5e-13	50.8	pfam00072	Response_reg	112
2755609916	437	26	166	1	136	1.5e-31	109.6	pfam00005	ABC_tran	137
2755609916	437	299	417	1	119	5.5e-35	120.4	pfam09821	AAA_assoc_C	119
2755609917	579	81	271	3	166	4.7e-10	39.4	pfam00528	BPD_transp_1	185
2755609917	579	392	572	6	169	1.5e-14	54	pfam00528	BPD_transp_1	185
2755609918	650	40	267	9	226	4.4e-54	183.4	pfam17159	MASE3	226
2755609918	650	283	391	2	113	1.9e-06	27.7	pfam00989	PAS	113
2755609918	650	534	650	2	107	6.4e-16	58.8	pfam02518	HATPase_c	111
2755609921	214	27	102	2	75	3.9e-20	71.8	pfam01169	UPF0016	75
2755609921	214	126	201	2	75	3.0e-23	81.8	pfam01169	UPF0016	75
2755609924	500	21	437	1	409	0.0e+00	441.8	pfam01970	TctA	409
2755609925	140	6	138	4	135	2.7e-10	40.5	pfam07331	TctB	135
2755609926	218	4	66	2	64	2.2e-18	65.5	pfam00392	GntR	64
2755609926	218	76	199	1	123	2.7e-30	105.2	pfam07729	FCD	125
2755609927	565	10	565	2	548	0.0e+00	960.2	pfam16957	Mal_decarbox_Al	548
2755609928	106	21	101	3	81	3.5e-25	87.9	pfam06857	ACP	83
2755609929	314	19	255	10	214	3.1e-16	59	pfam01039	Carboxyl_trans	494
2755609930	232	5	230	3	231	1.8e-57	194.4	pfam06833	MdcE	232
2755609931	237	6	212	2	198	2.9e-45	154.4	pfam10620	MdcG	199
2755609932	320	51	315	2	275	5.4e-68	229.5	pfam01874	CitG	276
2755609933	303	4	273	3	265	1.1e-17	64.4	pfam00698	Acyl_transf_1	319
2755609934	192	14	165	6	136	1.1e-14	54.6	pfam01613	Flavin_Reduct	155
2755609935	171	66	107	1	40	2.8e-09	36.6	pfam05433	Rick_17kDa_Anti	42
2755609937	254	21	129	1	111	3.0e-10	40.1	pfam00072	Response_reg	112
2755609937	254	156	252	4	93	2.0e-18	66.4	pfam04397	LytTR	98
2755609939	136	18	118	2	102	6.8e-13	49	pfam12680	SnoaL_2	102
2755609940	225	19	109	1	90	4.4e-36	122.5	pfam12973	Cupin_7	91
2755609940	225	128	213	7	90	1.1e-08	34.7	pfam12973	Cupin_7	91
2755609941	379	9	87	1	66	1.1e-13	51	pfam13450	NAD_binding_8	68
2755609941	379	94	371	205	450	4.0e-20	72.4	pfam01593	Amino_oxidase	451
2755609943	269	22	255	7	238	2.2e-23	82.7	pfam12146	Hydrolase_4	239
2755609944	238	21	167	1	136	2.3e-31	109	pfam00005	ABC_tran	137
2755609945	249	23	179	3	136	1.5e-27	96.6	pfam00005	ABC_tran	137
2755609946	312	24	292	2	268	3.9e-35	121.2	pfam02653	BPD_transp_2	268
2755609947	286	7	273	3	268	5.0e-38	130.7	pfam02653	BPD_transp_2	268
2755609948	413	28	372	1	323	2.7e-72	244.2	pfam13458	Peripla_BP_6	342
2755609949	226	16	78	2	64	3.6e-19	68	pfam00392	GntR	64
2755609949	226	88	210	1	124	5.5e-20	71.9	pfam07729	FCD	125
2755609950	506	20	484	7	462	0.0e+00	534.7	pfam00171	Aldedh	462
2755609951	270	32	257	2	256	2.2e-16	60.1	pfam00561	Abhydrolase_1	256
2755609952	410	28	371	1	339	2.2e-65	221.5	pfam13458	Peripla_BP_6	342
2755609953	302	104	277	1	176	4.1e-37	127.5	pfam14518	Haem_oxygenas_2	178
2755609954	321	123	260	33	135	1.4e-12	47.3	pfam05175	MTS	169
2755609956	270	48	151	1	100	4.7e-34	117	pfam13444	Acetyltransf_5	101
2755609957	391	10	338	4	324	3.2e-08	32.8	pfam07690	MFS_1	353
2755609959	265	11	165	1	125	1.7e-14	54.5	pfam02585	PIG-L	131
2755609960	155	8	137	1	130	8.5e-63	209.9	pfam07080	DUF1348	130
2755609961	428	11	219	1	199	1.5e-21	76.8	pfam13738	Pyr_redox_3	305
2755609963	402	20	182	3	170	9.1e-21	74.4	pfam13439	Glyco_transf_4	170
2755609963	402	192	365	9	155	1.4e-23	83.2	pfam00534	Glycos_transf_1	172
2755609964	339	51	158	1	93	3.9e-18	65.8	pfam00586	AIRS	94
2755609964	339	183	309	45	150	1.5e-12	47.8	pfam02769	AIRS_C	156
2755609965	190	30	148	32	115	2.0e-08	34.4	pfam00583	Acetyltransf_1	117
2755609966	359	115	289	10	165	1.4e-14	54.7	pfam04055	Radical_SAM	167
2755609967	349	8	281	1	260	3.3e-55	187.1	pfam00795	CN_hydrolase	261
2755609969	465	21	84	5	64	9.2e-12	44.3	pfam00392	GntR	64
2755609969	465	109	450	37	360	5.1e-18	65.2	pfam00155	Aminotran_1_2	363
2755609972	250	8	222	1	215	3.6e-88	294.2	pfam00318	Ribosomal_S2	215
2755609973	297	71	273	1	208	4.0e-66	222.4	pfam00889	EF_TS	208
2755609974	240	9	218	1	240	1.5e-30	106.4	pfam00696	AA_kinase	241
2755609975	187	22	185	1	162	1.3e-61	207.1	pfam01765	RRF	162
2755609976	243	16	229	1	225	5.9e-78	261.3	pfam01255	Prenyltransf	225
2755609977	284	3	281	2	262	1.1e-49	169.4	pfam01148	CTP_transf_1	266
2755609978	399	8	136	1	129	5.0e-47	159.7	pfam02670	DXP_reductoisom	129
2755609978	399	150	236	1	83	2.5e-37	126.9	pfam08436	DXP_redisom_C	83
2755609978	399	268	389	1	114	6.9e-36	122.9	pfam13288	DXPR_C	115
2755609979	455	6	441	1	249	5.3e-72	242	pfam02163	Peptidase_M50	250
2755609979	455	219	295	17	80	3.1e-07	30.5	pfam13180	PDZ_2	82
2755609980	764	99	179	1	80	9.8e-11	42	pfam07244	POTRA	80
2755609980	764	182	270	2	80	5.9e-17	61.9	pfam07244	POTRA	80
2755609980	764	273	349	1	70	4.3e-09	36.7	pfam07244	POTRA	80
2755609980	764	354	428	2	80	1.8e-13	50.7	pfam07244	POTRA	80
2755609980	764	455	764	1	324	5.4e-74	249.4	pfam01103	Bac_surface_Ag	324
2755609981	171	11	167	3	156	2.6e-36	124.8	pfam03938	OmpH	156
2755609982	322	21	90	3	70	2.2e-25	88.1	pfam04613	LpxD	70
2755609982	322	130	165	1	35	8.3e-05	22	pfam00132	Hexapep	36
2755609982	322	207	242	1	36	3.0e-04	20.2	pfam00132	Hexapep	36
2755609982	322	243	278	1	35	3.8e-04	19.9	pfam00132	Hexapep	36
2755609983	146	11	137	1	137	1.4e-37	128.3	pfam07977	FabA	138
2755609984	262	13	48	4	36	1.5e-08	33.9	pfam00132	Hexapep	36
2755609984	262	105	139	2	36	1.7e-10	40.1	pfam00132	Hexapep	36
2755609984	262	176	261	1	81	1.2e-23	83.3	pfam13720	Acetyltransf_11	82
2755609985	376	3	374	3	360	3.5e-96	322.2	pfam02684	LpxB	374
2755609986	217	23	200	1	197	3.3e-38	131.4	pfam01351	RNase_HII	198
2755609987	259	112	249	3	142	1.9e-26	92.8	pfam00588	SpoU_methylase	142
2755609988	387	11	139	2	127	1.2e-51	173.7	pfam00988	CPSase_sm_chain	127
2755609988	387	205	383	3	189	1.5e-46	158.5	pfam00117	GATase	190
2755609989	1084	128	335	1	210	2.7e-72	242.5	pfam02786	CPSase_L_D2	211
2755609989	1084	421	549	2	123	2.0e-40	137.8	pfam02787	CPSase_L_D3	123
2755609989	1084	675	882	1	209	1.1e-35	122.9	pfam02786	CPSase_L_D2	211
2755609989	1084	965	1052	2	94	3.1e-19	68.8	pfam02142	MGS	95
2755609990	138	1	137	139	274	2.4e-60	204	pfam11004	Kdo_hydroxy	275
2755609991	158	4	74	1	71	9.9e-32	108.8	pfam03449	GreA_GreB_N	71
2755609991	158	81	157	3	77	1.1e-27	95.6	pfam01272	GreA_GreB	77
2755609992	153	10	111	1	95	4.5e-14	52.5	pfam13664	DUF4149	102
2755609993	157	6	89	3	85	2.7e-16	59.4	pfam01985	CRS1_YhbY	85
2755609994	219	31	215	1	175	7.1e-54	182.4	pfam01728	FtsJ	177
2755609995	635	9	104	2	92	1.5e-10	41.3	pfam06480	FtsH_ext	109
2755609995	635	197	330	1	131	4.0e-45	153.3	pfam00004	AAA	132
2755609995	635	390	599	2	211	7.1e-83	277.3	pfam01434	Peptidase_M41	211
2755609996	147	20	137	5	126	7.5e-08	32.5	pfam00903	Glyoxalase	128
2755609997	286	19	258	1	244	4.1e-74	249.2	pfam00809	Pterin_bind	244
2755609998	444	3	138	2	132	2.4e-41	140.5	pfam02878	PGM_PMM_I	138
2755609998	444	156	254	2	103	2.0e-21	76.4	pfam02879	PGM_PMM_II	103
2755609998	444	258	369	1	110	7.3e-34	116.3	pfam02880	PGM_PMM_III	114
2755609998	444	373	441	1	71	2.0e-13	50.1	pfam00408	PGM_PMM_IV	74
2755609999	697	16	118	1	106	1.0e-29	102.8	pfam13089	PP_kinase_N	107
2755609999	697	126	329	2	193	2.6e-56	190.2	pfam02503	PP_kinase	195
2755609999	697	337	686	1	345	0.0e+00	468.6	pfam13090	PP_kinase_C	348
2755610000	153	3	80	1	70	2.6e-07	30.4	pfam00300	His_Phos_1	194
2755610001	515	45	324	16	285	5.2e-70	236	pfam02541	Ppx-GppA	285
2755610002	377	35	373	3	318	4.7e-25	88.9	pfam13458	Peripla_BP_6	342
2755610003	159	37	157	1	128	1.8e-32	112.1	pfam02469	Fasciclin	128
2755610004	343	14	305	3	280	1.9e-62	211.4	pfam12849	PBP_like_2	282
2755610005	320	90	314	3	184	4.1e-17	62.4	pfam00528	BPD_transp_1	185
2755610006	299	106	297	1	177	1.4e-26	93.2	pfam00528	BPD_transp_1	185
2755610007	257	26	182	1	136	8.6e-33	113.6	pfam00005	ABC_tran	137
2755610008	234	21	109	2	88	2.7e-16	59.7	pfam01895	PhoU	89
2755610008	234	127	212	5	88	1.4e-15	57.3	pfam01895	PhoU	89
2755610009	237	7	119	1	112	1.7e-24	86	pfam00072	Response_reg	112
2755610009	237	152	225	2	77	1.5e-25	88.9	pfam00486	Trans_reg_C	77
2755610010	451	2	87	4	79	1.8e-06	28.1	pfam11808	DUF3329	86
2755610010	451	95	193	2	99	3.0e-05	23.9	pfam00989	PAS	113
2755610010	451	205	271	1	63	6.5e-22	77.2	pfam00512	HisKA	64
2755610010	451	318	431	5	109	1.2e-22	80.5	pfam02518	HATPase_c	111
2755610011	457	14	172	4	160	2.2e-19	69.6	pfam01554	MatE	161
