unique_gene_callers_id	ko_id
Ramli-TTB310.3919
Ramli-TTB310.3918
Ramli-TTB310.2431	K01524
Ramli-TTB310.2900	K00240
Ramli-TTB310.2603	K00240
Ramli-TTB310.2308	K01999
Ramli-TTB310.2254	K00031
Ramli-TTB310.572	K00457
Ramli-TTB310.2555	K10220
Ramli-TTB310.3358	K11529
Ramli-TTB310.3275
Ramli-TTB310.195	K00826
Ramli-TTB310.1847
Ramli-TTB310.2593	K03522
Ramli-TTB310.938	K18335
Ramli-TTB310.1111
Ramli-TTB310.601
Ramli-TTB310.2841
Ramli-TTB310.2312	K01996
Ramli-TTB310.308	K07090
Ramli-TTB310.1372	K05772
Ramli-TTB310.323	K01061
Ramli-TTB310.3391	K01430
Ramli-TTB310.106	K00121
Ramli-TTB310.110	K00121
Ramli-TTB310.1938
Ramli-TTB310.3159	K00123
Ramli-TTB310.2093	K00681
Ramli-TTB310.1724	K00681
Ramli-TTB310.3260	K01995
Ramli-TTB310.3160	K22515
Ramli-TTB310.1387	K03518
Ramli-TTB310.2214
Ramli-TTB310.3491	K02169
Ramli-TTB310.2953	K08300
Ramli-TTB310.3397	K03189
Ramli-TTB310.1848
Ramli-TTB310.2565
Ramli-TTB310.2382	K07044
Ramli-TTB310.429	K07044
Ramli-TTB310.3617
Ramli-TTB310.1371	K06857
Ramli-TTB310.3812
Ramli-TTB310.322
Ramli-TTB310.3614	K01996
Ramli-TTB310.940
Ramli-TTB310.2012
Ramli-TTB310.184	K02510
Ramli-TTB310.895
Ramli-TTB310.2580
Ramli-TTB310.3809
Ramli-TTB310.2734
Ramli-TTB310.124
Ramli-TTB310.3783	K01433
Ramli-TTB310.3364
Ramli-TTB310.2965	K08083
Ramli-TTB310.1868	K03821
Ramli-TTB310.1447	K02030
Ramli-TTB310.2091	K02030
Ramli-TTB310.2437	K08296
Ramli-TTB310.1178	K01759
Ramli-TTB310.2733	K01999
Ramli-TTB310.3610	K01995
Ramli-TTB310.952
Ramli-TTB310.2116
Ramli-TTB310.3707	K03781
Ramli-TTB310.2088	K03781
Ramli-TTB310.1174	K01690
Ramli-TTB310.2594	K03521
Ramli-TTB310.1087	K00166
Ramli-TTB310.1088	K00167
Ramli-TTB310.3864	K00145
Ramli-TTB310.1890	K00145
Ramli-TTB310.3394	K01428
Ramli-TTB310.2858
Ramli-TTB310.886
Ramli-TTB310.219	K00324
Ramli-TTB310.1418	K03286
Ramli-TTB310.3729	K02919
Ramli-TTB310.2749	K02970
Ramli-TTB310.2945	K02911
Ramli-TTB310.3947	K02914
Ramli-TTB310.2522	K03530
Ramli-TTB310.3741	K02874
Ramli-TTB310.339	K02946
Ramli-TTB310.3270	K02913
Ramli-TTB310.3269	K02902
Ramli-TTB310.2486	K02963
Ramli-TTB310.2940	K02078
Ramli-TTB310.344	K02965
Ramli-TTB310.2495	K03387
Ramli-TTB310.2051
Ramli-TTB310.3403
Ramli-TTB310.2570
Ramli-TTB310.1600	K00928
Ramli-TTB310.2044	K06867
Ramli-TTB310.238	K03561
Ramli-TTB310.2165	K00674
Ramli-TTB310.2523	K07246
Ramli-TTB310.1616
Ramli-TTB310.2557	K19338
Ramli-TTB310.1635	K01338
Ramli-TTB310.731
Ramli-TTB310.1876
Ramli-TTB310.1622	K01998
Ramli-TTB310.2663
Ramli-TTB310.2824
Ramli-TTB310.80	K07002
Ramli-TTB310.1040	K01997
Ramli-TTB310.406	K01142
Ramli-TTB310.2611	K02238
Ramli-TTB310.835	K01129
Ramli-TTB310.2476	K01733
Ramli-TTB310.2473	K03636
Ramli-TTB310.2600	K08305
Ramli-TTB310.2175
Ramli-TTB310.2554	K10218
Ramli-TTB310.3692	K02867
Ramli-TTB310.3462	K07263
Ramli-TTB310.1039	K01998
Ramli-TTB310.3651	K02458
Ramli-TTB310.2262	K09791
Ramli-TTB310.2905	K01704
Ramli-TTB310.3538	K00602
Ramli-TTB310.1697	K02013
Ramli-TTB310.2693	K02004
Ramli-TTB310.360	K08483
Ramli-TTB310.1069	K07053
Ramli-TTB310.1805	K00981
Ramli-TTB310.1173	K07232
Ramli-TTB310.2263	K00979
Ramli-TTB310.863
Ramli-TTB310.2879	K06940
Ramli-TTB310.991
Ramli-TTB310.3871
Ramli-TTB310.1420	K22292
Ramli-TTB310.2878	K00611
Ramli-TTB310.2416	K03671
Ramli-TTB310.1066
Ramli-TTB310.3032
Ramli-TTB310.949	K07516
Ramli-TTB310.2755
Ramli-TTB310.2168	K07320
Ramli-TTB310.1671	K01687
Ramli-TTB310.105
Ramli-TTB310.1064
Ramli-TTB310.3549	K02614
Ramli-TTB310.820
Ramli-TTB310.2371	K03088
Ramli-TTB310.137
Ramli-TTB310.2625
Ramli-TTB310.3768	K01087
Ramli-TTB310.2667
Ramli-TTB310.580	K00655
Ramli-TTB310.2075	K01997
Ramli-TTB310.3774	K16171
Ramli-TTB310.1941	K00658
Ramli-TTB310.203	K08218
Ramli-TTB310.1690
Ramli-TTB310.1959
Ramli-TTB310.1835	K01868
Ramli-TTB310.823	K01586
Ramli-TTB310.3686	K03744
Ramli-TTB310.3788	K00104
Ramli-TTB310.574
Ramli-TTB310.3029	K00101
Ramli-TTB310.2795	K00101
Ramli-TTB310.2005	K07091
Ramli-TTB310.3399	K02428
Ramli-TTB310.3636
Ramli-TTB310.2709	K01515
Ramli-TTB310.3249
Ramli-TTB310.2284
Ramli-TTB310.845	K02067
Ramli-TTB310.2872
Ramli-TTB310.2076	K01999
Ramli-TTB310.2661	K01689
Ramli-TTB310.1428	K08738
Ramli-TTB310.3227	K05813
Ramli-TTB310.1901	K04044
Ramli-TTB310.3492
Ramli-TTB310.1820
Ramli-TTB310.3834	K21345
Ramli-TTB310.840	K07491
Ramli-TTB310.2425	K02036
Ramli-TTB310.834	K01735
Ramli-TTB310.3901	K01262
Ramli-TTB310.2059	K00567
Ramli-TTB310.3543	K07140
Ramli-TTB310.2028
Ramli-TTB310.899
Ramli-TTB310.529	K04084
Ramli-TTB310.1707	K07788
Ramli-TTB310.3009	K09862
Ramli-TTB310.2179	K08301
Ramli-TTB310.694
Ramli-TTB310.2652
Ramli-TTB310.1598	K04075
Ramli-TTB310.867	K03118
Ramli-TTB310.2666	K04083
Ramli-TTB310.1963	K04088
Ramli-TTB310.724	K02612
Ramli-TTB310.433	K07088
Ramli-TTB310.2171
Ramli-TTB310.2014	K01584
Ramli-TTB310.1628	K02291
Ramli-TTB310.1545	K14161
Ramli-TTB310.2042	K01297
Ramli-TTB310.2037	K01951
Ramli-TTB310.2540
Ramli-TTB310.3929	K00641
Ramli-TTB310.852	K00790
Ramli-TTB310.521	K01599
Ramli-TTB310.359	K11189
Ramli-TTB310.1071	K07054
Ramli-TTB310.2182	K00783
Ramli-TTB310.2001	K14287
Ramli-TTB310.3326	K21053
Ramli-TTB310.721	K00297
Ramli-TTB310.1262
Ramli-TTB310.3272	K00507
Ramli-TTB310.290	K03673
Ramli-TTB310.3726	K02986
Ramli-TTB310.3862	K01902
Ramli-TTB310.3410
Ramli-TTB310.1084
Ramli-TTB310.3645	K07397
Ramli-TTB310.1692	K02016
Ramli-TTB310.2537
Ramli-TTB310.1565	K06911
Ramli-TTB310.3178	K03797
Ramli-TTB310.399	K03570
Ramli-TTB310.2484	K02314
Ramli-TTB310.2270	K09983
Ramli-TTB310.2372
Ramli-TTB310.2544
Ramli-TTB310.1253	K02860
Ramli-TTB310.3219
Ramli-TTB310.291	K09774
Ramli-TTB310.2401
Ramli-TTB310.2576	K12508
Ramli-TTB310.366	K03801
Ramli-TTB310.1870	K00023
Ramli-TTB310.587	K01673
Ramli-TTB310.550
Ramli-TTB310.3166	K05896
Ramli-TTB310.2305	K15546
Ramli-TTB310.2710
Ramli-TTB310.696
Ramli-TTB310.858	K01814
Ramli-TTB310.2021	K09748
Ramli-TTB310.1648
Ramli-TTB310.1846
Ramli-TTB310.3743	K00286
Ramli-TTB310.1979	K02003
Ramli-TTB310.962
Ramli-TTB310.2598
Ramli-TTB310.982	K07137
Ramli-TTB310.1031
Ramli-TTB310.1523	K00605
Ramli-TTB310.1768	K05366
Ramli-TTB310.720	K06442
Ramli-TTB310.3736	K02933
Ramli-TTB310.2050	K06980
Ramli-TTB310.996	K03925
Ramli-TTB310.735
Ramli-TTB310.871	K00097
Ramli-TTB310.3475	K03089
Ramli-TTB310.1817	K01955
Ramli-TTB310.3217
Ramli-TTB310.995	K03667
Ramli-TTB310.1491
Ramli-TTB310.830	K02665
Ramli-TTB310.836
Ramli-TTB310.405	K00762
Ramli-TTB310.3870	K00799
Ramli-TTB310.892
Ramli-TTB310.3930
Ramli-TTB310.844	K02066
Ramli-TTB310.2086	K03769
Ramli-TTB310.2442	K01637
Ramli-TTB310.3302
Ramli-TTB310.1595	K01883
Ramli-TTB310.204
Ramli-TTB310.2675	K18979
Ramli-TTB310.3300
Ramli-TTB310.772	K08309
Ramli-TTB310.1631
Ramli-TTB310.3572	K02067
Ramli-TTB310.3131	K03774
Ramli-TTB310.1804	K00806
Ramli-TTB310.3161	K03593
Ramli-TTB310.2173	K03641
Ramli-TTB310.2532	K06966
Ramli-TTB310.2997	K08311
Ramli-TTB310.1801	K02357
Ramli-TTB310.865	K03116
Ramli-TTB310.3928
Ramli-TTB310.3204
Ramli-TTB310.3939	K06041
Ramli-TTB310.980	K03799
Ramli-TTB310.2268	K01356
Ramli-TTB310.2713	K00341
Ramli-TTB310.1023	K03832
Ramli-TTB310.2446
Ramli-TTB310.3612	K01998
Ramli-TTB310.975	K10002
Ramli-TTB310.2571	K09786
Ramli-TTB310.3609	K01897
Ramli-TTB310.1214	K07213
Ramli-TTB310.2264	K00939
Ramli-TTB310.1002	K01000
Ramli-TTB310.1993	K02658
Ramli-TTB310.1992	K02658
Ramli-TTB310.1753	K06131
Ramli-TTB310.3446	K02031
Ramli-TTB310.1649	K01895
Ramli-TTB310.782	K04042
Ramli-TTB310.1754	K15777
Ramli-TTB310.3845	K00799
Ramli-TTB310.767	K00799
Ramli-TTB310.293	K03092
Ramli-TTB310.1022	K00014
Ramli-TTB310.874	K00412
Ramli-TTB310.2975	K00101
Ramli-TTB310.1133
Ramli-TTB310.1967	K01939
Ramli-TTB310.2696
Ramli-TTB310.2779	K01886
Ramli-TTB310.2125
Ramli-TTB310.1110	K01885
Ramli-TTB310.3170	K00767
Ramli-TTB310.3263	K07478
Ramli-TTB310.0	K02313
Ramli-TTB310.1477
Ramli-TTB310.726	K02610
Ramli-TTB310.629
Ramli-TTB310.737
Ramli-TTB310.179
Ramli-TTB310.2520	K00344
Ramli-TTB310.1392	K09386
Ramli-TTB310.2986	K06879
Ramli-TTB310.3567	K00525
Ramli-TTB310.2627
Ramli-TTB310.1809	K06142
Ramli-TTB310.3856
Ramli-TTB310.2398	K08307
Ramli-TTB310.3544
Ramli-TTB310.3401	K20074
Ramli-TTB310.977	K01465
Ramli-TTB310.2	K02470
Ramli-TTB310.1527	K00311
Ramli-TTB310.2061	K09456
Ramli-TTB310.880	K03070
Ramli-TTB310.2707	K06147
Ramli-TTB310.2769
Ramli-TTB310.3566	K03806
Ramli-TTB310.741	K03550
Ramli-TTB310.2899	K00239
Ramli-TTB310.1797
Ramli-TTB310.531
Ramli-TTB310.2754	K03831
Ramli-TTB310.346	K02982
Ramli-TTB310.2463	K19745
Ramli-TTB310.1004	K03588
Ramli-TTB310.1541	K03652
Ramli-TTB310.348	K02904
Ramli-TTB310.1897	K04487
Ramli-TTB310.1617	K01999
Ramli-TTB310.3828
Ramli-TTB310.398	K03571
Ramli-TTB310.2885	K01681
Ramli-TTB310.2910	K01817
Ramli-TTB310.3643
Ramli-TTB310.999	K03587
Ramli-TTB310.2610
Ramli-TTB310.1841	K04764
Ramli-TTB310.1082	K01895
Ramli-TTB310.134	K01596
Ramli-TTB310.1419	K00568
Ramli-TTB310.2624
Ramli-TTB310.1849
Ramli-TTB310.1493
Ramli-TTB310.3261	K01998
Ramli-TTB310.3650	K02457
Ramli-TTB310.451	K01476
Ramli-TTB310.2488	K02990
Ramli-TTB310.1427	K17225
Ramli-TTB310.693	K01640
Ramli-TTB310.3685	K03500
Ramli-TTB310.3849	K06938
Ramli-TTB310.850	K01992
Ramli-TTB310.318
Ramli-TTB310.3169	K03517
Ramli-TTB310.3607	K06182
Ramli-TTB310.1810	K02536
Ramli-TTB310.3813	K01462
Ramli-TTB310.329	K01698
Ramli-TTB310.691	K01968
Ramli-TTB310.1138	K02527
Ramli-TTB310.932	K13574
Ramli-TTB310.3185
Ramli-TTB310.3846	K01756
Ramli-TTB310.1898	K04488
Ramli-TTB310.2309	K01997
Ramli-TTB310.813	K00789
Ramli-TTB310.3619	K00574
Ramli-TTB310.365	K03644
Ramli-TTB310.1390
Ramli-TTB310.1950	K06024
Ramli-TTB310.3655	K02462
Ramli-TTB310.2060
Ramli-TTB310.216
Ramli-TTB310.3703	K01657
Ramli-TTB310.749	K14058
Ramli-TTB310.1117	K03606
Ramli-TTB310.3338	K02058
Ramli-TTB310.3007	K00859
Ramli-TTB310.428	K03656
Ramli-TTB310.1625	K01772
Ramli-TTB310.2258	K03601
Ramli-TTB310.3865	K03565
Ramli-TTB310.2251	K03694
Ramli-TTB310.357
Ramli-TTB310.600	K01358
Ramli-TTB310.2256	K09005
Ramli-TTB310.1521	K00281
Ramli-TTB310.1742	K09954
Ramli-TTB310.3383	K11962
Ramli-TTB310.3000	K03979
Ramli-TTB310.1196	K11927
Ramli-TTB310.2252	K06891
Ramli-TTB310.1683
Ramli-TTB310.3224
Ramli-TTB310.1546	K14162
Ramli-TTB310.3826	K11711
Ramli-TTB310.3132	K03630
Ramli-TTB310.3653	K02460
Ramli-TTB310.2161	K03529
Ramli-TTB310.3683
Ramli-TTB310.819	K07399
Ramli-TTB310.2340	K00384
Ramli-TTB310.2385	K00059
Ramli-TTB310.1085
Ramli-TTB310.2952	K06179
Ramli-TTB310.2529	K02356
Ramli-TTB310.3581
Ramli-TTB310.3278
Ramli-TTB310.1758
Ramli-TTB310.558
Ramli-TTB310.2877	K00821
Ramli-TTB310.3299	K03424
Ramli-TTB310.2515	K07501
Ramli-TTB310.3575	K01241
Ramli-TTB310.2481
Ramli-TTB310.3371
Ramli-TTB310.1033	K02160
Ramli-TTB310.2731
Ramli-TTB310.2039	K07734
Ramli-TTB310.3488	K02274
Ramli-TTB310.2432
Ramli-TTB310.2135	K01142
Ramli-TTB310.2043
Ramli-TTB310.689	K13766
Ramli-TTB310.692	K12972
Ramli-TTB310.136	K01754
Ramli-TTB310.2115	K02048
Ramli-TTB310.1102
Ramli-TTB310.2874	K02968
Ramli-TTB310.983
Ramli-TTB310.3814
Ramli-TTB310.3487
Ramli-TTB310.2032	K09801
Ramli-TTB310.1405	K01469
Ramli-TTB310.2438	K00937
Ramli-TTB310.2949	K04773
Ramli-TTB310.3341	K02056
Ramli-TTB310.1248	K03306
Ramli-TTB310.885	K03525
Ramli-TTB310.763	K00845
Ramli-TTB310.2717	K00337
Ramli-TTB310.2386	K03639
Ramli-TTB310.2428	K02040
Ramli-TTB310.3542	K06942
Ramli-TTB310.1021	K03814
Ramli-TTB310.2677	K01448
Ramli-TTB310.3737	K02994
Ramli-TTB310.1807	K11749
Ramli-TTB310.3638	K02034
Ramli-TTB310.3668	K13795
Ramli-TTB310.986	K01778
Ramli-TTB310.3937
Ramli-TTB310.3690	K02864
Ramli-TTB310.130
Ramli-TTB310.1343	K01104
Ramli-TTB310.565	K15738
Ramli-TTB310.3290	K00059
Ramli-TTB310.2513	K03215
Ramli-TTB310.233	K02806
Ramli-TTB310.3649	K02456
Ramli-TTB310.3848
Ramli-TTB310.563
Ramli-TTB310.3150	K00124
Ramli-TTB310.1544	K14160
Ramli-TTB310.3400	K00989
Ramli-TTB310.3872	K03524
Ramli-TTB310.1813	K00748
Ramli-TTB310.3571
Ramli-TTB310.1027	K03568
Ramli-TTB310.825	K06202
Ramli-TTB310.343	K02886
Ramli-TTB310.575	K06189
Ramli-TTB310.3853	K03637
Ramli-TTB310.1261	K13288
Ramli-TTB310.1632	K03545
Ramli-TTB310.2052	K01066
Ramli-TTB310.1999	K03798
Ramli-TTB310.2893
Ramli-TTB310.738	K07560
Ramli-TTB310.3384	K11961
Ramli-TTB310.2726	K01803
Ramli-TTB310.3517
Ramli-TTB310.732
Ramli-TTB310.3293
Ramli-TTB310.1070	K01304
Ramli-TTB310.2964
Ramli-TTB310.2337	K00957
Ramli-TTB310.3234
Ramli-TTB310.1966	K02502
Ramli-TTB310.2752	K03592
Ramli-TTB310.2708
Ramli-TTB310.2017	K13894
Ramli-TTB310.1586	K07738
Ramli-TTB310.3444	K02033
Ramli-TTB310.3176
Ramli-TTB310.3866	K03553
Ramli-TTB310.494	K02669
Ramli-TTB310.827	K02662
Ramli-TTB310.84
Ramli-TTB310.1250
Ramli-TTB310.2025	K03177
Ramli-TTB310.141	K00548
Ramli-TTB310.870
Ramli-TTB310.2686	K00791
Ramli-TTB310.3732	K02876
Ramli-TTB310.1144
Ramli-TTB310.1254	K00554
Ramli-TTB310.927	K05501
Ramli-TTB310.135
Ramli-TTB310.2895	K00024
Ramli-TTB310.2187
Ramli-TTB310.2026	K06207
Ramli-TTB310.3595
Ramli-TTB310.2516	K03087
Ramli-TTB310.392
Ramli-TTB310.2999	K00931
Ramli-TTB310.3306	K09810
Ramli-TTB310.2721	K00333
Ramli-TTB310.2404	K02343
Ramli-TTB310.564
Ramli-TTB310.2994	K01338
Ramli-TTB310.816
Ramli-TTB310.2426	K02038
Ramli-TTB310.808
Ramli-TTB310.2170	K22132
Ramli-TTB310.2937	K03088
Ramli-TTB310.1431	K17222
Ramli-TTB310.2361	K00684
Ramli-TTB310.242	K02340
Ramli-TTB310.337	K02355
Ramli-TTB310.3724	K02879
Ramli-TTB310.1073	K01525
Ramli-TTB310.1258	K06949
Ramli-TTB310.3682
Ramli-TTB310.2072	K01996
Ramli-TTB310.368	K00824
Ramli-TTB310.1799	K02433
Ramli-TTB310.2104	K01462
Ramli-TTB310.2712	K00342
Ramli-TTB310.1109	K10764
Ramli-TTB310.2575	K20036
Ramli-TTB310.214
Ramli-TTB310.1977	K06917
Ramli-TTB310.848	K07122
Ramli-TTB310.2595
Ramli-TTB310.1571	K03562
Ramli-TTB310.1718	K09709
Ramli-TTB310.2868
Ramli-TTB310.613	K06182
Ramli-TTB310.2931
Ramli-TTB310.3733	K02907
Ramli-TTB310.202
Ramli-TTB310.3639	K02035
Ramli-TTB310.464	K03719
Ramli-TTB310.1962	K03665
Ramli-TTB310.854	K00013
Ramli-TTB310.2186	K01945
Ramli-TTB310.307
Ramli-TTB310.877	K03600
Ramli-TTB310.3212
Ramli-TTB310.597	K09858
Ramli-TTB310.2383	K00128
Ramli-TTB310.397	K05515
Ramli-TTB310.3623	K01081
Ramli-TTB310.169	K01775
Ramli-TTB310.3727	K02948
Ramli-TTB310.1518
Ramli-TTB310.2167	K01439
Ramli-TTB310.168
Ramli-TTB310.3731	K03076
Ramli-TTB310.1558	K03439
Ramli-TTB310.3888
Ramli-TTB310.2897	K00241
Ramli-TTB310.1792	K00951
Ramli-TTB310.3207	K01495
Ramli-TTB310.1	K02338
Ramli-TTB310.2591	K00459
Ramli-TTB310.1511	K01740
Ramli-TTB310.2267	K01424
Ramli-TTB310.2164	K14267
Ramli-TTB310.3172
Ramli-TTB310.2761	K01092
Ramli-TTB310.1572	K07107
Ramli-TTB310.1703	K02233
Ramli-TTB310.3647	K02233
Ramli-TTB310.2934	K04771
Ramli-TTB310.2483	K07175
Ramli-TTB310.2750	K09117
Ramli-TTB310.1319	K01432
Ramli-TTB310.1505
Ramli-TTB310.2525
Ramli-TTB310.3920
Ramli-TTB310.3291
Ramli-TTB310.146	K00548
Ramli-TTB310.3718	K00946
Ramli-TTB310.2911	K01696
Ramli-TTB310.695	K06938
Ramli-TTB310.2485	K02939
Ramli-TTB310.2275	K10914
Ramli-TTB310.2098	K01265
Ramli-TTB310.1573
Ramli-TTB310.125	K00285
Ramli-TTB310.2396
Ramli-TTB310.3811	K00604
Ramli-TTB310.1134	K00567
Ramli-TTB310.2008
Ramli-TTB310.2935	K03598
Ramli-TTB310.2740	K15578
Ramli-TTB310.3177	K01834
Ramli-TTB310.3344
Ramli-TTB310.194
Ramli-TTB310.1689	K09888
Ramli-TTB310.2479	K00003
Ramli-TTB310.2053	K00043
Ramli-TTB310.210
Ramli-TTB310.1709
Ramli-TTB310.1793
Ramli-TTB310.1408	K03274
Ramli-TTB310.3818	K03074
Ramli-TTB310.1676	K18661
Ramli-TTB310.3597	K04079
Ramli-TTB310.3395	K03187
Ramli-TTB310.2574	K07045
Ramli-TTB310.2715	K00339
Ramli-TTB310.1354
Ramli-TTB310.2020	K15034
Ramli-TTB310.1921	K00254
Ramli-TTB310.101	K01907
Ramli-TTB310.3309	K07462
Ramli-TTB310.807	K01971
Ramli-TTB310.2723	K00331
Ramli-TTB310.2112	K02045
Ramli-TTB310.590	K00626
Ramli-TTB310.2867	K00970
Ramli-TTB310.573	K03719
Ramli-TTB310.3551	K01692
Ramli-TTB310.1003	K01925
Ramli-TTB310.1074	K03699
Ramli-TTB310.2647
Ramli-TTB310.2105	K03578
Ramli-TTB310.3944	K03217
Ramli-TTB310.1590	K09933
Ramli-TTB310.2271	K00058
Ramli-TTB310.1591	K03269
Ramli-TTB310.3481
Ramli-TTB310.3721	K03743
Ramli-TTB310.831	K02666
Ramli-TTB310.2941	K00059
Ramli-TTB310.3490
Ramli-TTB310.3669
Ramli-TTB310.3002	K02888
Ramli-TTB310.178	K00077
Ramli-TTB310.3374
Ramli-TTB310.3694	K03073
Ramli-TTB310.833	K00891
Ramli-TTB310.3523	K02825
Ramli-TTB310.2966	K08082
Ramli-TTB310.3747	K03655
Ramli-TTB310.810
Ramli-TTB310.826	K05366
Ramli-TTB310.623
Ramli-TTB310.3478	K07152
Ramli-TTB310.1840	K01890
Ramli-TTB310.1188	K00883
Ramli-TTB310.1785	K07638
Ramli-TTB310.1409	K21344
Ramli-TTB310.3308
Ramli-TTB310.3382	K11963
Ramli-TTB310.2019	K13896
Ramli-TTB310.988	K03733
Ramli-TTB310.2380	K15987
Ramli-TTB310.3684
Ramli-TTB310.1241
Ramli-TTB310.350
Ramli-TTB310.1499	K07712
Ramli-TTB310.1723
Ramli-TTB310.2094
Ramli-TTB310.3860	K12132
Ramli-TTB310.2582	K03687
Ramli-TTB310.963
Ramli-TTB310.1381	K02018
Ramli-TTB310.1816	K01956
Ramli-TTB310.2528
Ramli-TTB310.237	K00215
Ramli-TTB310.3923	K22130
Ramli-TTB310.71
Ramli-TTB310.3795	K07566
Ramli-TTB310.2518	K00573
Ramli-TTB310.1356	K00795
Ramli-TTB310.3148	K00127
Ramli-TTB310.1902	K04755
Ramli-TTB310.3540	K05540
Ramli-TTB310.3206
Ramli-TTB310.1947	K03722
Ramli-TTB310.1576	K14652
Ramli-TTB310.1787
Ramli-TTB310.2336	K00390
Ramli-TTB310.331
Ramli-TTB310.944
Ramli-TTB310.897
Ramli-TTB310.2417	K03628
Ramli-TTB310.1367
Ramli-TTB310.1078	K01256
Ramli-TTB310.2443
Ramli-TTB310.857	K02501
Ramli-TTB310.2772
Ramli-TTB310.1352	K01011
Ramli-TTB310.188	K00151
Ramli-TTB310.2011
Ramli-TTB310.3611	K01997
Ramli-TTB310.3463	K03110
Ramli-TTB310.1741	K06175
Ramli-TTB310.2716	K00338
Ramli-TTB310.1490	K06183
Ramli-TTB310.231
Ramli-TTB310.2031
Ramli-TTB310.853	K00765
Ramli-TTB310.3386	K11959
Ramli-TTB310.1130
Ramli-TTB310.1026	K05837
Ramli-TTB310.3775
Ramli-TTB310.762
Ramli-TTB310.1181
Ramli-TTB310.953
Ramli-TTB310.345	K02890
Ramli-TTB310.663	K22209
Ramli-TTB310.1884	K01966
Ramli-TTB310.2018	K13895
Ramli-TTB310.3945	K08998
Ramli-TTB310.1512
Ramli-TTB310.598
Ramli-TTB310.3247	K00963
Ramli-TTB310.990	K06969
Ramli-TTB310.1433	K17224
Ramli-TTB310.3796	K01589
Ramli-TTB310.2469
Ramli-TTB310.1560	K06955
Ramli-TTB310.3438	K00919
Ramli-TTB310.2111	K03611
Ramli-TTB310.232	K05808
Ramli-TTB310.2083	K07305
Ramli-TTB310.1053	K00620
Ramli-TTB310.1932
Ramli-TTB310.971	K21645
