gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2727816883	199	15	189	2	150	7.0e-18	65.1	pfam00580	UvrD-helicase	315
2727816888	222	18	143	1	119	7.0e-15	55.4	pfam09335	SNARE_assoc	120
2727816889	349	3	349	5	348	4.2e-98	329.2	pfam00873	ACR_tran	1021
2727816890	182	1	145	278	415	7.4e-28	97.4	pfam06808	DctM	416
2727816891	178	38	107	1	67	4.3e-21	74.6	pfam13411	MerR_1	69
2727816892	237	31	129	2	91	9.1e-07	29.8	pfam00034	Cytochrom_C	92
2727816895	115	1	107	191	291	1.3e-18	67	pfam00248	Aldo_ket_red	292
2727816903	661	30	138	7	101	7.3e-06	25.7	pfam13589	HATPase_c_3	137
2727816914	127	5	115	2	108	2.4e-16	60.2	pfam02518	HATPase_c	111
2727816915	269	29	80	2	51	5.5e-17	61.6	pfam03988	DUF347	52
2727816915	269	84	135	1	50	1.0e-13	51.1	pfam03988	DUF347	52
2727816915	269	149	204	1	50	7.7e-16	57.9	pfam03988	DUF347	52
2727816915	269	208	258	1	43	7.5e-11	41.9	pfam03988	DUF347	52
2727816917	158	55	143	2	74	6.4e-10	39.4	pfam07715	Plug	108
2727816918	398	4	56	257	302	1.0e-13	51.4	pfam00580	UvrD-helicase	315
2727816918	398	256	370	277	344	4.5e-13	49.2	pfam13361	UvrD_C	349
2727816920	383	2	117	4	105	5.2e-16	58.8	pfam05656	DUF805	105
2727816921	297	10	241	17	151	4.5e-17	62.1	pfam00899	ThiF	244
2727816922	211	4	74	1	71	8.5e-13	47.8	pfam09436	DUF2016	72
2727816922	211	79	185	4	107	7.6e-15	54.6	pfam14464	Prok-JAB	118
2727816923	256	55	230	2	168	3.0e-44	150.6	pfam14460	Prok-E2_D	169
2727816924	367	40	359	1	264	1.7e-15	57	pfam14456	alpha-hel2	303
2727816926	129	2	65	1	64	1.4e-26	91.8	pfam14454	Prok_Ub	64
2727816931	154	23	128	3	97	1.9e-13	50.4	pfam04519	Bactofilin	98
2727816935	259	58	259	1	192	6.0e-28	98	pfam12684	DUF3799	234
2727816936	74	1	58	58	108	3.2e-06	27.2	pfam00072	Response_reg	112
2727816939	316	2	116	3	112	5.9e-19	68.9	pfam01408	GFO_IDH_MocA	120
2727816941	428	109	411	1	310	2.9e-57	194.4	pfam05159	Capsule_synth	310
2727816942	449	1	267	21	242	3.2e-45	154.5	pfam00483	NTP_transferase	248
2727816942	449	294	444	1	151	5.0e-67	224.3	pfam01050	MannoseP_isomer	151
2727816943	369	11	161	15	136	6.2e-07	29.5	pfam02706	Wzz	152
2727816944	260	13	222	2	210	5.5e-16	58.5	pfam01061	ABC2_membrane	210
2727816945	217	21	151	1	134	3.7e-14	53.3	pfam00005	ABC_tran	137
2727816946	410	231	388	13	135	3.1e-20	72.3	pfam00534	Glycos_transf_1	172
2727816947	935	29	191	1	172	2.2e-17	63.5	pfam05050	Methyltransf_21	173
2727816947	935	701	754	21	69	8.7e-07	28.7	pfam13946	DUF4214	72
2727816947	935	755	811	17	68	1.1e-07	31.5	pfam13946	DUF4214	72
2727816948	347	166	328	12	169	9.7e-29	100	pfam00534	Glycos_transf_1	172
2727816949	811	223	374	18	170	9.7e-26	90.2	pfam00534	Glycos_transf_1	172
2727816949	811	425	612	1	160	3.1e-06	27.6	pfam13579	Glyco_trans_4_4	160
2727816949	811	638	767	1	106	1.4e-08	35.1	pfam13692	Glyco_trans_1_4	134
2727816950	344	5	330	1	332	3.1e-130	434.3	pfam16363	GDP_Man_Dehyd	332
2727816951	316	5	296	1	330	5.5e-39	134.3	pfam16363	GDP_Man_Dehyd	332
2727816952	277	1	55	31	81	1.3e-12	47.6	pfam02563	Poly_export	82
2727816952	277	61	115	2	46	4.6e-05	23.1	pfam10531	SLBB	58
2727816953	347	52	148	23	65	5.6e-06	25.9	pfam05159	Capsule_synth	310
2727816953	347	127	312	144	300	1.6e-28	99.9	pfam05159	Capsule_synth	310
2727816954	390	202	359	12	131	2.4e-14	53.1	pfam00534	Glycos_transf_1	172
2727816955	468	36	196	1	158	2.8e-22	79.5	pfam13231	PMT_2	158
2727816958	424	22	399	3	379	0.0e+00	446.1	pfam00872	Transposase_mut	381
2727816961	499	176	381	85	257	6.2e-07	28.9	pfam13088	BNR_2	278
2727816963	237	1	51	2	51	1.5e-12	47.4	pfam03988	DUF347	52
2727816963	237	55	106	1	50	1.7e-10	40.8	pfam03988	DUF347	52
2727816963	237	120	167	1	45	5.2e-08	32.8	pfam03988	DUF347	52
2727816963	237	174	228	1	46	2.3e-15	56.4	pfam03988	DUF347	52
2727816972	159	12	148	1	134	7.6e-32	110.2	pfam07799	DUF1643	134
2727816974	145	83	128	5	40	5.0e-06	26.4	pfam01381	HTH_3	55
2727816978	223	161	217	3	56	3.4e-12	45.6	pfam00196	GerE	57
2727816983	320	51	126	1	73	5.1e-24	83.9	pfam05598	DUF772	73
2727816983	320	136	307	5	214	2.7e-27	95.7	pfam01609	DDE_Tnp_1	214
2727816984	228	47	209	96	198	1.3e-08	34.3	pfam01939	DUF91	229
2727816990	145	30	135	7	103	1.7e-20	73.5	pfam02518	HATPase_c	111
2727816992	91	2	72	173	229	1.3e-08	34.8	pfam12684	DUF3799	234
2727816993	477	51	268	22	221	1.1e-17	64.5	pfam01051	Rep_3	222
2727816995	320	65	164	3	80	1.7e-07	31.3	pfam02195	ParBc	90
2727816996	225	4	181	2	95	2.8e-11	43.4	pfam01656	CbiA	128
2727817003	506	61	298	30	222	2.0e-14	53.8	pfam01051	Rep_3	222
2727817004	460	7	68	2	63	6.8e-21	74	pfam00226	DnaJ	63
2727817005	575	122	282	101	159	1.1e-05	25.4	pfam01507	PAPS_reduct	174
2727817007	214	4	202	16	204	5.8e-26	91.3	pfam01068	DNA_ligase_A_M	204
2727817013	709	209	285	106	172	5.3e-07	29.3	pfam06733	DEAD_2	176
2727817013	709	535	700	6	170	1.2e-26	93.8	pfam13307	Helicase_C_2	171
2727817017	285	107	221	4	115	5.3e-27	94	pfam04471	Mrr_cat	115
2727817017	285	243	283	3	36	3.5e-08	32.9	pfam01396	zf-C4_Topoisom	39
2727817020	348	149	263	100	171	4.2e-05	23.5	pfam01507	PAPS_reduct	174
2727817023	186	9	76	2	36	3.9e-06	26.9	pfam13511	DUF4124	56
2727817028	176	17	126	2	76	2.3e-07	30.9	pfam04519	Bactofilin	98
2727817029	480	23	421	7	385	9.5e-55	186	pfam06666	DUF1173	386
2727817031	148	38	105	1	45	1.8e-05	24.7	pfam13663	DUF4148	54
2727817037	292	131	257	1	120	3.4e-13	49.8	pfam14243	DUF4343	131
