gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2727790719	120	54.31	1	116	1	115	2.3e-34	133	KO:K00389	putative membrane protein		Yes
2727790725	374	77.51	1	372	1	373	0.0e+00	700	KO:K00499	choline monooxygenase [EC:1.14.15.7]	EC:1.14.15.7	Yes
2727790727	297	76.53	3	296	9	301	0.0e+00	526	KO:K01011	thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	EC:2.8.1.1	Yes
2727790727	297	76.53	3	296	9	301	0.0e+00	526	KO:K01011	thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2]	EC:2.8.1.2	Yes
2727790731	278	66.79	14	278	9	272	2.3e-118	387	KO:K06889	uncharacterized protein		Yes
2727790733	423	66.11	8	423	4	419	0.0e+00	663	KO:K06131	cardiolipin synthase A/B [EC:2.7.8.-]	EC:2.7.8.-	Yes
2727790734	232	66.24	1	230	1	237	7.0e-103	339	KO:K01104	protein-tyrosine phosphatase [EC:3.1.3.48]	EC:3.1.3.48	Yes
2727790736	187	38.46	10	184	12	192	5.2e-30	126	KO:K08995	putative membrane protein		Yes
2727790739	205	68.78	1	205	10	214	3.2e-99	325	KO:K06134	ubiquinone biosynthesis monooxygenase Coq7 [EC:1.14.13.-]	EC:1.14.13.-	Yes
2727790740	149	87.84	1	148	1	148	1.8e-94	306	KO:K07397	putative redox protein		Yes
2727790741	514	86.16	1	513	1	513	0.0e+00	1020	KO:K01754	threonine dehydratase [EC:4.3.1.19]	EC:4.3.1.19	Yes
2727790742	226	45.11	8	187	19	201	3.4e-35	143	KO:K02452	general secretion pathway protein C		Yes
2727790743	146	82.88	1	146	1	146	3.0e-87	285	KO:K02456	general secretion pathway protein G		Yes
2727790744	157	60.93	1	151	1	148	2.1e-57	202	KO:K02457	general secretion pathway protein H		Yes
2727790745	124	68.1	9	124	9	124	1.8e-50	179	KO:K02458	general secretion pathway protein I		Yes
2727790746	227	54.87	3	227	11	235	5.4e-85	287	KO:K02459	general secretion pathway protein J		Yes
2727790747	324	63.04	3	322	8	326	0.0e+00	427	KO:K02460	general secretion pathway protein K		Yes
2727790748	400	58.29	1	394	1	395	0.0e+00	504	KO:K02461	general secretion pathway protein L		Yes
2727790749	162	62.82	7	162	14	169	7.2e-62	216	KO:K02462	general secretion pathway protein M		Yes
2727790750	265	65.48	14	265	17	267	1.1e-113	373	KO:K02463	general secretion pathway protein N		Yes
2727790757	384	87.14	1	380	1	381	0.0e+00	779	KO:K00457	4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]	EC:1.13.11.27	Yes
2727790758	160	85.62	1	160	1	160	4.2e-98	318	KO:K03719	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein		Yes
2727790760	292	85.14	1	292	1	296	0.0e+00	577	KO:K06189	magnesium and cobalt transporter		Yes
2727790761	506	62.72	1	505	31	514	0.0e+00	672	KO:K03820	apolipoprotein N-acyltransferase [EC:2.3.1.-]	EC:2.3.1.-	Yes
2727790762	301	92.69	1	301	1	301	0.0e+00	669	KO:K01878	glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]	EC:6.1.1.14	Yes
2727790763	702	78.37	5	702	7	703	0.0e+00	1200	KO:K01879	glycyl-tRNA synthetase beta chain [EC:6.1.1.14]	EC:6.1.1.14	Yes
2727790764	190	82.68	1	179	1	179	1.1e-112	362	KO:K03273	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]	EC:3.1.3.82	Yes
2727790764	190	82.68	1	179	1	179	1.1e-112	362	KO:K03273	D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82 3.1.3.83]	EC:3.1.3.83	Yes
2727790765	244	81.48	1	243	1	243	0.0e+00	465	KO:K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	EC:2.3.1.51	Yes
2727790766	323	68.69	15	323	1	305	0.0e+00	480	KO:K07043	uncharacterized protein		Yes
2727790771	393	92.56	4	393	3	392	0.0e+00	838	KO:K00253	isovaleryl-CoA dehydrogenase [EC:1.3.8.4]	EC:1.3.8.4	Yes
2727790772	217	77.51	4	212	6	214	3.9e-121	389	KO:K01673	carbonic anhydrase [EC:4.2.1.1]	EC:4.2.1.1	Yes
2727790773	605	80.83	3	602	1	589	0.0e+00	1140	KO:K00906	isocitrate dehydrogenase kinase/phosphatase [EC:2.7.11.5 3.1.3.-]	EC:2.7.11.5	Yes
2727790773	605	80.83	3	602	1	589	0.0e+00	1140	KO:K00906	isocitrate dehydrogenase kinase/phosphatase [EC:2.7.11.5 3.1.3.-]	EC:3.1.3.-	Yes
2727790774	393	89.57	1	393	1	393	0.0e+00	807	KO:K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]	EC:2.3.1.9	Yes
2727790775	375	90.67	1	375	1	375	0.0e+00	784	KO:K00257			Yes
2727790776	138	60.15	5	129	2	134	3.8e-48	174	KO:K09858	SEC-C motif domain protein		Yes
2727790779	257	85.99	1	257	1	257	0.0e+00	519	KO:K00528	ferredoxin--NADP+ reductase [EC:1.18.1.2]	EC:1.18.1.2	Yes
2727790780	257	68.85	1	257	1	260	2.3e-125	405	KO:K06152	gluconate 2-dehydrogenase gamma chain [EC:1.1.99.3]	EC:1.1.99.3	Yes
2727790781	588	81.12	1	588	1	588	0.0e+00	1170	KO:K06151	gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3]	EC:1.1.99.3	Yes
2727790790	326	35.62	1	301	1	318	4.9e-47	184	KO:K02843	heptosyltransferase II [EC:2.4.-.-]	EC:2.4.-	Yes
2727790794	163	75.78	1	161	1	161	1.2e-83	277	KO:K03637	cyclic pyranopterin phosphate synthase [EC:4.1.99.18]	EC:4.1.99.18	Yes
2727790796	118	76.07	2	118	1	117	1.3e-58	202	KO:K08972	putative membrane protein		Yes
2727790798	135	78.03	1	132	1	132	1.0e-77	257	KO:K06938	uncharacterized protein		Yes
2727790801	459	87.55	1	458	8	465	0.0e+00	928	KO:K01756	adenylosuccinate lyase [EC:4.3.2.2]	EC:4.3.2.2	Yes
2727790802	204	82.76	1	203	1	203	1.9e-124	397	KO:K00799	glutathione S-transferase [EC:2.5.1.18]	EC:2.5.1.18	Yes
2727790803	201	73.4	13	198	8	195	2.7e-100	328	KO:K00432	glutathione peroxidase [EC:1.11.1.9]	EC:1.11.1.9	Yes
2727790806	925	76.69	8	925	18	930	0.0e+00	1580	KO:K00982	glutamate-ammonia-ligase adenylyltransferase [EC:2.7.7.42]	EC:2.7.7.42	Yes
2727790808	268	72.32	1	268	1	271	0.0e+00	451	KO:K01501	nitrilase [EC:3.5.5.1]	EC:3.5.5.1	Yes
2727790809	676	70.17	19	673	1	644	0.0e+00	1000	KO:K11711	two-component system, LuxR family, sensor histidine kinase DctS [EC:2.7.13.3]	EC:2.7.13.3	Yes
2727790810	211	76.7	1	205	1	206	1.1e-105	344	KO:K11712	two-component system, LuxR family, response regulator DctR		Yes
2727790812	362	69.39	1	362	38	415	0.0e+00	602	KO:K08304	membrane-bound lytic murein transglycosylase A		Yes
2727790815	234	82.48	1	234	1	234	0.0e+00	432	KO:K11963	urea transport system ATP-binding protein		Yes
2727790816	286	84.62	1	286	6	291	0.0e+00	537	KO:K11962	urea transport system ATP-binding protein		Yes
2727790817	376	81.82	1	373	1	374	0.0e+00	732	KO:K11961	urea transport system permease protein		Yes
2727790818	524	78.21	11	524	13	526	0.0e+00	902	KO:K11960	urea transport system permease protein		Yes
2727790819	426	88.63	1	422	1	419	0.0e+00	861	KO:K11959	urea transport system substrate-binding protein		Yes
2727790824	100	95.96	1	99	1	99	4.9e-62	209	KO:K01430	urease subunit gamma [EC:3.5.1.5]	EC:3.5.1.5	Yes
2727790826	101	86.14	1	101	1	101	5.4e-60	203	KO:K01429	urease subunit beta [EC:3.5.1.5]	EC:3.5.1.5	Yes
2727790827	576	87.74	6	576	2	572	0.0e+00	1180	KO:K01428	urease subunit alpha [EC:3.5.1.5]	EC:3.5.1.5	Yes
2727790828	201	74.75	1	200	1	201	5.3e-109	353	KO:K03187	urease accessory protein		Yes
2727790829	232	67.24	1	232	13	240	1.9e-98	326	KO:K03188	urease accessory protein		Yes
2727790830	214	89.2	2	214	3	215	0.0e+00	433	KO:K03189	urease accessory protein		Yes
2727790833	764	66.79	1	743	1	786	0.0e+00	1180	KO:K00697	trehalose 6-phosphate synthase [EC:2.4.1.15]	EC:2.4.1.15	Yes
2727790838	437	73.35	5	427	6	429	0.0e+00	690	KO:K02049	NitT/TauT family transport system ATP-binding protein		Yes
2727790839	579	79.03	1	577	1	577	0.0e+00	1060	KO:K02050	NitT/TauT family transport system permease protein		Yes
2727790840	650	33.07	46	647	34	639	5.3e-86	315	KO:K00936			Yes
2727790849	565	83.96	11	565	18	566	0.0e+00	1080	KO:K13929	malonate decarboxylase alpha subunit [EC:2.3.1.187]	EC:2.3.1.187	Yes
2727790850	106	74	2	101	7	106	6.0e-49	173	KO:K13931	malonate decarboxylase delta subunit		Yes
2727790851	314	76.19	18	307	4	297	0.0e+00	502	KO:K13932	malonate decarboxylase beta subunit [EC:4.1.1.87]	EC:4.1.1.87	Yes
2727790852	232	75.86	1	232	1	232	5.8e-125	401	KO:K13933	malonate decarboxylase gamma subunit [EC:4.1.1.87]	EC:4.1.1.87	Yes
2727790853	237	50	7	216	6	221	1.2e-57	210	KO:K13934	phosphoribosyl-dephospho-CoA transferase [EC:2.7.7.66]	EC:2.7.7.66	Yes
2727790854	320	58.65	50	315	21	286	5.6e-95	325	KO:K13930	triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]	EC:2.4.2.52	Yes
2727790855	303	55.63	1	299	1	301	4.3e-107	357	KO:K00645	[acyl-carrier-protein] S-malonyltransferase [EC:2.3.1.39]	EC:2.3.1.39	Yes
2727790866	238	63.83	4	238	5	239	7.1e-105	345	KO:K01996	branched-chain amino acid transport system ATP-binding protein		Yes
2727790867	249	72.54	5	248	2	245	1.1e-121	394	KO:K01995	branched-chain amino acid transport system ATP-binding protein		Yes
2727790868	312	67.99	1	303	1	303	0.0e+00	489	KO:K01998	branched-chain amino acid transport system permease protein		Yes
2727790869	286	77.97	1	286	1	286	0.0e+00	523	KO:K01997	branched-chain amino acid transport system permease protein		Yes
2727790870	413	75	7	412	7	414	0.0e+00	717	KO:K01999	branched-chain amino acid transport system substrate-binding protein		Yes
2727790873	270	69.38	14	270	4	261	5.4e-122	397	KO:K01055	3-oxoadipate enol-lactonase [EC:3.1.1.24]	EC:3.1.1.24	Yes
2727790874	410	59.25	14	410	16	414	0.0e+00	538	KO:K01999	branched-chain amino acid transport system substrate-binding protein		Yes
2727790879	391	34.91	10	389	19	388	6.8e-59	223	KO:K08227	MFS transporter, LPLT family, lysophospholipid transporter		Yes
2727790882	155	80.65	1	155	1	155	2.8e-98	318	KO:K09958	uncharacterized protein		Yes
2727790883	428	75.95	1	419	1	420	0.0e+00	780	KO:K07222	putative flavoprotein involved in K+ transport		Yes
2727790886	339	70.96	4	337	9	341	0.0e+00	534	KO:K07123	uncharacterized protein		Yes
2727790889	349	79.08	4	349	5	350	0.0e+00	629	KO:K01502	aliphatic nitrilase [EC:3.5.5.7]	EC:3.5.5.7	Yes
2727790894	250	90.8	1	250	1	250	0.0e+00	525	KO:K02967	small subunit ribosomal protein S2		Yes
2727790895	297	90.91	1	297	1	297	0.0e+00	599	KO:K02357	elongation factor Ts		Yes
2727790896	240	91.25	1	240	1	240	0.0e+00	496	KO:K09903	uridylate kinase [EC:2.7.4.22]	EC:2.7.4.22	Yes
2727790897	187	90.37	1	187	1	187	2.4e-119	381	KO:K02838	ribosome recycling factor		Yes
2727790898	243	81.5	9	235	4	230	0.0e+00	453	KO:K00806	undecaprenyl diphosphate synthase [EC:2.5.1.31]	EC:2.5.1.31	Yes
2727790899	284	75	1	284	1	284	0.0e+00	489	KO:K00981	phosphatidate cytidylyltransferase [EC:2.7.7.41]	EC:2.7.7.41	Yes
2727790900	399	77.81	6	397	4	395	0.0e+00	682	KO:K00099	1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	EC:1.1.1.267	Yes
2727790901	455	74.73	1	455	1	454	0.0e+00	765	KO:K11749	regulator of sigma E protease [EC:3.4.24.-]	EC:3.4.24.-	Yes
2727790902	764	77.88	1	764	1	764	0.0e+00	1440	KO:K07277	outer membrane protein insertion porin family		Yes
2727790903	171	75.44	1	171	1	169	1.3e-86	286	KO:K06142	outer membrane protein		Yes
2727790904	322	74.53	3	320	3	320	0.0e+00	549	KO:K02536	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]	EC:2.3.1.191	Yes
2727790905	146	76.71	1	146	1	146	3.5e-81	268	KO:K02372	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	EC:4.2.1.59	Yes
2727790906	262	72.52	1	262	1	262	0.0e+00	454	KO:K00677	UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	EC:2.3.1.129	Yes
2727790907	376	64.72	2	376	6	382	0.0e+00	555	KO:K00748	lipid-A-disaccharide synthase [EC:2.4.1.182]	EC:2.4.1.182	Yes
2727790908	217	79.81	1	212	1	213	1.4e-116	376	KO:K03470	ribonuclease HII [EC:3.1.26.4]	EC:3.1.26.4	Yes
2727790909	259	69.02	2	256	5	259	3.1e-125	405	KO:K03437	RNA methyltransferase, TrmH family		Yes
2727790910	387	81.35	1	386	1	386	0.0e+00	746	KO:K01956	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	EC:6.3.5.5	Yes
2727790911	1084	92.53	1	1084	1	1084	0.0e+00	2280	KO:K01955	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	EC:6.3.5.5	Yes
2727790913	158	86.71	1	158	1	158	1.9e-96	313	KO:K03624	transcription elongation factor GreA		Yes
2727790916	219	79.26	3	219	4	220	1.2e-127	408	KO:K02427	23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]	EC:2.1.1.166	Yes
2727790917	635	94.65	1	635	1	636	0.0e+00	1380	KO:K03798	cell division protease FtsH [EC:3.4.24.-]	EC:3.4.24.-	Yes
2727790919	286	72.86	1	269	7	274	0.0e+00	446	KO:K00796	dihydropteroate synthase [EC:2.5.1.15]	EC:2.5.1.15	Yes
2727790920	444	83.45	1	441	1	441	0.0e+00	838	KO:K03431	phosphoglucosamine mutase [EC:5.4.2.10]	EC:5.4.2.10	Yes
2727790921	697	79.2	12	689	19	696	0.0e+00	1230	KO:K00937	polyphosphate kinase [EC:2.7.4.1]	EC:2.7.4.1	Yes
2727790922	153	68.21	1	151	1	151	1.1e-72	245	KO:K08296	phosphohistidine phosphatase [EC:3.1.3.-]	EC:3.1.3.-	Yes
2727790923	515	74.59	21	510	1	492	0.0e+00	834	KO:K01524	exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]	EC:3.6.1.11	Yes
2727790923	515	74.59	21	510	1	492	0.0e+00	834	KO:K01524	exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]	EC:3.6.1.40	Yes
2727790926	343	78.93	8	343	11	347	0.0e+00	634	KO:K02040	phosphate transport system substrate-binding protein		Yes
2727790927	320	90.2	15	320	38	343	0.0e+00	620	KO:K02037	phosphate transport system permease protein		Yes
2727790928	299	81	21	299	8	286	0.0e+00	520	KO:K02038	phosphate transport system permease protein		Yes
2727790929	257	92.66	1	257	1	259	0.0e+00	546	KO:K02036	phosphate transport system ATP-binding protein [EC:3.6.3.27]	EC:3.6.3.27	Yes
2727790930	234	85.04	1	234	1	233	0.0e+00	433	KO:K02039	phosphate transport system protein		Yes
2727790931	237	86.96	1	230	1	230	0.0e+00	468	KO:K07657	two-component system, OmpR family, phosphate regulon response regulator PhoB		Yes
2727790932	451	65.18	1	446	1	447	0.0e+00	658	KO:K07636	two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]	EC:2.7.13.3	Yes
2727790933	457	60.54	1	445	2	447	0.0e+00	608	KO:K03327	multidrug resistance protein, MATE family		Yes
2727790935	84	97.5	1	80	1	80	2.2e-55	188	KO:K02909	large subunit ribosomal protein L31		Yes
2727790936	421	97.62	1	421	8	428	0.0e+00	921	KO:K03628	transcription termination factor Rho		Yes
2727790937	110	79.09	1	110	24	133	2.7e-62	211	KO:K03671	thioredoxin 1		Yes
2727790941	687	66.43	1	686	1	667	0.0e+00	928	KO:K02343	DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	EC:2.7.7.7	Yes
2727790942	110	98.18	1	110	1	110	5.2e-74	244	KO:K09747	uncharacterized protein		Yes
2727790943	196	79.59	1	196	1	196	5.2e-114	367	KO:K06187	recombination protein RecR		Yes
2727790945	348	79.88	6	348	7	349	0.0e+00	635	KO:K02051	NitT/TauT family transport system substrate-binding protein		Yes
2727790946	271	85.02	6	271	9	275	0.0e+00	515	KO:K02049	NitT/TauT family transport system ATP-binding protein		Yes
2727790947	279	84.95	1	279	1	279	0.0e+00	555	KO:K02050	NitT/TauT family transport system permease protein		Yes
2727790948	517	66.21	1	509	1	506	0.0e+00	767	KO:K08307	membrane-bound lytic murein transglycosylase D		Yes
2727790949	258	73.64	1	258	1	258	0.0e+00	449	KO:K01069	hydroxyacylglutathione hydrolase [EC:3.1.2.6]	EC:3.1.2.6	Yes
2727790951	154	78.52	1	149	1	149	1.7e-90	295	KO:K03469	ribonuclease HI [EC:3.1.26.4]	EC:3.1.26.4	Yes
2727790953	1054	74.14	1	1049	1	1051	0.0e+00	1740	KO:K03296	hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family		Yes
2727790955	423	73.77	1	423	1	426	0.0e+00	684	KO:K03750	molybdopterin molybdotransferase [EC:2.10.1.1]	EC:2.10.1.1	Yes
2727790956	203	74.15	1	201	1	205	4.4e-109	353	KO:K03752	molybdopterin-guanine dinucleotide biosynthesis protein A [EC:2.7.7.77]	EC:2.7.7.77	Yes
2727790957	368	80.05	1	368	1	371	0.0e+00	673	KO:K03639	cyclic pyranopterin phosphate synthase [EC:4.1.99.18]	EC:4.1.99.18	Yes
2727790958	253	88.54	1	253	1	253	0.0e+00	519	KO:K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	EC:1.1.1.100	Yes
2727790959	477	83.65	1	477	1	477	0.0e+00	939	KO:K00128	aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	EC:1.2.1.3	Yes
2727790960	297	70.59	25	296	31	302	0.0e+00	471	KO:K07044	uncharacterized protein		Yes
2727790961	729	87.82	1	725	1	731	0.0e+00	1440	KO:K15987	K(+)-stimulated pyrophosphate-energized sodium pump [EC:3.6.1.1]	EC:3.6.1.1	Yes
2727790962	178	87.08	1	178	1	178	2.9e-119	380	KO:K01507	inorganic pyrophosphatase [EC:3.6.1.1]	EC:3.6.1.1	Yes
2727790963	366	70.27	2	360	38	407	0.0e+00	628	KO:K09919	uncharacterized protein		Yes
2727790964	554	83.4	19	554	3	538	0.0e+00	1040	KO:K01950	NAD+ synthase (glutamine-hydrolysing) [EC:6.3.5.1]	EC:6.3.5.1	Yes
2727790965	112	95.54	1	112	3	114	1.9e-73	243	KO:K04751	nitrogen regulatory protein P-II 1		Yes
2727790966	195	67.69	1	195	6	200	4.2e-97	318	KO:K06966	uncharacterized protein		Yes
2727790967	138	76.69	2	134	4	133	3.2e-71	239	KO:K00901	diacylglycerol kinase (ATP) [EC:2.7.1.107]	EC:2.7.1.107	Yes
2727790971	188	88.77	1	187	1	187	7.2e-121	385	KO:K03088	RNA polymerase sigma-70 factor, ECF subfamily		Yes
2727790972	595	89.58	1	595	1	594	0.0e+00	1250	KO:K01652	acetolactate synthase I/II/III large subunit [EC:2.2.1.6]	EC:2.2.1.6	Yes
2727790973	163	97.55	1	163	1	163	4.1e-109	349	KO:K01653	acetolactate synthase I/III small subunit [EC:2.2.1.6]	EC:2.2.1.6	Yes
2727790974	338	96.45	1	338	1	338	0.0e+00	751	KO:K00053	ketol-acid reductoisomerase [EC:1.1.1.86]	EC:1.1.1.86	Yes
2727790975	273	80.36	1	272	1	276	0.0e+00	505	KO:K17103	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	EC:2.7.8.8	Yes
2727790976	490	90.2	1	490	23	512	0.0e+00	985	KO:K01649	2-isopropylmalate synthase [EC:2.3.3.13]	EC:2.3.3.13	Yes
2727790977	340	79.41	41	312	63	334	0.0e+00	489	KO:K07262	D-alanyl-D-alanine endopeptidase (penicillin-binding protein 7) [EC:3.4.21.-]	EC:3.4.21.-	Yes
2727790979	249	89.75	1	244	1	244	0.0e+00	529	KO:K00685	arginine-tRNA-protein transferase [EC:2.3.2.8]	EC:2.3.2.8	Yes
2727790980	248	74.6	1	248	4	251	0.0e+00	441	KO:K00684	leucyl/phenylalanyl-tRNA--protein transferase [EC:2.3.2.6]	EC:2.3.2.6	Yes
2727790997	754	86.86	1	753	16	776	0.0e+00	1590	KO:K01582	lysine decarboxylase [EC:4.1.1.18]	EC:4.1.1.18	Yes
2727790997	754	92.56	1	753	1	753	0.0e+00	1670	KO:K01584	arginine decarboxylase [EC:4.1.1.19]	EC:4.1.1.19	Yes
2727791001	266	88.8	1	259	1	259	0.0e+00	521	KO:K00208	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	EC:1.3.1.10	Yes
2727791001	266	88.8	1	259	1	259	0.0e+00	521	KO:K00208	enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	EC:1.3.1.9	Yes
2727791002	612	61.78	1	607	1	601	0.0e+00	882	KO:K13893	microcin C transport system substrate-binding protein		Yes
2727791003	340	86.51	3	340	3	343	0.0e+00	683	KO:K13894	microcin C transport system permease protein		Yes
2727791004	360	81.12	21	359	12	350	0.0e+00	643	KO:K13895	microcin C transport system permease protein		Yes
2727791005	533	75.98	3	532	9	540	0.0e+00	904	KO:K13896	microcin C transport system ATP-binding protein		Yes
2727791006	187	74.6	1	181	3	191	3.8e-96	315	KO:K09748	ribosome maturation factor RimP		Yes
2727791007	498	90.76	1	498	1	498	0.0e+00	998	KO:K02600	N utilization substance protein A		Yes
2727791008	953	86.28	1	953	1	954	0.0e+00	1810	KO:K02519	translation initiation factor IF-2		Yes
2727791009	121	90.76	3	121	4	122	9.0e-75	247	KO:K02834	ribosome-binding factor A		Yes
2727791010	317	71.62	11	313	9	308	0.0e+00	480	KO:K03177	tRNA pseudouridine55 synthase [EC:5.4.99.25]	EC:5.4.99.25	Yes
2727791011	610	91.64	1	610	1	610	0.0e+00	1300	KO:K06207	GTP-binding protein		Yes
2727791014	157	85.35	1	157	1	157	1.1e-100	325	KO:K03664	SsrA-binding protein		Yes
2727791016	125	54.55	23	121	17	109	3.8e-27	113	KO:K03154	sulfur carrier protein		Yes
2727791016	125	62.04	14	121	1	108	4.5e-38	144	KO:K09801	uncharacterized protein		Yes
2727791018	489	90.8	1	489	1	489	0.0e+00	1010	KO:K00088	IMP dehydrogenase [EC:1.1.1.205]	EC:1.1.1.205	Yes
2727791021	537	91.81	1	537	1	537	0.0e+00	1140	KO:K01951	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	EC:6.3.5.2	Yes
2727791022	210	61.76	1	204	1	204	1.0e-96	319	KO:K07734	transcriptional regulator		Yes
2727791024	454	76.55	1	452	1	449	0.0e+00	816	KO:K11991	tRNA(adenine34) deaminase [EC:3.5.4.33]	EC:3.5.4.33	Yes
2727791025	304	74	5	304	4	303	0.0e+00	534	KO:K01297	muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]	EC:3.4.17.13	Yes
2727791029	393	62.16	21	390	11	376	0.0e+00	497	KO:K07168	CBS domain-containing membrane protein		Yes
2727791033	387	79.21	8	387	4	383	0.0e+00	677	KO:K01999	branched-chain amino acid transport system substrate-binding protein		Yes
2727791034	293	79.18	1	293	1	293	0.0e+00	529	KO:K01997	branched-chain amino acid transport system permease protein		Yes
2727791035	285	78.29	1	281	1	281	0.0e+00	506	KO:K01998	branched-chain amino acid transport system permease protein		Yes
2727791036	257	77.82	1	257	1	257	0.0e+00	461	KO:K01995	branched-chain amino acid transport system ATP-binding protein		Yes
2727791037	237	75.85	1	236	1	236	4.4e-126	405	KO:K01996	branched-chain amino acid transport system ATP-binding protein		Yes
2727791040	223	50.67	2	223	1	225	7.5e-75	258	KO:K06867	uncharacterized protein		Yes
2727791041	266	84.41	1	263	1	263	0.0e+00	518	KO:K03424	TatD DNase family protein [EC:3.1.21.-]	EC:3.1.21.-	Yes
