gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2727790733	423	159	186	SMART	SM00155	IPR001736	Phospholipase D/Transphosphatidylase	GO:0003824|GO:0008152
2727790733	423	336	363	ProSiteProfiles	PS50035	IPR001736	Phospholipase D/Transphosphatidylase	GO:0003824|GO:0008152
2727790733	423	336	363	SMART	SM00155	IPR001736	Phospholipase D/Transphosphatidylase	GO:0003824|GO:0008152
2727790733	423	52	251	SUPERFAMILY	SSF56024			
2727790733	423	234	408	SUPERFAMILY	SSF56024			
2727790734	232	103	157	ProSiteProfiles	PS50056	IPR000387	Protein-tyrosine/Dual specificity phosphatase	GO:0016311|GO:0016791
2727790734	232	129	139	ProSitePatterns	PS00383	IPR016130	Protein-tyrosine phosphatase, active site	GO:0004725|GO:0016311|GO:0016791
2727790734	232	4	230	SUPERFAMILY	SSF52799			
2727790736	187	1	21	ProSiteProfiles	PS51257			
2727790738	103	13	86	SUPERFAMILY	SSF56935			
2727790739	205	41	178	SUPERFAMILY	SSF47240	IPR009078	Ferritin-like superfamily	
2727790740	149	1	147	SUPERFAMILY	SSF82784	IPR003718	Peroxiredoxin, OsmC-like protein	GO:0006950
2727790741	514	47	60	ProSitePatterns	PS00165	IPR000634	Serine/threonine dehydratase, pyridoxal-phosphate-binding site	GO:0006520|GO:0030170
2727790741	514	334	410	ProSiteProfiles	PS51672	IPR001721	ACT-like domain	
2727790741	514	433	504	ProSiteProfiles	PS51672	IPR001721	ACT-like domain	
2727790741	514	9	357	SUPERFAMILY	SSF53686	IPR001926	Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily	
2727790741	514	332	422	SUPERFAMILY	SSF55021			
2727790741	514	419	513	SUPERFAMILY	SSF55021			
2727790743	146	42	145	SUPERFAMILY	SSF54523			
2727790744	157	19	39	ProSitePatterns	PS00409	IPR012902	Prokaryotic N-terminal methylation site	
2727790744	157	21	102	SUPERFAMILY	SSF54523			
2727790745	124	11	31	ProSitePatterns	PS00409	IPR012902	Prokaryotic N-terminal methylation site	
2727790745	124	50	121	SUPERFAMILY	SSF54523			
2727790746	227	5	25	ProSitePatterns	PS00409	IPR012902	Prokaryotic N-terminal methylation site	
2727790746	227	7	94	SUPERFAMILY	SSF54523			
2727790747	324	210	263	SUPERFAMILY	SSF47781	IPR010994	RuvA domain 2-like	
2727790747	324	44	118	SUPERFAMILY	SSF54523			
2727790747	324	121	210	SUPERFAMILY	SSF158544			
2727790747	324	273	311	SUPERFAMILY	SSF54523			
2727790748	400	1	142	SUPERFAMILY	SSF53067			
2727790752	297	8	193	SMART	SM00849	IPR001279	Beta-lactamase-like	GO:0016787
2727790752	297	8	228	SUPERFAMILY	SSF56281			
2727790753	560	215	226	ProSitePatterns	PS00455	IPR020845	AMP-binding, conserved site	
2727790753	560	16	559	SUPERFAMILY	SSF56801			
2727790755	309	117	266	SUPERFAMILY	SSF53474			
2727790756	219	13	129	SMART	SM00100	IPR000595	Cyclic nucleotide-binding domain	
2727790756	219	39	111	ProSiteProfiles	PS50042	IPR000595	Cyclic nucleotide-binding domain	
2727790756	219	166	213	SMART	SM00419	IPR001808	Transcription regulator HTH, Crp	GO:0003700|GO:0005622|GO:0006355
2727790756	219	145	215	ProSiteProfiles	PS51063	IPR012318	Helix-turn-helix motif, Crp-type	GO:0003677|GO:0006355
2727790756	219	21	143	SUPERFAMILY	SSF51206	IPR018490	Cyclic nucleotide-binding-like	
2727790756	219	163	212	SUPERFAMILY	SSF46785			
2727790757	384	14	361	SUPERFAMILY	SSF54593			
2727790758	160	7	68	ProSiteProfiles	PS50956	IPR000485	AsnC-type HTH domain	GO:0006355|GO:0043565
2727790758	160	67	160	SUPERFAMILY	SSF54909	IPR011008	Dimeric alpha-beta barrel	
2727790758	160	25	51	ProSitePatterns	PS00519	IPR019885	Transcription regulator HTH, AsnC-type, conserved site	
2727790758	160	7	120	SMART	SM00344	IPR019888	Transcription regulator AsnC-type	GO:0003700|GO:0005622|GO:0006355|GO:0043565
2727790758	160	5	86	SUPERFAMILY	SSF46785			
2727790759	233	29	193	ProSiteProfiles	PS51186	IPR000182	GNAT domain	GO:0008080
2727790759	233	31	169	SUPERFAMILY	SSF55729	IPR016181	Acyl-CoA N-acyltransferase	
2727790760	292	73	133	ProSiteProfiles	PS51371	IPR000644	CBS domain	GO:0030554
2727790760	292	78	127	SMART	SM00116	IPR000644	CBS domain	GO:0030554
2727790760	292	136	193	ProSiteProfiles	PS51371	IPR000644	CBS domain	GO:0030554
2727790760	292	139	187	SMART	SM00116	IPR000644	CBS domain	GO:0030554
2727790760	292	204	286	SMART	SM01091	IPR005170	Transporter-associated domain	
2727790760	292	203	284	SUPERFAMILY	SSF56176	IPR016166	FAD-binding, type 2	GO:0003824|GO:0016614|GO:0050660|GO:0055114
2727790760	292	59	197	SUPERFAMILY	SSF54631			
2727790761	506	218	478	SUPERFAMILY	SSF56317	IPR003010	Carbon-nitrogen hydrolase	GO:0006807|GO:0016810
2727790761	506	222	506	ProSiteProfiles	PS50263	IPR003010	Carbon-nitrogen hydrolase	GO:0006807|GO:0016810
2727790762	301	3	277	ProSiteProfiles	PS50861	IPR006194	Glycine-tRNA synthetase, heterodimeric	GO:0000166|GO:0004820|GO:0005524|GO:0005737|GO:0006426
2727790762	301	3	281	SUPERFAMILY	SSF55681			
2727790763	702	375	665	ProSiteProfiles	PS50861	IPR006194	Glycine-tRNA synthetase, heterodimeric	GO:0000166|GO:0004820|GO:0005524|GO:0005737|GO:0006426
2727790763	702	359	504	SUPERFAMILY	SSF109604			
2727790764	190	1	178	SUPERFAMILY	SSF56784	IPR023214	HAD-like domain	
2727790765	244	75	190	SMART	SM00563	IPR002123	Phospholipid/glycerol acyltransferase	GO:0008152|GO:0016746
2727790765	244	7	243	SUPERFAMILY	SSF69593			
2727790767	1127	366	430	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2727790767	1127	514	620	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2727790767	1127	761	882	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2727790767	1127	768	827	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2727790767	1127	770	836	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2727790767	1127	576	628	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2727790767	1127	841	893	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2727790767	1127	577	619	SMART	SM00086	IPR001610	PAC motif	
2727790767	1127	842	884	SMART	SM00086	IPR001610	PAC motif	
2727790767	1127	964	1117	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2727790767	1127	1005	1115	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2727790767	1127	298	352	ProSiteProfiles	PS50885	IPR003660	HAMP linker domain	GO:0004871|GO:0007165|GO:0016021
2727790767	1127	298	352	SMART	SM00304	IPR003660	HAMP linker domain	GO:0004871|GO:0007165|GO:0016021
2727790767	1127	897	964	SMART	SM00388	IPR003661	Signal transduction histidine kinase EnvZ-like, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165|GO:0016020
2727790767	1127	904	1115	ProSiteProfiles	PS50109	IPR005467	Signal transduction histidine kinase, core	
2727790767	1127	888	961	SUPERFAMILY	SSF47384	IPR009082	Signal transduction histidine kinase, homodimeric domain	GO:0004871|GO:0007165
2727790767	1127	692	756	SUPERFAMILY	SSF55781			
2727790768	351	42	263	SMART	SM00849	IPR001279	Beta-lactamase-like	GO:0016787
2727790768	351	15	348	SUPERFAMILY	SSF56281			
2727790769	136	6	76	ProSiteProfiles	PS50937	IPR000551	MerR-type HTH domain	GO:0003677|GO:0006355
2727790769	136	7	77	SMART	SM00422	IPR000551	MerR-type HTH domain	GO:0003677|GO:0006355
2727790769	136	6	115	SUPERFAMILY	SSF46955	IPR009061	DNA binding domain, putative	
2727790770	153	13	143	SUPERFAMILY	SSF54637			
2727790771	393	130	142	ProSitePatterns	PS00072	IPR006089	Acyl-CoA dehydrogenase, conserved site	GO:0003995|GO:0055114
2727790771	393	347	366	ProSitePatterns	PS00073	IPR006089	Acyl-CoA dehydrogenase, conserved site	GO:0003995|GO:0055114
2727790771	393	234	390	SUPERFAMILY	SSF47203	IPR009075	Acyl-CoA dehydrogenase/oxidase C-terminal	GO:0016627|GO:0055114
2727790771	393	6	248	SUPERFAMILY	SSF56645	IPR009100	Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain	GO:0008152|GO:0016627|GO:0055114
2727790772	217	2	209	SUPERFAMILY	SSF53056	IPR001765	Carbonic anhydrase	GO:0004089|GO:0008270
2727790772	217	30	192	SMART	SM00947	IPR001765	Carbonic anhydrase	GO:0004089|GO:0008270
2727790772	217	42	49	ProSitePatterns	PS00704	IPR015892	Carbonic anhydrase, prokaryotic-like, conserved site	GO:0004089|GO:0008270|GO:0015976
2727790772	217	82	102	ProSitePatterns	PS00705	IPR015892	Carbonic anhydrase, prokaryotic-like, conserved site	GO:0004089|GO:0008270|GO:0015976
2727790774	393	5	269	SUPERFAMILY	SSF53901	IPR016039	Thiolase-like	GO:0003824|GO:0008152
2727790774	393	271	392	SUPERFAMILY	SSF53901	IPR016039	Thiolase-like	GO:0003824|GO:0008152
2727790774	393	374	387	ProSitePatterns	PS00099	IPR020610	Thiolase, active site	GO:0008152|GO:0016747
2727790775	375	334	353	ProSitePatterns	PS00073	IPR006089	Acyl-CoA dehydrogenase, conserved site	GO:0003995|GO:0055114
2727790775	375	225	375	SUPERFAMILY	SSF47203	IPR009075	Acyl-CoA dehydrogenase/oxidase C-terminal	GO:0016627|GO:0055114
2727790775	375	2	240	SUPERFAMILY	SSF56645	IPR009100	Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain	GO:0008152|GO:0016627|GO:0055114
2727790776	138	34	130	SUPERFAMILY	SSF54427			
2727790777	222	3	220	SUPERFAMILY	SSF56784	IPR023214	HAD-like domain	
2727790779	257	2	102	ProSiteProfiles	PS51384	IPR017927	Ferredoxin reductase-type FAD-binding domain	GO:0016491|GO:0055114
2727790779	257	5	99	SUPERFAMILY	SSF63380	IPR017938	Riboflavin synthase-like beta-barrel	GO:0016491|GO:0055114
2727790779	257	103	254	SUPERFAMILY	SSF52343			
2727790780	257	1	33	ProSiteProfiles	PS51318	IPR006311	Twin-arginine translocation pathway, signal sequence	
2727790781	588	9	342	SUPERFAMILY	SSF51905			
2727790781	588	393	504	SUPERFAMILY	SSF54373			
2727790781	588	520	580	SUPERFAMILY	SSF51905			
2727790782	330	69	266	ProSiteProfiles	PS51007	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2727790782	330	70	154	SUPERFAMILY	SSF46626	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2727790782	330	195	270	SUPERFAMILY	SSF46626	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2727790782	330	1	22	ProSiteProfiles	PS51257			
2727790783	349	1	324	SUPERFAMILY	SSF51430	IPR023210	NADP-dependent oxidoreductase domain	
2727790784	96	6	95	SUPERFAMILY	SSF54523			
2727790785	387	5	235	SUPERFAMILY	SSF53448			
2727790789	597	374	595	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2727790789	597	399	585	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2727790789	597	21	344	SUPERFAMILY	SSF90123	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
2727790789	597	35	316	ProSiteProfiles	PS50929	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
2727790789	597	512	526	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2727790789	597	368	591	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727790790	326	1	284	SUPERFAMILY	SSF53756			
2727790791	417	15	379	SUPERFAMILY	SSF53756			
2727790793	267	15	232	SUPERFAMILY	SSF53474			
2727790794	163	15	159	SUPERFAMILY	SSF55040	IPR002820	Molybdopterin cofactor biosynthesis C (MoaC) domain	GO:0006777
2727790800	190	2	186	SUPERFAMILY	SSF52980	IPR011335	Restriction endonuclease  type II-like	
2727790801	459	10	459	SUPERFAMILY	SSF48557	IPR008948	L-Aspartase-like	GO:0003824
2727790801	459	298	307	ProSitePatterns	PS00163	IPR020557	Fumarate lyase, conserved site	GO:0003824
2727790802	204	1	78	ProSiteProfiles	PS50404	IPR004045	Glutathione S-transferase, N-terminal	GO:0005515
2727790802	204	69	201	SUPERFAMILY	SSF47616	IPR010987	Glutathione S-transferase, C-terminal-like	
2727790802	204	83	204	ProSiteProfiles	PS50405	IPR010987	Glutathione S-transferase, C-terminal-like	
2727790802	204	1	100	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2727790803	201	34	201	ProSiteProfiles	PS51355	IPR000889	Glutathione peroxidase	GO:0004602|GO:0006979|GO:0055114
2727790803	201	65	80	ProSitePatterns	PS00460	IPR000889	Glutathione peroxidase	GO:0004602|GO:0006979|GO:0055114
2727790803	201	47	196	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2727790804	287	5	275	SUPERFAMILY	SSF47240	IPR009078	Ferritin-like superfamily	
2727790805	163	26	157	SUPERFAMILY	SSF52374			
2727790806	925	16	252	SUPERFAMILY	SSF81301			
2727790806	925	272	439	SUPERFAMILY	SSF81593			
2727790806	925	518	796	SUPERFAMILY	SSF81301			
2727790806	925	797	925	SUPERFAMILY	SSF81593			
2727790808	268	1	266	SUPERFAMILY	SSF56317	IPR003010	Carbon-nitrogen hydrolase	GO:0006807|GO:0016810
2727790808	268	1	268	ProSiteProfiles	PS50263	IPR003010	Carbon-nitrogen hydrolase	GO:0006807|GO:0016810
2727790809	676	286	415	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2727790809	676	296	341	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2727790809	676	299	365	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2727790809	676	374	426	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2727790809	676	510	672	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2727790809	676	559	674	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2727790809	676	439	517	SMART	SM00388	IPR003661	Signal transduction histidine kinase EnvZ-like, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165|GO:0016020
2727790809	676	446	674	ProSiteProfiles	PS50109	IPR005467	Signal transduction histidine kinase, core	
2727790809	676	431	514	SUPERFAMILY	SSF47384	IPR009082	Signal transduction histidine kinase, homodimeric domain	GO:0004871|GO:0007165
2727790810	211	143	208	ProSiteProfiles	PS50043	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2727790810	211	147	204	SMART	SM00421	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2727790810	211	164	191	ProSitePatterns	PS00622	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2727790810	211	7	123	SMART	SM00448	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2727790810	211	8	127	ProSiteProfiles	PS50110	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2727790810	211	7	159	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2727790810	211	136	205	SUPERFAMILY	SSF46894	IPR016032	Signal transduction response regulator, C-terminal effector	GO:0003677|GO:0006355
2727790812	362	125	262	SMART	SM00925	IPR005300	Lytic transglycosylase MltA	GO:0004553
2727790812	362	35	361	SUPERFAMILY	SSF50685	IPR009009	RlpA-like double-psi beta-barrel domain	
2727790813	160	4	65	ProSiteProfiles	PS50956	IPR000485	AsnC-type HTH domain	GO:0006355|GO:0043565
2727790813	160	64	153	SUPERFAMILY	SSF54909	IPR011008	Dimeric alpha-beta barrel	
2727790813	160	22	48	ProSitePatterns	PS00519	IPR019885	Transcription regulator HTH, AsnC-type, conserved site	
2727790813	160	4	113	SMART	SM00344	IPR019888	Transcription regulator AsnC-type	GO:0003700|GO:0005622|GO:0006355|GO:0043565
2727790813	160	3	63	SUPERFAMILY	SSF46785			
2727790814	331	30	211	SUPERFAMILY	SSF52518			
2727790815	234	2	234	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2727790815	234	26	213	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2727790815	234	2	224	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727790816	286	46	286	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2727790816	286	45	284	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727790819	426	1	28	ProSiteProfiles	PS51318	IPR006311	Twin-arginine translocation pathway, signal sequence	
2727790819	426	31	413	SUPERFAMILY	SSF53822	IPR028082	Periplasmic binding protein-like I	
2727790821	408	84	360	SUPERFAMILY	SSF53756			
2727790822	317	243	308	ProSiteProfiles	PS50043	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
