gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2727813569	295	11	226	1	215	6.7e-87	290.1	pfam00318	Ribosomal_S2	215
2727813570	129	9	129	1	120	1.2e-42	145.1	pfam00380	Ribosomal_S9	120
2727813571	147	19	143	1	125	8.5e-56	187.4	pfam00572	Ribosomal_L13	125
2727813572	401	51	400	1	323	1.0e-27	97.2	pfam01979	Amidohydro_1	344
2727813574	246	1	84	1	76	5.5e-17	61.4	pfam11967	RecO_N	80
2727813574	246	89	239	5	156	7.0e-14	51.8	pfam02565	RecO_C	157
2727813575	342	21	82	2	58	1.2e-16	60.2	pfam02912	Phe_tRNA-synt_N	69
2727813575	342	89	338	2	245	6.4e-99	330.2	pfam01409	tRNA-synt_2d	245
2727813576	255	1	173	1	171	6.2e-67	224.4	pfam14123	DUF4290	174
2727813577	434	6	424	3	416	8.0e-61	205.8	pfam00275	EPSP_synthase	417
2727813579	501	24	189	3	171	4.6e-43	146.9	pfam03853	YjeF_N	171
2727813579	501	248	487	2	242	1.4e-53	181.7	pfam01256	Carb_kinase	244
2727813580	284	97	277	3	180	4.0e-42	143.9	pfam00551	Formyl_trans_N	181
2727813581	417	29	122	1	89	3.1e-10	40.9	pfam00034	Cytochrom_C	92
2727813581	417	325	417	1	73	1.6e-09	37.5	pfam14522	Cytochrome_C7	73
2727813582	1035	777	849	1	52	4.0e-08	33.6	pfam12838	Fer4_7	52
2727813582	1035	864	970	1	52	6.1e-09	36.2	pfam12838	Fer4_7	52
2727813583	479	66	400	5	309	9.2e-21	74.6	pfam03916	NrfD	313
2727813584	195	5	169	1	169	4.9e-62	208.4	pfam11821	DUF3341	170
2727813585	213	110	196	2	67	3.8e-09	36.6	pfam13442	Cytochrome_CBB3	67
2727813587	354	67	151	12	86	4.4e-08	33	pfam02790	COX2_TM	89
2727813587	354	165	314	3	120	4.8e-07	29.5	pfam00116	COX2	120
2727813588	607	46	527	2	424	0.0e+00	461.7	pfam00115	COX1	426
2727813589	298	29	283	2	249	7.7e-47	159.6	pfam01040	UbiA	252
2727813590	191	47	191	131	255	3.9e-13	49.7	pfam00510	COX3	258
2727813591	227	12	227	75	255	6.3e-15	55.6	pfam00510	COX3	258
2727813592	141	18	95	3	72	6.9e-14	51.9	pfam03626	COX4_pro	72
2727813593	272	30	204	30	130	2.1e-15	56.8	pfam02630	SCO1-SenC	174
2727813594	180	47	175	2	131	5.9e-40	136.5	pfam04238	DUF420	131
2727813596	127	21	104	2	81	2.0e-21	75.8	pfam01035	DNA_binding_1	81
2727813598	234	36	208	1	162	1.1e-30	106.2	pfam02390	Methyltransf_4	173
2727813600	444	167	424	140	252	8.8e-08	31.8	pfam00884	Sulfatase	309
2727813601	155	7	54	2	48	9.2e-14	50.6	pfam13412	HTH_24	48
2727813601	155	73	145	1	75	1.8e-13	50.1	pfam01037	AsnC_trans_reg	75
2727813602	288	4	161	2	151	4.2e-07	30	pfam02706	Wzz	152
2727813603	477	237	400	1	155	3.4e-20	72.1	pfam04932	Wzy_C	155
2727813604	354	3	55	8	40	1.8e-05	24.5	pfam12911	OppC_N	51
2727813604	354	169	353	1	180	1.5e-30	106.2	pfam00528	BPD_transp_1	185
2727813609	550	31	115	1	88	1.6e-17	63.1	pfam13715	CarbopepD_reg_2	88
2727813610	744	8	190	1	179	3.4e-66	222	pfam09371	Tex_N	179
2727813610	744	314	434	1	125	1.3e-42	145.1	pfam16921	Tex_YqgF	126
2727813610	744	474	538	1	65	8.8e-28	96.2	pfam12836	HHH_3	65
2727813610	744	629	702	2	75	5.4e-21	74.6	pfam00575	S1	75
2727813611	438	3	157	2	165	1.8e-29	103.3	pfam00929	RNase_T	165
2727813611	438	197	273	3	78	3.4e-09	36.7	pfam01541	GIY-YIG	78
2727813612	899	16	586	1	600	0.0e+00	590.9	pfam00133	tRNA-synt_1	602
2727813612	899	639	781	3	147	9.2e-29	100.2	pfam08264	Anticodon_1	152
2727813612	899	834	899	2	65	1.4e-09	37.9	pfam10458	Val_tRNA-synt_C	66
2727813613	204	83	201	3	133	8.9e-24	83.7	pfam01569	PAP2	136
2727813614	259	18	104	1	85	7.1e-19	67.7	pfam02754	CCG	85
2727813614	259	145	233	1	84	4.2e-16	58.8	pfam02754	CCG	85
2727813618	128	4	114	7	128	2.0e-05	24.6	pfam00903	Glyoxalase	128
2727813619	955	723	930	6	210	4.8e-25	88.1	pfam00326	Peptidase_S9	212
2727813621	290	2	134	8	136	2.4e-07	30.9	pfam00892	EamA	137
2727813621	290	140	282	2	134	2.6e-14	53.4	pfam00892	EamA	137
2727813622	558	23	147	24	125	1.6e-07	31.3	pfam00754	F5_F8_type_C	127
2727813626	206	7	120	1	110	6.1e-17	61.7	pfam00072	Response_reg	112
2727813626	206	144	200	2	57	1.3e-16	59.7	pfam00196	GerE	57
2727813627	383	19	131	5	100	1.3e-13	51.3	pfam14289	DUF4369	101
2727813627	383	246	369	2	122	4.2e-11	42.7	pfam00578	AhpC-TSA	124
2727813628	359	141	332	3	161	1.0e-06	28.5	pfam00589	Phage_integrase	172
2727813629	119	17	118	2	92	5.7e-13	49.1	pfam06912	DUF1275	192
2727813630	269	56	217	3	150	2.9e-08	34.6	pfam13365	Trypsin_2	150
2727813632	536	2	161	4	173	5.6e-21	75.5	pfam04675	DNA_ligase_A_N	173
2727813632	536	205	406	16	204	1.1e-33	116.5	pfam01068	DNA_ligase_A_M	204
2727813632	536	426	516	2	99	1.0e-13	51.6	pfam04679	DNA_ligase_A_C	99
2727813635	152	104	149	2	43	8.7e-14	50.9	pfam11848	DUF3368	46
2727813636	75	4	74	5	74	2.8e-19	68.5	pfam03683	UPF0175	75
2727813637	1173	2	580	2	135	3.0e-28	98.7	pfam02463	SMC_N	220
2727813637	1173	520	630	7	113	1.0e-18	67.6	pfam06470	SMC_hinge	117
2727813637	1173	663	1162	70	219	6.6e-27	94.3	pfam02463	SMC_N	220
2727813638	318	31	317	1	292	4.5e-29	101.3	pfam01007	IRK	330
2727813640	147	6	68	4	64	2.3e-26	91.5	pfam01668	SmpB	65
2727813641	308	105	277	43	178	9.3e-15	54.1	pfam01039	Carboxyl_trans	494
2727813642	355	12	353	2	280	1.1e-87	293.9	pfam01116	F_bP_aldolase	280
2727813643	266	21	231	1	217	6.4e-22	78.2	pfam01497	Peripla_BP_2	239
2727813644	276	4	63	1	61	6.2e-20	70.9	pfam13509	S1_2	61
2727813645	459	14	311	3	293	1.5e-66	224.6	pfam00291	PALP	294
2727813645	459	338	396	7	54	7.1e-07	29.5	pfam00571	CBS	57
2727813647	314	1	306	1	321	4.4e-91	305.2	pfam02504	FA_synthesis	323
2727813648	64	2	59	2	56	3.4e-15	55.9	pfam01783	Ribosomal_L32p	56
2727813649	187	58	177	1	121	3.0e-17	62.7	pfam02620	DUF177	121
2727813650	373	49	364	1	310	6.7e-82	275.2	pfam12725	DUF3810	310
2727813651	210	15	200	1	169	4.7e-39	133.5	pfam02527	GidB	184
2727813652	374	50	220	1	165	6.2e-15	55.3	pfam00535	Glycos_transf_2	170
2727813653	379	132	371	1	222	5.8e-81	271.4	pfam01702	TGT	223
2727813654	367	6	364	1	354	2.8e-52	177.6	pfam03739	YjgP_YjgQ	354
2727813656	120	42	120	1	71	3.0e-09	36.3	pfam00285	Citrate_synt	362
2727813657	329	16	94	2	76	2.2e-10	40.5	pfam01541	GIY-YIG	78
2727813657	329	207	242	3	35	1.8e-04	21	pfam02151	UVR	36
2727813659	469	255	469	32	173	1.6e-06	28.2	pfam13568	OMP_b-brl_2	182
2727813660	190	21	89	1	70	9.4e-19	66.8	pfam04542	Sigma70_r2	71
2727813660	190	114	167	3	54	1.4e-12	46.9	pfam08281	Sigma70_r4_2	54
2727813661	539	27	538	1	433	9.4e-88	294.9	pfam08811	DUF1800	433
2727813662	525	47	403	4	347	1.4e-24	86.8	pfam07394	DUF1501	392
2727813664	824	29	115	1	88	5.5e-21	74.2	pfam13715	CarbopepD_reg_2	88
2727813664	824	123	228	4	108	2.7e-19	69.6	pfam07715	Plug	108
2727813664	824	249	816	36	458	2.6e-35	123.1	pfam00593	TonB_dep_Rec	461
2727813666	147	5	123	2	128	1.1e-33	115.7	pfam11026	DUF2721	129
2727813667	133	2	132	1	153	7.9e-27	94.3	pfam14126	DUF4293	153
2727813668	426	1	392	3	398	0.0e+00	561.3	pfam00464	SHMT	399
2727813669	330	2	235	1	242	1.2e-27	96.9	pfam00483	NTP_transferase	248
2727813669	330	254	285	3	28	6.1e-04	19.3	pfam00132	Hexapep	36
2727813670	314	3	81	3	72	1.4e-18	67.3	pfam03060	NMO	331
2727813670	314	76	303	104	329	3.6e-44	151.4	pfam03060	NMO	331
2727813671	498	19	484	1	345	0.0e+00	528.4	pfam00478	IMPDH	345
2727813671	498	90	153	8	52	5.2e-14	52.3	pfam00571	CBS	57
2727813671	498	161	218	1	53	1.2e-09	38.4	pfam00571	CBS	57
2727813673	109	4	93	1	89	2.3e-15	56.8	pfam05016	ParE_toxin	90
2727813675	367	10	70	8	54	6.9e-08	32.3	pfam12826	HHH_2	64
2727813675	367	73	282	2	208	2.7e-76	255.3	pfam02481	DNA_processg_A	210
2727813676	634	271	310	2	38	7.6e-09	35.1	pfam07676	PD40	38
2727813676	634	325	364	2	31	3.6e-03	17.1	pfam07676	PD40	38
2727813676	634	382	418	10	37	4.0e-06	26.5	pfam07676	PD40	38
2727813676	634	530	625	2	95	8.5e-25	86.8	pfam00691	OmpA	95
2727813677	218	33	128	1	90	2.4e-14	53.4	pfam13394	Fer4_14	118
2727813677	218	34	157	3	90	1.6e-07	31.8	pfam04055	Radical_SAM	167
2727813678	292	3	119	1	116	9.1e-40	135.4	pfam00763	THF_DHG_CYH	116
2727813678	292	122	291	1	159	5.6e-66	220.7	pfam02882	THF_DHG_CYH_C	160
2727813679	1081	25	105	1	88	7.5e-11	41.7	pfam13715	CarbopepD_reg_2	88
2727813679	1081	113	222	3	108	4.3e-13	49.6	pfam07715	Plug	108
2727813679	1081	439	1080	20	444	2.2e-18	67.2	pfam00593	TonB_dep_Rec	461
2727813680	494	1	489	2	467	1.8e-44	152.1	pfam12771	SusD-like_2	488
2727813681	305	44	159	29	116	7.3e-15	55.5	pfam08522	DUF1735	120
2727813683	101	1	84	11	90	1.5e-23	82.6	pfam11950	DUF3467	91
2727813684	227	106	226	2	121	4.5e-44	149.2	pfam04002	RadC	122
2727813685	318	5	120	1	116	2.8e-41	140	pfam13793	Pribosyltran_N	116
2727813685	318	172	309	70	184	2.3e-23	83.1	pfam14572	Pribosyl_synth	185
2727813686	210	6	90	1	81	1.7e-20	73.2	pfam01386	Ribosomal_L25p	81
2727813686	210	98	180	1	85	2.8e-19	69.1	pfam14693	Ribosomal_TL5_C	86
2727813687	191	4	185	1	159	2.7e-47	160.7	pfam01195	Pept_tRNA_hydro	160
2727813688	203	2	203	1	189	1.3e-45	155.6	pfam01557	FAA_hydrolase	218
2727813689	688	11	325	12	298	1.4e-35	122.5	pfam00676	E1_dh	300
2727813689	688	350	529	5	175	2.8e-35	121.5	pfam02779	Transket_pyr	178
2727813689	688	558	678	6	124	2.1e-23	82.4	pfam02780	Transketolase_C	124
2727813691	350	10	335	3	338	1.2e-20	73.8	pfam01757	Acyl_transf_3	340
2727813692	350	175	331	10	160	3.3e-26	91.8	pfam00534	Glycos_transf_1	172
2727813693	366	171	339	7	152	4.7e-23	81.5	pfam00534	Glycos_transf_1	172
2727813694	379	147	325	191	333	7.5e-06	25.4	pfam01979	Amidohydro_1	344
2727813695	348	28	136	5	96	9.4e-10	38.5	pfam13394	Fer4_14	118
2727813695	348	30	176	5	121	9.3e-11	42.3	pfam04055	Radical_SAM	167
2727813695	348	276	336	1	67	8.3e-11	42.1	pfam13186	SPASM	68
2727813696	477	17	141	7	120	5.6e-12	45.6	pfam02310	B12-binding	121
2727813696	477	203	366	3	166	3.2e-16	60	pfam04055	Radical_SAM	167
2727813697	274	55	152	1	97	5.3e-11	43	pfam13649	Methyltransf_25	97
2727813699	825	36	421	9	389	5.4e-58	197	pfam01433	Peptidase_M1	389
2727813700	288	198	286	13	87	5.5e-07	29.7	pfam14771	DUF4476	91
2727813701	243	142	243	1	107	1.5e-18	67.1	pfam01416	PseudoU_synth_1	108
2727813703	354	31	309	18	279	3.0e-30	105.5	pfam00150	Cellulase	281
2727813705	979	132	235	9	102	1.4e+00	9.1	pfam13426	PAS_9	102
2727813705	979	248	317	2	57	1.2e-02	15.5	pfam13188	PAS_8	67
2727813705	979	378	442	1	46	5.4e-04	19.8	pfam13188	PAS_8	67
2727813705	979	508	564	2	37	1.3e-02	15.4	pfam13188	PAS_8	67
2727813705	979	639	708	1	63	9.3e-02	12.6	pfam13188	PAS_8	67
2727813705	979	784	851	1	67	2.9e-14	53.2	pfam07730	HisKA_3	68
2727813705	979	889	979	3	108	1.7e-05	25.2	pfam02518	HATPase_c	111
2727813706	208	3	115	1	111	8.1e-27	93.5	pfam00072	Response_reg	112
2727813706	208	146	202	2	57	7.0e-17	60.6	pfam00196	GerE	57
2727813707	123	3	115	1	110	2.2e-16	59.9	pfam00072	Response_reg	112
2727813708	395	75	381	11	291	5.5e-85	285.3	pfam01619	Pro_dh	292
2727813709	793	115	226	4	107	3.1e-10	40.4	pfam07715	Plug	108
2727813709	793	297	792	11	461	1.5e-18	67.8	pfam00593	TonB_dep_Rec	461
2727813710	243	38	225	2	181	3.8e-40	137.5	pfam10988	DUF2807	181
2727813712	302	17	132	2	114	6.2e-23	80.9	pfam01926	MMR_HSR1	114
2727813712	302	215	291	1	78	1.5e-16	59.8	pfam07650	KH_2	78
2727813714	437	4	120	2	114	6.9e-27	93.7	pfam01926	MMR_HSR1	114
2727813714	437	179	297	2	114	1.8e-25	89.1	pfam01926	MMR_HSR1	114
2727813714	437	355	435	1	80	3.6e-27	94.3	pfam14714	KH_dom-like	80
2727813716	408	44	391	1	264	3.9e-76	255.7	pfam02401	LYTB	265
2727813717	496	173	491	91	319	1.1e-30	106.7	pfam00295	Glyco_hydro_28	325
2727813718	163	30	163	8	134	2.9e-10	40.5	pfam13185	GAF_2	138
2727813719	410	6	400	1	347	1.2e-80	271.2	pfam00180	Iso_dh	348
2727813722	269	68	129	4	64	1.8e-10	41	pfam07730	HisKA_3	68
2727813723	162	6	120	3	111	4.5e-22	78.2	pfam00072	Response_reg	112
2727813724	39	1	31	27	55	3.6e-06	26.3	pfam00196	GerE	57
2727813725	629	52	408	1	357	0.0e+00	452.9	pfam01566	Nramp	358
2727813725	629	495	628	3	140	4.4e-21	75.7	pfam00582	Usp	141
2727813727	551	292	504	419	579	1.6e-07	29.9	pfam00343	Phosphorylase	712
2727813728	207	24	199	2	125	2.4e-26	92.3	pfam02441	Flavoprotein	158
2727813730	188	25	95	14	67	2.0e-04	20.9	pfam04542	Sigma70_r2	71
2727813731	371	166	299	1	150	1.3e-24	87.6	pfam13365	Trypsin_2	150
2727813732	533	439	528	1	100	3.1e-16	59.6	pfam10544	T5orf172	103
2727813734	170	34	168	58	160	1.4e-21	76.9	pfam10107	Endonuc_Holl	161
2727813735	169	35	160	56	160	3.3e-11	43.2	pfam10107	Endonuc_Holl	161
2727813736	397	139	362	104	280	1.3e-13	50.9	pfam00150	Cellulase	281
2727813738	312	40	294	1	174	3.0e-38	131.5	pfam01520	Amidase_3	175
2727813739	334	35	113	4	78	1.9e-08	34.4	pfam02470	MlaD	81
2727813740	542	34	188	16	158	5.0e-33	113.8	pfam13100	OstA_2	158
2727813742	397	13	386	2	376	7.7e-127	423.1	pfam06965	Na_H_antiport_1	376
2727813743	312	1	162	29	192	8.2e-47	159.4	pfam03462	PCRF	192
2727813743	312	170	280	2	116	2.6e-39	133.6	pfam00472	RF-1	116
2727813745	615	33	136	1	96	1.9e-14	53.7	pfam13600	DUF4140	98
2727813745	615	216	609	3	208	3.9e-58	196.5	pfam13598	DUF4139	208
2727813745	615	290	396	24	108	5.1e-07	30.1	pfam07715	Plug	108
2727813747	225	8	221	1	211	3.9e-54	183.5	pfam08713	DNA_alkylation	213
2727813748	344	4	121	8	118	3.4e-20	72.9	pfam01408	GFO_IDH_MocA	120
2727813748	344	133	235	1	73	6.0e-06	26.1	pfam02894	GFO_IDH_MocA_C	116
2727813749	641	19	184	2	137	2.2e-22	79.9	pfam00005	ABC_tran	137
2727813749	641	223	306	1	82	4.9e-08	32.8	pfam12848	ABC_tran_Xtn	85
2727813749	641	332	467	1	137	5.5e-21	75.4	pfam00005	ABC_tran	137
2727813749	641	573	639	2	69	9.5e-16	57.7	pfam16326	ABC_tran_CTD	69
2727813750	143	3	46	82	121	3.7e-10	40.1	pfam01346	FKBP_N	121
2727813750	143	52	141	2	94	4.4e-27	94.1	pfam00254	FKBP_C	94
2727813752	308	21	213	2	176	2.2e-25	89.6	pfam01145	Band_7	178
2727813753	233	96	219	2	124	5.4e-28	97.2	pfam01618	MotA_ExbB	124
2727813754	134	6	131	3	123	9.3e-25	87.2	pfam02472	ExbD	130
2727813756	238	7	198	1	188	1.5e-43	148.4	pfam00106	adh_short	195
2727813757	492	5	220	2	218	7.7e-55	186	pfam04244	DPRP	223
2727813757	492	296	432	5	105	2.0e-06	27.4	pfam03441	FAD_binding_7	189
2727813758	166	7	160	4	144	2.1e-10	40.7	pfam01613	Flavin_Reduct	155
2727813759	381	86	240	2	125	5.1e-19	68.4	pfam03441	FAD_binding_7	189
2727813760	366	3	122	8	117	3.8e-17	62.4	pfam02746	MR_MLE_N	117
2727813760	366	141	357	4	218	1.4e-43	148.9	pfam13378	MR_MLE_C	219
2727813762	118	4	114	1	108	2.9e-20	72.7	pfam02152	FolB	111
2727813763	866	23	213	2	170	5.8e-23	81.4	pfam00270	DEAD	176
2727813763	866	269	380	10	108	7.9e-13	48.6	pfam00271	Helicase_C	111
2727813763	866	649	835	1	191	1.1e-47	162.2	pfam08494	DEAD_assoc	191
2727813765	219	28	205	4	98	7.9e-07	29.6	pfam00149	Metallophos	204
2727813766	300	15	291	24	293	1.0e-48	166.3	pfam00850	Hist_deacetyl	306
2727813767	258	15	69	2	55	2.3e-11	43.4	pfam01381	HTH_3	55
2727813768	451	57	171	7	87	3.1e-21	76.2	pfam00128	Alpha-amylase	337
2727813768	451	148	336	131	328	1.9e-13	50.5	pfam00128	Alpha-amylase	337
2727813770	274	15	256	2	218	4.0e-27	95.1	pfam00215	OMPdecase	225
2727813771	306	33	256	1	203	8.5e-13	49.1	pfam00149	Metallophos	204
2727813772	202	10	189	1	178	4.1e-19	69.5	pfam13472	Lipase_GDSL_2	179
2727813773	421	39	400	2	335	4.2e-21	75.2	pfam00266	Aminotran_5	371
2727813774	54	1	54	1	55	1.7e-17	63.3	pfam06348	DUF1059	56
2727813775	154	36	154	2	115	2.9e-15	56.5	pfam02635	DrsE	116
2727813776	211	29	119	3	81	7.1e-08	32.2	pfam00027	cNMP_binding	88
2727813776	211	151	211	16	60	2.7e-09	36.7	pfam13545	HTH_Crp_2	68
2727813777	845	147	518	24	352	8.3e-46	156.2	pfam00930	DPPIV_N	354
2727813777	845	598	809	8	209	7.7e-34	116.9	pfam00326	Peptidase_S9	212
2727813778	263	23	263	1	251	5.1e-64	216.3	pfam02265	S1-P1_nuclease	252
2727813780	390	5	382	1	389	6.0e-93	311.8	pfam00375	SDF	390
2727813782	394	21	133	1	113	1.1e-35	122.5	pfam02771	Acyl-CoA_dh_N	113
2727813782	394	137	228	1	97	5.3e-21	74.5	pfam02770	Acyl-CoA_dh_M	97
2727813782	394	240	388	2	147	2.3e-35	121.9	pfam00441	Acyl-CoA_dh_1	150
2727813783	170	9	165	1	141	2.9e-40	137.9	pfam01202	SKI	158
2727813784	131	19	111	1	88	1.3e-29	102	pfam04241	DUF423	88
2727813785	877	34	206	5	159	1.2e-15	57.6	pfam13491	FtsK_4TM	171
2727813785	877	497	702	4	243	1.6e-45	155.2	pfam01580	FtsK_SpoIIIE	243
2727813785	877	802	864	2	61	2.0e-25	88.2	pfam09397	Ftsk_gamma	63
2727813786	210	38	198	2	164	2.5e-14	53.2	pfam03548	LolA	165
2727813787	376	142	374	3	164	1.2e-30	106.9	pfam00756	Esterase	251
2727813788	136	50	136	4	89	1.1e-04	23.2	pfam00034	Cytochrom_C	92
2727813789	487	167	366	7	177	1.9e-07	31.1	pfam00587	tRNA-synt_2b	179
2727813789	487	395	485	2	92	5.7e-17	61.5	pfam03129	HGTP_anticodon	94
2727813790	110	22	101	2	73	6.0e-14	51.8	pfam03819	MazG	74
2727813791	124	7	122	2	115	4.7e-32	110.7	pfam13366	PDDEXK_3	118
2727813792	150	2	145	1	145	1.8e-56	190.6	pfam02580	Tyr_Deacylase	145
2727813793	135	1	133	11	105	2.0e-14	53.4	pfam00472	RF-1	116
2727813795	352	52	202	3	149	1.1e-42	146.1	pfam03150	CCP_MauG	150
2727813796	487	1	289	6	262	2.0e-20	73.2	pfam01943	Polysacc_synt	274
2727813796	487	338	472	3	134	2.1e-10	40.7	pfam14667	Polysacc_synt_C	142
2727813797	299	47	227	5	196	7.1e-12	45.6	pfam00753	Lactamase_B	197
2727813798	158	48	147	1	84	9.3e-14	51.7	pfam03692	CxxCxxCC	85
2727813799	299	83	216	2	133	5.7e-27	94.5	pfam04116	FA_hydroxylase	133
2727813800	299	5	237	31	164	7.2e-07	28.9	pfam00483	NTP_transferase	248
2727813801	308	26	293	26	294	1.2e-13	51	pfam00291	PALP	294
2727813803	304	133	254	17	131	1.3e-10	41.1	pfam03099	BPL_LplA_LipB	131
