gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2727813528	512	45	395	SUPERFAMILY	SSF56601	IPR012338	Beta-lactamase/transpeptidase-like	
2727813530	185	119	180	SUPERFAMILY	SSF88659	IPR013324	RNA polymerase sigma factor, region 3/4	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2727813530	185	8	84	SUPERFAMILY	SSF88946	IPR013325	RNA polymerase sigma factor, region 2	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2727813531	1045	21	89	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
2727813531	1045	398	429	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
2727813531	1045	595	654	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
2727813531	1045	937	974	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
2727813531	1045	654	938	SUPERFAMILY	SSF51556			
2727813532	453	33	87	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
2727813532	453	398	433	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
2727813532	453	114	399	SUPERFAMILY	SSF51556			
2727813534	799	12	196	SUPERFAMILY	SSF49344			
2727813535	945	700	907	SMART	SM00482	IPR001098	DNA-directed DNA polymerase, family A, palm domain	GO:0003677|GO:0003887|GO:0006260
2727813535	945	3	264	SMART	SM00475	IPR002421	5'-3' exonuclease, N-terminal	GO:0003677
2727813535	945	349	530	SMART	SM00474	IPR002562	3'-5' exonuclease domain	GO:0003676|GO:0006139|GO:0008408
2727813535	945	176	211	SMART	SM00279	IPR008918	Helix-hairpin-helix motif, class 2	GO:0003677|GO:0003824
2727813535	945	352	531	SUPERFAMILY	SSF53098	IPR012337	Ribonuclease H-like domain	GO:0003676
2727813535	945	769	788	ProSitePatterns	PS00447	IPR019760	DNA-directed DNA polymerase, family A, conserved site	GO:0003887|GO:0006260
2727813535	945	176	286	SUPERFAMILY	SSF47807	IPR020045	5'-3' exonuclease, C-terminal domain	GO:0003677|GO:0003824
2727813535	945	3	152	SUPERFAMILY	SSF88723			
2727813535	945	535	945	SUPERFAMILY	SSF56672			
2727813537	206	7	124	SUPERFAMILY	SSF159888			
2727813540	336	23	158	ProSiteProfiles	PS50293	IPR013026	Tetratricopeptide repeat-containing domain	GO:0005515
2727813540	336	23	56	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2727813540	336	23	56	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2727813540	336	91	124	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2727813540	336	91	124	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2727813540	336	125	158	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2727813540	336	125	158	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2727813540	336	20	184	SUPERFAMILY	SSF48452			
2727813542	596	182	193	ProSitePatterns	PS00455	IPR020845	AMP-binding, conserved site	
2727813542	596	6	286	SUPERFAMILY	SSF56801			
2727813542	596	333	593	SUPERFAMILY	SSF56801			
2727813546	485	37	197	SUPERFAMILY	SSF51735			
2727813546	485	173	400	SUPERFAMILY	SSF55347			
2727813547	263	8	209	SUPERFAMILY	SSF55681			
2727813548	133	23	130	SUPERFAMILY	SSF81301			
2727813549	695	249	388	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2727813549	695	356	374	ProSitePatterns	PS00674	IPR003960	ATPase, AAA-type, conserved site	GO:0005524
2727813549	695	212	457	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727813549	695	467	657	SUPERFAMILY	SSF140990			
2727813550	211	40	210	SUPERFAMILY	SSF100950			
2727813551	251	10	137	SUPERFAMILY	SSF56300			
2727813551	251	189	236	SUPERFAMILY	SSF56300			
2727813552	363	193	258	SUPERFAMILY	SSF50182	IPR010920	Like-Sm (LSM) domain	
2727813552	363	105	190	SUPERFAMILY	SSF82861	IPR011014	Mechanosensitive ion channel MscS, transmembrane-2	GO:0016020
2727813553	170	57	170	ProSiteProfiles	PS51352	IPR012336	Thioredoxin-like fold	
2727813553	170	60	153	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2727813553	170	1	16	ProSiteProfiles	PS51257			
2727813554	180	79	149	ProSiteProfiles	PS50937	IPR000551	MerR-type HTH domain	GO:0003677|GO:0006355
2727813554	180	80	150	SMART	SM00422	IPR000551	MerR-type HTH domain	GO:0003677|GO:0006355
2727813554	180	80	173	SUPERFAMILY	SSF46955	IPR009061	DNA binding domain, putative	
2727813555	282	185	282	SUPERFAMILY	SSF48179	IPR008927	6-phosphogluconate dehydrogenase, C-terminal-like	GO:0055114
2727813555	282	1	185	SUPERFAMILY	SSF51735			
2727813557	375	14	367	SUPERFAMILY	SSF53756			
2727813559	150	1	149	SUPERFAMILY	SSF89095	IPR003789	Aspartyl/glutamyl-tRNA amidotransferase subunit B-related	GO:0016884
2727813561	251	11	250	SUPERFAMILY	SSF53474			
2727813562	220	8	65	ProSiteProfiles	PS51371	IPR000644	CBS domain	GO:0030554
2727813562	220	67	125	ProSiteProfiles	PS51371	IPR000644	CBS domain	GO:0030554
2727813562	220	4	117	SUPERFAMILY	SSF54631			
2727813564	292	2	289	SUPERFAMILY	SSF111331	IPR016064	ATP-NAD kinase-like domain	GO:0003951|GO:0008152
2727813565	257	122	252	SUPERFAMILY	SSF50891	IPR002130	Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain	GO:0003755|GO:0006457
2727813565	257	4	236	SMART	SM00796	IPR003833	Allophanate hydrolase subunit 1	
2727813565	257	5	80	SUPERFAMILY	SSF160467			
2727813565	257	118	127	SUPERFAMILY	SSF160467			
2727813566	187	16	140	SUPERFAMILY	SSF51206	IPR018490	Cyclic nucleotide-binding-like	
2727813567	789	378	445	SUPERFAMILY	SSF52279	IPR002772	Glycoside hydrolase family 3 C-terminal domain	GO:0004553|GO:0005975
2727813567	789	476	592	SUPERFAMILY	SSF52279	IPR002772	Glycoside hydrolase family 3 C-terminal domain	GO:0004553|GO:0005975
2727813567	789	630	652	SUPERFAMILY	SSF52279	IPR002772	Glycoside hydrolase family 3 C-terminal domain	GO:0004553|GO:0005975
2727813567	789	22	377	SUPERFAMILY	SSF51445	IPR017853	Glycoside hydrolase, superfamily	
2727813567	789	278	295	ProSitePatterns	PS00775	IPR019800	Glycoside hydrolase, family 3, active site	GO:0004553|GO:0005975
2727813568	280	6	58	SUPERFAMILY	SSF46934	IPR009060	UBA-like	GO:0005515
2727813568	280	60	150	SUPERFAMILY	SSF54713	IPR014039	Translation elongation factor EFTs/EF1B, dimerisation	GO:0003746|GO:0005622|GO:0006414
2727813568	280	153	280	SUPERFAMILY	SSF54713	IPR014039	Translation elongation factor EFTs/EF1B, dimerisation	GO:0003746|GO:0005622|GO:0006414
2727813569	295	9	237	SUPERFAMILY	SSF52313	IPR023591	Ribosomal protein S2, flavodoxin-like domain	
2727813570	129	6	129	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2727813570	129	68	86	ProSitePatterns	PS00360	IPR020574	Ribosomal protein S9, conserved site	GO:0003735|GO:0005840|GO:0006412
2727813571	147	110	132	ProSitePatterns	PS00783	IPR023563	Ribosomal protein L13, conserved site	GO:0003735|GO:0005840|GO:0006412
2727813571	147	11	145	SUPERFAMILY	SSF52161	IPR023564	Ribosomal protein L13 domain	GO:0003735|GO:0005840|GO:0006412
2727813572	401	54	364	SUPERFAMILY	SSF51556			
2727813574	246	1	83	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2727813574	246	86	230	SUPERFAMILY	SSF57863			
2727813575	342	110	314	ProSiteProfiles	PS50862	IPR006195	Aminoacyl-tRNA synthetase, class II	GO:0004812|GO:0006418
2727813575	342	17	96	SUPERFAMILY	SSF46589	IPR010978	tRNA-binding arm	GO:0000166
2727813575	342	89	338	SUPERFAMILY	SSF55681			
2727813577	434	1	433	SUPERFAMILY	SSF55205	IPR013792	RNA 3'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta	GO:0003824
2727813579	501	225	492	ProSiteProfiles	PS51383	IPR000631	YjeF C-terminal domain, carbohydrate kinase-related	
2727813579	501	1	247	SUPERFAMILY	SSF64153	IPR004443	YjeF N-terminal domain	
2727813579	501	9	215	ProSiteProfiles	PS51385	IPR004443	YjeF N-terminal domain	
2727813579	501	223	489	SUPERFAMILY	SSF53613			
2727813580	284	229	252	ProSitePatterns	PS00373	IPR001555	Phosphoribosylglycinamide formyltransferase, active site	GO:0008168
2727813580	284	99	282	SUPERFAMILY	SSF53328	IPR002376	Formyl transferase, N-terminal	GO:0009058|GO:0016742
2727813580	284	1	30	ProSiteProfiles	PS51257			
2727813581	417	11	121	SUPERFAMILY	SSF46626	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2727813581	417	27	122	ProSiteProfiles	PS51007	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2727813581	417	35	49	ProSiteProfiles	PS51008	IPR011031	Multihaem cytochrome	
2727813581	417	235	373	ProSiteProfiles	PS51008	IPR011031	Multihaem cytochrome	
2727813581	417	203	417	SUPERFAMILY	SSF48695			
2727813582	1035	1	73	ProSiteProfiles	PS51318	IPR006311	Twin-arginine translocation pathway, signal sequence	
2727813582	1035	769	799	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2727813582	1035	824	855	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2727813582	1035	856	885	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2727813582	1035	92	485	SUPERFAMILY	SSF53706			
2727813582	1035	768	884	SUPERFAMILY	SSF54862			
2727813582	1035	925	1010	SUPERFAMILY	SSF54862			
2727813585	213	105	202	SUPERFAMILY	SSF46626	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2727813585	213	110	200	ProSiteProfiles	PS51007	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2727813585	213	1	19	ProSiteProfiles	PS51257			
2727813587	354	162	325	ProSiteProfiles	PS50857	IPR002429	Cytochrome c oxidase subunit II C-terminal	GO:0004129|GO:0005507|GO:0016020
2727813587	354	161	328	SUPERFAMILY	SSF49503	IPR008972	Cupredoxin	
2727813587	354	65	160	ProSiteProfiles	PS50999	IPR011759	Cytochrome C oxidase subunit II, transmembrane domain	GO:0016021|GO:0022900
2727813587	354	71	154	SUPERFAMILY	SSF81464	IPR011759	Cytochrome C oxidase subunit II, transmembrane domain	GO:0016021|GO:0022900
2727813588	607	298	352	ProSitePatterns	PS00077	IPR023615	Cytochrome c oxidase, subunit I, copper-binding site	GO:0004129|GO:0055114
2727813588	607	33	577	SUPERFAMILY	SSF81442	IPR023616	Cytochrome c oxidase, subunit I domain	GO:0004129|GO:0055114
2727813588	607	34	598	ProSiteProfiles	PS50855	IPR023616	Cytochrome c oxidase, subunit I domain	GO:0004129|GO:0055114
2727813589	298	68	90	ProSitePatterns	PS00943	IPR000537	UbiA prenyltransferase family	GO:0004659|GO:0016021
2727813589	298	1	33	ProSiteProfiles	PS51257			
2727813590	191	1	191	ProSiteProfiles	PS50253	IPR000298	Cytochrome c oxidase, subunit III	GO:0015002|GO:0016020
2727813590	191	11	190	SUPERFAMILY	SSF81452	IPR000298	Cytochrome c oxidase, subunit III	GO:0015002|GO:0016020
2727813591	227	1	227	ProSiteProfiles	PS50253	IPR000298	Cytochrome c oxidase, subunit III	GO:0015002|GO:0016020
2727813591	227	12	226	SUPERFAMILY	SSF81452	IPR000298	Cytochrome c oxidase, subunit III	GO:0015002|GO:0016020
2727813593	272	60	209	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2727813596	127	22	104	SUPERFAMILY	SSF46767	IPR014048	Methylated-DNA-[protein]-cysteine S-methyltransferase, DNA binding	GO:0003824|GO:0006281
2727813598	234	28	179	SUPERFAMILY	SSF53335			
2727813599	459	253	394	SUPERFAMILY	SSF53335			
2727813600	444	167	404	SUPERFAMILY	SSF53649	IPR017850	Alkaline-phosphatase-like, core domain	GO:0003824|GO:0008152
2727813601	155	7	68	ProSiteProfiles	PS50956	IPR000485	AsnC-type HTH domain	GO:0006355|GO:0043565
2727813601	155	68	149	SUPERFAMILY	SSF54909	IPR011008	Dimeric alpha-beta barrel	
2727813601	155	7	114	SMART	SM00344	IPR019888	Transcription regulator AsnC-type	GO:0003700|GO:0005622|GO:0006355|GO:0043565
2727813601	155	7	67	SUPERFAMILY	SSF46785			
2727813603	477	1	21	ProSiteProfiles	PS51257			
2727813604	354	151	341	ProSiteProfiles	PS50928	IPR000515	Binding-protein-dependent transport systems inner membrane component	GO:0005215|GO:0006810|GO:0016020
2727813604	354	146	337	SUPERFAMILY	SSF161098			
2727813609	550	31	116	SUPERFAMILY	SSF49464	IPR008969	Carboxypeptidase-like, regulatory domain	
2727813610	744	633	702	ProSiteProfiles	PS50126	IPR003029	Ribosomal protein S1, RNA-binding domain	GO:0003723
2727813610	744	314	407	SMART	SM00732	IPR006641	YqgF/RNase H-like domain	GO:0006139|GO:0016788
2727813610	744	453	540	SUPERFAMILY	SSF47781	IPR010994	RuvA domain 2-like	
2727813610	744	543	615	SUPERFAMILY	SSF47781	IPR010994	RuvA domain 2-like	
2727813610	744	310	452	SUPERFAMILY	SSF53098	IPR012337	Ribonuclease H-like domain	GO:0003676
2727813610	744	616	709	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2727813610	744	631	702	SMART	SM00316	IPR022967	RNA-binding domain, S1	
2727813610	744	4	307	SUPERFAMILY	SSF158832			
2727813611	438	196	274	ProSiteProfiles	PS50164	IPR000305	GIY-YIG nuclease superfamily	
2727813611	438	197	275	SUPERFAMILY	SSF82771	IPR000305	GIY-YIG nuclease superfamily	
2727813611	438	197	278	SMART	SM00465	IPR000305	GIY-YIG nuclease superfamily	
2727813611	438	1	166	SMART	SM00479	IPR006055	Exonuclease	GO:0004527
2727813611	438	2	192	SUPERFAMILY	SSF53098	IPR012337	Ribonuclease H-like domain	GO:0003676
2727813612	899	44	55	ProSitePatterns	PS00178	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site	GO:0000166|GO:0004812|GO:0005524|GO:0006418
2727813612	899	192	357	SUPERFAMILY	SSF50677	IPR009008	Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain	GO:0002161|GO:0006418
2727813612	899	598	845	SUPERFAMILY	SSF47323	IPR009080	Aminoacyl-tRNA synthetase, class 1a, anticodon-binding	GO:0000166|GO:0004812|GO:0005524|GO:0006418
2727813612	899	835	898	SUPERFAMILY	SSF46589	IPR010978	tRNA-binding arm	GO:0000166
2727813612	899	3	191	SUPERFAMILY	SSF52374			
2727813612	899	357	596	SUPERFAMILY	SSF52374			
2727813613	204	13	199	SUPERFAMILY	SSF48317	IPR000326	Phosphatidic acid phosphatase type 2/haloperoxidase	GO:0003824|GO:0016020
2727813613	204	86	194	SMART	SM00014	IPR000326	Phosphatidic acid phosphatase type 2/haloperoxidase	GO:0003824|GO:0016020
2727813618	128	1	115	SUPERFAMILY	SSF54593			
2727813619	955	18	93	SUPERFAMILY	SSF82171			
2727813619	955	202	347	SUPERFAMILY	SSF82171			
2727813619	955	388	464	SUPERFAMILY	SSF82171			
2727813619	955	672	928	SUPERFAMILY	SSF53474			
2727813620	276	21	274	SUPERFAMILY	SSF63829			
2727813621	290	35	136	SUPERFAMILY	SSF103481			
2727813621	290	184	281	SUPERFAMILY	SSF103481			
2727813622	558	50	149	SUPERFAMILY	SSF49785	IPR008979	Galactose-binding domain-like	
2727813626	206	139	204	ProSiteProfiles	PS50043	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2727813626	206	143	200	SMART	SM00421	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2727813626	206	5	119	SMART	SM00448	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2727813626	206	6	123	ProSiteProfiles	PS50110	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2727813626	206	4	130	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2727813626	206	142	205	SUPERFAMILY	SSF46894	IPR016032	Signal transduction response regulator, C-terminal effector	GO:0003677|GO:0006355
2727813627	383	243	369	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2727813628	359	64	253	SUPERFAMILY	SSF56349	IPR011010	DNA breaking-rejoining enzyme, catalytic core	GO:0003677
2727813628	359	280	329	SUPERFAMILY	SSF56349	IPR011010	DNA breaking-rejoining enzyme, catalytic core	GO:0003677
2727813630	269	9	246	SUPERFAMILY	SSF50494	IPR009003	Trypsin-like cysteine/serine peptidase domain	GO:0003824
2727813632	536	3	177	SUPERFAMILY	SSF117018	IPR012308	DNA ligase, ATP-dependent, N-terminal	GO:0003677|GO:0003910|GO:0006281|GO:0006310
2727813632	536	309	439	ProSiteProfiles	PS50160	IPR012310	DNA ligase, ATP-dependent, central	GO:0003910|GO:0005524|GO:0006281|GO:0006310
2727813632	536	411	533	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2727813632	536	227	235	ProSitePatterns	PS00697	IPR016059	DNA ligase, ATP-dependent, conserved site	GO:0003909|GO:0051103
2727813632	536	201	406	SUPERFAMILY	SSF56091			
2727813634	339	10	316	SUPERFAMILY	SSF56281			
2727813637	1173	483	676	SUPERFAMILY	SSF75553	IPR010935	SMCs flexible hinge	GO:0005515|GO:0005524|GO:0005694|GO:0051276
2727813637	1173	520	631	SMART	SM00968	IPR010935	SMCs flexible hinge	GO:0005515|GO:0005524|GO:0005694|GO:0051276
2727813637	1173	1	216	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727813637	1173	651	826	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727813637	1173	965	1167	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727813637	1173	1067	1153	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727813638	318	138	305	SUPERFAMILY	SSF81296	IPR014756	Immunoglobulin E-set	
2727813638	318	52	162	SUPERFAMILY	SSF81324			
2727813640	147	23	35	ProSitePatterns	PS01317	IPR020081	SsrA-binding protein, conserved site	
2727813640	147	6	129	SUPERFAMILY	SSF74982	IPR023620	Small protein B	
2727813641	308	73	285	ProSiteProfiles	PS50980	IPR011762	Acetyl-coenzyme A carboxyltransferase, N-terminal	GO:0016874
2727813641	308	52	306	SUPERFAMILY	SSF52096			
2727813642	355	96	107	ProSitePatterns	PS00602	IPR000771	Ketose-bisphosphate aldolase, class-II	GO:0005975|GO:0008270|GO:0016832
2727813642	355	167	178	ProSitePatterns	PS00806	IPR000771	Ketose-bisphosphate aldolase, class-II	GO:0005975|GO:0008270|GO:0016832
2727813642	355	3	353	SUPERFAMILY	SSF51569			
2727813643	266	20	266	ProSiteProfiles	PS50983	IPR002491	ABC transporter periplasmic binding domain	GO:0005488
2727813643	266	2	257	SUPERFAMILY	SSF53807			
2727813645	459	345	400	ProSiteProfiles	PS51371	IPR000644	CBS domain	GO:0030554
2727813645	459	348	395	SMART	SM00116	IPR000644	CBS domain	GO:0030554
2727813645	459	9	332	SUPERFAMILY	SSF53686	IPR001926	Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily	
2727813645	459	347	457	SUPERFAMILY	SSF54631			
2727813647	314	2	312	SUPERFAMILY	SSF53659			
2727813648	64	1	57	SUPERFAMILY	SSF57829	IPR011332	Zinc-binding ribosomal protein	GO:0006412
2727813651	210	3	153	SUPERFAMILY	SSF53335			
2727813652	374	47	315	SUPERFAMILY	SSF53448			
2727813653	379	3	372	SUPERFAMILY	SSF51713	IPR002616	tRNA-guanine(15) transglycosylase-like	GO:0006400|GO:0008479|GO:0008616
2727813656	120	3	119	SUPERFAMILY	SSF48256	IPR016141	Citrate synthase-like, core	GO:0044262|GO:0046912
2727813657	329	15	93	ProSiteProfiles	PS50164	IPR000305	GIY-YIG nuclease superfamily	
2727813657	329	16	97	SMART	SM00465	IPR000305	GIY-YIG nuclease superfamily	
2727813657	329	16	99	SUPERFAMILY	SSF82771	IPR000305	GIY-YIG nuclease superfamily	
2727813657	329	195	244	SUPERFAMILY	SSF46600	IPR001943	UVR domain	GO:0005515
2727813658	191	1	17	ProSiteProfiles	PS51257			
2727813660	190	119	174	SUPERFAMILY	SSF88659	IPR013324	RNA polymerase sigma factor, region 3/4	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2727813660	190	1	98	SUPERFAMILY	SSF88946	IPR013325	RNA polymerase sigma factor, region 2	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2727813664	824	28	113	SUPERFAMILY	SSF49464	IPR008969	Carboxypeptidase-like, regulatory domain	
2727813664	824	100	288	SUPERFAMILY	SSF56935			
2727813664	824	330	813	SUPERFAMILY	SSF56935			
2727813668	426	2	423	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2727813668	426	214	230	ProSitePatterns	PS00096	IPR019798	Serine hydroxymethyltransferase, pyridoxal phosphate binding site	GO:0004372|GO:0006544|GO:0006563|GO:0030170
2727813669	330	1	287	SUPERFAMILY	SSF53448			
2727813670	314	3	307	SUPERFAMILY	SSF51412			
2727813671	498	104	161	ProSiteProfiles	PS51371	IPR000644	CBS domain	GO:0030554
2727813671	498	107	155	SMART	SM00116	IPR000644	CBS domain	GO:0030554
2727813671	498	165	222	ProSiteProfiles	PS51371	IPR000644	CBS domain	GO:0030554
2727813671	498	169	217	SMART	SM00116	IPR000644	CBS domain	GO:0030554
2727813671	498	306	318	ProSitePatterns	PS00487	IPR015875	IMP dehydrogenase / GMP reductase, conserved site	GO:0016491|GO:0055114
2727813671	498	16	101	SUPERFAMILY	SSF51412			
2727813671	498	106	214	SUPERFAMILY	SSF54631			
2727813671	498	228	488	SUPERFAMILY	SSF51412			
2727813673	109	1	89	SUPERFAMILY	SSF143011			
2727813675	367	5	61	SUPERFAMILY	SSF47781	IPR010994	RuvA domain 2-like	
2727813675	367	84	290	SUPERFAMILY	SSF102405			
2727813676	634	518	631	SUPERFAMILY	SSF103088	IPR006665	Outer membrane protein, OmpA/MotB, C-terminal	
2727813676	634	518	634	ProSiteProfiles	PS51123	IPR006665	Outer membrane protein, OmpA/MotB, C-terminal	
2727813676	634	433	517	SUPERFAMILY	SSF49464	IPR008969	Carboxypeptidase-like, regulatory domain	
2727813676	634	30	132	ProSiteProfiles	PS50293	IPR013026	Tetratricopeptide repeat-containing domain	GO:0005515
2727813676	634	18	130	SUPERFAMILY	SSF48452			
2727813676	634	179	424	SUPERFAMILY	SSF82171			
2727813677	218	22	123	SUPERFAMILY	SSF102114			
2727813678	292	74	99	ProSitePatterns	PS00766	IPR020867	Tetrahydrofolate dehydrogenase/cyclohydrolase, conserved site	GO:0003824|GO:0009396|GO:0055114
2727813678	292	2	120	SUPERFAMILY	SSF53223			
2727813678	292	121	288	SUPERFAMILY	SSF51735			
2727813679	1081	24	103	SUPERFAMILY	SSF49464	IPR008969	Carboxypeptidase-like, regulatory domain	
2727813679	1081	103	250	SUPERFAMILY	SSF56935			
2727813679	1081	345	412	SUPERFAMILY	SSF56935			
2727813679	1081	470	522	SUPERFAMILY	SSF56935			
2727813679	1081	549	837	SUPERFAMILY	SSF56935			
2727813679	1081	900	1005	SUPERFAMILY	SSF56935			
2727813680	494	1	22	ProSiteProfiles	PS51257			
2727813680	494	22	492	SUPERFAMILY	SSF48452			
