gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2727794555	208	19.17	2	194	11	200	2.0e-10	59.3	COG1309	DNA-binding transcriptional regulator, AcrR family	201
2727794556	448	19.46	10	448	21	445	3.0e-36	146	COG1538	Outer membrane protein TolC	457
2727794557	398	23.41	62	397	29	369	5.0e-17	82.5	COG0845	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	372
2727794558	1198	25.47	17	1136	3	1009	0.0e+00	628	COG0841	Multidrug efflux pump subunit AcrB	1009
2727794559	264	42.92	5	243	4	226	8.0e-53	200	COG2013	Uncharacterized conserved protein, AIM24 family	227
2727794560	385	30.54	22	382	21	386	5.0e-79	288	COG0436	Aspartate/methionine/tyrosine aminotransferase	393
2727794563	442	20.74	12	442	23	447	1.0e-27	117	COG1538	Outer membrane protein TolC	457
2727794564	238	59	1	238	1	237	2.0e-88	318	COG0528	Uridylate kinase	238
2727794565	274	47.67	1	274	3	276	4.0e-69	254	COG0264	Translation elongation factor EF-Ts	296
2727794566	295	51	9	257	7	252	2.0e-79	289	COG0052	Ribosomal protein S2	252
2727794567	129	55.04	1	129	2	130	9.0e-37	145	COG0103	Ribosomal protein S9	130
2727794568	147	55.63	7	147	2	143	3.0e-46	177	COG0102	Ribosomal protein L13	148
2727794571	245	44.71	37	243	3	204	3.0e-50	192	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase	205
2727794572	444	35.76	1	440	3	451	2.0e-101	363	COG0165	Argininosuccinate lyase	459
2727794573	363	25.25	1	356	4	407	8.0e-39	154	COG0624	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase or related deacylase	409
2727794574	261	39.6	6	251	6	251	9.0e-50	190	COG0548	Acetylglutamate kinase	265
2727794575	320	27.22	1	313	6	305	2.0e-43	169	COG0078	Ornithine carbamoyltransferase	310
2727794577	376	43.93	3	375	17	396	9.0e-102	363	COG4992	Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase	404
2727794578	326	40.99	2	319	1	342	2.0e-83	302	COG0002	N-acetyl-gamma-glutamylphosphate reductase	349
2727794580	408	34.42	9	400	1	395	5.0e-79	288	COG0137	Argininosuccinate synthase	403
2727794585	106	40	55	98	3	47	3.0e-04	37.3	COG3350	Uncharacterized conserved protein, YHS domain	53
2727794587	1259	30.01	502	1259	32	864	2.0e-81	298	COG0553	Superfamily II DNA or RNA helicase, SNF2 family	866
2727794588	239	38.79	27	239	20	226	2.0e-43	169	COG2045	Phosphosulfolactate phosphohydrolase or related enzyme	230
2727794592	361	44.29	1	360	5	369	7.0e-107	380	COG0404	Glycine cleavage system T protein (aminomethyltransferase)	379
2727794593	159	21.3	50	153	22	126	3.0e-03	34.5	COG4319	Ketosteroid isomerase homolog	137
2727794595	740	47.54	121	178	4	64	8.0e-14	72.9	COG1983	Phage shock protein PspC (stress-responsive transcriptional regulator)	70
2727794596	121	38	9	105	4	103	6.0e-16	76.4	COG1695	DNA-binding transcriptional regulator, PadR family	138
2727794598	208	20.19	1	208	1	209	3.0e-06	45.4	COG2834	Outer membrane lipoprotein-sorting protein	211
2727794599	376	26.24	129	373	2	258	9.0e-28	118	COG2819	Predicted hydrolase of the alpha/beta superfamily	264
2727794600	301	33.99	1	301	1	292	4.0e-59	221	COG1234	Ribonuclease BN, tRNA processing enzyme	292
2727794601	90	48.86	3	90	2	89	8.0e-21	92.1	COG0184	Ribosomal protein S15P/S13E	89
2727794602	735	50.5	13	711	3	692	0.0e+00	772	COG1185	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)	692
2727794603	272	25.59	5	272	4	300	2.0e-41	163	COG2264	Ribosomal protein L11 methylase PrmA	300
2727794604	214	42.36	1	202	3	200	1.0e-40	159	COG0344	Phospholipid biosynthesis protein PlsY, probable glycerol-3-phosphate acyltransferase	200
2727794608	177	28.33	4	173	2	178	3.0e-20	91.5	COG1437	Adenylate cyclase class IV, CYTH domain (includes archaeal enzymes of unknown function)	178
2727794609	644	34.97	1	528	1	502	1.0e-95	344	COG0358	DNA primase (bacterial type)	568
2727794610	248	36.8	1	248	1	250	1.0e-47	183	COG1349	DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family	253
2727794611	1048	15.06	105	693	55	607	1.0e-05	46.5	COG1629	Outer membrane receptor proteins, mostly Fe transport	768
2727794615	132	23.15	1	107	3	110	4.0e-06	43.9	COG1366	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)	117
2727794616	853	49.22	5	840	2	786	0.0e+00	876	COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA	786
2727794617	186	47.34	1	183	3	187	4.0e-57	214	COG0163	3-polyprenyl-4-hydroxybenzoate decarboxylase	191
2727794618	551	27.14	10	549	87	701	2.0e-89	323	COG0058	Glucan phosphorylase	750
2727794620	227	46.62	11	143	4	136	9.0e-34	137	COG1321	Mn-dependent transcriptional regulator, DtxR family	154
2727794621	633	47.6	15	428	1	409	3.0e-99	356	COG1914	Mn2+ and Fe2+ transporters of the NRAMP family	416
2727794623	410	33.25	4	405	16	407	2.0e-121	429	COG0538	Isocitrate dehydrogenase	407
2727794627	640	35.22	16	387	4	355	2.0e-83	303	COG4225	Rhamnogalacturonyl hydrolase YesR	357
2727794628	781	36.73	272	612	83	398	8.0e-72	265	COG5434	Polygalacturonase	542
2727794629	342	36.39	6	342	1	332	1.0e-77	283	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	333
2727794632	1119	12.1	358	876	177	690	1.0e-08	56.1	COG1629	Outer membrane receptor proteins, mostly Fe transport	768
2727794633	446	16.02	61	383	73	384	7.0e-06	45.6	COG2270	MFS-type transporter involved in bile tolerance, Atg22 family	438
2727794635	316	30.09	2	310	1	300	5.0e-46	178	COG0524	Sugar or nucleoside kinase, ribokinase family	311
2727794636	649	22.86	106	596	26	484	9.0e-36	145	COG0366	Glycosidase	505
2727794638	331	29.31	6	331	2	329	2.0e-57	215	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	333
2727794644	678	28.41	23	662	9	718	2.0e-89	324	COG1554	Trehalose and maltose hydrolase (possible phosphorylase)	772
2727794647	116	62.83	4	116	3	115	7.0e-43	165	COG4898	Uncharacterized protein	115
2727794648	142	21.21	3	122	1	130	4.0e-04	37.4	COG1848	Predicted nucleic acid-binding protein, contains PIN domain	140
2727794652	77	42.25	4	73	3	73	4.0e-13	66.4	COG1918	Fe2+ transport system protein FeoA	75
2727794653	143	22.45	1	143	2	148	1.0e-15	76.1	COG0319	ssRNA-specific RNase YbeY, 16S rRNA maturation enzyme	153
2727794654	220	25.75	64	216	43	204	2.0e-11	62.5	COG2340	Uncharacterized conserved protein YkwD, contains CAP (CSP/antigen 5/PR1) domain	207
2727794656	622	55.06	1	622	1	616	0.0e+00	871	COG0445	tRNA U34 5-carboxymethylaminomethyl modifying enzyme MnmG/GidA	621
2727794657	342	20.29	60	332	15	280	2.0e-22	100	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2727794658	1046	25.9	619	981	24	406	8.0e-33	136	COG1228	Imidazolonepropionase or related amidohydrolase	406
2727794659	445	22.43	30	431	8	406	8.0e-26	111	COG1228	Imidazolonepropionase or related amidohydrolase	406
2727794661	946	51.25	350	946	2	593	0.0e+00	650	COG0749	DNA polymerase I - 3'-5' exonuclease and polymerase domains	593
2727794662	154	20.18	1	108	4	116	1.0e-03	36.1	COG3631	Ketosteroid isomerase-related protein	133
2727794663	253	22.83	3	253	6	251	5.0e-20	91.7	COG3000	Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily	271
2727794667	334	53.18	16	327	15	324	4.0e-118	417	COG0379	Quinolinate synthase	324
2727794668	804	16.58	8	555	9	550	8.0e-21	96.3	COG1368	Phosphoglycerol transferase MdoB or a related enzyme of AlkP superfamily	650
2727794671	179	21.88	49	176	3	110	2.0e-06	45.6	COG1416	Intracellular sulfur oxidation protein, DsrE/DsrF family	112
2727794672	336	59.44	1	282	2	279	2.0e-79	289	COG0468	RecA/RadA recombinase	279
2727794673	298	30.36	1	219	32	247	9.0e-14	71.1	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase	255
2727794674	152	54.23	9	150	1	142	7.0e-55	206	COG1803	Methylglyoxal synthase	142
2727794675	550	29.46	107	547	3	475	4.0e-87	315	COG0154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase	475
2727794677	305	37	1	298	56	338	3.0e-63	235	COG1194	Adenine-specific DNA glycosylase, acts on AG and A-oxoG pairs	342
2727794678	142	39.44	3	139	2	141	4.0e-26	110	COG0629	Single-stranded DNA-binding protein	167
2727794679	446	28.97	24	445	3	425	1.0e-70	260	COG1253	Hemolysin or related protein, contains CBS domains	429
2727794682	483	48.05	75	475	49	457	0.0e+00	473	COG1139	L-lactate utilization protein LutB, contains a ferredoxin-type domain	459
2727794684	308	20.88	1	295	2	292	9.0e-07	47.9	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily	292
2727794685	497	46.12	5	497	2	515	0.0e+00	540	COG0138	AICAR transformylase/IMP cyclohydrolase PurH	515
2727794687	397	39.35	21	373	1	370	5.0e-70	258	COG0458	Carbamoylphosphate synthase large subunit	400
2727794690	192	25.41	7	188	5	181	3.0e-19	88.2	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2727794691	280	46.93	50	277	1	228	5.0e-72	264	COG1794	Aspartate/glutamate racemase	230
2727794692	146	16.18	5	140	3	122	2.0e-03	35.3	COG0526	Thiol-disulfide isomerase or thioredoxin	127
2727794693	486	37.5	333	476	149	285	6.0e-25	109	COG1660	RNase adaptor protein for sRNA GlmZ degradation, contains a P-loop ATPase domain	286
2727794695	338	28.53	1	334	1	332	8.0e-51	194	COG0673	Predicted dehydrogenase	342
2727794697	383	36.05	4	383	7	371	9.0e-68	251	COG4299	Predicted acyltransferase	371
2727794698	351	56.77	3	348	1	339	0.0e+00	499	COG1088	dTDP-D-glucose 4,6-dehydratase	340
2727794699	185	52.81	1	178	1	173	6.0e-55	207	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase or related enzyme	173
2727794700	285	55.79	1	284	1	282	4.0e-107	381	COG1209	dTDP-glucose pyrophosphorylase	286
2727794701	292	17.76	70	278	1	211	1.0e-08	54.1	COG5012	Methanogenic corrinoid protein MtbC1	227
2727794702	166	34.57	5	165	16	177	1.0e-29	122	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2727794703	497	31.78	3	495	4	484	6.0e-81	295	COG1233	Phytoene dehydrogenase-related protein	487
2727794704	278	28.88	16	274	16	287	2.0e-33	136	COG1562	Phytoene/squalene synthetase	288
2727794705	174	41.38	2	169	4	177	6.0e-38	150	COG1443	Isopentenyldiphosphate isomerase	185
2727794706	498	30.41	4	492	3	482	1.0e-75	277	COG1233	Phytoene dehydrogenase-related protein	487
2727794711	144	22.22	1	133	10	149	1.0e-08	52.3	COG0456	Ribosomal protein S18 acetylase RimI and related acetyltransferases	177
2727794715	270	29.2	29	266	1	249	1.0e-30	126	COG2365	Protein tyrosine/serine phosphatase	249
2727794716	448	19.95	42	405	3	325	2.0e-27	116	COG0673	Predicted dehydrogenase	342
2727794717	166	26.67	6	163	7	169	3.0e-13	68.1	COG2318	Uncharacterized damage-inducible protein DinB (forms a four-helix bundle)	172
2727794718	386	37.85	25	377	1	347	2.0e-78	286	COG3191	L-aminopeptidase/D-esterase	348
2727794719	713	28.31	79	703	140	747	6.0e-74	272	COG1501	Alpha-glucosidase, glycosyl hydrolase family GH31	772
2727794721	341	29.21	28	335	17	325	1.0e-44	174	COG2141	Flavin-dependent oxidoreductase, luciferase family (includes alkanesulfonate monooxygenase SsuD and methylene tetrahydromethanopterin reductase)	336
2727794722	345	19.84	88	336	92	318	2.0e-09	57.3	COG0189	Glutathione synthase/RimK-type ligase, ATP-grasp superfamily	318
2727794724	489	23.03	324	465	2	140	3.0e-06	47.2	COG1225	Peroxiredoxin	157
2727794725	294	15.38	4	273	1	259	8.0e-09	54.6	COG5285	Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family	299
2727794727	269	20.63	15	223	14	226	2.0e-10	60	COG5285	Ectoine hydroxylase-related dioxygenase, phytanoyl-CoA dioxygenase (PhyH) family	299
2727794728	192	27.69	6	190	5	199	7.0e-18	83.7	COG2095	Small neutral amino acid transporter SnatA, MarC family	203
2727794730	642	23.5	1	641	1	607	5.0e-59	222	COG4206	Outer membrane cobalamin receptor protein	608
2727794731	475	24.44	26	468	8	450	1.0e-25	111	COG0531	Amino acid transporter	466
2727794732	390	37.96	12	387	17	396	5.0e-105	374	COG0626	Cystathionine beta-lyase/cystathionine gamma-synthase	396
2727794733	488	24.09	11	472	21	432	6.0e-36	145	COG1538	Outer membrane protein TolC	457
2727794734	453	27.17	3	342	12	351	7.0e-34	138	COG1566	Multidrug resistance efflux pump	352
2727794735	334	33.23	1	331	2	323	8.0e-69	254	COG0240	Glycerol-3-phosphate dehydrogenase	329
2727794737	389	36.48	14	388	32	411	8.0e-88	317	COG0635	Coproporphyrinogen III oxidase or related Fe-S oxidoreductase	416
2727794739	266	20.39	16	261	2	248	3.0e-24	105	COG1587	Uroporphyrinogen-III synthase	248
2727794740	682	44.49	2	682	5	663	0.0e+00	695	COG1331	Uncharacterized conserved protein YyaL, SSP411 family, contains thoiredoxin and six-hairpin glycosidase-like domains	667
2727794745	602	41.04	12	598	11	581	0.0e+00	482	COG0322	Excinuclease UvrABC, nuclease subunit	581
2727794748	193	26.99	14	171	13	175	6.0e-24	104	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2727794750	522	26.79	1	406	7	394	6.0e-43	169	COG4102	Uncharacterized conserved protein, DUF1501 family	418
2727794752	808	16.76	118	802	54	766	1.0e-27	118	COG1629	Outer membrane receptor proteins, mostly Fe transport	768
2727794755	74	48.98	18	66	10	58	9.0e-06	41.7	COG1476	DNA-binding transcriptional regulator, XRE-family HTH domain	68
2727794764	444	26.8	56	151	29	124	5.0e-04	39.5	COG0526	Thiol-disulfide isomerase or thioredoxin	127
2727794767	135	31.09	1	119	7	123	9.0e-19	86.1	COG2207	AraC-type DNA-binding domain and AraC-containing proteins	127
2727794768	311	23.18	6	306	13	292	2.0e-31	130	COG4823	Abortive infection bacteriophage resistance protein	299
2727794772	495	23.3	1	492	1	466	3.0e-31	130	COG2251	Predicted nuclease, RecB family	474
2727794774	343	20.27	44	338	30	311	5.0e-13	68.9	COG2378	Predicted DNA-binding transcriptional regulator YafY, contains an HTH and WYL domains	311
2727794779	124	55.86	1	111	1	111	2.0e-37	147	COG0853	Aspartate 1-decarboxylase	126
2727794782	190	21.58	4	183	1	189	7.0e-15	74.1	COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	214
2727794794	788	22.3	209	749	242	751	6.0e-33	136	COG3451	Type IV secretory pathway, VirB4 component	796
2727794795	265	25.8	1	259	9	274	5.0e-20	91.5	COG0863	DNA modification methylase	302
2727794806	557	24.88	1	207	1	202	1.0e-17	84.8	COG1961	Site-specific DNA recombinase related to the DNA invertase Pin	222
2727794808	225	19.72	18	222	1	209	7.0e-13	67.6	COG2755	Lysophospholipase L1 or related esterase	216
2727794810	429	42.89	1	427	1	399	3.0e-113	402	COG0162	Tyrosyl-tRNA synthetase	401
2727794812	619	45.91	16	607	4	579	0.0e+00	530	COG0443	Molecular chaperone DnaK (HSP70)	579
2727794813	216	40.2	21	216	1	196	2.0e-54	205	COG0307	Riboflavin synthase alpha chain	204
2727794815	296	38.74	1	296	1	300	4.0e-71	261	COG4974	Site-specific recombinase XerD	300
2727794816	99	29.9	1	97	1	94	9.0e-08	48.7	COG1544	Ribosome-associated translation inhibitor RaiA	110
2727794821	395	76.96	1	395	1	394	0.0e+00	676	COG0050	Translation elongation factor EF-Tu, a GTPase	394
2727794823	83	32.26	16	77	13	73	3.0e-04	36.9	COG0690	Preprotein translocase subunit SecE	73
2727794824	201	36.26	20	201	4	178	4.0e-28	117	COG0250	Transcription antitermination factor NusG	178
2727794826	147	60.99	2	142	1	141	8.0e-50	189	COG0080	Ribosomal protein L11	141
2727794827	230	54.91	3	225	4	227	5.0e-71	260	COG0081	Ribosomal protein L1	228
2727794828	171	32.28	1	157	3	155	9.0e-19	86.5	COG0244	Ribosomal protein L10	175
2727794829	124	51.61	1	124	2	124	2.0e-18	84.9	COG0222	Ribosomal protein L7/L12	124
2727794830	673	43.16	28	673	9	654	0.0e+00	641	COG3590	Predicted metalloendopeptidase	654
2727794832	1267	46.57	9	907	12	815	0.0e+00	809	COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	1060
2727794833	1428	43.88	16	859	7	808	0.0e+00	764	COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	808
2727794834	198	22.98	31	191	11	169	1.0e-07	50	COG2825	Periplasmic chaperone for outer membrane proteins, Skp family	170
2727794836	192	37.77	1	186	10	197	4.0e-37	147	COG3548	Uncharacterized membrane protein	197
2727794838	276	55.89	8	268	5	266	2.0e-88	318	COG2103	N-acetylmuramic acid 6-phosphate (MurNAc-6-P) etherase	298
2727794839	279	23.55	1	222	4	236	3.0e-13	69.1	COG2971	BadF-type ATPase, related to human N-acetylglucosamine kinase	301
2727794840	527	37.46	18	356	15	357	1.0e-63	237	COG0793	C-terminal processing protease CtpA/Prc, contains a PDZ domain	406
2727794842	367	32.29	34	127	2	97	2.0e-11	63.7	COG1725	DNA-binding transcriptional regulator YhcF, GntR family	125
2727794844	702	41.23	10	431	4	404	2.0e-122	433	COG3347	Rhamnose utilisation protein RhaD, predicted bifunctional aldolase and dehydrogenase	404
2727794845	104	48.57	1	104	1	105	2.0e-26	110	COG3254	L-rhamnose mutarotase	105
2727794846	424	52.27	1	415	3	419	0.0e+00	464	COG4952	L-rhamnose isomerase	430
2727794847	455	19.79	1	435	1	449	2.0e-35	144	COG1070	Sugar (pentulose or hexulose) kinase	502
2727794850	464	22.17	46	449	3	338	9.0e-29	121	COG0673	Predicted dehydrogenase	342
2727794851	304	23.95	44	301	1	250	2.0e-19	90	COG0327	Putative GTP cyclohydrolase 1 type 2, NIF3 family	250
2727794852	481	24.43	63	481	25	428	1.0e-58	221	COG5520	O-Glycosyl hydrolase	433
2727794853	337	32.54	4	337	1	331	1.0e-69	257	COG1609	DNA-binding transcriptional regulator, LacI/PurR family	333
2727794858	278	21.05	55	260	25	220	3.0e-07	49.3	COG3828	Type 1 glutamine amidotransferase (GATase1)-like domain	239
2727794861	273	32.58	7	268	1	251	6.0e-32	131	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2727794862	467	44.9	5	465	2	461	0.0e+00	512	COG1904	Glucuronate isomerase	463
2727794864	452	20.21	40	424	3	327	3.0e-27	116	COG0673	Predicted dehydrogenase	342
2727794865	294	26.19	1	294	2	289	7.0e-07	48.3	COG0697	Permease of the drug/metabolite transporter (DMT) superfamily	292
2727794866	338	34.71	1	337	3	341	5.0e-86	311	COG2055	Malate/lactate/ureidoglycolate dehydrogenase, LDH2 family	349
2727794867	338	37.32	1	338	1	350	1.0e-68	253	COG1063	Threonine dehydrogenase or related Zn-dependent dehydrogenase	350
2727794868	402	31	46	402	33	387	1.0e-65	244	COG4289	Uncharacterized protein	458
2727794869	445	18.6	44	401	4	338	4.0e-25	109	COG0673	Predicted dehydrogenase	342
2727794870	278	30.71	1	261	53	314	9.0e-32	131	COG1262	Formylglycine-generating enzyme, required for sulfatase activity, contains SUMF1/FGE domain	314
2727794871	340	31.76	5	340	3	335	1.0e-51	197	COG1477	Thiamine biosynthesis lipoprotein ApbE	337
2727794878	874	29.87	213	486	125	438	2.0e-39	157	COG3525	N-acetyl-beta-hexosaminidase	732
2727794880	245	29.79	14	241	3	236	3.0e-30	125	COG2186	DNA-binding transcriptional regulator, FadR family	241
2727794883	313	31.08	6	296	5	291	2.0e-43	170	COG0329	Dihydrodipicolinate synthase/N-acetylneuraminate lyase	299
2727794885	417	20.42	7	413	24	446	4.0e-15	76	COG2271	Sugar phosphate permease	448
2727794886	393	25.26	8	385	5	380	6.0e-39	155	COG2942	Mannose or cellobiose epimerase, N-acyl-D-glucosamine 2-epimerase family	388
2727794888	237	37.97	4	236	10	242	1.0e-52	199	COG0175	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	261
2727794889	302	32.12	8	302	18	261	9.0e-42	164	COG0175	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	261
2727794890	413	55.83	3	412	6	412	0.0e+00	520	COG2895	Sulfate adenylyltransferase subunit 1, EFTu-like GTPase family	431
2727794891	285	45.08	9	252	4	243	1.0e-67	249	COG0007	Uroporphyrinogen-III methylase (siroheme synthase)	244
2727794892	571	36.01	14	571	3	587	2.0e-109	390	COG0369	Sulfite reductase, alpha subunit (flavoprotein)	587
2727794893	551	40.77	3	548	5	499	0.0e+00	466	COG0155	Sulfite reductase, beta subunit (hemoprotein)	510
2727794894	390	33.16	5	191	1	180	3.0e-29	123	COG2059	Chromate transport protein ChrA	195
2727794897	514	33.51	17	207	1	188	8.0e-34	138	COG1648	Siroheme synthase (precorrin-2 oxidase/ferrochelatase domain)	210
2727794898	681	29.6	166	508	43	356	1.0e-45	178	COG1472	Periplasmic beta-glucosidase and related glycosidases	397
2727794901	253	38.43	1	245	1	251	7.0e-41	160	COG1028	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	251
2727794903	268	28.68	1	260	1	260	9.0e-44	170	COG0300	Short-chain dehydrogenase	265
2727794904	273	28.57	1	245	2	257	1.0e-33	137	COG1912	S-adenosylmethionine hydrolase (SAM-hydroxide adenosyltransferase)	268
2727794905	468	45.99	1	457	3	453	0.0e+00	463	COG1249	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component or related enzyme	454
2727794906	468	23.81	156	386	2	227	1.0e-10	61.9	COG2202	PAS domain	232
2727794907	110	38.2	3	91	2	90	8.0e-10	55.6	COG0640	DNA-binding transcriptional regulator, ArsR family	110
2727794909	131	36.23	3	131	2	138	2.0e-24	104	COG0394	Protein-tyrosine-phosphatase	139
2727794910	120	40.71	1	112	1	113	3.0e-12	63.6	COG1950	Uncharacterized membrane protein YvlD, DUF360 family	120
2727794911	425	24.47	13	424	7	428	6.0e-48	185	COG0612	Predicted Zn-dependent peptidase	438
2727794912	224	23.04	20	210	13	189	2.0e-14	73	COG3548	Uncharacterized membrane protein	197
2727794924	496	36.12	3	486	2	460	4.0e-96	345	COG1530	Ribonuclease G or E	487
2727794927	505	52.4	50	505	1	454	0.0e+00	587	COG1066	Predicted ATP-dependent serine protease	456
2727794928	235	26.01	12	234	18	225	9.0e-24	103	COG1040	Predicted amidophosphoribosyltransferases	225
2727794929	177	48.41	22	176	3	159	3.0e-51	194	COG0386	Glutathione peroxidase, house-cleaning role in reducing lipid peroxides	162
2727794932	437	36.61	42	263	23	237	2.0e-39	157	COG1774	Cell fate regulator YaaT, PSP1 superfamily (controls sporulation, competence, biofilm development)	265
2727794934	573	23.77	35	564	42	584	6.0e-77	282	COG1164	Oligoendopeptidase F	598
2727794935	622	33.54	5	622	4	637	0.0e+00	488	COG0323	DNA mismatch repair ATPase MutL	638
2727794938	634	36.59	12	255	3	236	1.0e-51	198	COG0363	6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase	238
2727794939	544	35.63	23	543	136	651	1.0e-112	400	COG3525	N-acetyl-beta-hexosaminidase	732
2727794940	496	45.62	20	495	1	477	0.0e+00	507	COG0469	Pyruvate kinase	477
2727794941	328	53.71	8	326	4	340	2.0e-97	349	COG0205	6-phosphofructokinase	347
2727794942	305	43.65	1	304	14	318	5.0e-89	321	COG4874	Uncharacterized protein	318
2727794943	479	27.04	1	477	1	409	6.0e-49	188	COG2235	Arginine deiminase	409
2727794945	409	35.82	10	407	4	398	1.0e-70	260	COG1228	Imidazolonepropionase or related amidohydrolase	406
2727794946	349	20.36	30	341	5	299	1.0e-12	67.8	COG0010	Arginase family enzyme	305
2727794947	339	26.35	6	333	18	356	7.0e-56	211	COG0174	Glutamine synthetase	443
2727794949	688	39.3	351	688	1	324	6.0e-83	302	COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	324
2727794950	203	45.37	2	203	61	261	5.0e-54	204	COG0179	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	266
2727794951	191	41.49	5	189	4	190	1.0e-46	179	COG0193	Peptidyl-tRNA hydrolase	190
2727794952	437	23.67	103	434	1	328	1.0e-29	124	COG0642	Signal transduction histidine kinase	336
