gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2727794533	211	1	205	SUPERFAMILY	SSF52166	IPR023574	Ribosomal protein L4 domain	GO:0003735|GO:0005840|GO:0006412
2727794534	205	1	204	SUPERFAMILY	SSF50447	IPR009000	Translation protein, beta-barrel domain	
2727794535	101	28	43	ProSitePatterns	PS00361	IPR018268	Ribosomal protein S10, conserved site	GO:0003723|GO:0003735|GO:0005622|GO:0005840|GO:0006412
2727794535	101	4	100	SUPERFAMILY	SSF54999	IPR027486	Ribosomal protein S10 domain	
2727794536	829	541	608	ProSiteProfiles	PS50293	IPR013026	Tetratricopeptide repeat-containing domain	GO:0005515
2727794536	829	716	783	ProSiteProfiles	PS50293	IPR013026	Tetratricopeptide repeat-containing domain	GO:0005515
2727794536	829	547	659	SUPERFAMILY	SSF48452			
2727794536	829	712	819	SUPERFAMILY	SSF81901			
2727794537	716	617	704	SMART	SM00838	IPR000640	Translation elongation factor EFG, V domain	
2727794537	716	48	63	ProSitePatterns	PS00301	IPR000795	Elongation factor, GTP-binding domain	GO:0003924|GO:0005525
2727794537	716	490	615	SMART	SM00889	IPR005517	Translation elongation factor EFG/EF2, domain IV	GO:0005525
2727794537	716	275	411	SUPERFAMILY	SSF50447	IPR009000	Translation protein, beta-barrel domain	
2727794537	716	414	491	SUPERFAMILY	SSF54980	IPR009022	Elongation factor G, III-V domain	
2727794537	716	620	707	SUPERFAMILY	SSF54980	IPR009022	Elongation factor G, III-V domain	
2727794537	716	489	616	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2727794537	716	3	292	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727794538	228	140	225	ProSiteProfiles	PS50059	IPR001179	Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain	GO:0006457
2727794538	228	36	225	SUPERFAMILY	SSF54534			
2727794539	252	164	249	ProSiteProfiles	PS50059	IPR001179	Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain	GO:0006457
2727794539	252	61	251	SUPERFAMILY	SSF54534			
2727794541	223	48	211	SUPERFAMILY	SSF53187			
2727794542	595	182	193	ProSitePatterns	PS00455	IPR020845	AMP-binding, conserved site	
2727794542	595	5	286	SUPERFAMILY	SSF56801			
2727794542	595	333	593	SUPERFAMILY	SSF56801			
2727794544	339	20	49	ProSiteProfiles	PS50096	IPR000048	IQ motif, EF-hand binding site	GO:0005515
2727794544	339	24	193	ProSiteProfiles	PS50293	IPR013026	Tetratricopeptide repeat-containing domain	GO:0005515
2727794544	339	24	57	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2727794544	339	24	57	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2727794544	339	92	125	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2727794544	339	92	125	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2727794544	339	126	159	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2727794544	339	126	159	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2727794544	339	27	190	SUPERFAMILY	SSF48452			
2727794547	438	82	104	ProSitePatterns	PS00379	IPR000462	CDP-alcohol phosphatidyltransferase	GO:0008654|GO:0016020|GO:0016780
2727794548	848	27	109	SUPERFAMILY	SSF49464	IPR008969	Carboxypeptidase-like, regulatory domain	
2727794550	148	10	145	SUPERFAMILY	SSF101307	IPR007686	YutG/PgpA domain	GO:0006629|GO:0008962
2727794551	441	9	244	SUPERFAMILY	SSF51735			
2727794551	441	245	355	SUPERFAMILY	SSF55347			
2727794551	441	356	433	SUPERFAMILY	SSF51735			
2727794552	198	7	67	ProSiteProfiles	PS50977	IPR001647	DNA-binding HTH domain, TetR-type	GO:0003677
2727794552	198	5	85	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2727794553	363	9	358	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2727794555	208	2	62	ProSiteProfiles	PS50977	IPR001647	DNA-binding HTH domain, TetR-type	GO:0003677
2727794555	208	4	61	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2727794555	208	98	186	SUPERFAMILY	SSF48498	IPR011075	Tetracycline transcriptional regulator, TetR-related, C-terminal	
2727794556	448	6	448	SUPERFAMILY	SSF56954			
2727794557	398	1	19	ProSiteProfiles	PS51257			
2727794557	398	86	296	SUPERFAMILY	SSF111369			
2727794558	1198	196	278	SUPERFAMILY	SSF82714	IPR027463	Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains	
2727794558	1198	800	890	SUPERFAMILY	SSF82714	IPR027463	Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains	
2727794558	1198	53	149	SUPERFAMILY	SSF82693			
2727794558	1198	153	195	SUPERFAMILY	SSF82693			
2727794558	1198	281	338	SUPERFAMILY	SSF82693			
2727794558	1198	303	511	SUPERFAMILY	SSF82866			
2727794558	1198	635	744	SUPERFAMILY	SSF82693			
2727794558	1198	892	1137	SUPERFAMILY	SSF82866			
2727794559	264	7	242	SUPERFAMILY	SSF51219	IPR016031	Tryptophan RNA-binding attenuator protein-like domain	
2727794560	385	9	384	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2727794563	442	15	440	SUPERFAMILY	SSF56954			
2727794564	238	2	237	SUPERFAMILY	SSF53633	IPR001048	Aspartate/glutamate/uridylate kinase	
2727794565	274	2	53	SUPERFAMILY	SSF46934	IPR009060	UBA-like	GO:0005515
2727794565	274	55	145	SUPERFAMILY	SSF54713	IPR014039	Translation elongation factor EFTs/EF1B, dimerisation	GO:0003746|GO:0005622|GO:0006414
2727794565	274	148	274	SUPERFAMILY	SSF54713	IPR014039	Translation elongation factor EFTs/EF1B, dimerisation	GO:0003746|GO:0005622|GO:0006414
2727794566	295	9	236	SUPERFAMILY	SSF52313	IPR023591	Ribosomal protein S2, flavodoxin-like domain	
2727794567	129	6	129	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2727794567	129	68	86	ProSitePatterns	PS00360	IPR020574	Ribosomal protein S9, conserved site	GO:0003735|GO:0005840|GO:0006412
2727794568	147	110	132	ProSitePatterns	PS00783	IPR023563	Ribosomal protein L13, conserved site	GO:0003735|GO:0005840|GO:0006412
2727794568	147	11	145	SUPERFAMILY	SSF52161	IPR023564	Ribosomal protein L13 domain	GO:0003735|GO:0005840|GO:0006412
2727794569	2059	271	340	SUPERFAMILY	SSF49299	IPR000601	PKD domain	
2727794569	2059	285	337	ProSiteProfiles	PS50093	IPR000601	PKD domain	
2727794569	2059	1103	1211	SUPERFAMILY	SSF49299	IPR000601	PKD domain	
2727794569	2059	1704	1786	ProSiteProfiles	PS50825	IPR003410	Hyalin	
2727794569	2059	1787	1868	ProSiteProfiles	PS50825	IPR003410	Hyalin	
2727794569	2059	1945	2026	ProSiteProfiles	PS50825	IPR003410	Hyalin	
2727794569	2059	409	489	ProSiteProfiles	PS50835	IPR007110	Immunoglobulin-like domain	GO:0005515
2727794569	2059	1231	1273	SUPERFAMILY	SSF49373	IPR008964	Invasin/intimin cell-adhesion	
2727794569	2059	262	340	SMART	SM00089	IPR022409	PKD/Chitinase domain	
2727794569	2059	495	565	SMART	SM00089	IPR022409	PKD/Chitinase domain	
2727794569	2059	1134	1211	SMART	SM00089	IPR022409	PKD/Chitinase domain	
2727794569	2059	1781	1869	SMART	SM00089	IPR022409	PKD/Chitinase domain	
2727794569	2059	410	472	SUPERFAMILY	SSF48726			
2727794569	2059	807	881	SUPERFAMILY	SSF48726			
2727794570	939	26	98	SUPERFAMILY	SSF49464	IPR008969	Carboxypeptidase-like, regulatory domain	
2727794570	939	117	291	SUPERFAMILY	SSF56935			
2727794570	939	328	376	SUPERFAMILY	SSF56935			
2727794570	939	441	709	SUPERFAMILY	SSF56935			
2727794570	939	752	918	SUPERFAMILY	SSF56935			
2727794571	245	159	244	ProSiteProfiles	PS50059	IPR001179	Peptidyl-prolyl cis-trans isomerase, FKBP-type, domain	GO:0006457
2727794571	245	41	243	SUPERFAMILY	SSF54534			
2727794572	444	11	393	SUPERFAMILY	SSF48557	IPR008948	L-Aspartase-like	GO:0003824
2727794572	444	277	286	ProSitePatterns	PS00163	IPR020557	Fumarate lyase, conserved site	GO:0003824
2727794573	363	68	77	ProSitePatterns	PS00758	IPR001261	ArgE/DapE/ACY1/CPG2/YscS, conserved site	GO:0006508|GO:0008237
2727794573	363	174	274	SUPERFAMILY	SSF55031	IPR011650	Peptidase M20, dimerisation domain	
2727794573	363	3	173	SUPERFAMILY	SSF53187			
2727794573	363	283	354	SUPERFAMILY	SSF53187			
2727794574	261	5	258	SUPERFAMILY	SSF53633	IPR001048	Aspartate/glutamate/uridylate kinase	
2727794575	320	1	318	SUPERFAMILY	SSF53671	IPR006130	Aspartate/ornithine carbamoyltransferase	GO:0006520|GO:0016597|GO:0016743
2727794576	119	2	116	SUPERFAMILY	SSF158446			
2727794577	376	4	375	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2727794578	326	5	129	SMART	SM00859	IPR000534	Semialdehyde dehydrogenase, NAD-binding	GO:0016620|GO:0051287|GO:0055114
2727794578	326	132	148	ProSitePatterns	PS01224	IPR023013	N-acetyl-gamma-glutamyl-phosphate reductase, active site	GO:0003942|GO:0055114
2727794578	326	2	161	SUPERFAMILY	SSF51735			
2727794578	326	137	294	SUPERFAMILY	SSF55347			
2727794579	80	1	72	SUPERFAMILY	SSF51182	IPR011051	RmlC-like cupin domain	
2727794580	408	14	196	SUPERFAMILY	SSF52402			
2727794580	408	183	403	SUPERFAMILY	SSF69864			
2727794581	237	4	138	SUPERFAMILY	SSF55729	IPR016181	Acyl-CoA N-acyltransferase	
2727794582	952	24	123	SUPERFAMILY	SSF49464	IPR008969	Carboxypeptidase-like, regulatory domain	
2727794582	952	130	252	SUPERFAMILY	SSF56935			
2727794582	952	301	330	SUPERFAMILY	SSF56935			
2727794582	952	358	904	SUPERFAMILY	SSF56935			
2727794585	106	57	94	SMART	SM00746	IPR011017	TRASH domain	
2727794585	106	1	20	ProSiteProfiles	PS51257			
2727794586	890	320	393	SUPERFAMILY	SSF49299	IPR000601	PKD domain	
2727794586	890	325	391	ProSiteProfiles	PS50093	IPR000601	PKD domain	
2727794586	890	393	481	SUPERFAMILY	SSF49299	IPR000601	PKD domain	
2727794586	890	421	477	ProSiteProfiles	PS50093	IPR000601	PKD domain	
2727794586	890	313	394	SMART	SM00089	IPR022409	PKD/Chitinase domain	
2727794586	890	396	480	SMART	SM00089	IPR022409	PKD/Chitinase domain	
2727794587	1259	1093	1253	ProSiteProfiles	PS51194	IPR001650	Helicase, C-terminal	GO:0003676|GO:0004386|GO:0005524
2727794587	1259	1121	1204	SMART	SM00490	IPR001650	Helicase, C-terminal	GO:0003676|GO:0004386|GO:0005524
2727794587	1259	56	94	ProSiteProfiles	PS50966	IPR007527	Zinc finger, SWIM-type	GO:0008270
2727794587	1259	168	206	ProSiteProfiles	PS50966	IPR007527	Zinc finger, SWIM-type	GO:0008270
2727794587	1259	794	980	SMART	SM00487	IPR014001	Helicase, superfamily 1/2, ATP-binding domain	
2727794587	1259	810	969	ProSiteProfiles	PS51192	IPR014001	Helicase, superfamily 1/2, ATP-binding domain	
2727794587	1259	773	1008	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727794587	1259	1009	1258	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727794588	239	8	236	SUPERFAMILY	SSF142823	IPR005238	ComB-like	GO:0000287|GO:0050532
2727794589	112	4	109	ProSiteProfiles	PS50935	IPR000424	Primosome PriB/single-strand DNA-binding	GO:0003697
2727794589	112	6	110	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2727794591	124	21	122	SUPERFAMILY	SSF50685	IPR009009	RlpA-like double-psi beta-barrel domain	
2727794591	124	1	18	ProSiteProfiles	PS51257			
2727794592	361	1	281	SUPERFAMILY	SSF103025			
2727794592	361	273	360	SUPERFAMILY	SSF101790			
2727794593	159	38	151	SUPERFAMILY	SSF54427			
2727794596	121	8	105	SUPERFAMILY	SSF46785			
2727794598	208	29	208	SUPERFAMILY	SSF89392			
2727794599	376	32	86	SUPERFAMILY	SSF81296	IPR014756	Immunoglobulin E-set	
2727794599	376	130	375	SUPERFAMILY	SSF53474			
2727794600	301	4	299	SUPERFAMILY	SSF56281			
2727794601	90	40	70	ProSitePatterns	PS00362	IPR000589	Ribosomal protein S15	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2727794601	90	3	90	SUPERFAMILY	SSF47060	IPR009068	S15/NS1, RNA-binding	
2727794602	735	638	707	ProSiteProfiles	PS50126	IPR003029	Ribosomal protein S1, RNA-binding domain	GO:0003723
2727794602	735	565	633	SMART	SM00322	IPR004087	K Homology domain	GO:0003723
2727794602	735	566	628	ProSiteProfiles	PS50084	IPR004088	K Homology domain, type 1	GO:0003723
2727794602	735	636	720	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2727794602	735	149	238	SUPERFAMILY	SSF55666	IPR015847	Exoribonuclease, phosphorolytic domain 2	
2727794602	735	462	561	SUPERFAMILY	SSF55666	IPR015847	Exoribonuclease, phosphorolytic domain 2	
2727794602	735	23	155	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2727794602	735	305	501	SUPERFAMILY	SSF54211	IPR020568	Ribosomal protein S5 domain 2-type fold	
2727794602	735	636	707	SMART	SM00316	IPR022967	RNA-binding domain, S1	
2727794602	735	568	656	SUPERFAMILY	SSF54791			
2727794603	272	49	270	SUPERFAMILY	SSF53335			
2727794605	264	1	16	ProSiteProfiles	PS51257			
2727794608	177	4	169	SUPERFAMILY	SSF55154	IPR023577	CYTH-like domain	
2727794609	644	33	87	SMART	SM00400	IPR002694	Zinc finger, CHC2-type	GO:0003677|GO:0003896|GO:0006260|GO:0008270
2727794609	644	260	331	SMART	SM00493	IPR006171	Toprim domain	
2727794609	644	260	341	ProSiteProfiles	PS50880	IPR006171	Toprim domain	
2727794609	644	1	98	SUPERFAMILY	SSF57783			
2727794609	644	112	423	SUPERFAMILY	SSF56731			
2727794610	248	3	58	ProSiteProfiles	PS51000	IPR001034	HTH DeoR N-terminal domain	GO:0003700|GO:0005622|GO:0006355
2727794610	248	6	58	SMART	SM00420	IPR001034	HTH DeoR N-terminal domain	GO:0003700|GO:0005622|GO:0006355
2727794610	248	6	40	ProSitePatterns	PS00894	IPR018356	Transcription regulator, HTH DeoR-type, conserved site	GO:0003700|GO:0005622|GO:0006355
2727794610	248	5	64	SUPERFAMILY	SSF46785			
2727794610	248	74	231	SUPERFAMILY	SSF100950			
2727794611	1048	27	107	SUPERFAMILY	SSF49464	IPR008969	Carboxypeptidase-like, regulatory domain	
2727794611	1048	107	279	SUPERFAMILY	SSF56935			
2727794611	1048	336	405	SUPERFAMILY	SSF56935			
2727794611	1048	440	796	SUPERFAMILY	SSF56935			
2727794611	1048	865	899	SUPERFAMILY	SSF56935			
2727794611	1048	962	1048	SUPERFAMILY	SSF56935			
2727794612	548	1	24	ProSiteProfiles	PS51257			
2727794612	548	24	545	SUPERFAMILY	SSF48452			
2727794613	270	1	23	ProSiteProfiles	PS51257			
2727794614	218	8	81	SUPERFAMILY	SSF46565	IPR001623	DnaJ domain	
2727794614	218	10	68	SMART	SM00271	IPR001623	DnaJ domain	
2727794614	218	11	76	ProSiteProfiles	PS50076	IPR001623	DnaJ domain	
2727794614	218	53	72	ProSitePatterns	PS00636	IPR018253	DnaJ domain, conserved site	
2727794615	132	1	111	SUPERFAMILY	SSF52091	IPR002645	STAS domain	
2727794616	853	447	482	ProSiteProfiles	PS50151	IPR001943	UVR domain	GO:0005515
2727794616	853	230	375	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2727794616	853	567	739	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2727794616	853	325	337	ProSitePatterns	PS00870	IPR018368	ClpA/B, conserved site 1	GO:0005524
2727794616	853	746	837	SMART	SM01086	IPR019489	Clp ATPase, C-terminal	
2727794616	853	191	496	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727794616	853	516	830	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2727794616	853	601	619	ProSitePatterns	PS00871	IPR028299	ClpA/B, conserved site 2	
2727794616	853	3	141	SUPERFAMILY	SSF81923			
2727794617	186	1	182	SUPERFAMILY	SSF52507	IPR003382	Flavoprotein	GO:0003824
2727794618	551	5	550	SUPERFAMILY	SSF53756			
2727794619	316	1	17	ProSiteProfiles	PS51257			
2727794620	227	72	148	SUPERFAMILY	SSF47979	IPR001367	Iron dependent repressor-like, metal binding and dimerisation domain	GO:0006355|GO:0046914|GO:0046983
2727794620	227	152	226	SMART	SM00899	IPR007167	Ferrous iron transporter FeoA domain	GO:0046914
2727794620	227	11	72	ProSiteProfiles	PS50944	IPR022687	Iron dependent repressor, N-terminal	GO:0003677
2727794620	227	33	132	SMART	SM00529	IPR022689	Iron dependent repressor, diptheria toxin type	GO:0003700|GO:0006355|GO:0046914
2727794620	227	13	71	SUPERFAMILY	SSF46785			
2727794621	633	495	627	SUPERFAMILY	SSF52402			
2727794622	233	1	19	ProSiteProfiles	PS51257			
2727794623	410	270	289	ProSitePatterns	PS00470	IPR019818	Isocitrate/isopropylmalate dehydrogenase, conserved site	GO:0000287|GO:0016616|GO:0051287|GO:0055114
2727794623	410	2	409	SUPERFAMILY	SSF53659			
2727794625	366	89	348	SUPERFAMILY	SSF53649	IPR017850	Alkaline-phosphatase-like, core domain	GO:0003824|GO:0008152
2727794626	120	33	101	SUPERFAMILY	SSF51126	IPR011050	Pectin lyase fold/virulence factor	
2727794627	640	49	388	SUPERFAMILY	SSF48208	IPR008928	Six-hairpin glycosidase-like	GO:0003824
2727794627	640	431	631	SUPERFAMILY	SSF52317			
2727794628	781	482	508	SMART	SM00710	IPR006626	Parallel beta-helix repeat	
2727794628	781	509	530	SMART	SM00710	IPR006626	Parallel beta-helix repeat	
2727794628	781	543	564	SMART	SM00710	IPR006626	Parallel beta-helix repeat	
2727794628	781	570	591	SMART	SM00710	IPR006626	Parallel beta-helix repeat	
2727794628	781	264	708	SUPERFAMILY	SSF51126	IPR011050	Pectin lyase fold/virulence factor	
2727794628	781	26	246	SUPERFAMILY	SSF52266			
2727794629	342	5	75	SMART	SM00354	IPR000843	Transcription regulator HTH, LacI	GO:0003700|GO:0006355
2727794629	342	6	60	ProSiteProfiles	PS50932	IPR000843	Transcription regulator HTH, LacI	GO:0003700|GO:0006355
2727794629	342	5	63	SUPERFAMILY	SSF47413	IPR010982	Lambda repressor-like, DNA-binding domain	GO:0003677
2727794629	342	64	339	SUPERFAMILY	SSF53822	IPR028082	Periplasmic binding protein-like I	
2727794630	142	24	138	SUPERFAMILY	SSF54427			
2727794631	623	1	24	ProSiteProfiles	PS51257			
2727794631	623	23	507	SUPERFAMILY	SSF48452			
2727794631	623	591	623	SUPERFAMILY	SSF48452			
2727794632	1119	66	148	SUPERFAMILY	SSF49464	IPR008969	Carboxypeptidase-like, regulatory domain	
2727794632	1119	144	289	SUPERFAMILY	SSF56935			
2727794632	1119	347	435	SUPERFAMILY	SSF56935			
2727794632	1119	475	826	SUPERFAMILY	SSF56935			
2727794632	1119	919	963	SUPERFAMILY	SSF56935			
2727794632	1119	1027	1119	SUPERFAMILY	SSF56935			
2727794633	446	11	435	SUPERFAMILY	SSF103473	IPR016196	Major facilitator superfamily domain, general substrate transporter	
2727794635	316	33	57	ProSitePatterns	PS00583	IPR002173	Carbohydrate/puine kinase, PfkB, conserved site	GO:0016773
2727794635	316	251	264	ProSitePatterns	PS00584	IPR002173	Carbohydrate/puine kinase, PfkB, conserved site	GO:0016773
2727794635	316	1	307	SUPERFAMILY	SSF53613			
2727794636	649	98	555	SMART	SM00642	IPR006589	Glycosyl hydrolase, family 13, subfamily, catalytic domain	GO:0003824|GO:0005975|GO:0043169
2727794636	649	23	560	SUPERFAMILY	SSF51445	IPR017853	Glycoside hydrolase, superfamily	
2727794636	649	569	646	SUPERFAMILY	SSF51011			
2727794638	331	4	74	SMART	SM00354	IPR000843	Transcription regulator HTH, LacI	GO:0003700|GO:0006355
2727794638	331	5	59	ProSiteProfiles	PS50932	IPR000843	Transcription regulator HTH, LacI	GO:0003700|GO:0006355
2727794638	331	5	61	SUPERFAMILY	SSF47413	IPR010982	Lambda repressor-like, DNA-binding domain	GO:0003677
2727794638	331	63	325	SUPERFAMILY	SSF53822	IPR028082	Periplasmic binding protein-like I	
2727794639	517	45	266	SUPERFAMILY	SSF48317	IPR000326	Phosphatidic acid phosphatase type 2/haloperoxidase	GO:0003824|GO:0016020
2727794639	517	300	512	SUPERFAMILY	SSF48317	IPR000326	Phosphatidic acid phosphatase type 2/haloperoxidase	GO:0003824|GO:0016020
2727794639	517	400	508	SMART	SM00014	IPR000326	Phosphatidic acid phosphatase type 2/haloperoxidase	GO:0003824|GO:0016020
2727794642	445	178	439	SUPERFAMILY	SSF48317	IPR000326	Phosphatidic acid phosphatase type 2/haloperoxidase	GO:0003824|GO:0016020
2727794642	445	1	20	ProSiteProfiles	PS51257			
2727794644	678	257	667	SUPERFAMILY	SSF48208	IPR008928	Six-hairpin glycosidase-like	GO:0003824
2727794645	1108	1	24	ProSiteProfiles	PS51257			
2727794645	1108	59	409	SUPERFAMILY	SSF69318			
2727794645	1108	438	517	SUPERFAMILY	SSF69318			
2727794645	1108	444	507	SUPERFAMILY	SSF69318			
2727794645	1108	631	898	SUPERFAMILY	SSF69318			
2727794645	1108	910	1076	SUPERFAMILY	SSF69318			
2727794648	142	3	133	SUPERFAMILY	SSF88723			
2727794651	90	2	89	SUPERFAMILY	SSF52374			
2727794652	77	2	73	SMART	SM00899	IPR007167	Ferrous iron transporter FeoA domain	GO:0046914
2727794652	77	5	74	SUPERFAMILY	SSF50037	IPR008988	Transcriptional repressor, C-terminal	
2727794653	143	9	140	SUPERFAMILY	SSF55486			
2727794654	220	57	71	SUPERFAMILY	SSF55797	IPR014044	CAP domain	
2727794654	220	106	217	SUPERFAMILY	SSF55797	IPR014044	CAP domain	
2727794656	622	272	286	ProSitePatterns	PS01280	IPR020595	Glucose-inhibited division protein A-related, conserved site	
2727794656	622	367	390	ProSitePatterns	PS01281	IPR020595	Glucose-inhibited division protein A-related, conserved site	
2727794656	622	4	66	SUPERFAMILY	SSF51905			
2727794656	622	97	260	SUPERFAMILY	SSF51905			
2727794657	342	1	16	ProSiteProfiles	PS51257			
2727794657	342	51	332	SUPERFAMILY	SSF53474			
2727794658	1046	36	90	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
2727794658	1046	400	433	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
2727794658	1046	589	658	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
