gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2727794604	214	77.31	1	214	1	216	7.1e-117	377	KO:K08591	glycerol-3-phosphate acyltransferase PlsY [EC:2.3.1.15]	EC:2.3.1.15	Yes
2727794609	644	55.92	1	644	1	674	0.0e+00	833	KO:K02316	DNA primase [EC:2.7.7.-]	EC:2.7.7.-	Yes
2727794616	853	86.94	1	850	1	841	0.0e+00	1640	KO:K03696	ATP-dependent Clp protease ATP-binding subunit ClpC		Yes
2727794617	186	67.39	2	185	3	186	8.0e-94	308	KO:K03186	4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98]	EC:4.1.1.98	Yes
2727794618	551	78.55	1	549	1	550	0.0e+00	1060	KO:K00688	starch phosphorylase [EC:2.4.1.1]	EC:2.4.1.1	Yes
2727794620	227	63.26	11	225	5	218	9.9e-101	332	KO:K03709	DtxR family transcriptional regulator, Mn-dependent transcriptional regulator		Yes
2727794621	633	62.6	1	629	1	629	0.0e+00	894	KO:K03322	manganese transport protein		Yes
2727794623	410	90.73	1	410	1	410	0.0e+00	888	KO:K00031	isocitrate dehydrogenase [EC:1.1.1.42]	EC:1.1.1.42	Yes
2727794627	640	56.46	22	632	35	642	0.0e+00	835	KO:K15532	unsaturated rhamnogalacturonyl hydrolase [EC:3.2.1.172]	EC:3.2.1.172	Yes
2727794628	781	56.25	14	765	12	762	0.0e+00	1000	KO:K19172	DNA sulfur modification protein DndE		Yes
2727794629	342	65.59	1	339	1	340	0.0e+00	506	KO:K02529	LacI family transcriptional regulator		Yes
2727794633	446	71.24	1	445	1	442	0.0e+00	748	KO:K16211	maltose/moltooligosaccharide transporter		Yes
2727794635	316	45.45	3	310	4	311	3.3e-83	290	KO:K00847	fructokinase [EC:2.7.1.4]	EC:2.7.1.4	Yes
2727794636	649	46.15	28	647	29	650	0.0e+00	685	KO:K05341	amylosucrase [EC:2.4.1.4]	EC:2.4.1.4	Yes
2727794638	331	32.22	6	330	7	335	1.5e-53	204	KO:K02529	LacI family transcriptional regulator		Yes
2727794652	77	67.53	1	77	1	77	1.6e-31	121	KO:K04758	ferrous iron transport protein A		Yes
2727794656	622	81.35	1	622	1	620	0.0e+00	1180	KO:K03495	tRNA uridine 5-carboxymethylaminomethyl modification enzyme		Yes
2727794657	342	72.27	1	337	1	339	0.0e+00	585	KO:K01259	proline iminopeptidase [EC:3.4.11.5]	EC:3.4.11.5	Yes
2727794661	946	72.21	3	946	8	953	0.0e+00	1580	KO:K02335	DNA polymerase I [EC:2.7.7.7]	EC:2.7.7.7	Yes
2727794665	696	42.88	1	696	1	716	0.0e+00	592	KO:K03770	peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8]	EC:5.2.1.8	Yes
2727794667	334	80.86	8	331	11	334	0.0e+00	626	KO:K03517	quinolinate synthase [EC:2.5.1.72]	EC:2.5.1.72	Yes
2727794668	804	30.48	59	654	73	672	2.2e-95	348	KO:K01138	uncharacterized sulfatase [EC:3.1.6.-]	EC:3.1.6.-	Yes
2727794672	336	90.03	1	331	1	331	0.0e+00	670	KO:K03553	recombination protein RecA		Yes
2727794674	152	71.92	7	152	8	153	8.1e-78	259	KO:K01734	methylglyoxal synthase [EC:4.2.3.3]	EC:4.2.3.3	Yes
2727794676	692	68.01	3	692	4	697	0.0e+00	1120	KO:K01301	N-acetylated-alpha-linked acidic dipeptidase [EC:3.4.17.21]	EC:3.4.17.21	Yes
2727794677	305	52.19	1	297	52	346	1.1e-102	345	KO:K03575	A/G-specific adenine glycosylase [EC:3.2.2.-]	EC:3.2.2.-	Yes
2727794678	142	77.85	1	142	1	149	1.4e-81	269	KO:K03111	single-strand DNA-binding protein		Yes
2727794682	483	74.4	25	481	1	456	0.0e+00	817	KO:K18929	L-lactate dehydrogenase complex protein LldF		Yes
2727794685	497	73.23	1	497	1	507	0.0e+00	841	KO:K00602	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	EC:2.1.2.3	Yes
2727794685	497	73.23	1	497	1	507	0.0e+00	841	KO:K00602	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	EC:3.5.4.10	Yes
2727794686	537	40.23	7	522	8	524	0.0e+00	479	KO:K02238	competence protein ComEC		Yes
2727794691	280	51.32	50	277	1	228	8.0e-83	286	KO:K01779	aspartate racemase [EC:5.1.1.13]	EC:5.1.1.13	Yes
2727794698	351	73.79	1	351	15	365	0.0e+00	632	KO:K01710	dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]	EC:4.2.1.46	Yes
2727794699	185	62.22	1	180	1	180	1.1e-82	276	KO:K01790	dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13]	EC:5.1.3.13	Yes
2727794700	285	74.74	1	285	1	285	0.0e+00	500	KO:K00973	glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]	EC:2.7.7.24	Yes
2727794702	166	77.11	1	166	1	166	1.0e-94	309	KO:K03088	RNA polymerase sigma-70 factor, ECF subfamily		Yes
2727794703	497	58.79	2	495	3	491	0.0e+00	710	KO:K10027	phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]	EC:1.3.99.26	Yes
2727794703	497	58.79	2	495	3	491	0.0e+00	710	KO:K10027	phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]	EC:1.3.99.28	Yes
2727794703	497	58.79	2	495	3	491	0.0e+00	710	KO:K10027	phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]	EC:1.3.99.29	Yes
2727794703	497	58.79	2	495	3	491	0.0e+00	710	KO:K10027	phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]	EC:1.3.99.31	Yes
2727794705	174	60.59	3	172	6	175	8.6e-76	256	KO:K01823	isopentenyl-diphosphate delta-isomerase [EC:5.3.3.2]	EC:5.3.3.2	Yes
2727794707	228	40.36	6	227	10	229	3.5e-58	211	KO:K08977	putative membrane protein		Yes
2727794708	164	71.43	2	155	4	157	1.2e-87	288	KO:K15746	beta-carotene 3-hydroxylase [EC:1.14.13.129]	EC:1.14.13.129	Yes
2727794709	363	41.87	2	361	20	380	2.8e-94	326	KO:K06443	lycopene beta-cyclase [EC:5.5.1.19]	EC:5.5.1.19	Yes
2727794711	144	43.17	4	142	6	143	5.1e-35	137	KO:K09994	PhnO protein [EC:2.3.1.-]	EC:2.3.1.-	Yes
2727794715	270	39.77	7	267	4	266	2.7e-65	235	KO:K01104	protein-tyrosine phosphatase [EC:3.1.3.48]	EC:3.1.3.48	Yes
2727794719	713	74.4	3	713	5	714	0.0e+00	1290	KO:K01811	alpha-D-xyloside xylohydrolase [EC:3.2.1.177]	EC:3.2.1.177	Yes
2727794721	341	76.49	1	336	1	336	0.0e+00	610	KO:K17228	FMNH2-dependent dimethyl sulfone monooxygenase		Yes
2727794728	192	68.11	3	187	2	186	9.5e-90	297	KO:K05595	multiple antibiotic resistance protein		Yes
2727794730	642	38.23	7	639	32	681	2.5e-128	444	KO:K16092	vitamin B12 transporter		Yes
2727794731	475	56.49	27	464	1	436	0.0e+00	552	KO:K03294	basic amino acid/polyamine antiporter, APA family		Yes
2727794733	488	44.87	21	488	63	526	0.0e+00	490	KO:K12340	outer membrane protein		Yes
2727794734	453	62.91	3	451	4	456	0.0e+00	631	KO:K02005	HlyD family secretion protein		Yes
2727794735	334	64.35	1	334	1	345	0.0e+00	497	KO:K00057	glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	EC:1.1.1.94	Yes
2727794737	389	58.71	16	387	1	372	0.0e+00	497	KO:K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.99.22]	EC:1.3.99.22	Yes
2727794739	266	77.99	1	258	16	274	0.0e+00	478	KO:K01719	uroporphyrinogen-III synthase [EC:4.2.1.75]	EC:4.2.1.75	Yes
2727794740	682	57.06	2	679	3	679	0.0e+00	913	KO:K06888	uncharacterized protein		Yes
2727794745	602	71.33	1	600	1	600	0.0e+00	999	KO:K03703	excinuclease ABC subunit C		Yes
2727794748	193	78.07	1	187	1	187	6.4e-110	355	KO:K03088	RNA polymerase sigma-70 factor, ECF subfamily		Yes
2727794752	808	53.57	1	806	1	810	0.0e+00	1010	KO:K02014	iron complex outermembrane recepter protein		Yes
2727794756	108	56.86	5	105	6	107	3.8e-34	131	KO:K07154	serine/threonine-protein kinase HipA [EC:2.7.11.1]	EC:2.7.11.1	Yes
2727794757	326	45.37	2	319	10	330	6.8e-87	302	KO:K07154	serine/threonine-protein kinase HipA [EC:2.7.11.1]	EC:2.7.11.1	Yes
2727794779	124	67.86	2	113	3	114	1.8e-50	179	KO:K01579	aspartate 1-decarboxylase [EC:4.1.1.11]	EC:4.1.1.11	Yes
2727794795	265	51.81	15	257	9	246	4.0e-81	280	KO:K00571	site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]	EC:2.1.1.72	Yes
2727794810	429	70.75	3	426	1	424	0.0e+00	712	KO:K01866	tyrosyl-tRNA synthetase [EC:6.1.1.1]	EC:6.1.1.1	Yes
2727794812	619	65.7	1	618	1	617	0.0e+00	932	KO:K04044	molecular chaperone HscA		Yes
2727794813	216	70	21	210	1	190	3.6e-96	318	KO:K00793	riboflavin synthase [EC:2.5.1.9]	EC:2.5.1.9	Yes
2727794814	65	81.25	1	64	1	64	1.3e-32	122	KO:K02970	small subunit ribosomal protein S21		Yes
2727794815	296	56.25	1	296	1	304	3.1e-118	389	KO:K03733	integrase/recombinase XerC		Yes
2727794816	99	73.74	1	99	1	99	1.2e-47	169	KO:K05808	putative sigma-54 modulation protein		Yes
2727794821	395	90.89	1	395	1	395	0.0e+00	829	KO:K02358	elongation factor Tu		Yes
2727794823	83	69.84	20	82	1	63	2.6e-26	107	KO:K03073	preprotein translocase subunit SecE		Yes
2727794824	201	76.04	11	201	2	188	2.7e-100	328	KO:K02601	transcriptional antiterminator NusG		Yes
2727794826	147	89.8	1	147	1	147	1.1e-94	307	KO:K02867	large subunit ribosomal protein L11		Yes
2727794827	230	84.14	4	230	3	229	0.0e+00	444	KO:K02863	large subunit ribosomal protein L1		Yes
2727794828	171	76.16	1	171	1	172	2.2e-87	288	KO:K02864	large subunit ribosomal protein L10		Yes
2727794829	124	87.8	1	123	1	123	1.5e-69	233	KO:K02935	large subunit ribosomal protein L7/L12		Yes
2727794830	673	60.39	4	673	6	678	0.0e+00	956	KO:K07386	putative endopeptidase [EC:3.4.24.-]	EC:3.4.24.-	Yes
2727794832	1267	88.48	1	1267	1	1267	0.0e+00	2600	KO:K03043	DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	EC:2.7.7.6	Yes
2727794833	1428	85.59	1	1428	1	1430	0.0e+00	2820	KO:K03046	DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	EC:2.7.7.6	Yes
2727794834	198	34.67	1	198	1	197	2.8e-37	148	KO:K06142	outer membrane protein		Yes
2727794835	344	66.28	2	344	3	341	0.0e+00	526	KO:K03294	basic amino acid/polyamine antiporter, APA family		Yes
2727794838	276	78.49	5	269	3	267	0.0e+00	483	KO:K07106	N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]	EC:4.2.1.126	Yes
2727794840	527	53.35	4	524	2	523	0.0e+00	660	KO:K03797	carboxyl-terminal processing protease [EC:3.4.21.102]	EC:3.4.21.102	Yes
2727794843	361	66.02	1	359	1	354	0.0e+00	583	KO:K02856	L-rhamnose-H+ transport protein		Yes
2727794845	104	67.31	1	104	1	104	2.1e-48	171	KO:K03534	L-rhamnose mutarotase [EC:5.1.3.32]	EC:5.1.3.32	Yes
2727794846	424	78.3	1	424	1	424	0.0e+00	776	KO:K01820	L-rhamnose isomerase / sugar isomerase [EC:5.3.1.14 5.3.1.-]	EC:5.3.1.-	Yes
2727794846	424	78.3	1	424	1	424	0.0e+00	776	KO:K01820	L-rhamnose isomerase / sugar isomerase [EC:5.3.1.14 5.3.1.-]	EC:5.3.1.14	Yes
2727794852	481	61.64	44	481	49	484	0.0e+00	658	KO:K01201	glucosylceramidase [EC:3.2.1.45]	EC:3.2.1.45	Yes
2727794853	337	51.94	1	335	1	334	7.9e-118	391	KO:K02529	LacI family transcriptional regulator		Yes
2727794854	619	36.88	8	619	5	623	3.9e-123	427	KO:K01187	alpha-glucosidase [EC:3.2.1.20]	EC:3.2.1.20	Yes
2727794862	467	59.09	6	467	7	468	0.0e+00	676	KO:K01812	glucuronate isomerase [EC:5.3.1.12]	EC:5.3.1.12	Yes
2727794866	338	63.96	3	335	2	334	0.0e+00	532	KO:K08092	3-dehydro-L-gulonate 2-dehydrogenase [EC:1.1.1.130]	EC:1.1.1.130	Yes
2727794867	338	48.08	1	338	1	338	3.8e-110	369	KO:K08322	L-gulonate 5-dehydrogenase [EC:1.1.1.380]	EC:1.1.1.380	Yes
2727794871	340	42.52	29	318	13	306	1.4e-70	255	KO:K03734	thiamine biosynthesis lipoprotein		Yes
2727794872	307	66.45	1	307	1	310	0.0e+00	492	KO:K01816	hydroxypyruvate isomerase [EC:5.3.1.22]	EC:5.3.1.22	Yes
2727794874	656	50.46	1	654	1	647	0.0e+00	759	KO:K05970	sialate O-acetylesterase [EC:3.1.1.53]	EC:3.1.1.53	Yes
2727794875	903	67	4	902	3	897	0.0e+00	1450	KO:K05989	alpha-L-rhamnosidase [EC:3.2.1.40]	EC:3.2.1.40	Yes
2727794883	313	69.1	5	305	4	304	0.0e+00	494	KO:K01639	N-acetylneuraminate lyase [EC:4.1.3.3]	EC:4.1.3.3	Yes
2727794886	393	79.43	1	389	3	391	0.0e+00	790	KO:K01787	N-acylglucosamine 2-epimerase [EC:5.1.3.8]	EC:5.1.3.8	Yes
2727794887	388	63.54	27	388	25	385	0.0e+00	558	KO:K01186	sialidase-1 [EC:3.2.1.18]	EC:3.2.1.18	Yes
2727794888	237	65.11	1	235	1	235	3.4e-118	383	KO:K00390	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8]	EC:1.8.4.8	Yes
2727794889	302	83.11	1	302	1	302	0.0e+00	588	KO:K00957	sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]	EC:2.7.7.4	Yes
2727794890	413	73.61	1	413	1	412	0.0e+00	697	KO:K00956	sulfate adenylyltransferase subunit 1 [EC:2.7.7.4]	EC:2.7.7.4	Yes
2727794891	285	60.54	7	267	5	265	1.5e-106	354	KO:K02302	uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	EC:1.3.1.76	Yes
2727794891	285	60.54	7	267	5	265	1.5e-106	354	KO:K02302	uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	EC:2.1.1.107	Yes
2727794891	285	60.54	7	267	5	265	1.5e-106	354	KO:K02302	uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	EC:4.99.1.4	Yes
2727794891	285	62.14	9	285	8	287	5.5e-116	381	KO:K02303	uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	EC:2.1.1.107	Yes
2727794892	571	44.6	12	571	6	587	0.0e+00	563	KO:K00380	sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]	EC:1.8.1.2	Yes
2727794893	551	66.97	5	549	9	556	0.0e+00	871	KO:K00381	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]	EC:1.8.1.2	Yes
2727794894	390	66.06	9	390	13	395	0.0e+00	576	KO:K07240	chromate transporter		Yes
2727794897	514	53.12	16	509	9	493	0.0e+00	568	KO:K07090	uncharacterized protein		Yes
2727794898	681	70.92	33	678	36	684	0.0e+00	1060	KO:K05349	beta-glucosidase [EC:3.2.1.21]	EC:3.2.1.21	Yes
2727794904	273	50.36	1	272	1	270	5.7e-93	315	KO:K09134	uncharacterized protein		Yes
2727794905	468	75	1	468	1	467	0.0e+00	819	KO:K00382	dihydrolipoamide dehydrogenase [EC:1.8.1.4]	EC:1.8.1.4	Yes
2727794910	120	55.45	7	107	6	106	5.6e-33	129	KO:K08972	putative membrane protein		Yes
2727794921	237	32.05	10	232	15	248	3.8e-30	129	KO:K03773	FKBP-type peptidyl-prolyl cis-trans isomerase FklB [EC:5.2.1.8]	EC:5.2.1.8	Yes
2727794924	496	77.87	1	496	1	497	0.0e+00	894	KO:K08301	ribonuclease G [EC:3.1.26.-]	EC:3.1.26.-	Yes
2727794927	505	77.24	50	505	1	457	0.0e+00	812	KO:K04485	DNA repair protein RadA/Sms		Yes
2727794929	177	61.58	1	177	1	177	1.2e-76	258	KO:K00432	glutathione peroxidase [EC:1.11.1.9]	EC:1.11.1.9	Yes
2727794931	399	66.25	1	398	1	400	0.0e+00	598	KO:K02341	DNA polymerase III subunit delta' [EC:2.7.7.7]	EC:2.7.7.7	Yes
2727794934	573	73.43	1	572	1	572	0.0e+00	1030	KO:K08602	oligoendopeptidase F [EC:3.4.24.-]	EC:3.4.24.-	Yes
2727794935	622	66.25	1	620	1	635	0.0e+00	934	KO:K03572	DNA mismatch repair protein MutL		Yes
2727794938	634	75.12	1	634	1	635	0.0e+00	1180	KO:K02564	glucosamine-6-phosphate deaminase [EC:3.5.99.6]	EC:3.5.99.6	Yes
2727794939	544	59.37	1	536	1	522	0.0e+00	770	KO:K12373	hexosaminidase [EC:3.2.1.52]	EC:3.2.1.52	Yes
2727794940	496	78.27	1	496	1	497	0.0e+00	891	KO:K00873	pyruvate kinase [EC:2.7.1.40]	EC:2.7.1.40	Yes
2727794941	328	83.08	4	328	3	327	0.0e+00	617	KO:K00850	6-phosphofructokinase 1 [EC:2.7.1.11]	EC:2.7.1.11	Yes
2727794943	479	67.92	4	478	8	484	0.0e+00	773	KO:K01478	arginine deiminase [EC:3.5.3.6]	EC:3.5.3.6	Yes
2727794945	409	69.04	4	406	5	411	0.0e+00	634	KO:K01468	imidazolonepropionase [EC:3.5.2.7]	EC:3.5.2.7	Yes
2727794946	349	67.93	4	346	5	347	0.0e+00	578	KO:K01479	formiminoglutamase [EC:3.5.3.8]	EC:3.5.3.8	Yes
2727794947	339	83.58	3	337	1	333	0.0e+00	694	KO:K01915	glutamine synthetase [EC:6.3.1.2]	EC:6.3.1.2	Yes
2727794949	688	66.91	1	686	1	686	0.0e+00	1090	KO:K11381	2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4]	EC:1.2.4.4	Yes
2727794951	191	66.49	3	190	2	189	2.2e-95	313	KO:K01056	peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]	EC:3.1.1.29	Yes
2727794953	196	73.54	1	189	1	189	3.3e-97	319	KO:K02897	large subunit ribosomal protein L25		Yes
2727794954	318	81.21	1	314	19	332	0.0e+00	593	KO:K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	EC:2.7.6.1	Yes
2727794955	229	57.27	4	229	6	230	1.5e-85	289	KO:K03630	DNA repair protein RadC		Yes
2727794960	428	71.6	10	426	12	430	0.0e+00	693	KO:K03761	MFS transporter, MHS family, alpha-ketoglutarate permease		Yes
2727794961	703	67.29	6	701	6	705	0.0e+00	1090	KO:K04759	ferrous iron transport protein B		Yes
2727794964	76	73.68	1	76	1	76	1.6e-41	149	KO:K01724	4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]	EC:4.2.1.96	Yes
2727794968	271	31.13	1	254	4	235	2.0e-29	128	KO:K03832	periplasmic protein TonB		Yes
2727794971	204	67.65	34	203	25	194	2.9e-83	280	KO:K03767	peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]	EC:5.2.1.8	Yes
2727794976	496	75.2	1	496	1	496	0.0e+00	898	KO:K01804	L-arabinose isomerase [EC:5.3.1.4]	EC:5.3.1.4	Yes
2727794977	556	74.42	4	556	5	563	0.0e+00	967	KO:K03307	solute:Na+ symporter, SSS family		Yes
2727794978	388	73.83	3	388	1	385	0.0e+00	683	KO:K01686	mannonate dehydratase [EC:4.2.1.8]	EC:4.2.1.8	Yes
2727794980	633	83.71	6	629	6	631	0.0e+00	1210	KO:K02945	small subunit ribosomal protein S1		Yes
2727794981	275	53.76	8	273	6	271	2.8e-106	352	KO:K05807	outer membrane protein assembly factor BamD		Yes
2727794983	398	63.89	1	396	1	396	0.0e+00	564	KO:K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase [EC:4.1.1.36 6.3.2.5]	EC:4.1.1.36	Yes
2727794983	398	63.89	1	396	1	396	0.0e+00	564	KO:K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase [EC:4.1.1.36 6.3.2.5]	EC:6.3.2.5	Yes
2727794987	206	44.25	28	196	7	180	6.8e-39	153	KO:K03088	RNA polymerase sigma-70 factor, ECF subfamily		Yes
2727794991	242	65	2	241	4	243	5.6e-114	371	KO:K03525	type III pantothenate kinase [EC:2.7.1.33]	EC:2.7.1.33	Yes
2727794992	213	62.91	1	213	1	213	2.5e-102	335	KO:K07157	uncharacterized protein		Yes
2727794993	253	45.34	5	251	8	253	1.9e-72	254	KO:K00754			Yes
2727794995	298	59.46	2	294	3	294	2.6e-120	395	KO:K07588	LAO/AO transport system kinase [EC:2.7.-.-]	EC:2.7.-	Yes
2727795000	49	50	10	47	1	38	1.4e-07	50.1	KO:K19033	RPS31; 30S ribosomal protein S31		Yes
2727795006	281	74.1	1	278	1	278	0.0e+00	506	KO:K10778	AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]	EC:2.1.1.63	Yes
