gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2727794578	326	4	325	7.5e-94	300.7	TIGR01850	N-acetyl-gamma-glutamyl-phosphate reductase, common form
2727794580	408	14	405	3.2e-81	259.6	TIGR00032	argininosuccinate synthase
2727794586	890	802	890	1.2e-15	43.7	TIGR04131	gliding motility-associated C-terminal domain
2727794588	239	25	239	3.5e-41	127.4	TIGR00298	2-phosphosulfolactate phosphatase
2727794589	112	1	112	1.2e-40	125.6	TIGR00621	single stranded DNA-binding protein (ssb)
2727794591	124	35	124	7.2e-46	142.8	TIGR00413	rare lipoprotein A
2727794592	361	1	361	1.2e-121	392	TIGR00528	glycine cleavage system T protein
2727794600	301	3	300	8.5e-97	309.8	TIGR02651	ribonuclease Z
2727794601	90	5	90	5.2e-36	109.1	TIGR00952	ribosomal protein S15, bacterial/organelle
2727794602	735	21	709	0.0e+00	920.2	TIGR03591	polyribonucleotide nucleotidyltransferase
2727794603	272	32	265	2.6e-41	127.9	TIGR00406	ribosomal protein L11 methyltransferase
2727794604	214	1	204	3.7e-58	182.6	TIGR00023	acyl-phosphate glycerol 3-phosphate acyltransferase
2727794608	177	3	171	5.4e-19	54.7	TIGR00318	adenylyl cyclase CyaB, putative
2727794609	644	1	420	0.0e+00	455.6	TIGR01391	DNA primase, catalytic core
2727794611	1048	228	258	2.4e-17	49.7	TIGR04057	TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region
2727794611	1048	27	1048	0.0e+00	578	TIGR04056	TonB-linked outer membrane protein, SusC/RagA family
2727794615	132	1	106	2.6e-11	29.6	TIGR00377	anti-anti-sigma factor
2727794617	186	2	182	1.0e-60	190.7	TIGR00421	polyprenyl P-hydroxybenzoate and phenylacrylic acid decarboxylases
2727794618	551	20	335	1.2e-70	224.9	TIGR02094	alpha-glucan phosphorylases
2727794621	633	28	399	7.3e-124	399.9	TIGR01197	NRAMP (natural resistance-associated macrophage protein) metal ion transporters
2727794623	410	3	410	0.0e+00	734.4	TIGR00127	isocitrate dehydrogenase, NADP-dependent, eukaryotic type
2727794632	1119	241	271	5.8e-21	61.3	TIGR04057	TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region
2727794632	1119	66	1119	0.0e+00	862.7	TIGR04056	TonB-linked outer membrane protein, SusC/RagA family
2727794651	90	3	68	1.7e-10	28.2	TIGR00125	cytidyltransferase-like domain
2727794651	90	5	90	3.9e-26	79.3	TIGR00482	nicotinate (nicotinamide) nucleotide adenylyltransferase
2727794653	143	37	140	5.1e-29	86.8	TIGR00043	rRNA maturation RNase YbeY
2727794656	622	5	622	0.0e+00	855	TIGR00136	glucose-inhibited division protein A
2727794657	342	43	332	6.5e-108	346.6	TIGR01250	proline-specific peptidase, Bacillus coagulans-type subfamily
2727794661	946	5	946	0.0e+00	959.8	TIGR00593	DNA polymerase I
2727794667	334	20	326	1.0e-123	398.4	TIGR00550	quinolinate synthetase complex, A subunit
2727794672	336	5	325	0.0e+00	565.5	TIGR02012	protein RecA
2727794673	298	20	156	1.3e-18	53.2	TIGR00530	1-acyl-sn-glycerol-3-phosphate acyltransferases
2727794674	152	11	152	8.6e-60	187	TIGR00160	methylglyoxal synthase
2727794677	305	1	227	1.6e-75	240.2	TIGR01084	A/G-specific adenine glycosylase
2727794678	142	1	138	5.0e-44	136.6	TIGR00621	single stranded DNA-binding protein (ssb)
2727794679	446	31	442	0.0e+00	468	TIGR03520	gliding motility-associated protein GldE
2727794680	228	34	226	3.1e-52	163.5	TIGR03512	gliding motility-associated lipoprotein GldD
2727794682	483	61	462	0.0e+00	469.5	TIGR00273	iron-sulfur cluster-binding protein
2727794685	497	6	497	0.0e+00	476.5	TIGR00355	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
2727794686	537	263	443	9.0e-29	87	TIGR00360	ComEC/Rec2-related protein
2727794687	397	1	397	0.0e+00	505.9	TIGR01369	carbamoyl-phosphate synthase, large subunit
2727794690	192	18	182	1.6e-25	75.7	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2727794691	280	49	280	7.9e-67	211.3	TIGR00035	aspartate racemase
2727794698	351	4	335	0.0e+00	466.5	TIGR01181	dTDP-glucose 4,6-dehydratase
2727794699	185	2	180	2.7e-75	238.1	TIGR01221	dTDP-4-dehydrorhamnose 3,5-epimerase
2727794700	285	2	285	0.0e+00	474.6	TIGR01207	glucose-1-phosphate thymidylyltransferase, short form
2727794702	166	4	163	5.9e-26	77.1	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2727794703	497	5	497	0.0e+00	447.7	TIGR02734	phytoene desaturase
2727794705	174	4	161	1.3e-42	131.4	TIGR02150	isopentenyl-diphosphate delta-isomerase, type 1
2727794706	498	7	498	1.8e-109	352.6	TIGR02734	phytoene desaturase
2727794714	1101	196	226	2.9e-17	49.5	TIGR04057	TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region
2727794714	1101	28	1101	0.0e+00	466	TIGR04056	TonB-linked outer membrane protein, SusC/RagA family
2727794737	389	17	378	1.8e-84	269.8	TIGR00539	putative oxygen-independent coproporphyrinogen III oxidase
2727794741	427	116	426	3.0e-113	366.5	TIGR03525	gliding motility-associated lipoprotein GldK
2727794742	254	10	251	9.2e-44	136.2	TIGR03513	gliding motility-associated protein GldL
2727794743	516	2	511	5.2e-87	278.7	TIGR03517	gliding motility-associated protein GldM
2727794744	356	90	356	4.4e-52	163.1	TIGR03523	gliding motility associated protien GldN
2727794745	602	6	581	0.0e+00	509.2	TIGR00194	excinuclease ABC, C subunit
2727794748	193	16	171	5.6e-33	100	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2727794750	522	444	521	8.0e-11	28.1	TIGR04183	Por secretion system C-terminal sorting domain
2727794756	108	2	102	4.3e-29	86.9	TIGR03071	HipA N-terminal domain
2727794762	1104	139	1104	0.0e+00	693.6	TIGR04056	TonB-linked outer membrane protein, SusC/RagA family
2727794762	1104	331	361	1.1e-20	60.3	TIGR04057	TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region
2727794772	495	3	492	6.1e-71	225.7	TIGR03491	RecB family nuclease, putative, TM0106 family
2727794779	124	1	118	1.4e-44	137.2	TIGR00223	L-aspartate-alpha-decarboxylase
2727794794	788	1	786	0.0e+00	937.9	TIGR03783	Bacteroides conjugation system ATPase, TraG family
2727794798	329	130	298	6.6e-60	188.7	TIGR03782	Bacteroides conjugative transposon TraJ protein
2727794799	205	5	205	3.2e-74	234.9	TIGR03781	Bacteroides conjugative transposon TraK protein
2727794800	364	144	362	9.2e-39	119.7	TIGR03779	Bacteroides conjugative transposon TraM protein
2727794801	256	3	255	2.9e-41	127.4	TIGR03780	Bacteroides conjugative transposon TraN protein
2727794810	429	1	429	1.8e-120	388.6	TIGR00234	tyrosyl-tRNA synthetase
2727794812	619	19	619	0.0e+00	721.7	TIGR01991	Fe-S protein assembly chaperone HscA
2727794813	216	21	216	4.8e-62	194.8	TIGR00187	riboflavin synthase, alpha subunit
2727794814	65	3	57	3.3e-15	42	TIGR00030	ribosomal protein S21
2727794816	99	1	99	2.7e-16	46.2	TIGR00741	ribosomal subunit interface protein
2727794821	395	1	395	0.0e+00	730.6	TIGR00485	translation elongation factor TU
2727794821	395	10	164	3.3e-19	56.3	TIGR00231	small GTP-binding protein domain
2727794823	83	23	80	2.8e-17	48.6	TIGR00964	preprotein translocase, SecE subunit, bacterial
2727794824	201	21	200	2.4e-52	163.3	TIGR00922	transcription termination/antitermination factor NusG
2727794826	147	3	141	2.6e-65	204.8	TIGR01632	50S ribosomal protein uL11, bacterial form
2727794827	230	2	228	2.1e-101	324.1	TIGR01169	ribosomal protein L1, bacterial/chloroplast
2727794829	124	1	124	7.0e-39	119.3	TIGR00855	ribosomal protein L7/L12
2727794832	1267	5	1266	0.0e+00	1834	TIGR02013	DNA-directed RNA polymerase, beta subunit
2727794833	1428	15	1122	0.0e+00	1413.8	TIGR02386	DNA-directed RNA polymerase, beta' subunit, predominant form
2727794838	276	7	274	9.7e-99	316.1	TIGR00274	N-acetylmuramic acid 6-phosphate etherase
2727794840	527	51	375	3.4e-86	275.3	TIGR00225	C-terminal peptidase (prc)
2727794844	702	24	702	0.0e+00	938.5	TIGR02632	rhamnulose-1-phosphate aldolase/alcohol dehydrogenase
2727794845	104	3	104	4.5e-39	119.2	TIGR02625	L-rhamnose mutarotase
2727794846	424	5	417	0.0e+00	482.9	TIGR02629	L-rhamnose catabolism isomerase, Pseudomonas stutzeri subtype
2727794857	1080	227	257	5.2e-18	51.8	TIGR04057	TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region
2727794857	1080	52	1080	0.0e+00	717	TIGR04056	TonB-linked outer membrane protein, SusC/RagA family
2727794860	201	94	124	2.8e-18	51.7	TIGR04057	TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region
2727794869	445	9	35	1.6e-07	17.8	TIGR01409	Tat (twin-arginine translocation) pathway signal sequence
2727794881	1099	200	230	3.3e-20	58.9	TIGR04057	TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region
2727794881	1099	28	1099	0.0e+00	721.1	TIGR04056	TonB-linked outer membrane protein, SusC/RagA family
2727794884	392	46	387	5.0e-60	189.3	TIGR03548	cyclically-permuted mutarotase family protein
2727794888	237	22	236	4.8e-58	183.5	TIGR00434	phosophoadenylyl-sulfate reductase (thioredoxin)
2727794888	237	41	234	1.6e-77	246.7	TIGR02055	thioredoxin-dependent adenylylsulfate APS reductase
2727794889	302	9	302	0.0e+00	424.3	TIGR02039	sulfate adenylyltransferase, small subunit
2727794890	413	3	191	2.5e-13	37.2	TIGR00231	small GTP-binding protein domain
2727794890	413	4	412	0.0e+00	538.4	TIGR02034	sulfate adenylyltransferase, large subunit
2727794891	285	9	247	8.5e-80	253.9	TIGR01469	uroporphyrin-III C-methyltransferase
2727794892	571	4	571	0.0e+00	468.4	TIGR01931	sulfite reductase [NADPH] flavoprotein, alpha-component
2727794893	551	8	551	0.0e+00	760.3	TIGR02041	sulfite reductase (NADPH) hemoprotein, beta-component
2727794894	390	18	383	3.0e-118	381.6	TIGR00937	chromate transporter, chromate ion transporter (CHR) family
2727794897	514	20	196	2.7e-39	121	TIGR01470	siroheme synthase, N-terminal domain
2727794905	468	2	468	0.0e+00	569	TIGR01350	dihydrolipoamide dehydrogenase
2727794906	468	9	135	5.1e-16	45.1	TIGR00229	PAS domain S-box
2727794924	496	13	446	0.0e+00	444.9	TIGR00757	ribonuclease, Rne/Rng family
2727794927	505	50	501	0.0e+00	584.2	TIGR00416	DNA repair protein RadA
2727794928	235	21	230	8.2e-29	86.9	TIGR00201	comF family protein
2727794933	266	143	165	2.3e-05	11.2	TIGR01643	YD repeat (two copies)
2727794934	573	24	573	0.0e+00	567.3	TIGR02289	oligoendopeptidase, M3 family
2727794935	622	3	307	1.8e-92	296.4	TIGR00585	DNA mismatch repair protein MutL
2727794938	634	13	264	1.6e-84	269.3	TIGR00502	glucosamine-6-phosphate isomerase
2727794940	496	24	495	0.0e+00	542.1	TIGR01064	pyruvate kinase
2727794941	328	8	309	0.0e+00	433.8	TIGR02482	6-phosphofructokinase
2727794945	409	32	408	1.3e-119	385.3	TIGR01224	imidazolonepropionase
2727794951	191	3	187	1.5e-52	164.1	TIGR00447	aminoacyl-tRNA hydrolase
2727794953	196	6	178	2.6e-39	120.8	TIGR00731	ribosomal protein bL25, Ctc-form
2727794954	318	5	309	2.7e-108	347.5	TIGR01251	ribose-phosphate pyrophosphokinase
2727794955	229	14	229	8.9e-65	204.5	TIGR00608	DNA repair protein radc
2727794958	1063	199	229	5.0e-14	39.1	TIGR04057	TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region
2727794958	1063	24	1063	0.0e+00	531.4	TIGR04056	TonB-linked outer membrane protein, SusC/RagA family
2727794960	428	19	409	0.0e+00	428.6	TIGR00883	metabolite-proton symporter
2727794961	703	11	673	0.0e+00	515.4	TIGR00437	ferrous iron transporter FeoB
2727794977	556	41	456	9.0e-96	307.3	TIGR00813	transporter, SSS family
2727794978	388	3	388	0.0e+00	521.2	TIGR00695	mannonate dehydratase
2727794980	633	64	570	0.0e+00	539.8	TIGR00717	ribosomal protein S1
2727794981	275	2	227	7.2e-39	119.7	TIGR03302	outer membrane assembly lipoprotein YfiO
2727794983	398	2	393	0.0e+00	422.4	TIGR00521	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase
2727794987	206	44	198	7.9e-27	80	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2727794988	329	1	320	4.6e-104	333.9	TIGR01293	voltage-dependent potassium channel beta subunit, animal
2727794989	217	5	180	1.4e-15	43.4	TIGR04409	LPS export ABC transporter periplasmic protein LptC
2727794991	242	4	238	1.9e-34	105.5	TIGR00671	pantothenate kinase, type III
2727794995	298	12	295	7.6e-86	273.9	TIGR00750	LAO/AO transport system ATPase
2727795000	49	10	35	5.1e-17	47.9	TIGR04560	ribosomal small subunit protein bTHX
2727795001	76	1	74	1.8e-12	33.4	TIGR04183	Por secretion system C-terminal sorting domain
2727795006	281	195	274	1.8e-31	94.3	TIGR00589	O-6-methylguanine DNA methyltransferase
2727795014	114	16	114	2.7e-29	87.5	TIGR01158	translation initation factor SUI1, putative, prokaryotic
2727795015	286	11	283	2.4e-92	294.9	TIGR00078	nicotinate-nucleotide pyrophosphorylase
2727795017	506	3	506	0.0e+00	685.2	TIGR01307	phosphoglycerate mutase (2,3-diphosphoglycerate-independent)
2727795019	208	22	202	7.9e-15	42.1	TIGR00231	small GTP-binding protein domain
2727795019	208	6	201	5.2e-65	205.7	TIGR03598	ribosome biogenesis GTP-binding protein YsxC/EngB
2727795024	243	35	181	7.9e-31	93.6	TIGR01444	methyltransferase, FkbM family
2727795032	338	5	327	0.0e+00	441.8	TIGR01534	glyceraldehyde-3-phosphate dehydrogenase, type I
2727795034	261	22	171	1.1e-34	106.3	TIGR00413	rare lipoprotein A
2727795037	339	9	339	5.0e-73	231.8	TIGR00179	UDP-N-acetylenolpyruvoylglucosamine reductase
2727795038	813	299	813	0.0e+00	578.8	TIGR00595	primosomal protein N'
2727795039	252	62	191	1.2e-28	85.7	TIGR00530	1-acyl-sn-glycerol-3-phosphate acyltransferases
2727795045	297	3	250	3.2e-47	147.2	TIGR01200	GLPGLI family protein
2727795055	78	1	58	1.3e-31	95.1	TIGR00009	ribosomal protein L28
2727795056	60	1	60	8.1e-23	66.8	TIGR01023	ribosomal protein L33, bacterial type
2727795058	321	40	316	9.0e-112	358.8	TIGR00064	signal recognition particle-docking protein FtsY
2727795064	292	1	292	2.0e-97	312.2	TIGR00113	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
2727795075	876	783	876	4.1e-13	35.6	TIGR04131	gliding motility-associated C-terminal domain
2727795076	338	1	320	7.4e-44	136.3	TIGR03519	type IX secretion system membrane protein, PorP/SprF family
2727795078	331	3	317	6.1e-59	185.8	TIGR03519	type IX secretion system membrane protein, PorP/SprF family
2727795079	713	626	713	3.4e-20	59.2	TIGR04131	gliding motility-associated C-terminal domain
2727795081	507	19	505	0.0e+00	429.5	TIGR02395	RNA polymerase sigma-54 factor
2727795098	1057	4	1057	0.0e+00	892.2	TIGR00914	heavy metal efflux pump, CzcA family
2727795101	365	43	360	6.5e-56	175.6	TIGR01730	RND family efflux transporter, MFP subunit
2727795102	1043	4	1040	0.0e+00	982.8	TIGR00914	heavy metal efflux pump, CzcA family
2727795103	75	1	74	1.2e-11	30.7	TIGR04183	Por secretion system C-terminal sorting domain
2727795109	376	38	369	3.1e-82	262.1	TIGR01730	RND family efflux transporter, MFP subunit
2727795110	1055	2	1053	0.0e+00	1148.5	TIGR00915	The (Largely Gram-negative Bacterial) Hydrophobe/Amphiphile Efflux-1 (HAE1) Family
2727795112	84	4	73	5.4e-28	83.1	TIGR02606	putative addiction module antidote protein, CC2985 family
2727795118	114	1	114	1.3e-48	150.2	TIGR00223	L-aspartate-alpha-decarboxylase
2727795120	188	27	179	1.9e-30	91.7	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2727795125	119	6	118	1.1e-31	95.8	TIGR00494	protein CrcB
2727795129	192	3	188	2.1e-55	173.3	TIGR00052	nudix-type nucleoside diphosphatase, YffH/AdpP family
2727795134	163	35	151	1.5e-11	30.5	TIGR02246	conserved hypothetical protein
2727795140	599	363	599	1.1e-52	165.3	TIGR04390	outer membrane protein, YaiO family
2727795142	996	224	349	1.2e-30	92.4	TIGR00229	PAS domain S-box
2727795143	449	1	443	3.3e-98	315.4	TIGR00879	MFS transporter, sugar porter (SP) family
2727795146	241	1	235	1.8e-52	164.1	TIGR00466	3-deoxy-D-manno-octulosonate cytidylyltransferase
2727795148	371	1	369	2.7e-85	272.5	TIGR00663	DNA polymerase III, beta subunit
2727795153	364	1	363	6.1e-88	281.2	TIGR00221	N-acetylglucosamine-6-phosphate deacetylase
2727795155	345	11	341	1.1e-93	299.7	TIGR01379	thiamine-phosphate kinase
2727795156	120	4	112	6.1e-27	80.2	TIGR02436	four helix bundle protein
2727795164	203	4	195	3.1e-66	209.1	TIGR02070	monofunctional biosynthetic peptidoglycan transglycosylase
2727795165	197	1	185	1.4e-30	92.6	TIGR01526	nicotinamide-nucleotide adenylyltransferase, NadR type
2727795166	207	19	207	1.2e-29	89.7	TIGR01528	nicotinamide mononucleotide transporter PnuC
2727795179	1191	22	1190	0.0e+00	1735.3	TIGR02176	pyruvate:ferredoxin (flavodoxin) oxidoreductase, homodimeric
2727795184	258	34	66	4.6e-05	10.2	TIGR01643	YD repeat (two copies)
2727795204	336	46	336	2.7e-47	147.2	TIGR01730	RND family efflux transporter, MFP subunit
2727795206	1030	104	687	4.2e-109	352.8	TIGR01129	protein-export membrane protein SecD
2727795206	1030	450	680	7.1e-72	229.3	TIGR00916	protein-export membrane protein, SecD/SecF family
2727795206	1030	742	1007	2.7e-66	211.4	TIGR00966	protein-export membrane protein SecF
2727795212	544	2	527	0.0e+00	868.7	TIGR02348	chaperonin GroL
2727795220	310	137	294	7.4e-35	106.2	TIGR01951	transcription antitermination factor NusB
2727795222	109	17	101	3.8e-27	80.5	TIGR00739	preprotein translocase, YajC subunit
2727795223	199	4	191	6.4e-45	139.4	TIGR00152	dephospho-CoA kinase
2727795231	474	4	160	2.7e-16	46.9	TIGR00719	L-serine dehydratase, iron-sulfur-dependent, beta subunit
2727795231	474	6	467	0.0e+00	571.4	TIGR00720	L-serine dehydratase, iron-sulfur-dependent, single chain form
2727795232	386	23	374	0.0e+00	436.7	TIGR03700	putative menaquinone biosynthesis radical SAM enzyme, SCO4494 family
2727795232	386	66	374	9.0e-101	324.1	TIGR00423	radical SAM domain protein, CofH subfamily
2727795233	413	1	413	0.0e+00	542.7	TIGR00889	nucleoside transporter
2727795234	105	5	105	4.3e-41	125.4	TIGR01068	thioredoxin
2727795236	1223	4	1093	0.0e+00	1192.6	TIGR00594	DNA-directed DNA polymerase III (polc)
2727795241	216	41	194	3.7e-68	214.8	TIGR00401	methionine-S-sulfoxide reductase
2727795247	454	3	454	3.0e-128	414.4	TIGR00538	oxygen-independent coproporphyrinogen III oxidase
2727795248	367	30	146	4.5e-22	64.7	TIGR00229	PAS domain S-box
2727795249	640	33	428	4.0e-66	209.5	TIGR00066	gamma-glutamyltranspeptidase
2727795255	285	49	275	7.8e-38	115.8	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2727795257	338	32	332	3.0e-125	402.9	TIGR01292	thioredoxin-disulfide reductase
2727795258	120	1	119	1.0e-19	58.1	TIGR00526	FolB domain
2727795258	120	2	115	7.7e-24	71.6	TIGR00525	dihydroneopterin aldolase
2727795262	449	22	422	8.8e-46	142.5	TIGR00797	putative efflux protein, MATE family
2727795264	181	1	179	4.1e-37	113.8	TIGR00095	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
2727795265	218	7	168	2.4e-44	137.5	TIGR00347	dethiobiotin synthase
2727795266	189	3	183	1.1e-36	112.5	TIGR02727	5,10-methenyltetrahydrofolate synthetase
2727795267	361	18	334	5.2e-48	149.7	TIGR00682	tetraacyldisaccharide 4'-kinase
2727795268	674	1	653	0.0e+00	691.2	TIGR02063	ribonuclease R
2727795268	674	8	652	0.0e+00	502.9	TIGR00358	VacB and RNase II family 3'-5' exoribonucleases
2727795272	885	17	849	0.0e+00	1127.5	TIGR01063	DNA gyrase, A subunit
2727795276	164	5	158	1.5e-32	98.6	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2727795281	114	1	114	3.6e-49	152	TIGR01032	ribosomal protein L20
2727795282	81	17	79	3.9e-27	80.6	TIGR00001	ribosomal protein L35
2727795283	195	25	187	3.6e-58	181.9	TIGR00168	translation initiation factor IF-3
2727795284	645	72	638	0.0e+00	675.7	TIGR00418	threonyl-tRNA synthetase
2727795293	238	12	225	4.1e-63	198.5	TIGR00370	sensor histidine kinase inhibitor, KipI family
2727795294	324	2	319	2.4e-77	246	TIGR00724	biotin-dependent carboxylase uncharacterized domain
2727795297	367	16	337	6.8e-102	327	TIGR03167	tRNA 2-selenouridine synthase
2727795300	678	2	672	0.0e+00	968.1	TIGR00631	excinuclease ABC, B subunit
2727795304	490	3	480	0.0e+00	688.2	TIGR01317	glutamate synthases, NADH/NADPH, small subunit
2727795307	707	197	227	3.3e-20	58.9	TIGR04057	TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region
2727795307	707	25	706	0.0e+00	562.5	TIGR04056	TonB-linked outer membrane protein, SusC/RagA family
2727795310	1295	2	702	0.0e+00	668.9	TIGR01180	alpha-1,2-mannosidase, putative
2727795315	344	2	338	0.0e+00	477.7	TIGR03858	probable oxidoreductase, LLM family
2727795323	800	40	799	0.0e+00	912.6	TIGR00763	endopeptidase La
2727795325	437	1	159	8.5e-27	82.3	TIGR00231	small GTP-binding protein domain
2727795325	437	3	435	0.0e+00	547	TIGR03594	ribosome-associated GTPase EngA
2727795326	290	1	163	1.9e-28	86.4	TIGR00231	small GTP-binding protein domain
2727795326	290	4	272	2.1e-76	243.8	TIGR00436	GTP-binding protein Era
2727795332	227	1	226	1.1e-62	197.8	TIGR01205	D-alanine--D-alanine ligase
2727795333	320	43	310	4.6e-101	323.9	TIGR00393	KpsF/GutQ family protein
2727795334	766	40	641	0.0e+00	658.9	TIGR01389	ATP-dependent DNA helicase RecQ
2727795334	766	42	498	0.0e+00	505.6	TIGR00614	ATP-dependent DNA helicase, RecQ family
2727795335	384	34	364	3.4e-15	42	TIGR00661	conserved hypothetical protein
2727795337	89	6	77	3.0e-37	112.9	TIGR03643	TIGR03643 family protein
2727795344	188	49	182	9.3e-58	180.2	TIGR00357	methionine-R-sulfoxide reductase
2727795346	254	12	242	6.8e-31	93.5	TIGR00384	succinate dehydrogenase and fumarate reductase iron-sulfur protein
2727795348	137	25	122	2.1e-12	33.5	TIGR03067	Planctomycetes uncharacterized domain TIGR03067
2727795357	397	4	388	0.0e+00	516.7	TIGR01034	S-adenosylmethionine synthetase
2727795360	281	1	281	6.5e-87	278	TIGR00018	pantoate--beta-alanine ligase
2727795360	281	24	88	7.8e-11	29.3	TIGR00125	cytidyltransferase-like domain
2727795361	341	11	333	2.5e-18	52.5	TIGR00374	conserved hypothetical protein
2727795362	165	19	162	4.6e-62	195.2	TIGR02199	rfaE bifunctional protein, domain II
2727795362	165	31	98	6.9e-19	55.1	TIGR00125	cytidyltransferase-like domain
2727795363	717	25	703	0.0e+00	698.7	TIGR03705	polyphosphate kinase 1
2727795365	271	7	271	1.6e-102	328.5	TIGR00222	3-methyl-2-oxobutanoate hydroxymethyltransferase
2727795376	164	2	156	1.5e-23	69.7	TIGR00040	phosphoesterase, MJ0936 family
2727795377	377	25	374	9.5e-77	244.2	TIGR01141	histidinol-phosphate aminotransferase
2727795385	1558	1464	1558	1.1e-17	50.2	TIGR04131	gliding motility-associated C-terminal domain
2727795386	312	7	299	7.3e-86	274.2	TIGR03519	type IX secretion system membrane protein, PorP/SprF family
2727795392	503	228	503	1.7e-67	214.6	TIGR00196	yjeF C-terminal region, hydroxyethylthiazole kinase-related
2727795392	503	9	218	3.6e-37	115	TIGR00197	yjeF N-terminal region
2727795395	996	221	251	1.4e-20	60.1	TIGR04057	TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region
2727795395	996	28	996	0.0e+00	601.5	TIGR04056	TonB-linked outer membrane protein, SusC/RagA family
2727795399	169	9	137	2.2e-45	140.1	TIGR01498	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
2727795405	958	14	948	0.0e+00	1447.8	TIGR00461	glycine dehydrogenase (decarboxylating)
2727795412	463	7	461	5.6e-108	347.5	TIGR00400	Mg2+ transporter (mgtE)
2727795415	534	17	513	8.9e-123	397.4	TIGR00711	drug resistance transporter, EmrB/QacA subfamily
2727795415	534	56	195	7.1e-32	97.6	TIGR00880	Multidrug resistance protein
2727795418	451	11	444	0.0e+00	493.8	TIGR03356	beta-galactosidase
2727795427	291	10	191	6.2e-60	189.3	TIGR00070	ATP phosphoribosyltransferase
2727795427	291	191	290	4.0e-35	107.2	TIGR03455	ATP phosphoribosyltransferase, C-terminal domain
2727795428	425	30	422	0.0e+00	531.1	TIGR00069	histidinol dehydrogenase
2727795430	351	10	348	1.3e-113	365.3	TIGR01141	histidinol-phosphate aminotransferase
2727795433	377	3	162	2.3e-53	167.6	TIGR01261	histidinol-phosphatase
2727795433	377	4	152	4.2e-17	50.2	TIGR01662	HAD-superfamily hydrolase, subfamily IIIA
2727795433	377	4	156	1.4e-32	100.3	TIGR01656	histidinol-phosphate phosphatase family domain
2727795437	209	2	209	1.1e-51	161.4	TIGR00566	glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase
2727795438	330	5	329	6.4e-97	310.7	TIGR01245	anthranilate phosphoribosyltransferase
