id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	bigg id	kegg id	kegg pathways	metacyc pathways
rxn02342_c0	=	Cytosol_0	(Ga0182890_11983 and Unknown)	R03270_c0		-2.81		(1)  cpd00213[c0] + (1)  cpd03049[c0] <=> (1)  cpd00056[c0] + (1)  cpd00836[c0]	(1)  Lipoamide_c0[c0] + (1)  2-Hydroxyethyl-ThPP_c0[c0] <=> (1)  TPP_c0[c0] + (1)  S-Acetyldihydrolipoamide_c0[c0]		R03270	Glycolysis / Gluconeogenesis|Citrate cycle (TCA cycle)|Pyruvate metabolism	
rxn01452_c0	=	Cytosol_0	(Ga0182890_10217 or Ga0182890_10217)	(S)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase_c0		3.76		(1)  cpd00006[c0] + (1)  cpd00842[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd00279[c0]	(1)  NADP_c0[c0] + (1)  (S) -3-Hydroxybutyryl-CoA_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  Acetoacetyl-CoA_c0[c0]		R01976	Benzoate degradation|Butanoate metabolism	
rxn00642_c0	>	Cytosol_0	Ga0182890_108254	GDP-mannose 4,6-hydro-lyase (GDP-4-dehydro-6-deoxy-D-mannose-forming)_c0	4.2.1.47	-13.9		(1)  cpd00083[c0] => (1)  cpd00001[c0] + (1)  cpd00900[c0]	(1)  GDP-mannose_c0[c0] => (1)  H2O_c0[c0] + (1)  GDP-4-dehydro-D-rhamnose_c0[c0]	GDPMD	R00888	Fructose and mannose metabolism|Amino sugar and nucleotide sugar metabolism	Biosynthesis|CARBO-BIOSYNTHESIS|COLANSYN-PWY|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|GDPRHAMSYN-PWY|Lipopolysaccharide-Biosynthesis|O-Antigen-Biosynthesis|Rhamnose-Biosynthesis|SUGAR-NUCLEOTIDES
rxn00022_c0	>	Cytosol_0	Ga0182890_11521	maltose glucohydrolase_c0		-3.11		(1)  cpd00001[c0] + (1)  cpd00179[c0] => (2)  cpd00027[c0]	(1)  H2O_c0[c0] + (1)  Maltose_c0[c0] => (2)  D-Glucose_c0[c0]		R00028	Starch and sucrose metabolism	
rxn00973_c0	=	Cytosol_0	(Unknown and Ga0182890_106124 and Unknown and Unknown and Unknown)	citrate hydroxymutase_c0		1.42		(1)  cpd00137[c0] <=> (1)  cpd00260[c0]	(1)  Citrate_c0[c0] <=> (1)  Isocitrate_c0[c0]	ACONT	R01324		
rxn02000_c0	=	Cytosol_0	Ga0182890_108258	dTDP-4-dehydro-6-deoxy-D-glucose 3,5-epimerase_c0		0		(1)  cpd00521[c0] <=> (1)  cpd00522[c0]	(1)  dTDP-4-oxo-6-deoxy-D-glucose_c0[c0] <=> (1)  dTDP-4-oxo-L-rhamnose_c0[c0]	TDPDRE	R06514	Streptomycin biosynthesis|Polyketide sugar unit biosynthesis	
rxn03239_c0	=	Cytosol_0	((Unknown and Ga0182890_10217) or Ga0182890_10217)	(S)-3-Hydroxyhexadecanoyl-CoA:NAD+ oxidoreductase_c0		3.76		(1)  cpd00003[c0] + (1)  cpd03113[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd03114[c0]	(1)  NAD_c0[c0] + (1)  (S) -3-Hydroxyhexadecanoyl-CoA_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  3-Oxopalmitoyl-CoA_c0[c0]	HACD7	R04737	Fatty acid elongation|Fatty acid degradation	
rxn03120_c0	=	Cytosol_0	Ga0182890_10425	UDP-apiose:apigenin 7-O-beta-D-glucoside 2''-O-beta-D-apiofuranosyltransferase_c0	2.4.2.25	-1.7		(1)  cpd01140[c0] + (1)  cpd02807[c0] <=> (1)  cpd00014[c0] + (1)  cpd02952[c0]	(1)  UDP-apiose_c0[c0] + (1)  Cosmetin_c0[c0] <=> (1)  UDP_c0[c0] + (1)  Apiin_c0[c0]		R04526	Flavone and flavonol biosynthesis	Biosynthesis|FLAVONE-SYN|FLAVONOID-SYN|PHENYLPROPANOID-SYN|SECONDARY-METABOLITE-BIOSYNTHESIS
rxn11962_c0	=	Cytosol_0	Ga0182890_108270	R02670_c0		-51.03		(4)  cpd00007[c0] + (2)  cpd00483[c0] <=> (2)  cpd00025[c0] + (2)  cpd00067[c0] + (2)  cpd00532[c0] + (1)  cpd03351[c0]	(4)  O2_c0[c0] + (2)  3-Hydroxyanthranilate_c0[c0] <=> (2)  H2O2_c0[c0] + (2)  H+_c0[c0] + (2)  O2-_c0[c0] + (1)  Cinnavalininate_c0[c0]		R02670	Tryptophan metabolism	
rxn13783_c0	>	Cytosol_0	(Ga0182890_11268 and Ga0182890_106275 and Unknown and Unknown and Unknown and Ga0182890_12324 and Ga0182890_1049 and Unknown and Unknown and Ga0182890_12124 and Unknown and Unknown and Ga0182890_10835 and Unknown and (Ga0182890_10810 or Ga0182890_12331 or Ga0182890_11195) and Ga0182890_106182 and Unknown and Ga0182890_10978 and Unknown and Unknown and Ga0182890_108297 and Unknown and Unknown)	DNA replication_c0				 => (1)  cpd17042[c0]	 => (1)  DNA replication_c0[c0]				
rxn05392_c0	>	Cytosol_0	(Ga0182890_106230 and (Ga0182890_106295 or Ga0182890_10880))	7-methyl-octanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0		2.156		(1)  cpd11492[c0] + (1)  cpd11528[c0] => (1)  cpd00011[c0] + (1)  cpd11493[c0] + (1)  cpd11529[c0]	(1)  Malonyl-acyl-carrierprotein-_c0[c0] + (1)  7-methyl-octanoyl-ACP_c0[c0] => (1)  CO2_c0[c0] + (1)  ACP_c0[c0] + (1)  9-methyl-3-oxo-decanoyl-ACP_c0[c0]				
rxn00199_c0	>	Cytosol_0	Ga0182890_12345	oxalosuccinate carboxy-lyase (2-oxoglutarate-forming)_c0		-3.09		(1)  cpd00067[c0] + (1)  cpd03187[c0] => (1)  cpd00011[c0] + (1)  cpd00024[c0]	(1)  H+_c0[c0] + (1)  Oxalosuccinate_c0[c0] => (1)  CO2_c0[c0] + (1)  2-Oxoglutarate_c0[c0]	IDP2_2	R00268	Citrate cycle (TCA cycle)	
rxn10231_c0	>	Cytosol_0	Ga0182890_107403	isohexadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase_c0		-15.04		(1)  cpd00054[c0] + (1)  cpd15688[c0] => (1)  cpd00046[c0] + (2)  cpd00067[c0] + (1)  cpd15694[c0]	(1)  L-Serine_c0[c0] + (1)  CDP-1,2-diisohexadecanoylglycerol_c0[c0] => (1)  CMP_c0[c0] + (2)  H+_c0[c0] + (1)  Diisohexadecanoylphosphatidylserine_c0[c0]				
rxn12637_c0	=	Cytosol_0	Ga0182890_10725	RXN0-6987.c_c0		-0.46		(1)  cpd00001[c0] + (1)  cpd11589[c0] <=> (1)  cpd00033[c0] + (1)  cpd00041[c0]	(1)  H2O_c0[c0] + (1)  gly-asp-L_c0[c0] <=> (1)  Glycine_c0[c0] + (1)  L-Aspartate_c0[c0]	AMPEP13			
rxn09240_c0	=	Cytosol_0	(Ga0182890_10764 and Ga0182890_10765)	Sulfate adenyltransferase_c0		-3.78		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00038[c0] + (1)  cpd00048[c0] <=> (1)  cpd00009[c0] + (1)  cpd00012[c0] + (1)  cpd00031[c0] + (1)  cpd00067[c0] + (1)  cpd00193[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  GTP_c0[c0] + (1)  Sulfate_c0[c0] <=> (1)  Phosphate_c0[c0] + (1)  PPi_c0[c0] + (1)  GDP_c0[c0] + (1)  H+_c0[c0] + (1)  APS_c0[c0]	SADT2			
rxn01219_c0	=	Cytosol_0	Ga0182890_11876	ATP:dCMP phosphotransferase_c0		9.53		(1)  cpd00002[c0] + (1)  cpd00067[c0] + (1)  cpd00206[c0] <=> (1)  cpd00008[c0] + (1)  cpd00533[c0]	(1)  ATP_c0[c0] + (1)  H+_c0[c0] + (1)  dCMP_c0[c0] <=> (1)  ADP_c0[c0] + (1)  dCDP_c0[c0]	CYTK2	R01665	Pyrimidine metabolism	
rxn00258_c0	=	Cytosol_0	Ga0182890_11840	Malonyl-CoA:pyruvate carboxytransferase_c0		0		(1)  cpd00020[c0] + (1)  cpd00070[c0] <=> (1)  cpd00022[c0] + (1)  cpd00032[c0]	(1)  Pyruvate_c0[c0] + (1)  Malonyl-CoA_c0[c0] <=> (1)  Acetyl-CoA_c0[c0] + (1)  Oxaloacetate_c0[c0]		R00353	Propanoate metabolism	
rxn00211_c0	=	Cytosol_0	(Ga0182890_11186 or Ga0182890_11184)	UDP-glucose:NAD+ 6-oxidoreductase_c0		-4.58		(1)  cpd00001[c0] + (2)  cpd00003[c0] + (1)  cpd00026[c0] <=> (2)  cpd00004[c0] + (3)  cpd00067[c0] + (1)  cpd00144[c0]	(1)  H2O_c0[c0] + (2)  NAD_c0[c0] + (1)  UDP-glucose_c0[c0] <=> (2)  NADH_c0[c0] + (3)  H+_c0[c0] + (1)  UDPglucuronate_c0[c0]	UDPGD	R00286	Pentose and glucuronate interconversions|Ascorbate and aldarate metabolism|Starch and sucrose metabolism|Amino sugar and nucleotide sugar metabolism	Activation-Inactivation-Interconversion|Ascorbate-Biosynthesis|Biosynthesis|CARBO-BIOSYNTHESIS|COLANSYN-PWY|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Cell-Structure-Biosynthesis|Cofactor-Biosynthesis|Degradation|GALACTOSE-DEGRADATION|Interconversion|PWY3DJ-35471|SUGAR-NUCLEOTIDES|Sugars-And-Polysaccharides|Vitamin-Biosynthesis
rxn02945_c0	>	Cytosol_0	Ga0182890_108263	prephytoene diphosphate:geranylgeranyl-diphosphate geranylgeranyltransferase_c0		-13.19		(1)  cpd02168[c0] => (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd03211[c0]	(1)  Prephytoene diphosphate_c0[c0] => (1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  15-cis-Phytoene_c0[c0]		R04218	Carotenoid biosynthesis	Biosynthesis|CAROTENOID-PWY|CAROTENOID-SYN|Lycopene-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|TETRATERPENOID-SYN|Terpenoid-Biosynthesis
rxn01210_c0	>	Cytosol_0	(Ga0182890_12139 and Ga0182890_12139)	10-Formyltetrahydrofolate:L-glutamate ligase (ADP-forming)_c0		-20.65		(1)  cpd00002[c0] + (1)  cpd00023[c0] + (1)  cpd00201[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd03524[c0]	(1)  ATP_c0[c0] + (1)  L-Glutamate_c0[c0] + (1)  10-Formyltetrahydrofolate_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  10-Formyl-THF-L-glutamate_c0[c0]		R01654		
rxn01218_c0	>	Cytosol_0	(Ga0182890_106274 or Ga0182890_106273)	2'-Deoxycytidine 5'-monophosphate phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd00206[c0] => (1)  cpd00009[c0] + (1)  cpd00654[c0]	(1)  H2O_c0[c0] + (1)  dCMP_c0[c0] => (1)  Phosphate_c0[c0] + (1)  Deoxycytidine_c0[c0]	NTD3	R01664	Pyrimidine metabolism	
rxn05367_c0	>	Cytosol_0	((Ga0182890_10880 or Ga0182890_106295) and Ga0182890_106230)	6-methyl-octanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0		2.156		(1)  cpd11492[c0] + (1)  cpd11503[c0] => (1)  cpd00011[c0] + (1)  cpd11493[c0] + (1)  cpd11504[c0]	(1)  Malonyl-acyl-carrierprotein-_c0[c0] + (1)  6-methyl-octanoyl-ACP_c0[c0] => (1)  CO2_c0[c0] + (1)  ACP_c0[c0] + (1)  8-methyl-3-oxo-decanoyl-ACP_c0[c0]				
rxn03456_c0	=	Cytosol_0	Ga0182890_11424	cyclohexane-1,2-dione acylhydrolase (decyclizing)_c0	3.7.1.11	14.84		(1)  cpd00067[c0] + (1)  cpd03640[c0] <=> (1)  cpd00001[c0] + (1)  cpd03643[c0]	(1)  H+_c0[c0] + (1)  6-Oxohexanoate_c0[c0] <=> (1)  H2O_c0[c0] + (1)  Cyclohexan-1,2-dione_c0[c0]		R05100	Caprolactam degradation	
rxn03360_c0	=	Cytosol_0	Ga0182890_107368	5-Hydroxykynurenamine decarboxy-lyase_c0		3.09		(1)  cpd00011[c0] + (1)  cpd03349[c0] <=> (1)  cpd00067[c0] + (1)  cpd03362[c0]	(1)  CO2_c0[c0] + (1)  5-Hydroxykynurenamine_c0[c0] <=> (1)  H+_c0[c0] + (1)  5-Hydroxykynurenine_c0[c0]		R04909	Tryptophan metabolism	
rxn02898_c0	>	Cytosol_0	Ga0182890_11252	O-Succinylbenzoyl-CoA 1,4-dihydroxy-2-naphthoate-lyase_c0		-14.27		(1)  cpd02021[c0] => (1)  cpd00010[c0] + (1)  cpd02295[c0]	(1)  Succinylbenzoyl-CoA_c0[c0] => (1)  CoA_c0[c0] + (1)  1-4-Dihydroxy-2-naphthoate_c0[c0]	NPHS	R04150		
rxn01199_c0	=	Cytosol_0	Ga0182890_106280	ATP:D-xylulose 5-phosphotransferase_c0		-14.08		(1)  cpd00002[c0] + (1)  cpd00259[c0] <=> (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00198[c0]	(1)  ATP_c0[c0] + (1)  D-Lyxulose_c0[c0] <=> (1)  ADP_c0[c0] + (1)  H+_c0[c0] + (1)  D-Xylulose5-phosphate_c0[c0]	XKS1	R01639	Pentose and glucuronate interconversions	Carbohydrates-Degradation|DARABITOLUTIL-PWY|Degradation|LARABITOLUTIL-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|XYLCAT-PWY|Xylose-Degradation
rxn00545_c0	=	Cytosol_0	Ga0182890_110116	ATP:D-fructose-6-phosphate 1-phosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00072[c0] <=> (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00290[c0]	(1)  ATP_c0[c0] + (1)  D-fructose-6-phosphate_c0[c0] <=> (1)  ADP_c0[c0] + (1)  H+_c0[c0] + (1)  D-fructose-1,6-bisphosphate_c0[c0]	PFK	R00756		
rxn10344_c0	>	Cytosol_0	Ga0182890_106514	Lead (Pb+2) ABC transporter_c0		-6.817		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd04097[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd04097[e0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Pb_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Pb_e0[e0]				
rxn01547_c0	=	Cytosol_0	Ga0182890_107298	Guanosine aminohydrolase_c0		-8.88		(1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd00311[c0] <=> (1)  cpd00013[c0] + (1)  cpd01217[c0]	(1)  H2O_c0[c0] + (1)  H+_c0[c0] + (1)  Guanosine_c0[c0] <=> (1)  NH3_c0[c0] + (1)  Xanthosine_c0[c0]		R02145		AROMATIC-COMPOUNDS-DEGRADATION|Degradation|Guanosine-Nucleotides-Degradation|NUCLEO-DEG|P165-PWY|Purine-Degradation|Urate-Degradation
rxn02320_c0	=	Cytosol_0	(Ga0182890_107281 and Unknown)	5-Amino-2-oxopentanoate:2-oxoglutarate aminotransferase_c0		-2.46		(1)  cpd00024[c0] + (1)  cpd00807[c0] <=> (1)  cpd00023[c0] + (1)  cpd00930[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  L-histidinol-phosphate_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  imidazole acetol-phosphate_c0[c0]	HIS5	R03243	Histidine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn03384_c0	=	Cytosol_0	Ga0182890_12212	Uroporphyrinogen I carboxy-lyase_c0		-19.6		(4)  cpd00067[c0] + (1)  cpd03414[c0] <=> (4)  cpd00011[c0] + (1)  cpd03416[c0]	(4)  H+_c0[c0] + (1)  UroporphyrinogenI_c0[c0] <=> (4)  CO2_c0[c0] + (1)  CoproporphyrinogenI_c0[c0]	UPPDC2	R04972	Porphyrin and chlorophyll metabolism	
rxn00262_c0	>	Cytosol_0	Ga0182890_1232	L-Aspartic acid:oxygen oxidoreductase (deaminating)_c0		-23.02		(1)  cpd00001[c0] + (1)  cpd00007[c0] + (1)  cpd00041[c0] => (1)  cpd00013[c0] + (1)  cpd00025[c0] + (1)  cpd00032[c0]	(1)  H2O_c0[c0] + (1)  O2_c0[c0] + (1)  L-Aspartate_c0[c0] => (1)  NH3_c0[c0] + (1)  H2O2_c0[c0] + (1)  Oxaloacetate_c0[c0]	ASPO7	R00357	Alanine, aspartate and glutamate metabolism	
rxn05404_c0	>	Cytosol_0	(Ga0182890_106230 and (Ga0182890_10880 or Ga0182890_106295))	13-methyl-tetra-decanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0		2.156		(1)  cpd11492[c0] + (1)  cpd11540[c0] => (1)  cpd00011[c0] + (1)  cpd11493[c0] + (1)  cpd11541[c0]	(1)  Malonyl-acyl-carrierprotein-_c0[c0] + (1)  13-methyl-tetra-decanoyl-ACP_c0[c0] => (1)  CO2_c0[c0] + (1)  ACP_c0[c0] + (1)  15-methyl-3-oxo-hexa-decanoyl-ACP_c0[c0]				
rxn02796_c0	=	Cytosol_0	(Ga0182890_10637 or Ga0182890_107269)	chenodeoxycholoyltaurine amidohydrolase_c0	3.5.1.74	-0.46		(1)  cpd00001[c0] + (1)  cpd03246[c0] <=> (1)  cpd00210[c0] + (1)  cpd01663[c0]	(1)  H2O_c0[c0] + (1)  Taurochenodeoxycholate_c0[c0] <=> (1)  Taurine_c0[c0] + (1)  Chenodiol_c0[c0]		R03977	Primary bile acid biosynthesis	
rxn10126_c0	>	Cytosol_0	(Ga0182890_11137 and Ga0182890_11136)	succinate dehyrdogenase_c0		-8.12		(1)  cpd00982[c0] + (1)  cpd15560[c0] => (1)  cpd00015[c0] + (1)  cpd00067[c0] + (1)  cpd15561[c0]	(1)  FADH2_c0[c0] + (1)  Ubiquinone-8_c0[c0] => (1)  FAD_c0[c0] + (1)  H+_c0[c0] + (1)  Ubiquinol-8_c0[c0]	SUCD4			
rxn10209_c0	>	Cytosol_0	(Unknown and Ga0182890_107165)	anteisopentadecanoyl-glycerol-3-phosphate O-acyltransferase_c0		-3.614		(1)  cpd00080[c0] + (1)  cpd11439[c0] => (1)  cpd00010[c0] + (1)  cpd15675[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  fa4coa_c0[c0] => (1)  CoA_c0[c0] + (1)  1-anteisopentadecanoyl-sn-glycerol 3-phosphate_c0[c0]				
rxn08084_c0	>	Cytosol_0	Ga0182890_10977	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C14:0)_c0				(1)  cpd00067[c0] + (1)  cpd11466[c0] + (1)  cpd15331[c0] => (1)  cpd11493[c0] + (1)  cpd15522[c0]	(1)  H+_c0[c0] + (1)  Myristoyl-ACP_c0[c0] + (1)  1-tetradecanoyl-sn-glycerol 3-phosphate_c0[c0] => (1)  ACP_c0[c0] + (1)  1,2-ditetradecanoyl-sn-glycerol 3-phosphate_c0[c0]	AGPAT140			
rxn10225_c0	=	Cytosol_0	Ga0182890_11785	isohexadecanoyl-phosphatidate cytidylyltransferase_c0		1.07		(1)  cpd00052[c0] + (1)  cpd15682[c0] <=> (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd15688[c0]	(1)  CTP_c0[c0] + (1)  1,2-diisohexadecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  CDP-1,2-diisohexadecanoylglycerol_c0[c0]				
rxn01486_c0	>	Cytosol_0	(Ga0182890_11262 or Ga0182890_108263)	trans,trans-Farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase_c0		-22.53		(1)  cpd00113[c0] + (1)  cpd00350[c0] => (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd00289[c0]	(1)  Isopentenyldiphosphate_c0[c0] + (1)  Farnesyldiphosphate_c0[c0] => (1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  Geranylgeranyl diphosphate_c0[c0]	FRTT	R02061	Terpenoid backbone biosynthesis	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|Phylloquinone-Biosynthesis|Polyprenyl-Biosynthesis|Quinone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn05444_c0	>	Cytosol_0	Ga0182890_108339	15-methyl-trans-hexa-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11543[c0] => (1)  cpd00003[c0] + (1)  cpd11544[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  15-methyl-trans-hexa-dec-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  15-methyl-hexa-decanoyl-ACP_c0[c0]				
