gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2727790690	299	140	249	2	128	9.1e-14	51.6	pfam00903	Glyoxalase	128
2727790691	347	14	340	1	291	2.0e-43	149.1	pfam04909	Amidohydro_2	291
2727790692	317	17	76	1	59	2.4e-17	62.5	pfam00126	HTH_1	60
2727790692	317	102	307	7	204	9.3e-18	64.2	pfam03466	LysR_substrate	209
2727790693	944	38	269	5	238	4.3e-28	98	pfam17158	MASE4	239
2727790693	944	292	357	1	64	3.5e-17	62.1	pfam00512	HisKA	64
2727790693	944	404	520	1	110	8.9e-28	97	pfam02518	HATPase_c	111
2727790693	944	541	658	1	110	2.0e-18	66.5	pfam00072	Response_reg	112
2727790693	944	690	801	1	108	3.4e-27	94.7	pfam00072	Response_reg	112
2727790693	944	855	943	2	75	1.0e-06	28.7	pfam01627	Hpt	85
2727790694	170	24	166	12	139	5.1e-31	107.8	pfam05229	SCPU	139
2727790695	155	2	65	493	551	1.8e-06	27	pfam00577	Usher	551
2727790697	166	4	135	4	125	3.0e-11	43.4	pfam00293	NUDIX	131
2727790698	274	121	253	18	118	9.6e-34	115.7	pfam01618	MotA_ExbB	124
2727790699	141	16	140	6	129	2.2e-27	95.6	pfam02472	ExbD	130
2727790700	141	10	137	3	126	1.7e-23	83.1	pfam02472	ExbD	130
2727790703	381	153	323	1	202	9.4e-09	35.9	pfam00149	Metallophos	204
2727790704	371	4	136	1	136	1.8e-40	138.2	pfam05222	AlaDh_PNT_N	136
2727790704	371	140	371	1	212	1.3e-76	256.5	pfam01262	AlaDh_PNT_C	214
2727790705	102	9	93	2	82	2.9e-35	120.5	pfam12769	PNTB_4TM	82
2727790706	474	6	472	2	460	0.0e+00	618.3	pfam02233	PNTB	461
2727790707	564	33	469	2	422	1.0e-105	353.7	pfam00501	AMP-binding	423
2727790707	564	477	551	1	74	1.1e-17	64.6	pfam13193	AMP-binding_C	74
2727790708	233	4	232	2	233	7.7e-54	182.3	pfam01048	PNP_UDP_1	234
2727790709	329	26	324	5	292	8.5e-45	153.2	pfam01544	CorA	292
2727790712	158	96	155	7	51	5.3e-14	51.9	pfam09722	DUF2384	51
2727790713	160	6	158	2	156	1.3e-24	86.8	pfam08808	RES	162
2727790716	124	56	109	1	54	3.5e-13	49.2	pfam05598	DUF772	73
2727790717	429	33	119	1	100	4.5e-10	39.6	pfam09298	FAA_hydrolase_N	100
2727790717	429	124	424	3	217	9.6e-56	188.7	pfam01557	FAA_hydrolase	218
2727790718	178	6	135	1	128	3.5e-17	62.7	pfam00903	Glyoxalase	128
2727790719	120	16	83	1	65	6.4e-14	52	pfam02656	DUF202	68
2727790720	327	50	324	1	273	1.6e-68	230.6	pfam03401	TctC	274
2727790721	317	3	62	1	59	4.2e-16	58.5	pfam00126	HTH_1	60
2727790721	317	89	300	3	206	1.1e-14	54.2	pfam03466	LysR_substrate	209
2727790722	529	3	415	1	309	1.4e-55	188.7	pfam00884	Sulfatase	309
2727790722	529	450	520	41	100	4.2e-08	33.2	pfam16347	DUF4976	103
2727790724	73	4	68	3	44	4.7e-08	33.1	pfam01527	HTH_Tnp_1	75
2727790725	374	38	136	5	75	1.8e-07	30.8	pfam00355	Rieske	89
2727790725	374	169	373	9	212	1.7e-31	109.8	pfam00848	Ring_hydroxyl_A	214
2727790726	300	151	285	5	131	4.8e-07	29.9	pfam00892	EamA	137
2727790727	297	7	143	1	107	3.1e-14	53.3	pfam00581	Rhodanese	107
2727790727	297	171	288	4	106	2.1e-06	28.1	pfam00581	Rhodanese	107
2727790730	439	8	278	5	251	6.2e-27	94.2	pfam00999	Na_H_Exchanger	381
2727790730	439	311	430	276	380	1.1e-07	30.9	pfam00999	Na_H_Exchanger	381
2727790731	278	77	189	2	93	8.6e-13	48	pfam12146	Hydrolase_4	239
2727790733	423	77	219	2	119	1.8e-11	43.9	pfam13091	PLDc_2	133
2727790733	423	262	391	4	132	1.5e-29	102.4	pfam13091	PLDc_2	133
2727790734	232	4	231	22	231	4.7e-57	193.5	pfam13350	Y_phosphatase3	232
2727790736	187	43	181	3	139	1.1e-27	96.8	pfam13628	DUF4142	139
2727790738	103	6	102	1	82	2.3e-19	70.2	pfam13609	Porin_4	312
2727790739	205	42	205	4	166	2.1e-40	138.2	pfam03232	COQ7	172
2727790740	149	43	143	2	99	1.1e-15	57.8	pfam02566	OsmC	100
2727790741	514	20	311	8	294	2.5e-78	263.4	pfam00291	PALP	294
2727790741	514	324	418	1	91	8.6e-24	83	pfam00585	Thr_dehydrat_C	91
2727790741	514	424	512	8	91	2.9e-22	78.1	pfam00585	Thr_dehydrat_C	91
2727790742	226	9	128	69	127	2.2e-07	30.7	pfam11356	T2SSC	140
2727790743	146	10	36	2	26	1.7e-08	33.5	pfam07963	N_methyl	27
2727790743	146	38	145	1	108	5.4e-43	145.3	pfam08334	T2SSG	108
2727790744	157	15	41	5	26	8.4e-09	34.5	pfam07963	N_methyl	27
2727790745	124	8	33	5	26	4.2e-09	35.4	pfam07963	N_methyl	27
2727790745	124	46	122	4	80	5.2e-23	80.9	pfam02501	T2SSI	80
2727790746	227	1	27	1	25	5.0e-07	28.9	pfam07963	N_methyl	27
2727790747	324	28	306	1	279	8.9e-62	208.9	pfam03934	T2SSK	280
2727790748	400	4	236	46	232	1.1e-14	54.2	pfam05134	T2SSL	233
2727790748	400	254	400	6	140	9.5e-12	44.9	pfam12693	GspL_C	158
2727790749	162	6	159	2	155	1.5e-18	67.2	pfam04612	T2SSM	160
2727790750	265	48	262	2	207	2.0e-25	90.2	pfam01203	T2SSN	211
2727790751	360	139	200	1	79	1.5e-09	38	pfam03958	Secretin_N	82
2727790751	360	202	287	1	79	1.1e-11	44.8	pfam03958	Secretin_N	82
2727790752	297	4	193	1	197	3.2e-19	69.6	pfam00753	Lactamase_B	197
2727790753	560	29	469	2	422	3.1e-95	319.1	pfam00501	AMP-binding	423
2727790753	560	477	551	1	74	3.9e-19	69.3	pfam13193	AMP-binding_C	74
2727790755	309	121	306	1	141	3.9e-08	34.1	pfam12697	Abhydrolase_6	212
2727790756	219	30	117	3	83	1.8e-18	66.2	pfam00027	cNMP_binding	88
2727790756	219	149	215	2	60	2.3e-10	40.2	pfam13545	HTH_Crp_2	68
2727790757	384	16	164	1	139	2.8e-62	208.8	pfam14696	Glyoxalase_5	139
2727790757	384	183	299	2	109	7.7e-13	48.6	pfam00903	Glyoxalase	128
2727790758	160	7	48	1	42	1.6e-18	66.1	pfam13404	HTH_AsnC-type	42
2727790758	160	73	151	9	74	4.9e-24	83.9	pfam01037	AsnC_trans_reg	75
2727790759	233	45	162	39	111	2.8e-07	30.7	pfam00583	Acetyltransf_1	117
2727790760	292	69	128	11	54	3.4e-05	24.1	pfam00571	CBS	57
2727790760	292	133	188	11	56	2.2e-06	27.9	pfam00571	CBS	57
2727790760	292	205	285	4	79	1.7e-14	53.4	pfam03471	CorC_HlyC	81
2727790761	506	223	475	2	252	1.9e-18	66.6	pfam00795	CN_hydrolase	261
2727790762	301	4	281	1	278	0.0e+00	504.7	pfam02091	tRNA-synt_2e	278
2727790763	702	6	563	1	534	0.0e+00	671.3	pfam02092	tRNA_synt_2f	534
2727790763	702	591	697	4	106	3.0e-06	27.3	pfam05746	DALR_1	119
2727790764	190	98	173	1	57	1.2e-08	34.8	pfam13242	Hydrolase_like	75
2727790765	244	58	188	2	133	5.0e-21	74.6	pfam01553	Acyltransferase	134
2727790766	323	99	318	1	206	1.0e-50	172.5	pfam01863	DUF45	207
2727790767	1127	35	248	4	189	1.2e-12	48	pfam02743	dCache_1	249
2727790767	1127	277	349	3	68	7.4e-12	45.2	pfam00672	HAMP	69
2727790767	1127	525	613	2	89	3.4e-14	52.7	pfam08447	PAS_3	89
2727790767	1127	792	878	2	88	2.0e-15	56.7	pfam08447	PAS_3	89
2727790767	1127	897	964	3	61	8.9e-12	44.7	pfam00512	HisKA	64
2727790767	1127	1005	1115	1	109	2.6e-17	63.3	pfam02518	HATPase_c	111
2727790768	351	39	263	5	197	2.2e-27	96.2	pfam00753	Lactamase_B	197
2727790769	136	8	46	1	35	3.4e-08	33	pfam00376	MerR	38
2727790769	136	51	116	1	61	2.6e-15	56.6	pfam09278	MerR-DNA-bind	65
2727790770	153	56	133	1	76	3.1e-12	46.5	pfam03061	4HBT	79
2727790771	393	12	124	2	113	9.4e-40	135.7	pfam02771	Acyl-CoA_dh_N	113
2727790771	393	128	223	1	97	2.6e-26	91.5	pfam02770	Acyl-CoA_dh_M	97
2727790771	393	235	389	1	149	3.8e-38	130.9	pfam00441	Acyl-CoA_dh_1	150
2727790772	217	37	188	2	155	4.8e-48	163.3	pfam00484	Pro_CA	156
2727790773	605	16	600	1	560	0.0e+00	847.7	pfam06315	AceK	561
2727790774	393	5	263	1	260	2.1e-84	282.8	pfam00108	Thiolase_N	260
2727790774	393	270	392	2	122	7.4e-42	141.8	pfam02803	Thiolase_C	123
2727790775	375	4	116	1	113	1.8e-35	121.9	pfam02771	Acyl-CoA_dh_N	113
2727790775	375	120	215	1	97	9.5e-25	86.5	pfam02770	Acyl-CoA_dh_M	97
2727790775	375	227	375	1	149	1.6e-48	164.6	pfam00441	Acyl-CoA_dh_1	150
2727790777	222	7	188	1	177	7.8e-21	74.8	pfam13419	HAD_2	178
2727790779	257	8	100	15	90	1.4e-08	34.9	pfam00970	FAD_binding_6	99
2727790779	257	112	230	1	107	1.3e-11	45	pfam00175	NAD_binding_1	109
2727790780	257	53	206	3	130	1.6e-28	99.5	pfam13618	Gluconate_2-dh3	130
2727790781	588	190	350	154	290	9.1e-11	41.5	pfam00732	GMC_oxred_N	296
2727790781	588	445	572	4	142	2.3e-20	73.4	pfam05199	GMC_oxred_C	144
2727790782	330	71	155	10	61	4.0e-05	24.6	pfam00034	Cytochrom_C	92
2727790782	330	185	266	10	89	1.5e-07	32.3	pfam00034	Cytochrom_C	92
2727790783	349	15	322	1	290	6.8e-80	268.2	pfam00248	Aldo_ket_red	292
2727790784	96	1	95	29	109	1.7e-08	35.2	pfam00114	Pilin	109
2727790785	387	7	170	1	166	7.2e-22	77.8	pfam00535	Glycos_transf_2	170
2727790789	597	36	324	12	272	2.9e-10	40.1	pfam00664	ABC_membrane	274
2727790789	597	390	540	1	137	3.2e-25	89.1	pfam00005	ABC_tran	137
2727790790	326	71	286	6	221	4.0e-24	85.1	pfam01075	Glyco_transf_9	249
2727790791	417	208	367	14	159	6.9e-23	81	pfam00534	Glycos_transf_1	172
2727790792	552	153	178	1	24	2.9e-09	36.3	pfam15864	PglL_A	26
2727790792	552	189	337	7	152	6.9e-12	45.1	pfam04932	Wzy_C	155
2727790792	552	358	543	1	182	6.2e-47	159.8	pfam11846	Wzy_C_2	188
2727790794	163	19	154	1	129	1.9e-55	186.4	pfam01967	MoaC	129
2727790795	497	82	262	24	195	8.0e-30	103.9	pfam01435	Peptidase_M48	196
2727790796	118	2	106	2	104	5.7e-31	107.2	pfam04020	Phage_holin_4_2	105
2727790797	195	13	185	2	179	5.5e-39	133.6	pfam03741	TerC	180
2727790798	135	2	68	2	68	1.1e-29	102.1	pfam12512	DUF3717	68
2727790798	135	73	119	1	45	3.0e-16	58.8	pfam06945	DUF1289	48
2727790800	190	1	182	2	172	2.3e-65	219.3	pfam07152	YaeQ	173
2727790801	459	14	323	1	305	1.6e-56	191.8	pfam00206	Lyase_1	312
2727790801	459	335	449	1	115	1.1e-47	160.8	pfam08328	ASL_C	115
2727790802	204	3	85	1	72	5.5e-19	68.2	pfam13417	GST_N_3	75
2727790802	204	123	191	1	66	2.9e-12	46.2	pfam13410	GST_C_2	70
2727790803	201	45	151	10	107	5.3e-33	112.7	pfam00255	GSHPx	108
2727790805	163	29	156	2	97	2.1e-13	50.5	pfam01467	CTP_transf_like	143
2727790806	925	21	258	59	243	2.1e-46	158.2	pfam03710	GlnE	251
2727790806	925	282	439	3	146	4.5e-37	127.2	pfam08335	GlnD_UR_UTase	147
2727790806	925	544	788	2	249	9.1e-59	198.8	pfam03710	GlnE	251
2727790806	925	801	904	20	94	1.2e-07	31.8	pfam08335	GlnD_UR_UTase	147
2727790807	1373	542	834	3	269	2.5e-43	148.6	pfam13116	DUF3971	289
2727790807	1373	1088	1350	1	231	3.3e-66	223	pfam13502	AsmA_2	231
2727790808	268	2	258	1	260	1.5e-48	165.3	pfam00795	CN_hydrolase	261
2727790809	676	299	414	2	113	1.8e-09	37.4	pfam00989	PAS	113
2727790809	676	559	674	3	109	1.1e-17	64.4	pfam02518	HATPase_c	111
2727790810	211	9	124	1	112	4.3e-22	78.3	pfam00072	Response_reg	112
2727790810	211	148	204	2	56	5.6e-21	73.7	pfam00196	GerE	57
2727790812	362	53	262	1	225	1.0e-52	179	pfam03562	MltA	225
2727790812	362	287	359	1	74	2.8e-21	75.4	pfam06725	3D	75
2727790813	160	4	51	2	48	2.8e-21	74.7	pfam13412	HTH_24	48
2727790813	160	68	144	3	73	3.1e-17	62.1	pfam01037	AsnC_trans_reg	75
2727790815	234	17	160	1	136	7.6e-31	107.3	pfam00005	ABC_tran	137
2727790816	286	61	216	2	137	1.2e-28	100.2	pfam00005	ABC_tran	137
2727790816	286	263	285	2	23	2.3e-07	30.4	pfam12399	BCA_ABC_TP_C	23
2727790817	376	58	356	2	267	4.7e-37	127.5	pfam02653	BPD_transp_2	268
2727790818	524	230	507	2	266	8.0e-49	166.1	pfam02653	BPD_transp_2	268
2727790819	426	32	412	1	362	0.0e+00	579.1	pfam13433	Peripla_BP_5	364
2727790820	204	11	159	2	131	6.8e-15	55.7	pfam01814	Hemerythrin	131
2727790821	408	192	326	2	132	6.2e-13	49.2	pfam13692	Glyco_trans_1_4	134
2727790822	317	15	127	1	110	4.2e-28	97.6	pfam00072	Response_reg	112
2727790822	317	249	304	3	57	2.8e-16	58.7	pfam00196	GerE	57
2727790823	1141	686	752	1	64	9.5e-16	57.5	pfam00512	HisKA	64
2727790823	1141	799	909	2	108	1.9e-23	83	pfam02518	HATPase_c	111
2727790823	1141	932	1044	1	109	3.6e-18	65.6	pfam00072	Response_reg	112
2727790824	100	1	99	1	99	2.0e-48	162.6	pfam00547	Urease_gamma	99
2727790826	101	3	100	1	97	6.1e-44	147.9	pfam00699	Urease_beta	98
2727790827	576	6	128	2	121	6.8e-54	181.2	pfam00449	Urease_alpha	121
2727790827	576	134	493	1	339	1.2e-80	271.3	pfam01979	Amidohydro_1	344
2727790828	201	11	71	5	62	4.6e-19	67.7	pfam02814	UreE_N	62
2727790828	201	78	196	1	87	4.3e-27	94.3	pfam05194	UreE_C	87
2727790829	232	44	190	1	132	2.1e-45	154.4	pfam01730	UreF	132
2727790830	214	17	190	3	175	4.5e-38	130.5	pfam02492	cobW	177
2727790831	777	302	411	325	432	6.2e-14	51.5	pfam00067	p450	463
2727790831	777	693	768	5	77	2.1e-12	46.7	pfam00111	Fer2	78
2727790833	764	258	727	2	472	5.9e-120	401	pfam00982	Glyco_transf_20	474
2727790836	126	8	118	1	107	2.0e-09	37.5	pfam00072	Response_reg	112
2727790837	128	10	120	1	106	1.5e-13	50.8	pfam00072	Response_reg	112
2727790838	437	26	166	1	136	1.5e-31	109.6	pfam00005	ABC_tran	137
2727790838	437	299	417	1	119	5.5e-35	120.4	pfam09821	AAA_assoc_C	119
2727790839	579	81	271	3	166	4.7e-10	39.4	pfam00528	BPD_transp_1	185
2727790839	579	392	572	6	169	1.5e-14	54	pfam00528	BPD_transp_1	185
2727790840	650	40	267	9	226	4.4e-54	183.4	pfam17159	MASE3	226
2727790840	650	283	391	2	113	1.9e-06	27.7	pfam00989	PAS	113
2727790840	650	534	650	2	107	6.4e-16	58.8	pfam02518	HATPase_c	111
2727790843	214	27	102	2	75	3.9e-20	71.8	pfam01169	UPF0016	75
2727790843	214	126	201	2	75	3.0e-23	81.8	pfam01169	UPF0016	75
2727790846	500	21	437	1	409	0.0e+00	441.8	pfam01970	TctA	409
2727790847	140	6	138	4	135	2.7e-10	40.5	pfam07331	TctB	135
2727790848	218	4	66	2	64	2.2e-18	65.5	pfam00392	GntR	64
2727790848	218	76	199	1	123	2.7e-30	105.2	pfam07729	FCD	125
2727790849	565	10	565	2	548	0.0e+00	960.2	pfam16957	Mal_decarbox_Al	548
2727790850	106	21	101	3	81	3.5e-25	87.9	pfam06857	ACP	83
2727790851	314	19	255	10	214	3.1e-16	59	pfam01039	Carboxyl_trans	494
2727790852	232	5	230	3	231	1.8e-57	194.4	pfam06833	MdcE	232
2727790853	237	6	212	2	198	2.9e-45	154.4	pfam10620	MdcG	199
2727790854	320	51	315	2	275	5.4e-68	229.5	pfam01874	CitG	276
2727790855	303	4	273	3	265	1.1e-17	64.4	pfam00698	Acyl_transf_1	319
2727790856	192	14	165	6	136	1.1e-14	54.6	pfam01613	Flavin_Reduct	155
2727790857	171	66	107	1	40	2.8e-09	36.6	pfam05433	Rick_17kDa_Anti	42
2727790859	254	21	129	1	111	3.0e-10	40.1	pfam00072	Response_reg	112
2727790859	254	156	252	4	93	2.0e-18	66.4	pfam04397	LytTR	98
2727790861	136	18	118	2	102	6.8e-13	49	pfam12680	SnoaL_2	102
2727790862	225	19	109	1	90	4.4e-36	122.5	pfam12973	Cupin_7	91
2727790862	225	128	213	7	90	1.1e-08	34.7	pfam12973	Cupin_7	91
2727790863	379	9	87	1	66	1.1e-13	51	pfam13450	NAD_binding_8	68
2727790863	379	94	371	205	450	4.0e-20	72.4	pfam01593	Amino_oxidase	451
2727790865	269	22	255	7	238	2.2e-23	82.7	pfam12146	Hydrolase_4	239
2727790866	238	21	167	1	136	2.3e-31	109	pfam00005	ABC_tran	137
2727790867	249	23	179	3	136	1.5e-27	96.6	pfam00005	ABC_tran	137
2727790868	312	24	292	2	268	3.9e-35	121.2	pfam02653	BPD_transp_2	268
2727790869	286	7	273	3	268	5.0e-38	130.7	pfam02653	BPD_transp_2	268
2727790870	413	28	372	1	323	2.7e-72	244.2	pfam13458	Peripla_BP_6	342
2727790871	226	16	78	2	64	3.6e-19	68	pfam00392	GntR	64
2727790871	226	88	210	1	124	5.5e-20	71.9	pfam07729	FCD	125
2727790872	506	20	484	7	462	0.0e+00	534.7	pfam00171	Aldedh	462
2727790873	270	32	257	2	256	2.2e-16	60.1	pfam00561	Abhydrolase_1	256
2727790874	410	28	371	1	339	2.2e-65	221.5	pfam13458	Peripla_BP_6	342
2727790875	302	104	277	1	176	4.1e-37	127.5	pfam14518	Haem_oxygenas_2	178
2727790876	321	123	260	33	135	1.4e-12	47.3	pfam05175	MTS	169
2727790878	270	48	151	1	100	4.7e-34	117	pfam13444	Acetyltransf_5	101
2727790879	391	10	338	4	324	3.2e-08	32.8	pfam07690	MFS_1	353
2727790881	265	11	165	1	125	1.7e-14	54.5	pfam02585	PIG-L	131
2727790882	155	8	137	1	130	8.5e-63	209.9	pfam07080	DUF1348	130
2727790883	428	11	219	1	199	1.5e-21	76.8	pfam13738	Pyr_redox_3	305
2727790885	402	20	182	3	170	9.1e-21	74.4	pfam13439	Glyco_transf_4	170
2727790885	402	192	365	9	155	1.4e-23	83.2	pfam00534	Glycos_transf_1	172
2727790886	339	51	158	1	93	3.9e-18	65.8	pfam00586	AIRS	94
2727790886	339	183	309	45	150	1.5e-12	47.8	pfam02769	AIRS_C	156
2727790887	190	30	148	32	115	2.0e-08	34.4	pfam00583	Acetyltransf_1	117
2727790888	359	115	289	10	165	1.4e-14	54.7	pfam04055	Radical_SAM	167
2727790889	349	8	281	1	260	3.3e-55	187.1	pfam00795	CN_hydrolase	261
2727790891	465	21	84	5	64	9.2e-12	44.3	pfam00392	GntR	64
2727790891	465	109	450	37	360	5.1e-18	65.2	pfam00155	Aminotran_1_2	363
2727790894	250	8	222	1	215	3.6e-88	294.2	pfam00318	Ribosomal_S2	215
2727790895	297	71	273	1	208	4.0e-66	222.4	pfam00889	EF_TS	208
2727790896	240	9	218	1	240	1.5e-30	106.4	pfam00696	AA_kinase	241
2727790897	187	22	185	1	162	1.3e-61	207.1	pfam01765	RRF	162
2727790898	243	16	229	1	225	5.9e-78	261.3	pfam01255	Prenyltransf	225
2727790899	284	3	281	2	262	1.1e-49	169.4	pfam01148	CTP_transf_1	266
2727790900	399	8	136	1	129	5.0e-47	159.7	pfam02670	DXP_reductoisom	129
2727790900	399	150	236	1	83	2.5e-37	126.9	pfam08436	DXP_redisom_C	83
2727790900	399	268	389	1	114	6.9e-36	122.9	pfam13288	DXPR_C	115
2727790901	455	6	441	1	249	5.3e-72	242	pfam02163	Peptidase_M50	250
2727790901	455	219	295	17	80	3.1e-07	30.5	pfam13180	PDZ_2	82
2727790902	764	99	179	1	80	9.8e-11	42	pfam07244	POTRA	80
2727790902	764	182	270	2	80	5.9e-17	61.9	pfam07244	POTRA	80
2727790902	764	273	349	1	70	4.3e-09	36.7	pfam07244	POTRA	80
2727790902	764	354	428	2	80	1.8e-13	50.7	pfam07244	POTRA	80
2727790902	764	455	764	1	324	5.4e-74	249.4	pfam01103	Bac_surface_Ag	324
2727790903	171	11	167	3	156	2.6e-36	124.8	pfam03938	OmpH	156
2727790904	322	21	90	3	70	2.2e-25	88.1	pfam04613	LpxD	70
2727790904	322	130	165	1	35	8.3e-05	22	pfam00132	Hexapep	36
2727790904	322	207	242	1	36	3.0e-04	20.2	pfam00132	Hexapep	36
2727790904	322	243	278	1	35	3.8e-04	19.9	pfam00132	Hexapep	36
2727790905	146	11	137	1	137	1.4e-37	128.3	pfam07977	FabA	138
2727790906	262	13	48	4	36	1.5e-08	33.9	pfam00132	Hexapep	36
2727790906	262	105	139	2	36	1.7e-10	40.1	pfam00132	Hexapep	36
2727790906	262	176	261	1	81	1.2e-23	83.3	pfam13720	Acetyltransf_11	82
2727790907	376	3	374	3	360	3.5e-96	322.2	pfam02684	LpxB	374
2727790908	217	23	200	1	197	3.3e-38	131.4	pfam01351	RNase_HII	198
2727790909	259	112	249	3	142	1.9e-26	92.8	pfam00588	SpoU_methylase	142
2727790910	387	11	139	2	127	1.2e-51	173.7	pfam00988	CPSase_sm_chain	127
2727790910	387	205	383	3	189	1.5e-46	158.5	pfam00117	GATase	190
2727790911	1084	128	335	1	210	2.7e-72	242.5	pfam02786	CPSase_L_D2	211
2727790911	1084	421	549	2	123	2.0e-40	137.8	pfam02787	CPSase_L_D3	123
2727790911	1084	675	882	1	209	1.1e-35	122.9	pfam02786	CPSase_L_D2	211
2727790911	1084	965	1052	2	94	3.1e-19	68.8	pfam02142	MGS	95
2727790912	138	1	137	139	274	2.4e-60	204	pfam11004	Kdo_hydroxy	275
2727790913	158	4	74	1	71	9.9e-32	108.8	pfam03449	GreA_GreB_N	71
2727790913	158	81	157	3	77	1.1e-27	95.6	pfam01272	GreA_GreB	77
2727790914	153	10	111	1	95	4.5e-14	52.5	pfam13664	DUF4149	102
2727790915	157	6	89	3	85	2.7e-16	59.4	pfam01985	CRS1_YhbY	85
2727790916	219	31	215	1	175	7.1e-54	182.4	pfam01728	FtsJ	177
2727790917	635	9	104	2	92	1.5e-10	41.3	pfam06480	FtsH_ext	109
2727790917	635	197	330	1	131	4.0e-45	153.3	pfam00004	AAA	132
2727790917	635	390	599	2	211	7.1e-83	277.3	pfam01434	Peptidase_M41	211
2727790918	147	20	137	5	126	7.5e-08	32.5	pfam00903	Glyoxalase	128
2727790919	286	19	258	1	244	4.1e-74	249.2	pfam00809	Pterin_bind	244
2727790920	444	3	138	2	132	2.4e-41	140.5	pfam02878	PGM_PMM_I	138
2727790920	444	156	254	2	103	2.0e-21	76.4	pfam02879	PGM_PMM_II	103
2727790920	444	258	369	1	110	7.3e-34	116.3	pfam02880	PGM_PMM_III	114
2727790920	444	373	441	1	71	2.0e-13	50.1	pfam00408	PGM_PMM_IV	74
2727790921	697	16	118	1	106	1.0e-29	102.8	pfam13089	PP_kinase_N	107
2727790921	697	126	329	2	193	2.6e-56	190.2	pfam02503	PP_kinase	195
2727790921	697	337	686	1	345	0.0e+00	468.6	pfam13090	PP_kinase_C	348
2727790922	153	3	80	1	70	2.6e-07	30.4	pfam00300	His_Phos_1	194
2727790923	515	45	324	16	285	5.2e-70	236	pfam02541	Ppx-GppA	285
2727790924	377	35	373	3	318	4.7e-25	88.9	pfam13458	Peripla_BP_6	342
2727790925	159	37	157	1	128	1.8e-32	112.1	pfam02469	Fasciclin	128
2727790926	343	14	305	3	280	1.9e-62	211.4	pfam12849	PBP_like_2	282
2727790927	320	90	314	3	184	4.1e-17	62.4	pfam00528	BPD_transp_1	185
2727790928	299	106	297	1	177	1.4e-26	93.2	pfam00528	BPD_transp_1	185
2727790929	257	26	182	1	136	8.6e-33	113.6	pfam00005	ABC_tran	137
2727790930	234	21	109	2	88	2.7e-16	59.7	pfam01895	PhoU	89
2727790930	234	127	212	5	88	1.4e-15	57.3	pfam01895	PhoU	89
2727790931	237	7	119	1	112	1.7e-24	86	pfam00072	Response_reg	112
2727790931	237	152	225	2	77	1.5e-25	88.9	pfam00486	Trans_reg_C	77
2727790932	451	2	87	4	79	1.8e-06	28.1	pfam11808	DUF3329	86
2727790932	451	95	193	2	99	3.0e-05	23.9	pfam00989	PAS	113
2727790932	451	205	271	1	63	6.5e-22	77.2	pfam00512	HisKA	64
2727790932	451	318	431	5	109	1.2e-22	80.5	pfam02518	HATPase_c	111
2727790933	457	14	172	4	160	2.2e-19	69.6	pfam01554	MatE	161
2727790933	457	239	400	1	156	1.4e-19	70.2	pfam01554	MatE	161
