gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2727794560	385	29	381	3	363	7.0e-58	196.4	pfam00155	Aminotran_1_2	363
2727794563	442	34	229	2	187	2.3e-17	63.3	pfam02321	OEP	188
2727794563	442	251	438	5	188	3.5e-21	75.7	pfam02321	OEP	188
2727794564	238	6	217	1	241	4.9e-27	94.9	pfam00696	AA_kinase	241
2727794565	274	71	274	2	207	1.4e-63	214.2	pfam00889	EF_TS	208
2727794566	295	11	226	1	215	1.2e-88	295.8	pfam00318	Ribosomal_S2	215
2727794567	129	9	129	1	120	7.4e-42	142.6	pfam00380	Ribosomal_S9	120
2727794568	147	19	143	1	125	2.5e-55	186	pfam00572	Ribosomal_L13	125
2727794569	2059	1704	1784	1	81	3.9e-14	52.6	pfam02494	HYR	81
2727794569	2059	1786	1866	5	81	4.9e-08	33.1	pfam02494	HYR	81
2727794569	2059	1945	2024	2	81	3.9e-11	43	pfam02494	HYR	81
2727794570	939	25	109	2	77	1.1e-12	47.9	pfam13620	CarboxypepD_reg	82
2727794570	939	460	917	2	408	7.0e-42	143.7	pfam14905	OMP_b-brl_3	408
2727794571	245	30	146	4	121	5.2e-26	91.2	pfam01346	FKBP_N	121
2727794571	245	152	241	3	94	6.8e-28	96.7	pfam00254	FKBP_C	94
2727794572	444	6	301	8	309	2.0e-46	158.7	pfam00206	Lyase_1	312
2727794573	363	69	354	1	206	2.4e-21	76.3	pfam01546	Peptidase_M20	207
2727794573	363	170	276	2	104	9.6e-11	41.4	pfam07687	M20_dimer	109
2727794574	261	3	242	3	240	7.2e-36	123.9	pfam00696	AA_kinase	241
2727794575	320	2	160	1	146	8.4e-30	103.5	pfam02729	OTCace_N	146
2727794575	320	173	316	15	155	2.1e-22	79.8	pfam00185	OTCace	157
2727794576	119	5	111	2	105	2.2e-35	121	pfam05635	23S_rRNA_IVP	106
2727794577	376	5	375	11	406	7.7e-97	324.4	pfam00202	Aminotran_3	406
2727794578	326	5	129	1	120	2.1e-26	92.6	pfam01118	Semialdhyde_dh	121
2727794579	80	1	67	5	68	1.1e-13	50.5	pfam07883	Cupin_2	71
2727794580	408	16	401	1	387	6.3e-78	262.6	pfam00764	Arginosuc_synth	388
2727794582	952	25	119	1	88	2.6e-09	36.8	pfam13715	CarbopepD_reg_2	88
2727794582	952	449	903	1	408	5.0e-39	134.3	pfam14905	OMP_b-brl_3	408
2727794585	106	55	97	1	42	1.1e-09	38	pfam04945	YHS	48
2727794586	890	319	383	10	67	7.4e-08	32	pfam00801	PKD	71
2727794586	890	802	888	2	85	7.0e-17	61.1	pfam13585	CHU_C	86
2727794587	1259	57	94	15	39	3.5e-01	10.5	pfam04434	SWIM	40
2727794587	1259	168	203	1	31	2.8e-01	10.7	pfam04434	SWIM	40
2727794587	1259	408	787	56	358	5.9e-17	61.7	pfam08455	SNF2_assoc	373
2727794587	1259	808	1081	55	349	1.4e-64	217.9	pfam00176	SNF2_N	350
2727794587	1259	1092	1204	2	111	2.3e-16	60	pfam00271	Helicase_C	111
2727794588	239	10	235	3	225	2.1e-69	233	pfam04029	2-ph_phosp	226
2727794589	112	5	108	2	102	6.4e-34	116	pfam00436	SSB	104
2727794591	124	32	122	1	83	9.2e-27	93	pfam03330	DPBB_1	83
2727794592	361	6	260	3	256	2.0e-88	295.9	pfam01571	GCV_T	257
2727794592	361	265	358	1	94	3.6e-23	81.5	pfam08669	GCV_T_C	95
2727794593	159	40	151	4	107	2.3e-13	50.3	pfam14534	DUF4440	107
2727794595	740	120	177	2	52	1.1e-22	79.5	pfam04024	PspC	53
2727794595	740	186	268	1	53	2.2e-17	62.5	pfam04024	PspC	53
2727794596	121	19	90	1	72	2.8e-15	55.9	pfam03551	PadR	75
2727794598	208	72	196	47	164	2.2e-09	37.1	pfam03548	LolA	165
2727794599	376	143	368	3	151	3.8e-26	92.1	pfam00756	Esterase	251
2727794600	301	16	133	10	97	1.2e-08	35.1	pfam00753	Lactamase_B	197
2727794601	90	9	89	1	81	6.0e-30	103.2	pfam00312	Ribosomal_S15	81
2727794602	735	23	155	3	132	2.2e-19	70.1	pfam01138	RNase_PH	132
2727794602	735	158	222	3	67	1.0e-11	44.6	pfam03725	RNase_PH_C	67
2727794602	735	253	333	2	83	2.7e-10	40.4	pfam03726	PNPase	83
2727794602	735	336	468	1	132	5.1e-21	75.4	pfam01138	RNase_PH	132
2727794602	735	471	542	3	67	4.5e-05	23.3	pfam03725	RNase_PH_C	67
2727794602	735	568	630	3	64	3.9e-12	45.7	pfam00013	KH_1	66
2727794602	735	634	707	2	75	4.7e-16	58.8	pfam00575	S1	75
2727794603	272	4	272	81	295	1.7e-48	165.4	pfam06325	PrmA	296
2727794604	214	9	193	1	163	6.2e-52	175.8	pfam02660	G3P_acyltransf	163
2727794605	264	65	254	23	194	4.9e-28	98.1	pfam01435	Peptidase_M48	196
2727794606	272	67	258	23	195	5.1e-16	58.9	pfam01435	Peptidase_M48	196
2727794607	221	155	214	5	60	1.6e-16	59.9	pfam13376	OmdA	60
2727794608	177	4	165	3	146	1.6e-11	44.3	pfam01928	CYTH	179
2727794609	644	2	99	2	96	9.2e-38	127.9	pfam01807	zf-CHC2	98
2727794609	644	123	253	4	128	3.1e-37	127.4	pfam08275	Toprim_N	128
2727794609	644	263	348	2	86	1.3e-17	63.9	pfam13155	Toprim_2	87
2727794610	248	6	61	1	54	1.1e-15	57	pfam08220	HTH_DeoR	57
2727794610	248	72	230	4	159	6.3e-36	123.6	pfam00455	DeoRC	160
2727794611	1048	29	109	1	88	1.2e-15	57.1	pfam13715	CarbopepD_reg_2	88
2727794611	1048	116	252	2	108	1.1e-20	74	pfam07715	Plug	108
2727794611	1048	390	1047	23	460	2.5e-10	40.7	pfam00593	TonB_dep_Rec	461
2727794612	548	1	505	6	438	9.8e-16	57.3	pfam12771	SusD-like_2	488
2727794613	270	42	181	1	121	2.3e-13	50.9	pfam14344	DUF4397	121
2727794614	218	11	73	1	62	9.3e-27	92.8	pfam00226	DnaJ	63
2727794615	132	2	107	5	117	1.3e-06	27.9	pfam01740	STAS	117
2727794616	853	16	68	3	51	3.8e-15	55.6	pfam02861	Clp_N	53
2727794616	853	95	142	4	48	1.4e-07	31.3	pfam02861	Clp_N	53
2727794616	853	234	367	2	82	6.7e-12	45.8	pfam00004	AAA	132
2727794616	853	447	482	1	35	6.4e-07	28.8	pfam02151	UVR	36
2727794616	853	566	740	1	170	1.7e-53	181.1	pfam07724	AAA_2	171
2727794616	853	746	826	1	78	6.5e-24	83.7	pfam10431	ClpB_D2-small	81
2727794617	186	1	173	1	125	2.5e-26	92.2	pfam02441	Flavoprotein	158
2727794618	551	226	538	393	590	6.8e-11	41	pfam00343	Phosphorylase	712
2727794620	227	10	69	4	60	2.0e-15	56.6	pfam01325	Fe_dep_repress	60
2727794620	227	72	141	1	70	3.9e-30	103.6	pfam02742	Fe_dep_repr_C	70
2727794620	227	152	226	2	73	1.1e-05	25.5	pfam04023	FeoA	74
2727794621	633	50	406	1	357	0.0e+00	459.3	pfam01566	Nramp	358
2727794621	633	494	628	3	140	3.8e-20	72.7	pfam00582	Usp	141
2727794623	410	6	400	1	347	4.0e-80	269.4	pfam00180	Iso_dh	348
2727794625	366	5	311	114	344	9.1e-26	91.1	pfam01663	Phosphodiest	357
2727794626	120	35	110	2	65	1.9e-09	36.5	pfam01095	Pectinesterase	298
2727794627	640	24	389	4	342	4.5e-97	325.1	pfam07470	Glyco_hydro_88	344
2727794628	781	29	225	2	176	2.6e-19	70.2	pfam13472	Lipase_GDSL_2	179
2727794628	781	271	440	2	165	1.0e-08	35.3	pfam12708	Pectate_lyase_3	215
2727794628	781	418	640	91	259	2.0e-28	99.3	pfam00295	Glyco_hydro_28	325
2727794629	342	7	52	1	46	1.0e-13	50.7	pfam00356	LacI	46
2727794629	342	63	338	2	269	1.3e-31	110	pfam00532	Peripla_BP_1	279
2727794630	142	27	133	2	107	1.1e-15	57.8	pfam14534	DUF4440	107
2727794631	623	26	240	1	190	2.0e-16	60.8	pfam14322	SusD-like_3	190
2727794631	623	304	623	139	298	5.5e-36	124.6	pfam07980	SusD	298
2727794632	1119	68	150	1	88	7.7e-16	57.7	pfam13715	CarbopepD_reg_2	88
2727794632	1119	157	265	3	108	1.0e-18	67.7	pfam07715	Plug	108
2727794632	1119	422	1118	10	460	4.3e-26	92.7	pfam00593	TonB_dep_Rec	461
2727794633	446	14	393	13	351	3.3e-17	62.3	pfam07690	MFS_1	353
2727794635	316	1	309	3	297	8.1e-61	205.8	pfam00294	PfkB	302
2727794636	649	106	395	2	223	8.8e-36	124	pfam00128	Alpha-amylase	337
2727794638	331	6	51	1	46	8.3e-09	35	pfam00356	LacI	46
2727794638	331	173	331	12	163	1.7e-17	64	pfam13377	Peripla_BP_3	164
2727794639	517	399	514	5	128	5.8e-17	61.6	pfam01569	PAP2	136
2727794642	445	302	439	6	123	1.5e-07	31.2	pfam01569	PAP2	136
2727794644	678	39	244	18	118	1.8e-07	30.9	pfam03636	Glyco_hydro_65N	228
2727794644	678	307	534	4	246	3.3e-53	180.8	pfam03632	Glyco_hydro_65m	387
2727794644	678	523	648	279	385	3.8e-09	35.8	pfam03632	Glyco_hydro_65m	387
2727794645	1108	65	140	1	61	2.0e-15	57	pfam13517	VCBS	61
2727794645	1108	143	197	17	61	8.9e-07	29.3	pfam13517	VCBS	61
2727794645	1108	258	321	1	60	1.5e-16	60.6	pfam13517	VCBS	61
2727794645	1108	344	403	18	61	1.7e-06	28.4	pfam13517	VCBS	61
2727794645	1108	530	597	1	67	1.6e-17	63.1	pfam07593	UnbV_ASPIC	68
2727794645	1108	660	724	1	60	9.4e-11	42	pfam13517	VCBS	61
2727794645	1108	722	783	18	61	3.8e-08	33.7	pfam13517	VCBS	61
2727794645	1108	833	892	1	60	1.5e-07	31.8	pfam13517	VCBS	61
2727794647	116	5	115	1	111	2.0e-55	185.5	pfam09966	DUF2200	111
2727794648	142	3	118	1	116	4.3e-10	40.2	pfam13470	PIN_3	116
2727794651	90	5	88	1	71	1.5e-11	44.6	pfam01467	CTP_transf_like	143
2727794652	77	2	73	2	74	2.7e-17	62.7	pfam04023	FeoA	74
2727794653	143	11	139	4	125	2.9e-22	78.7	pfam02130	UPF0054	127
2727794654	220	49	216	9	126	6.0e-07	30.2	pfam00188	CAP	126
2727794656	622	6	398	1	390	0.0e+00	529.6	pfam01134	GIDA	392
2727794656	622	400	617	1	184	3.4e-68	229.2	pfam13932	GIDA_assoc	184
2727794657	342	68	320	3	255	3.7e-21	75.8	pfam00561	Abhydrolase_1	256
2727794658	1046	346	440	257	320	2.6e-07	30.1	pfam01979	Amidohydro_1	344
2727794658	1046	870	975	231	330	1.4e-14	54.1	pfam01979	Amidohydro_1	344
2727794659	445	268	428	227	338	6.9e-13	48.5	pfam01979	Amidohydro_1	344
2727794660	817	42	215	1	145	1.5e-05	24.9	pfam06452	CBM9_1	185
2727794661	946	4	173	1	158	1.1e-48	165	pfam02739	5_3_exonuc_N	159
2727794661	946	176	270	4	96	5.3e-31	106.9	pfam01367	5_3_exonuc	97
2727794661	946	351	532	1	174	3.1e-33	114.8	pfam01612	DNA_pol_A_exo1	175
2727794661	946	563	944	3	375	0.0e+00	494.8	pfam00476	DNA_pol_A	376
2727794662	154	7	109	2	102	7.9e-14	52	pfam12680	SnoaL_2	102
2727794663	253	100	235	2	133	2.3e-27	95.8	pfam04116	FA_hydroxylase	133
2727794664	171	3	167	3	165	8.2e-73	243.6	pfam10652	DUF2480	165
2727794665	696	4	141	1	143	3.9e-30	104.5	pfam13623	SurA_N_2	145
2727794665	696	326	444	1	115	1.1e-33	116	pfam13616	Rotamase_3	116
2727794667	334	26	324	2	299	4.7e-122	406.7	pfam02445	NadA	299
2727794668	804	267	556	1	305	3.0e-26	92.4	pfam00884	Sulfatase	309
2727794669	270	24	264	5	196	4.0e-29	102.2	pfam06283	ThuA	210
2727794671	179	51	178	4	116	8.2e-14	51.8	pfam02635	DrsE	116
2727794672	336	8	269	1	263	0.0e+00	455.4	pfam00154	RecA	263
2727794673	298	20	157	6	132	2.8e-18	65.7	pfam01553	Acyltransferase	134
2727794674	152	26	119	2	94	2.7e-20	72.2	pfam02142	MGS	95
2727794675	550	129	489	1	382	9.5e-72	242.2	pfam01425	Amidase	451
2727794676	692	146	231	1	63	5.7e-11	42.3	pfam02225	PA	93
2727794676	692	326	535	2	181	1.5e-20	73.6	pfam04389	Peptidase_M28	198
2727794676	692	624	692	20	80	5.3e-09	36.1	pfam04253	TFR_dimer	119
2727794677	305	1	119	18	95	7.6e-10	39.1	pfam00730	HhH-GPD	108
2727794677	305	48	77	4	30	2.4e-08	33.3	pfam00633	HHH	30
2727794677	305	183	299	2	109	2.0e-14	53.3	pfam14815	NUDIX_4	110
2727794678	142	4	107	1	103	5.8e-35	119.3	pfam00436	SSB	104
2727794679	446	29	212	2	171	9.8e-30	103.4	pfam01595	DUF21	176
2727794679	446	226	285	1	55	1.7e-03	18.6	pfam00571	CBS	57
2727794679	446	290	346	5	55	7.9e-06	26.1	pfam00571	CBS	57
2727794679	446	360	443	2	79	8.2e-17	60.9	pfam03471	CorC_HlyC	81
2727794681	198	1	185	1	181	4.4e-67	225.3	pfam11307	DUF3109	181
2727794682	483	93	317	3	189	6.0e-44	149.9	pfam02589	LUD_dom	189
2727794682	483	332	400	2	65	4.4e-11	42.9	pfam13183	Fer4_8	65
2727794684	308	5	140	2	136	1.0e-20	74.2	pfam00892	EamA	137
2727794684	308	152	290	2	136	2.2e-20	73.1	pfam00892	EamA	137
2727794685	497	17	131	2	94	4.0e-21	74.9	pfam02142	MGS	95
2727794685	497	136	428	1	295	1.3e-92	310.3	pfam01808	AICARFT_IMPCHas	295
2727794686	537	22	201	1	174	1.4e-15	57.2	pfam13567	DUF4131	176
2727794686	537	242	512	1	269	2.0e-61	207.5	pfam03772	Competence	271
2727794687	397	130	332	1	206	3.8e-32	111.4	pfam02786	CPSase_L_D2	211
2727794690	192	22	87	2	69	2.8e-11	42.9	pfam04542	Sigma70_r2	71
2727794690	192	125	178	3	43	2.3e-06	27.1	pfam08281	Sigma70_r4_2	54
2727794691	280	56	273	1	223	4.6e-53	180.2	pfam01177	Asp_Glu_race	224
2727794692	146	18	114	2	70	4.3e-11	42.7	pfam13899	Thioredoxin_7	82
2727794693	486	22	256	4	229	2.8e-12	46.9	pfam01636	APH	240
2727794693	486	325	476	154	279	4.2e-24	85.2	pfam03668	ATP_bind_2	284
2727794694	250	14	175	1	145	3.5e-16	59.4	pfam00483	NTP_transferase	248
2727794695	338	4	121	1	117	8.3e-26	91	pfam01408	GFO_IDH_MocA	120
2727794695	338	133	240	1	108	5.9e-09	35.8	pfam02894	GFO_IDH_MocA_C	116
2727794696	150	29	64	1	34	2.2e-07	30.2	pfam00132	Hexapep	36
2727794696	150	99	133	2	34	3.5e-07	29.7	pfam14602	Hexapep_2	34
2727794698	351	6	321	1	332	2.0e-100	336.2	pfam16363	GDP_Man_Dehyd	332
2727794699	185	5	178	2	169	1.2e-72	242.9	pfam00908	dTDP_sugar_isom	169
2727794700	285	2	238	1	245	5.5e-68	229.1	pfam00483	NTP_transferase	248
2727794701	292	4	72	1	65	3.2e-16	59.1	pfam13411	MerR_1	69
2727794701	292	61	162	3	71	1.3e-06	28.6	pfam02607	B12-binding_2	75
2727794702	166	9	77	4	70	9.0e-13	47.7	pfam04542	Sigma70_r2	71
2727794702	166	107	159	3	54	2.0e-12	46.4	pfam08281	Sigma70_r4_2	54
2727794703	497	12	491	1	451	8.1e-29	101.1	pfam01593	Amino_oxidase	451
2727794704	278	17	260	2	260	1.7e-34	119.4	pfam00494	SQS_PSY	263
2727794705	174	27	157	2	131	4.6e-21	75.1	pfam00293	NUDIX	131
2727794706	498	14	284	1	260	9.4e-18	64.6	pfam01593	Amino_oxidase	451
2727794707	228	38	228	11	164	7.2e-26	91.2	pfam04240	Caroten_synth	209
2727794708	164	8	142	2	121	1.2e-10	41.8	pfam04116	FA_hydroxylase	133
2727794709	363	9	357	27	372	4.6e-53	180.5	pfam05834	Lycopene_cycl	380
2727794711	144	10	133	20	117	1.1e-13	51.2	pfam00583	Acetyltransf_1	117
2727794713	530	7	530	20	488	3.0e-61	207.4	pfam12771	SusD-like_2	488
2727794714	1101	30	111	1	88	6.2e-09	35.6	pfam13715	CarbopepD_reg_2	88
2727794714	1101	119	220	4	108	1.1e-14	54.8	pfam07715	Plug	108
2727794714	1101	409	1100	49	460	1.4e-10	41.5	pfam00593	TonB_dep_Rec	461
2727794715	270	29	270	1	231	2.6e-63	213.9	pfam13350	Y_phosphatase3	232
2727794716	448	43	168	1	119	1.2e-14	55.1	pfam01408	GFO_IDH_MocA	120
2727794717	166	2	166	6	167	1.2e-18	67.4	pfam05163	DinB	169
2727794718	386	39	367	1	298	1.5e-110	369.3	pfam03576	Peptidase_S58	299
2727794719	713	197	626	1	435	1.9e-71	241.5	pfam01055	Glyco_hydro_31	435
2727794719	713	643	710	2	55	1.8e-12	47.2	pfam17137	DUF5110	72
2727794720	391	52	329	2	272	6.8e-91	304.4	pfam05426	Alginate_lyase	272
2727794721	341	1	314	3	313	3.6e-69	233.5	pfam00296	Bac_luciferase	314
2727794724	489	26	106	1	75	1.2e-08	34.6	pfam13715	CarbopepD_reg_2	88
2727794724	489	328	460	7	123	1.8e-11	43.9	pfam00578	AhpC-TSA	124
2727794725	294	21	228	1	199	4.0e-16	59.8	pfam05721	PhyH	211
2727794727	269	20	221	1	211	1.4e-19	71.1	pfam05721	PhyH	211
2727794728	192	5	190	4	200	2.4e-29	102	pfam01914	MarC	203
2727794729	71	9	55	1	50	1.5e-10	41.2	pfam14375	Cys_rich_CWC	50
2727794730	642	43	153	2	108	9.1e-24	84	pfam07715	Plug	108
2727794730	642	202	641	7	459	1.3e-35	124	pfam00593	TonB_dep_Rec	461
2727794731	475	33	465	1	403	1.5e-53	182.1	pfam13520	AA_permease_2	425
2727794732	390	6	384	9	382	1.5e-103	346.2	pfam01053	Cys_Met_Meta_PP	382
2727794733	488	28	219	3	188	8.4e-24	84.3	pfam02321	OEP	188
2727794733	488	246	483	2	187	1.3e-23	83.6	pfam02321	OEP	188
2727794734	453	45	302	19	189	2.7e-21	75.7	pfam16576	HlyD_D23	214
2727794735	334	2	161	3	155	3.2e-30	105	pfam01210	NAD_Gly3P_dh_N	157
2727794735	334	180	327	1	139	4.4e-45	153.3	pfam07479	NAD_Gly3P_dh_C	142
2727794737	389	20	190	2	166	6.1e-23	81.9	pfam04055	Radical_SAM	167
2727794737	389	312	377	1	66	1.3e-06	28.2	pfam06969	HemN_C	66
2727794738	347	136	339	2	207	7.1e-33	114.1	pfam14093	DUF4271	207
2727794739	266	33	252	9	232	1.0e-30	106.7	pfam02602	HEM4	232
2727794740	682	4	166	2	162	4.7e-76	254.1	pfam03190	Thioredox_DsbH	163
2727794740	682	424	547	88	182	1.6e-03	17.6	pfam07221	GlcNAc_2-epim	346
2727794741	427	50	419	3	259	2.6e-54	184.4	pfam03781	FGE-sulfatase	260
2727794743	516	30	224	1	193	2.1e-45	155.1	pfam12081	GldM_N	194
2727794743	516	329	501	2	175	4.7e-28	98.4	pfam12080	GldM_C	175
2727794745	602	16	92	2	78	9.6e-10	38.5	pfam01541	GIY-YIG	78
2727794745	602	207	242	3	35	6.2e-05	22.5	pfam02151	UVR	36
2727794745	602	383	534	1	143	2.9e-44	150.5	pfam08459	UvrC_HhH_N	143
2727794745	602	547	597	3	52	1.1e-05	25.8	pfam14520	HHH_5	57
2727794748	193	21	89	1	70	9.5e-19	66.8	pfam04542	Sigma70_r2	71
2727794748	193	114	167	2	54	1.0e-12	47.4	pfam08281	Sigma70_r4_2	54
2727794749	555	44	554	1	432	1.6e-93	313.9	pfam08811	DUF1800	433
2727794750	522	48	403	5	347	4.5e-25	88.4	pfam07394	DUF1501	392
2727794752	808	37	122	1	88	2.4e-20	72.2	pfam13715	CarbopepD_reg_2	88
2727794752	808	130	236	2	108	8.2e-20	71.3	pfam07715	Plug	108
2727794752	808	212	802	29	460	4.2e-24	86.1	pfam00593	TonB_dep_Rec	461
2727794753	147	5	123	2	128	1.2e-34	118.8	pfam11026	DUF2721	129
2727794754	363	129	278	1	137	5.4e-36	124	pfam00005	ABC_tran	137
2727794755	74	14	67	2	52	1.5e-13	50.4	pfam01381	HTH_3	55
2727794756	108	3	102	2	98	4.6e-20	72	pfam13657	Couple_hipA	99
2727794757	326	53	136	1	80	9.5e-17	61.3	pfam07805	HipA_N	81
2727794757	326	143	302	2	137	1.7e-25	89.7	pfam07804	HipA_C	142
2727794761	391	190	290	8	94	3.4e-13	49.9	pfam04773	FecR	96
2727794761	391	296	388	2	100	1.2e-15	57.2	pfam16344	DUF4974	100
2727794762	1104	143	222	5	88	1.3e-14	53.8	pfam13715	CarbopepD_reg_2	88
2727794762	1104	229	355	2	108	6.2e-21	74.9	pfam07715	Plug	108
2727794763	462	38	227	22	190	1.5e-24	87.3	pfam14322	SusD-like_3	190
2727794763	462	62	462	116	298	5.3e-24	85.2	pfam07980	SusD	298
2727794764	444	31	167	2	136	4.6e-10	39.2	pfam08534	Redoxin	148
2727794765	150	16	149	13	116	2.0e-09	37.4	pfam11412	DsbC	120
2727794767	135	38	117	1	80	1.2e-19	70.2	pfam12833	HTH_18	81
2727794768	311	25	225	2	178	3.5e-51	173.9	pfam07751	Abi_2	179
2727794772	495	315	493	1	165	2.6e-27	95.7	pfam13482	RNase_H_2	166
2727794774	343	155	333	1	171	1.0e-24	87.4	pfam13280	WYL	172
2727794775	684	66	281	3	206	5.0e-24	84.9	pfam00078	RVT_1	222
2727794777	635	235	356	1	102	2.6e-09	37.1	pfam00072	Response_reg	112
2727794779	124	1	113	3	108	8.0e-44	148.1	pfam02261	Asp_decarbox	115
2727794782	190	28	117	4	87	1.2e-12	47.6	pfam00027	cNMP_binding	88
2727794792	101	8	99	4	93	1.6e-33	114.7	pfam13572	DUF4134	93
2727794793	100	7	97	1	89	3.5e-31	107.3	pfam13571	DUF4133	91
2727794794	788	1	33	22	52	2.6e-12	46.4	pfam12991	DUF3875	53
2727794795	265	28	248	1	230	3.1e-23	82.5	pfam01555	N6_N4_Mtase	231
2727794798	329	244	310	1	65	5.9e-23	81.2	pfam07863	CtnDOT_TraJ	66
2727794800	364	170	354	7	194	2.5e-34	118.5	pfam12508	Transposon_TraM	194
2727794801	256	25	255	3	245	7.4e-42	143.2	pfam13595	DUF4138	247
2727794806	557	3	152	3	146	9.3e-28	97	pfam00239	Resolvase	146
2727794806	557	177	264	4	103	2.9e-08	33.9	pfam07508	Recombinase	104
2727794806	557	279	331	2	30	1.4e-05	25.3	pfam13408	Zn_ribbon_recom	58
2727794808	225	30	212	1	177	1.3e-23	84.2	pfam13472	Lipase_GDSL_2	179
2727794809	258	27	256	2	224	6.2e-67	225.4	pfam03629	SASA	225
2727794810	429	26	325	4	278	3.7e-76	256.1	pfam00579	tRNA-synt_1b	293
2727794811	125	3	118	5	116	1.3e-11	44.8	pfam06271	RDD	141
2727794812	619	19	606	1	598	0.0e+00	648.4	pfam00012	HSP70	599
2727794813	216	23	105	1	86	1.4e-19	69.7	pfam00677	Lum_binding	87
2727794813	216	118	202	1	87	2.6e-21	75.3	pfam00677	Lum_binding	87
