id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	bigg id	kegg id	kegg pathways	metacyc pathways
rxn08934_c0	=	Cytosol_0	Ga0182881_107631	Maltodextrin glucosidase (maltopentaose)_c0		-3.11		(1)  cpd00001[c0] + (1)  cpd15495[c0] <=> (1)  cpd00027[c0] + (1)  cpd01399[c0]	(1)  H2O_c0[c0] + (1)  Maltopentaose_c0[c0] <=> (1)  D-Glucose_c0[c0] + (1)  Maltotetraose_c0[c0]	MLTG3			
rxn04070_c0	>	Cytosol_0	Ga0182881_113929	pyridoxine 5'-phosphate synthase_c0	2.6.99.2	-22.13		(1)  cpd08289[c0] + (1)  cpd08449[c0] => (2)  cpd00001[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00478[c0]	(1)  1-deoxy-D-xylulose5-phosphate_c0[c0] + (1)  3-Amino-2-oxopropyl phosphate_c0[c0] => (2)  H2O_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Pyridoxine phosphate_c0[c0]	PDX5PS2	R05838	Vitamin B6 metabolism	Biosynthesis|Cofactor-Biosynthesis|PWY0-845|PYRIDOXSYN-PWY|Vitamin-B6-Biosynthesis|Vitamin-Biosynthesis
rxn00199_c0	>	Cytosol_0	Ga0182881_100826	oxalosuccinate carboxy-lyase (2-oxoglutarate-forming)_c0		-3.09		(1)  cpd00067[c0] + (1)  cpd03187[c0] => (1)  cpd00011[c0] + (1)  cpd00024[c0]	(1)  H+_c0[c0] + (1)  Oxalosuccinate_c0[c0] => (1)  CO2_c0[c0] + (1)  2-Oxoglutarate_c0[c0]	IDP2_2	R00268	Citrate cycle (TCA cycle)	
rxn01358_c0	=	Cytosol_0	(Ga0182881_106911 or Ga0182881_10153)	inosine:phosphate alpha-D-ribosyltransferase_c0		-7.95		(1)  cpd00009[c0] + (1)  cpd00246[c0] <=> (1)  cpd00226[c0] + (1)  cpd00475[c0]	(1)  Phosphate_c0[c0] + (1)  Inosine_c0[c0] <=> (1)  HYXN_c0[c0] + (1)  Ribose 1-phosphate_c0[c0]	PNP1_6	R01863	Purine metabolism	Adenine-Adenosine-Salvage|Adenosine-Nucleotides-Degradation|Biosynthesis|Degradation|NUCLEO-DEG|Nucleotide-Biosynthesis|PUR-NUC-SYN|PWY0-1296|Purine-Degradation|Purine-Nucleotides-Salvage|SALVADEHYPOX-PWY
rxn10231_c0	>	Cytosol_0	Ga0182881_10896	isohexadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase_c0		-15.04		(1)  cpd00054[c0] + (1)  cpd15688[c0] => (1)  cpd00046[c0] + (2)  cpd00067[c0] + (1)  cpd15694[c0]	(1)  L-Serine_c0[c0] + (1)  CDP-1,2-diisohexadecanoylglycerol_c0[c0] => (1)  CMP_c0[c0] + (2)  H+_c0[c0] + (1)  Diisohexadecanoylphosphatidylserine_c0[c0]				
rxn12637_c0	=	Cytosol_0	Ga0182881_10812	RXN0-6987.c_c0		-0.46		(1)  cpd00001[c0] + (1)  cpd11589[c0] <=> (1)  cpd00033[c0] + (1)  cpd00041[c0]	(1)  H2O_c0[c0] + (1)  gly-asp-L_c0[c0] <=> (1)  Glycine_c0[c0] + (1)  L-Aspartate_c0[c0]	AMPEP13			
rxn03046_c0	=	Cytosol_0	Ga0182881_10467	ATP:guanidinoethyyl-methyl-phosphate phosphotransferase_c0	2.7.3.7	1.93		(1)  cpd00002[c0] + (1)  cpd02519[c0] <=> (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd02744[c0]	(1)  ATP_c0[c0] + (1)  Guanidinoethyl methyl phosphate_c0[c0] <=> (1)  ADP_c0[c0] + (1)  H+_c0[c0] + (1)  N'-Phosphoguanidinoethyl methyl phosphate_c0[c0]		R04388		
rxn09240_c0	=	Cytosol_0	(Ga0182881_101354 and Ga0182881_101355)	Sulfate adenyltransferase_c0		-3.78		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00038[c0] + (1)  cpd00048[c0] <=> (1)  cpd00009[c0] + (1)  cpd00012[c0] + (1)  cpd00031[c0] + (1)  cpd00067[c0] + (1)  cpd00193[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  GTP_c0[c0] + (1)  Sulfate_c0[c0] <=> (1)  Phosphate_c0[c0] + (1)  PPi_c0[c0] + (1)  GDP_c0[c0] + (1)  H+_c0[c0] + (1)  APS_c0[c0]	SADT2			
rxn01219_c0	=	Cytosol_0	Ga0182881_11102	ATP:dCMP phosphotransferase_c0		9.53		(1)  cpd00002[c0] + (1)  cpd00067[c0] + (1)  cpd00206[c0] <=> (1)  cpd00008[c0] + (1)  cpd00533[c0]	(1)  ATP_c0[c0] + (1)  H+_c0[c0] + (1)  dCMP_c0[c0] <=> (1)  ADP_c0[c0] + (1)  dCDP_c0[c0]	CYTK2	R01665	Pyrimidine metabolism	
rxn00519_c0	=	Cytosol_0	Ga0182881_10239	ITP:oxaloacetate carboxy-lyase (adding ITP; phosphoenolpyruvate-forming)_c0		-9.82		(1)  cpd00032[c0] + (1)  cpd00068[c0] <=> (1)  cpd00011[c0] + (1)  cpd00061[c0] + (1)  cpd00090[c0]	(1)  Oxaloacetate_c0[c0] + (1)  ITP_c0[c0] <=> (1)  CO2_c0[c0] + (1)  Phosphoenolpyruvate_c0[c0] + (1)  IDP_c0[c0]		R00726	Glycolysis / Gluconeogenesis|Citrate cycle (TCA cycle)|Pyruvate metabolism	
rxn09177_c0	>	Cytosol_0	Ga0182881_10239	(R)-4'-Phosphopantothenate:L-cysteine ligase_c0		-26.84		(1)  cpd00052[c0] + (1)  cpd00084[c0] + (1)  cpd02201[c0] => (1)  cpd00012[c0] + (1)  cpd00046[c0] + (2)  cpd00067[c0] + (1)  cpd02666[c0]	(1)  CTP_c0[c0] + (1)  L-Cysteine_c0[c0] + (1)  4-phosphopantothenate_c0[c0] => (1)  PPi_c0[c0] + (1)  CMP_c0[c0] + (2)  H+_c0[c0] + (1)  (R) -4'-Phosphopantothenoyl-L-cysteine_c0[c0]	PPNCL2	R04231	Pantothenate and CoA biosynthesis	Biosynthesis|COA-PWY|CoA-Biosynthesis|Cofactor-Biosynthesis|PANTOSYN-PWY|Vitamin-Biosynthesis
rxn00211_c0	=	Cytosol_0	Ga0182881_111149	UDP-glucose:NAD+ 6-oxidoreductase_c0		-4.58		(1)  cpd00001[c0] + (2)  cpd00003[c0] + (1)  cpd00026[c0] <=> (2)  cpd00004[c0] + (3)  cpd00067[c0] + (1)  cpd00144[c0]	(1)  H2O_c0[c0] + (2)  NAD_c0[c0] + (1)  UDP-glucose_c0[c0] <=> (2)  NADH_c0[c0] + (3)  H+_c0[c0] + (1)  UDPglucuronate_c0[c0]	UDPGD	R00286	Pentose and glucuronate interconversions|Ascorbate and aldarate metabolism|Starch and sucrose metabolism|Amino sugar and nucleotide sugar metabolism	Activation-Inactivation-Interconversion|Ascorbate-Biosynthesis|Biosynthesis|CARBO-BIOSYNTHESIS|COLANSYN-PWY|Carbohydrates-Biosynthesis|Carbohydrates-Degradation|Cell-Structure-Biosynthesis|Cofactor-Biosynthesis|Degradation|GALACTOSE-DEGRADATION|Interconversion|PWY3DJ-35471|SUGAR-NUCLEOTIDES|Sugars-And-Polysaccharides|Vitamin-Biosynthesis
rxn02945_c0	>	Cytosol_0	Ga0182881_101128	prephytoene diphosphate:geranylgeranyl-diphosphate geranylgeranyltransferase_c0		-13.19		(1)  cpd02168[c0] => (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd03211[c0]	(1)  Prephytoene diphosphate_c0[c0] => (1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  15-cis-Phytoene_c0[c0]		R04218	Carotenoid biosynthesis	Biosynthesis|CAROTENOID-PWY|CAROTENOID-SYN|Lycopene-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|TETRATERPENOID-SYN|Terpenoid-Biosynthesis
rxn01210_c0	>	Cytosol_0	(Ga0182881_105416 and Ga0182881_105416)	10-Formyltetrahydrofolate:L-glutamate ligase (ADP-forming)_c0		-20.65		(1)  cpd00002[c0] + (1)  cpd00023[c0] + (1)  cpd00201[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd03524[c0]	(1)  ATP_c0[c0] + (1)  L-Glutamate_c0[c0] + (1)  10-Formyltetrahydrofolate_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  10-Formyl-THF-L-glutamate_c0[c0]		R01654		
rxn05367_c0	>	Cytosol_0	(Ga0182881_111440 and Ga0182881_106517)	6-methyl-octanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0		2.156		(1)  cpd11492[c0] + (1)  cpd11503[c0] => (1)  cpd00011[c0] + (1)  cpd11493[c0] + (1)  cpd11504[c0]	(1)  Malonyl-acyl-carrierprotein-_c0[c0] + (1)  6-methyl-octanoyl-ACP_c0[c0] => (1)  CO2_c0[c0] + (1)  ACP_c0[c0] + (1)  8-methyl-3-oxo-decanoyl-ACP_c0[c0]				
rxn03360_c0	=	Cytosol_0	Ga0182881_1056116	5-Hydroxykynurenamine decarboxy-lyase_c0		3.09		(1)  cpd00011[c0] + (1)  cpd03349[c0] <=> (1)  cpd00067[c0] + (1)  cpd03362[c0]	(1)  CO2_c0[c0] + (1)  5-Hydroxykynurenamine_c0[c0] <=> (1)  H+_c0[c0] + (1)  5-Hydroxykynurenine_c0[c0]		R04909	Tryptophan metabolism	
rxn01199_c0	=	Cytosol_0	Ga0182881_108117	ATP:D-xylulose 5-phosphotransferase_c0		-14.08		(1)  cpd00002[c0] + (1)  cpd00259[c0] <=> (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00198[c0]	(1)  ATP_c0[c0] + (1)  D-Lyxulose_c0[c0] <=> (1)  ADP_c0[c0] + (1)  H+_c0[c0] + (1)  D-Xylulose5-phosphate_c0[c0]	XKS1	R01639	Pentose and glucuronate interconversions	Carbohydrates-Degradation|DARABITOLUTIL-PWY|Degradation|LARABITOLUTIL-PWY|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides|XYLCAT-PWY|Xylose-Degradation
rxn00545_c0	=	Cytosol_0	Ga0182881_10482	ATP:D-fructose-6-phosphate 1-phosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00072[c0] <=> (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00290[c0]	(1)  ATP_c0[c0] + (1)  D-fructose-6-phosphate_c0[c0] <=> (1)  ADP_c0[c0] + (1)  H+_c0[c0] + (1)  D-fructose-1,6-bisphosphate_c0[c0]	PFK	R00756		
rxn00771_c0	=	Cytosol_0	Ga0182881_112310	ATP:D-ribose-5-phosphate 1-phosphotransferase_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd00067[c0] + (1)  cpd00101[c0] <=> (1)  cpd00008[c0] + (1)  cpd00847[c0]	(1)  ATP_c0[c0] + (1)  H+_c0[c0] + (1)  ribose-5-phosphate_c0[c0] <=> (1)  ADP_c0[c0] + (1)  Ribose 1,5-bisphosphate_c0[c0]		R01050		
rxn02316_c0	=	Cytosol_0	Ga0182881_10482	UTP:D-Tagatose 6-phosphate 1-phosphotransferase_c0		-14.03		(1)  cpd00062[c0] + (1)  cpd00805[c0] <=> (1)  cpd00014[c0] + (1)  cpd00067[c0] + (1)  cpd02371[c0]	(1)  UTP_c0[c0] + (1)  D-Tagatose 6-phosphate_c0[c0] <=> (1)  UDP_c0[c0] + (1)  H+_c0[c0] + (1)  D-Tagatose 1,6-biphosphate_c0[c0]		R03238	Galactose metabolism	
rxn01547_c0	=	Cytosol_0	Ga0182881_104941	Guanosine aminohydrolase_c0		-8.88		(1)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd00311[c0] <=> (1)  cpd00013[c0] + (1)  cpd01217[c0]	(1)  H2O_c0[c0] + (1)  H+_c0[c0] + (1)  Guanosine_c0[c0] <=> (1)  NH3_c0[c0] + (1)  Xanthosine_c0[c0]		R02145		AROMATIC-COMPOUNDS-DEGRADATION|Degradation|Guanosine-Nucleotides-Degradation|NUCLEO-DEG|P165-PWY|Purine-Degradation|Urate-Degradation
rxn02320_c0	=	Cytosol_0	(Unknown and (Ga0182881_104924 or Ga0182881_104621))	5-Amino-2-oxopentanoate:2-oxoglutarate aminotransferase_c0		-2.46		(1)  cpd00024[c0] + (1)  cpd00807[c0] <=> (1)  cpd00023[c0] + (1)  cpd00930[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  L-histidinol-phosphate_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  imidazole acetol-phosphate_c0[c0]	HIS5	R03243	Histidine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn04082_c0	=	Cytosol_0	(Ga0182881_11084 or Ga0182881_101351)	L-ribulose-5-phosphate 4-epimerase_c0	5.1.3.4	0		(1)  cpd00808[c0] <=> (1)  cpd00198[c0]	(1)  L-ribulose-5-phosphate_c0[c0] <=> (1)  D-Xylulose5-phosphate_c0[c0]	RBP4E	R05850	Pentose and glucuronate interconversions|Ascorbate and aldarate metabolism	ARABCAT-PWY|Ascorbate-Degradation|CARBOXYLATES-DEG|Carbohydrates-Degradation|Degradation|L-Arabinose-Degradation|LYXMET-PWY|PWY0-301|SECONDARY-METABOLITE-DEGRADATION|SUGAR-ALCOHOLS-DEG|Sugar-Derivatives|Sugars-And-Polysaccharides
rxn05404_c0	>	Cytosol_0	(Ga0182881_106517 and Ga0182881_111440)	13-methyl-tetra-decanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0		2.156		(1)  cpd11492[c0] + (1)  cpd11540[c0] => (1)  cpd00011[c0] + (1)  cpd11493[c0] + (1)  cpd11541[c0]	(1)  Malonyl-acyl-carrierprotein-_c0[c0] + (1)  13-methyl-tetra-decanoyl-ACP_c0[c0] => (1)  CO2_c0[c0] + (1)  ACP_c0[c0] + (1)  15-methyl-3-oxo-hexa-decanoyl-ACP_c0[c0]				
rxn02796_c0	=	Cytosol_0	(Ga0182881_11337 or Ga0182881_110777)	chenodeoxycholoyltaurine amidohydrolase_c0	3.5.1.74	-0.46		(1)  cpd00001[c0] + (1)  cpd03246[c0] <=> (1)  cpd00210[c0] + (1)  cpd01663[c0]	(1)  H2O_c0[c0] + (1)  Taurochenodeoxycholate_c0[c0] <=> (1)  Taurine_c0[c0] + (1)  Chenodiol_c0[c0]		R03977	Primary bile acid biosynthesis	
rxn10126_c0	>	Cytosol_0	(Unknown and Ga0182881_10451)	succinate dehyrdogenase_c0		-8.12		(1)  cpd00982[c0] + (1)  cpd15560[c0] => (1)  cpd00015[c0] + (1)  cpd00067[c0] + (1)  cpd15561[c0]	(1)  FADH2_c0[c0] + (1)  Ubiquinone-8_c0[c0] => (1)  FAD_c0[c0] + (1)  H+_c0[c0] + (1)  Ubiquinol-8_c0[c0]	SUCD4			
rxn10209_c0	>	Cytosol_0	(Ga0182881_106636 and Ga0182881_10087)	anteisopentadecanoyl-glycerol-3-phosphate O-acyltransferase_c0		-3.614		(1)  cpd00080[c0] + (1)  cpd11439[c0] => (1)  cpd00010[c0] + (1)  cpd15675[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  fa4coa_c0[c0] => (1)  CoA_c0[c0] + (1)  1-anteisopentadecanoyl-sn-glycerol 3-phosphate_c0[c0]				
rxn10225_c0	=	Cytosol_0	Ga0182881_110016	isohexadecanoyl-phosphatidate cytidylyltransferase_c0		1.07		(1)  cpd00052[c0] + (1)  cpd15682[c0] <=> (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd15688[c0]	(1)  CTP_c0[c0] + (1)  1,2-diisohexadecanoyl-sn-glycerol 3-phosphate_c0[c0] <=> (1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  CDP-1,2-diisohexadecanoylglycerol_c0[c0]				
rxn01486_c0	>	Cytosol_0	(Ga0182881_103010 or Ga0182881_101128)	trans,trans-Farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase_c0		-22.53		(1)  cpd00113[c0] + (1)  cpd00350[c0] => (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd00289[c0]	(1)  Isopentenyldiphosphate_c0[c0] + (1)  Farnesyldiphosphate_c0[c0] => (1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  Geranylgeranyl diphosphate_c0[c0]	FRTT	R02061	Terpenoid backbone biosynthesis	Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|GGPP-Biosynthesis|Phylloquinone-Biosynthesis|Polyprenyl-Biosynthesis|Quinone-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Terpenoid-Biosynthesis
rxn00898_c0	>	Cytosol_0	Ga0182881_107613	2,3-Dihydroxy-3-methylbutanoate hydro-lyase_c0		-6.75		(1)  cpd02498[c0] => (1)  cpd00001[c0] + (1)  cpd00123[c0]	(1)  2,3-Dihydroxy-isovalerate_c0[c0] => (1)  H2O_c0[c0] + (1)  3-Methyl-2-oxobutanoate_c0[c0]		R01209	Pantothenate and CoA biosynthesis	
