gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2755613936	899	44	55	ProSitePatterns	PS00178	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site	GO:0000166|GO:0004812|GO:0005524|GO:0006418
2755613936	899	192	357	SUPERFAMILY	SSF50677	IPR009008	Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain	GO:0002161|GO:0006418
2755613936	899	598	845	SUPERFAMILY	SSF47323	IPR009080	Aminoacyl-tRNA synthetase, class 1a, anticodon-binding	GO:0000166|GO:0004812|GO:0005524|GO:0006418
2755613936	899	835	898	SUPERFAMILY	SSF46589	IPR010978	tRNA-binding arm	GO:0000166
2755613936	899	3	191	SUPERFAMILY	SSF52374			
2755613936	899	357	596	SUPERFAMILY	SSF52374			
2755613937	204	13	199	SUPERFAMILY	SSF48317	IPR000326	Phosphatidic acid phosphatase type 2/haloperoxidase	GO:0003824|GO:0016020
2755613937	204	86	194	SMART	SM00014	IPR000326	Phosphatidic acid phosphatase type 2/haloperoxidase	GO:0003824|GO:0016020
2755613942	128	1	115	SUPERFAMILY	SSF54593			
2755613943	955	18	93	SUPERFAMILY	SSF82171			
2755613943	955	202	347	SUPERFAMILY	SSF82171			
2755613943	955	388	464	SUPERFAMILY	SSF82171			
2755613943	955	672	928	SUPERFAMILY	SSF53474			
2755613944	276	21	274	SUPERFAMILY	SSF63829			
2755613945	290	35	136	SUPERFAMILY	SSF103481			
2755613945	290	184	281	SUPERFAMILY	SSF103481			
2755613946	558	50	149	SUPERFAMILY	SSF49785	IPR008979	Galactose-binding domain-like	
2755613950	206	139	204	ProSiteProfiles	PS50043	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2755613950	206	143	200	SMART	SM00421	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2755613950	206	5	119	SMART	SM00448	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2755613950	206	6	123	ProSiteProfiles	PS50110	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2755613950	206	4	130	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2755613950	206	142	205	SUPERFAMILY	SSF46894	IPR016032	Signal transduction response regulator, C-terminal effector	GO:0003677|GO:0006355
2755613951	383	243	369	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2755613952	359	64	253	SUPERFAMILY	SSF56349	IPR011010	DNA breaking-rejoining enzyme, catalytic core	GO:0003677
2755613952	359	280	329	SUPERFAMILY	SSF56349	IPR011010	DNA breaking-rejoining enzyme, catalytic core	GO:0003677
2755613954	269	9	246	SUPERFAMILY	SSF50494	IPR009003	Trypsin-like cysteine/serine peptidase domain	GO:0003824
2755613956	536	3	177	SUPERFAMILY	SSF117018	IPR012308	DNA ligase, ATP-dependent, N-terminal	GO:0003677|GO:0003910|GO:0006281|GO:0006310
2755613956	536	309	439	ProSiteProfiles	PS50160	IPR012310	DNA ligase, ATP-dependent, central	GO:0003910|GO:0005524|GO:0006281|GO:0006310
2755613956	536	411	533	SUPERFAMILY	SSF50249	IPR012340	Nucleic acid-binding, OB-fold	
2755613956	536	227	235	ProSitePatterns	PS00697	IPR016059	DNA ligase, ATP-dependent, conserved site	GO:0003909|GO:0051103
2755613956	536	201	406	SUPERFAMILY	SSF56091			
2755613957	339	10	316	SUPERFAMILY	SSF56281			
2755613960	1173	483	676	SUPERFAMILY	SSF75553	IPR010935	SMCs flexible hinge	GO:0005515|GO:0005524|GO:0005694|GO:0051276
2755613960	1173	520	631	SMART	SM00968	IPR010935	SMCs flexible hinge	GO:0005515|GO:0005524|GO:0005694|GO:0051276
2755613960	1173	1	216	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2755613960	1173	651	826	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2755613960	1173	965	1167	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2755613960	1173	1067	1153	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2755613961	318	138	305	SUPERFAMILY	SSF81296	IPR014756	Immunoglobulin E-set	
2755613961	318	52	162	SUPERFAMILY	SSF81324			
2755613963	147	23	35	ProSitePatterns	PS01317	IPR020081	SsrA-binding protein, conserved site	
2755613963	147	6	129	SUPERFAMILY	SSF74982	IPR023620	Small protein B	
2755613964	308	73	285	ProSiteProfiles	PS50980	IPR011762	Acetyl-coenzyme A carboxyltransferase, N-terminal	GO:0016874
2755613964	308	52	306	SUPERFAMILY	SSF52096			
2755613965	355	96	107	ProSitePatterns	PS00602	IPR000771	Ketose-bisphosphate aldolase, class-II	GO:0005975|GO:0008270|GO:0016832
2755613965	355	167	178	ProSitePatterns	PS00806	IPR000771	Ketose-bisphosphate aldolase, class-II	GO:0005975|GO:0008270|GO:0016832
2755613965	355	3	353	SUPERFAMILY	SSF51569			
2755613966	266	20	266	ProSiteProfiles	PS50983	IPR002491	ABC transporter periplasmic binding domain	GO:0005488
2755613966	266	2	257	SUPERFAMILY	SSF53807			
2755613968	452	338	393	ProSiteProfiles	PS51371	IPR000644	CBS domain	GO:0030554
2755613968	452	341	388	SMART	SM00116	IPR000644	CBS domain	GO:0030554
2755613968	452	2	325	SUPERFAMILY	SSF53686	IPR001926	Tryptophan synthase beta subunit-like PLP-dependent enzymes superfamily	
2755613968	452	340	450	SUPERFAMILY	SSF54631			
2755613970	314	2	312	SUPERFAMILY	SSF53659			
2755613971	64	1	57	SUPERFAMILY	SSF57829	IPR011332	Zinc-binding ribosomal protein	GO:0006412
2755613974	213	5	156	SUPERFAMILY	SSF53335			
2755613975	374	47	315	SUPERFAMILY	SSF53448			
2755613976	379	3	372	SUPERFAMILY	SSF51713	IPR002616	tRNA-guanine(15) transglycosylase-like	GO:0006400|GO:0008479|GO:0008616
2755613979	120	3	119	SUPERFAMILY	SSF48256	IPR016141	Citrate synthase-like, core	GO:0044262|GO:0046912
2755613980	329	15	93	ProSiteProfiles	PS50164	IPR000305	GIY-YIG nuclease superfamily	
2755613980	329	16	97	SMART	SM00465	IPR000305	GIY-YIG nuclease superfamily	
2755613980	329	16	99	SUPERFAMILY	SSF82771	IPR000305	GIY-YIG nuclease superfamily	
2755613980	329	195	244	SUPERFAMILY	SSF46600	IPR001943	UVR domain	GO:0005515
2755613981	191	1	17	ProSiteProfiles	PS51257			
2755613983	190	119	174	SUPERFAMILY	SSF88659	IPR013324	RNA polymerase sigma factor, region 3/4	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2755613983	190	1	98	SUPERFAMILY	SSF88946	IPR013325	RNA polymerase sigma factor, region 2	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2755613987	824	28	113	SUPERFAMILY	SSF49464	IPR008969	Carboxypeptidase-like, regulatory domain	
2755613987	824	100	288	SUPERFAMILY	SSF56935			
2755613987	824	330	813	SUPERFAMILY	SSF56935			
2755613991	426	2	423	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2755613991	426	214	230	ProSitePatterns	PS00096	IPR019798	Serine hydroxymethyltransferase, pyridoxal phosphate binding site	GO:0004372|GO:0006544|GO:0006563|GO:0030170
2755613992	330	1	287	SUPERFAMILY	SSF53448			
2755613993	314	3	307	SUPERFAMILY	SSF51412			
2755613994	498	104	161	ProSiteProfiles	PS51371	IPR000644	CBS domain	GO:0030554
2755613994	498	107	155	SMART	SM00116	IPR000644	CBS domain	GO:0030554
2755613994	498	165	222	ProSiteProfiles	PS51371	IPR000644	CBS domain	GO:0030554
2755613994	498	169	217	SMART	SM00116	IPR000644	CBS domain	GO:0030554
2755613994	498	306	318	ProSitePatterns	PS00487	IPR015875	IMP dehydrogenase / GMP reductase, conserved site	GO:0016491|GO:0055114
2755613994	498	16	101	SUPERFAMILY	SSF51412			
2755613994	498	106	214	SUPERFAMILY	SSF54631			
2755613994	498	228	488	SUPERFAMILY	SSF51412			
2755613996	109	1	89	SUPERFAMILY	SSF143011			
2755613998	367	5	61	SUPERFAMILY	SSF47781	IPR010994	RuvA domain 2-like	
2755613998	367	84	290	SUPERFAMILY	SSF102405			
2755613999	634	518	631	SUPERFAMILY	SSF103088	IPR006665	Outer membrane protein, OmpA/MotB, C-terminal	
2755613999	634	518	634	ProSiteProfiles	PS51123	IPR006665	Outer membrane protein, OmpA/MotB, C-terminal	
2755613999	634	433	517	SUPERFAMILY	SSF49464	IPR008969	Carboxypeptidase-like, regulatory domain	
2755613999	634	30	132	ProSiteProfiles	PS50293	IPR013026	Tetratricopeptide repeat-containing domain	GO:0005515
2755613999	634	18	130	SUPERFAMILY	SSF48452			
2755613999	634	179	424	SUPERFAMILY	SSF82171			
2755614000	218	22	123	SUPERFAMILY	SSF102114			
2755614001	292	74	99	ProSitePatterns	PS00766	IPR020867	Tetrahydrofolate dehydrogenase/cyclohydrolase, conserved site	GO:0003824|GO:0009396|GO:0055114
2755614001	292	2	120	SUPERFAMILY	SSF53223			
2755614001	292	121	288	SUPERFAMILY	SSF51735			
2755614002	1081	24	103	SUPERFAMILY	SSF49464	IPR008969	Carboxypeptidase-like, regulatory domain	
2755614002	1081	103	250	SUPERFAMILY	SSF56935			
2755614002	1081	345	412	SUPERFAMILY	SSF56935			
2755614002	1081	470	522	SUPERFAMILY	SSF56935			
2755614002	1081	549	837	SUPERFAMILY	SSF56935			
2755614002	1081	900	1005	SUPERFAMILY	SSF56935			
2755614003	494	1	22	ProSiteProfiles	PS51257			
2755614003	494	22	492	SUPERFAMILY	SSF48452			
