gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2755613869	438	21.13	3	426	37	494	3.0e-26	113	COG0833	Amino acid permease	541
2755613870	485	23.55	44	334	3	254	4.0e-28	119	COG0673	Predicted dehydrogenase	342
2755613871	263	27.47	17	247	1	219	7.0e-31	127	COG0340	Biotin-(acetyl-CoA carboxylase) ligase	238
2755613872	133	39.62	23	128	5	108	5.0e-28	116	COG0799	Ribosomal silencing factor RsfS, regulates association of 30S and 50S subunits	115
2755613873	695	50.08	34	658	1	596	0.0e+00	629	COG0465	ATP-dependent Zn proteases	596
2755613874	211	28.51	6	211	3	217	4.0e-24	104	COG1556	L-lactate utilization protein LutC, contains LUD domain	218
2755613875	251	24.12	10	231	1	215	2.0e-17	83	COG2908	UDP-2,3-diacylglucosamine pyrophosphatase LpxH	237
2755613876	363	22.3	68	362	7	299	3.0e-17	83.4	COG0668	Small-conductance mechanosensitive channel	316
2755613878	180	27.27	80	178	1	92	3.0e-07	48.2	COG0789	DNA-binding transcriptional regulator, MerR family	124
2755613879	282	44.68	3	282	2	283	8.0e-84	303	COG1250	3-hydroxyacyl-CoA dehydrogenase	307
2755613880	590	36.54	23	585	16	585	0.0e+00	472	COG4805	Uncharacterized conserved protein, DUF885 familyt	588
2755613881	375	23.14	1	375	1	380	2.0e-28	120	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2755613883	150	49.66	1	149	1	148	4.0e-26	110	COG1610	Uncharacterized conserved protein YqeY	148
2755613885	251	23.16	10	251	11	282	4.0e-25	108	COG0596	Pimeloyl-ACP methyl ester carboxylesterase	282
2755613886	220	22.41	5	114	2	117	9.0e-07	47.4	COG0517	CBS domain	117
2755613888	292	35.74	1	287	1	280	2.0e-49	189	COG0061	NAD kinase	281
2755613889	257	39.68	6	252	1	216	1.0e-67	250	COG2049	Allophanate hydrolase subunit 1	223
2755613890	187	20.23	27	187	24	195	1.0e-11	62.9	COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	214
2755613891	789	27.72	33	420	1	381	3.0e-59	223	COG1472	Periplasmic beta-glucosidase and related glycosidases	397
2755613892	280	45.71	6	280	3	276	1.0e-69	256	COG0264	Translation elongation factor EF-Ts	296
2755613893	295	51.01	9	255	7	252	5.0e-80	290	COG0052	Ribosomal protein S2	252
2755613894	129	55.81	1	129	2	130	1.0e-37	148	COG0103	Ribosomal protein S9	130
2755613895	147	55.63	7	147	2	143	7.0e-47	179	COG0102	Ribosomal protein L13	148
2755613896	401	22.17	6	381	6	373	6.0e-28	118	COG0402	Cytosine/adenosine deaminase or related metal-dependent hydrolase	421
2755613898	246	23.39	2	243	4	242	1.0e-15	76.5	COG1381	Recombinational DNA repair protein (RecF pathway)	251
2755613899	342	47.38	1	337	3	335	6.0e-108	384	COG0016	Phenylalanyl-tRNA synthetase alpha subunit	335
2755613901	434	39.54	1	434	1	418	2.0e-118	419	COG0766	UDP-N-acetylglucosamine enolpyruvyl transferase	421
2755613903	501	39.15	218	489	5	281	3.0e-58	219	COG0063	NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain	284
2755613904	284	33.68	99	283	3	187	2.0e-44	173	COG0299	Folate-dependent phosphoribosylglycinamide formyltransferase PurN	200
2755613906	1035	24.71	759	1011	1	192	2.0e-34	141	COG0437	Fe-S-cluster-containing dehydrogenase component	203
2755613907	479	18.68	45	456	23	399	9.0e-13	68.8	COG5557	Ni/Fe-hydrogenase 2 integral membrane subunit HybB	401
2755613911	354	26.01	77	347	24	244	1.0e-34	140	COG1622	Heme/copper-type cytochrome/quinol oxidase, subunit 2	247
2755613912	607	42.96	29	594	1	535	0.0e+00	486	COG0843	Heme/copper-type cytochrome/quinol oxidase, subunit 1	566
2755613913	298	33.33	4	296	8	297	3.0e-50	192	COG0109	Polyprenyltransferase (heme O synthase)	304
2755613914	191	31.11	16	190	32	206	4.0e-22	98	COG1845	Heme/copper-type cytochrome/quinol oxidase, subunit 3	209
2755613915	227	33.04	1	227	6	206	1.0e-29	123	COG1845	Heme/copper-type cytochrome/quinol oxidase, subunit 3	209
2755613918	180	40.91	5	179	2	177	7.0e-26	110	COG2322	Uncharacterized membrane protein YozB, DUF420 family	177
2755613920	127	30.19	16	121	1	103	3.0e-15	74.2	COG3695	Alkylated DNA nucleotide flippase Atl1, participates in nucleotide excision repair, Ada-like DNA-binding domain	103
2755613922	234	26.77	16	211	27	223	7.0e-28	117	COG0220	tRNA G46 methylase TrmB	227
2755613925	155	34.53	8	145	7	145	7.0e-22	96.7	COG1522	DNA-binding transcriptional regulator, Lrp family	154
2755613927	477	17.66	68	466	38	413	5.0e-06	46.3	COG3307	O-antigen ligase	424
2755613928	354	54.26	131	353	65	287	1.0e-69	257	COG1173	ABC-type dipeptide/oligopeptide/nickel transport system, permease component	289
2755613934	744	50.68	8	725	14	751	0.0e+00	749	COG2183	Transcriptional accessory protein Tex/SPT6	780
2755613936	899	43.28	4	899	1	876	0.0e+00	930	COG0525	Valyl-tRNA synthetase	877
2755613950	206	32.54	5	205	1	208	9.0e-35	140	COG2197	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	211
2755613952	359	21.17	7	317	3	273	2.0e-04	40.6	COG4974	Site-specific recombinase XerD	300
2755613956	536	27.16	64	532	5	444	2.0e-63	236	COG1793	ATP-dependent DNA ligase	444
2755613957	339	21.5	3	329	18	427	3.0e-33	135	COG1236	RNA processing exonuclease, beta-lactamase fold, Cft2 family	427
2755613958	152	37.82	5	152	2	157	2.0e-26	111	COG2405	Predicted nucleic acid-binding protein, contains PIN domain	157
2755613960	1173	31.35	1	1170	1	1158	0.0e+00	536	COG1196	Chromosome segregation ATPase	1163
2755613963	147	47.52	7	147	10	149	2.0e-42	164	COG0691	tmRNA-binding protein	153
2755613964	308	52.5	29	306	2	281	8.0e-102	363	COG0777	Acetyl-CoA carboxylase beta subunit	294
2755613965	355	35.28	13	353	5	285	9.0e-84	303	COG0191	Fructose/tagatose bisphosphate aldolase	286
2755613966	266	26.32	3	248	37	300	9.0e-26	110	COG0614	ABC-type Fe3+-hydroxamate transport system, periplasmic component	319
2755613967	276	37.28	1	276	2	287	8.0e-57	213	COG2996	Predicted RNA-binding protein, contains S1 domains,  virulence factor B family	287
2755613968	452	45.95	3	310	1	298	8.0e-96	344	COG0031	Cysteine synthase	300
2755613970	314	40.79	1	311	2	331	1.0e-89	323	COG0416	Fatty acid/phospholipid biosynthesis enzyme	338
2755613971	64	40.68	1	59	1	57	4.0e-05	39.8	COG0333	Ribosomal protein L32	57
2755613972	187	17.29	45	177	47	174	7.0e-07	47.3	COG1399	Uncharacterized metal-binding protein YceD, DUF177 family	176
2755613974	213	35.09	13	181	15	178	3.0e-36	145	COG0357	16S rRNA G527 N7-methylase RsmG (former glucose-inhibited division protein B)	215
2755613975	374	20.05	1	366	5	363	5.0e-14	72.7	COG1215	Glycosyltransferase, catalytic subunit of cellulose synthase and poly-beta-1,6-N-acetylglucosamine synthase	439
2755613976	379	54.79	6	370	1	357	0.0e+00	463	COG0343	Queuine/archaeosine tRNA-ribosyltransferase	372
2755613977	367	21.72	1	367	1	363	9.0e-31	128	COG0795	Lipopolysaccharide export LptBFGC system, permease protein LptF	364
2755613983	190	27.43	2	171	1	175	4.0e-25	107	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2755613985	525	25.06	1	417	7	403	2.0e-38	153	COG4102	Uncharacterized conserved protein, DUF1501 family	418
2755613987	824	18.44	105	816	48	766	2.0e-31	131	COG1629	Outer membrane receptor proteins, mostly Fe transport	768
2755613991	426	58.29	2	423	9	413	0.0e+00	587	COG0112	Glycine/serine hydroxymethyltransferase	413
2755613992	330	28.67	1	279	1	286	8.0e-47	181	COG1209	dTDP-glucose pyrophosphorylase	286
2755613993	314	39.88	1	306	2	327	2.0e-65	242	COG2070	NAD(P)H-dependent flavin oxidoreductase YrpB, nitropropane dioxygenase family	336
2755613994	498	28.64	268	486	1	169	6.0e-32	132	COG0516	IMP dehydrogenase/GMP reductase	170
2755613996	109	30.85	1	93	1	92	9.0e-08	48.9	COG3668	Plasmid stabilization system protein ParE	98
2755613998	367	36.61	1	366	1	349	9.0e-74	270	COG0758	Predicted Rossmann fold nucleotide-binding protein DprA/Smf involved in DNA uptake	350
2755614000	218	27.73	12	218	4	212	5.0e-34	137	COG0602	Organic radical activating enzyme	212
2755614001	292	54.67	2	290	1	279	1.0e-99	356	COG0190	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	283
2755614007	227	43.56	4	227	3	224	2.0e-56	212	COG2003	DNA repair protein RadC, contains a helix-hairpin-helix DNA-binding motif	224
2755614008	318	52.4	1	308	1	313	5.0e-101	361	COG0462	Phosphoribosylpyrophosphate synthetase	314
2755614009	210	29.03	3	93	1	93	7.0e-13	67.6	COG1825	Ribosomal protein L25 (general stress protein Ctc)	93
2755614010	191	40.74	1	187	1	189	9.0e-44	169	COG0193	Peptidyl-tRNA hydrolase	190
2755614011	203	44.39	2	203	61	263	8.0e-55	206	COG0179	2-keto-4-pentenoate hydratase/2-oxohepta-3-ene-1,7-dioic acid hydratase (catechol pathway)	266
2755614012	688	40.18	351	688	1	324	2.0e-84	307	COG0022	Pyruvate/2-oxoglutarate/acetoin dehydrogenase complex, dehydrogenase (E1) component	324
2755614014	350	21.83	3	350	8	366	4.0e-22	99.1	COG1835	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains	386
2755614015	350	25.57	69	349	72	376	1.0e-18	87.8	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2755614016	366	18.67	37	363	51	381	3.0e-23	102	COG0438	Glycosyltransferase involved in cell wall bisynthesis	381
2755614017	379	18.33	19	297	25	374	1.0e-13	71.3	COG0402	Cytosine/adenosine deaminase or related metal-dependent hydrolase	421
2755614018	348	23.58	23	335	17	313	1.0e-23	103	COG0535	Radical SAM superfamily enzyme, MoaA/NifB/PqqE/SkfB family	347
2755614019	477	25.27	20	463	24	472	1.0e-35	144	COG1032	Radical SAM superfamily enzyme YgiQ, UPF0313 family	490
2755614020	274	19.55	23	188	16	187	3.0e-06	45.6	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE	238
2755614022	825	21.2	32	734	15	724	2.0e-65	244	COG0308	Aminopeptidase N	859
2755614024	243	36.73	1	243	1	244	3.0e-61	228	COG0101	tRNA U38,U39,U40 pseudouridine synthase TruA	266
2755614026	354	16.57	34	347	54	403	3.0e-11	63.2	COG2730	Aryl-phospho-beta-D-glucosidase BglC, GH1 family	407
2755614028	979	26.99	656	979	50	365	1.0e-48	189	COG4585	Signal transduction histidine kinase	365
2755614029	208	35.58	1	207	1	208	1.0e-44	173	COG2197	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	211
2755614031	395	18.3	42	336	110	384	8.0e-09	55.3	COG0506	Proline dehydrogenase	391
2755614032	793	15.07	74	792	25	767	1.0e-16	82.7	COG1629	Outer membrane receptor proteins, mostly Fe transport	768
2755614035	302	47.8	12	302	3	295	8.0e-81	294	COG1159	GTPase Era, involved in 16S rRNA processing	298
2755614037	437	49.2	4	437	5	438	0.0e+00	495	COG1160	Predicted GTPases	444
2755614039	408	28	42	390	2	281	6.0e-52	198	COG0761	4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH	294
2755614041	163	53.5	7	162	7	157	1.0e-51	195	COG1956	GAF domain-containing protein, putative methionine-R-sulfoxide reductase	163
2755614042	410	32.94	3	405	15	407	4.0e-122	431	COG0538	Isocitrate dehydrogenase	407
2755614045	269	24.61	8	256	110	365	2.0e-31	129	COG4585	Signal transduction histidine kinase	365
2755614046	162	37.11	6	161	3	159	5.0e-22	97.3	COG2197	DNA-binding response regulator, NarL/FixJ family, contains REC and HTH domains	211
2755614048	629	48.08	17	430	1	409	5.0e-95	342	COG1914	Mn2+ and Fe2+ transporters of the NRAMP family	416
2755614050	551	26.95	10	550	87	701	1.0e-93	337	COG0058	Glucan phosphorylase	750
2755614051	207	46.84	22	206	1	187	1.0e-58	219	COG0163	3-polyprenyl-4-hydroxybenzoate decarboxylase	191
2755614053	188	19.21	7	180	2	175	4.0e-12	64.7	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	182
2755614061	312	26.58	2	295	2	227	6.0e-24	105	COG0860	N-acetylmuramoyl-L-alanine amidase	231
2755614062	334	22.55	8	266	12	282	1.0e-13	70.9	COG1463	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, periplasmic component MlaD	359
2755614065	397	44.84	5	393	1	389	5.0e-93	335	COG3004	Na+/H+ antiporter NhaA	390
2755614066	312	58.72	70	304	1	235	2.0e-94	339	COG1186	Protein chain release factor B	239
2755614070	225	31.48	8	221	5	211	2.0e-23	102	COG4912	3-methyladenine DNA glycosylase AlkD	222
2755614071	344	25.21	1	343	1	340	3.0e-47	182	COG0673	Predicted dehydrogenase	342
2755614072	641	38.08	1	530	1	529	0.0e+00	468	COG0488	ATPase components of ABC transporters with duplicated ATPase domains	530
2755614073	143	52.41	3	143	60	204	2.0e-49	187	COG0545	FKBP-type peptidyl-prolyl cis-trans isomerase	205
2755614075	308	26.09	9	299	10	290	3.0e-19	89.4	COG0330	Regulator of protease activity HflC, stomatin/prohibitin superfamily	291
2755614076	233	26.47	31	233	11	214	2.0e-26	112	COG0811	Biopolymer transport protein ExbB/TolQ	216
2755614077	134	36.54	20	121	23	124	7.0e-12	62.9	COG0848	Biopolymer transport protein ExbD	137
2755614079	238	32.43	1	215	1	222	3.0e-37	148	COG0300	Short-chain dehydrogenase	265
2755614080	492	36.36	1	490	2	503	4.0e-124	438	COG3046	Uncharacterized protein related to deoxyribodipyrimidine photolyase	505
2755614081	166	17.72	9	165	15	163	2.0e-12	65	COG1853	NADH-FMN oxidoreductase RutF, flavin reductase (DIM6/NTAB) family	176
2755614083	366	29.79	1	362	1	368	1.0e-59	223	COG4948	L-alanine-DL-glutamate epimerase or related enzyme of enolase superfamily	372
2755614085	118	27.5	1	118	2	121	8.0e-15	72.5	COG1539	Dihydroneopterin aldolase	121
2755614086	866	29.39	11	862	12	795	0.0e+00	502	COG1201	Lhr-like helicase	814
2755614088	219	25	14	209	7	203	3.0e-18	85.4	COG1407	Metallophosphoesterase superfamily enzyme	235
2755614089	300	29.15	1	280	3	296	4.0e-55	208	COG0123	Acetoin utilization deacetylase AcuC or a related deacetylase	340
2755614093	274	21.29	11	268	8	240	4.0e-22	98.5	COG0284	Orotidine-5'-phosphate decarboxylase	240
2755614094	306	21.93	33	292	1	232	3.0e-10	59.6	COG1409	3',5'-cyclic AMP phosphodiesterase CpdA	301
2755614095	202	19.32	6	202	9	212	7.0e-11	60.7	COG2755	Lysophospholipase L1 or related esterase	216
2755614096	421	38.22	4	417	2	396	2.0e-103	369	COG3844	Kynureninase	407
2755614097	54	29.55	1	44	3	46	6.0e-04	35.7	COG5466	Predicted small metal-binding protein	59
2755614098	154	32.2	37	154	4	120	6.0e-12	63.7	COG2044	Predicted peroxiredoxin	120
2755614099	211	18.69	7	210	1	211	5.0e-16	78	COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	214
2755614100	845	20.03	261	806	67	617	1.0e-34	142	COG1506	Dipeptidyl aminopeptidase/acylaminoacyl peptidase	620
2755614103	390	43.03	1	389	4	404	4.0e-77	282	COG1301	Na+/H+-dicarboxylate symporter	415
2755614105	394	37.4	16	394	1	393	6.0e-85	308	COG1960	Acyl-CoA dehydrogenase related to the alkylation response protein AidB	393
2755614106	170	41.33	1	150	3	148	1.0e-33	135	COG0703	Shikimate kinase	172
2755614107	131	46.77	1	124	1	117	3.0e-21	94.1	COG2363	Uncharacterized membrane protein YgdD, TMEM256/DUF423 family	124
2755614108	877	28.28	77	863	41	853	2.0e-104	374	COG1674	DNA segregation ATPase FtsK/SpoIIIE and related proteins	858
2755614109	210	23.15	1	210	2	209	3.0e-11	62.3	COG2834	Outer membrane lipoprotein-sorting protein	211
2755614110	376	26.52	127	374	1	258	5.0e-35	142	COG2819	Predicted hydrolase of the alpha/beta superfamily	264
2755614112	487	38.22	8	486	5	551	0.0e+00	487	COG0423	Glycyl-tRNA synthetase (class II)	558
2755614113	110	22.55	1	102	5	97	4.0e-07	46.9	COG1694	NTP pyrophosphatase, house-cleaning of non-canonical NTPs	102
2755614115	150	56.16	1	146	1	145	2.0e-51	194	COG1490	D-Tyr-tRNAtyr deacylase	145
2755614118	352	28.57	21	293	31	327	4.0e-46	179	COG1858	Cytochrome c peroxidase	364
2755614119	487	18.6	2	470	14	465	4.0e-14	73.2	COG2244	Membrane protein involved in the export of O-antigen and teichoic acid	480
2755614120	299	17.37	48	274	23	252	2.0e-11	63.7	COG0491	Glyoxylase or a related metal-dependent hydrolase, beta-lactamase superfamily II	252
2755614122	299	25.66	7	257	12	271	5.0e-25	108	COG3000	Sterol desaturase/sphingolipid hydroxylase, fatty acid hydroxylase superfamily	271
2755614124	308	29.11	10	300	6	318	2.0e-39	156	COG2515	1-aminocyclopropane-1-carboxylate deaminase/D-cysteine desulfhydrase, PLP-dependent ACC family	323
2755614126	304	40.71	75	300	6	211	1.0e-62	233	COG0321	Lipoate-protein ligase B	221
2755614127	349	44.05	21	330	3	289	8.0e-82	297	COG0564	Pseudouridylate synthase, 23S rRNA- or tRNA-specific	289
2755614129	332	54.63	3	324	8	328	1.0e-111	396	COG0502	Biotin synthase or related enzyme	335
2755614132	798	50.85	36	797	9	773	0.0e+00	945	COG0466	ATP-dependent Lon protease, bacterial type	782
2755614133	190	19.4	1	188	1	198	3.0e-03	35.4	COG3637	Opacity protein and related surface antigens	199
2755614135	415	26.97	126	414	1	281	2.0e-26	113	COG1408	Predicted phosphohydrolase, MPP superfamily	284
2755614136	227	29.27	1	227	7	251	2.0e-30	126	COG2220	L-ascorbate metabolism protein UlaG, beta-lactamase superfamily	258
2755614138	266	41.73	1	252	1	253	9.0e-58	216	COG1192	Cellulose biosynthesis protein BcsQ	259
2755614139	307	35.57	47	298	7	240	6.0e-34	138	COG1475	Chromosome segregation protein Spo0J, contains ParB-like nuclease domain	240
2755614141	238	32.22	1	238	3	266	4.0e-36	144	COG0289	Dihydrodipicolinate reductase	266
2755614143	138	38.41	1	138	2	135	4.0e-28	116	COG1959	DNA-binding transcriptional regulator, IscR family	150
2755614145	313	21.9	5	310	2	306	2.0e-34	140	COG0451	Nucleoside-diphosphate-sugar epimerase	314
2755614146	274	51.16	16	273	14	271	2.0e-90	326	COG2877	3-deoxy-D-manno-octulosonic acid (KDO) 8-phosphate synthase	279
2755614148	756	30.8	21	752	24	858	0.0e+00	618	COG1048	Aconitase A	861
2755614152	308	38.41	4	304	1	293	1.0e-77	283	COG1090	NAD dependent epimerase/dehydratase family enzyme	297
2755614153	370	24.54	1	356	3	374	2.0e-41	163	COG0654	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	387
2755614156	618	47.51	1	341	1	337	1.0e-87	317	COG0206	Cell division GTPase FtsZ	338
2755614157	459	37.76	1	392	1	386	2.0e-80	293	COG0849	Cell division ATPase FtsA	418
2755614159	468	36.67	26	463	10	453	2.0e-98	352	COG0773	UDP-N-acetylmuramate-alanine ligase	459
2755614160	382	35.91	22	382	2	357	4.0e-75	275	COG0707	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase	357
2755614161	456	29.85	39	425	9	372	2.0e-54	206	COG0772	Bacterial cell division protein FtsW, lipid II flippase	381
2755614162	464	40.67	22	464	9	446	2.0e-113	403	COG0771	UDP-N-acetylmuramoylalanine-D-glutamate ligase	448
2755614164	487	41.67	23	480	9	470	3.0e-114	405	COG0769	UDP-N-acetylmuramyl tripeptide synthase	475
2755614165	703	29.47	4	577	10	589	4.0e-81	296	COG0768	Cell division protein FtsI/penicillin-binding protein 2	599
2755614167	318	41.88	20	317	4	311	5.0e-95	341	COG0275	16S rRNA C1402 N4-methylase RsmH	314
2755614168	178	45	31	170	2	140	1.0e-33	135	COG2001	MraZ, DNA-binding transcriptional regulator and inhibitor of RsmH methyltransferase activity	146
2755614170	410	33.33	7	409	2	345	5.0e-87	315	COG0809	S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)	348
2755614172	183	27.27	6	173	14	187	3.0e-27	114	COG1678	Putative transcriptional regulator, AlgH/UPF0301 family	194
2755614173	218	58.96	8	218	11	222	2.0e-74	272	COG2057	Acyl CoA:acetate/3-ketoacid CoA transferase, beta subunit	225
2755614174	234	50.93	1	216	1	216	8.0e-74	270	COG1788	Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit	220
2755614177	396	43.69	1	394	1	390	1.0e-97	350	COG0452	Phosphopantothenoylcysteine synthetase/decarboxylase	392
2755614179	274	22.77	5	206	8	201	7.0e-15	74.5	COG4105	Outer membrane protein assembly factor BamD, BamD/ComL family	254
2755614182	320	31.06	8	320	7	322	4.0e-60	225	COG0142	Geranylgeranyl pyrophosphate synthase	322
2755614183	565	42.2	51	541	10	491	2.0e-94	340	COG0608	Single-stranded DNA-specific exonuclease, DHH superfamily, may be involved in archaeal DNA replication intiation	491
2755614185	639	29.83	2	632	5	620	3.0e-116	412	COG0326	Molecular chaperone, HSP90 family	623
2755614187	829	16.36	2	316	67	347	1.0e-03	39.3	COG2866	Murein tripeptide amidase MpaA	374
2755614193	216	53.02	1	215	3	216	8.0e-76	276	COG0036	Pentose-5-phosphate-3-epimerase	220
2755614195	632	50.88	232	625	6	400	0.0e+00	471	COG0520	Selenocysteine lyase/Cysteine desulfurase	405
2755614196	245	34.16	2	244	21	262	1.0e-37	149	COG0767	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, permease component MlaE	267
2755614197	779	54.33	2	424	12	423	0.0e+00	533	COG0281	Malic enzyme	432
2755614198	405	43.73	29	399	12	382	3.0e-106	378	COG1473	Metal-dependent amidase/aminoacylase/carboxypeptidase	392
2755614201	491	45.3	35	491	1	462	0.0e+00	480	COG1012	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	472
2755614202	303	34.54	45	292	8	227	1.0e-45	176	COG0274	Deoxyribose-phosphate aldolase	228
2755614205	294	43.94	6	292	1	286	2.0e-77	282	COG0224	FoF1-type ATP synthase, gamma subunit	287
2755614206	247	39.08	10	183	13	175	3.0e-31	128	COG1386	Chromosome segregation and condensation protein ScpB	184
2755614207	402	37.14	4	377	12	394	4.0e-87	315	COG0019	Diaminopimelate decarboxylase	394
2755614208	259	42.44	1	237	8	245	6.0e-70	257	COG1127	ABC-type transporter Mla maintaining outer membrane lipid asymmetry, ATPase component MlaF	263
2755614212	309	47.12	1	309	1	310	4.0e-91	328	COG0039	Malate/lactate dehydrogenase	313
2755614213	409	24.93	8	378	6	351	2.0e-41	163	COG0644	Dehydrogenase (flavoprotein)	396
2755614214	808	14.53	87	784	25	768	5.0e-15	77.3	COG1629	Outer membrane receptor proteins, mostly Fe transport	768
2755614217	329	28.28	1	329	2	331	6.0e-43	168	COG0859	ADP-heptose:LPS heptosyltransferase	334
2755614220	228	26.39	13	227	4	207	7.0e-26	110	COG0586	Uncharacterized membrane protein DedA, SNARE-associated domain	208
2755614221	416	41.4	1	410	4	404	1.0e-81	297	COG1301	Na+/H+-dicarboxylate symporter	415
2755614222	497	31.38	16	488	4	442	1.0e-37	151	COG0531	Amino acid transporter	466
2755614223	240	46.64	18	239	20	237	6.0e-66	244	COG0217	Transcriptional and/or translational regulatory protein YebC/TACO1	241
2755614224	142	35.56	6	140	2	136	5.0e-30	123	COG3011	Predicted thiol-disulfide oxidoreductase YuxK, DCC family	137
2755614226	256	38.38	1	256	6	271	1.0e-48	186	COG1512	Uncharacterized membrane protein YgcG, contains a TPM-fold domain	271
2755614228	196	52.63	6	194	2	185	1.0e-54	206	COG1704	Uncharacterized conserved protein	185
2755614230	398	54.27	5	398	8	391	0.0e+00	473	COG0126	3-phosphoglycerate kinase	395
2755614232	337	57.74	3	332	1	331	5.0e-124	437	COG0057	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase	335
2755614233	290	61.86	1	290	1	291	2.0e-108	385	COG0074	Succinyl-CoA synthetase, alpha subunit	293
2755614235	343	18.52	5	339	7	380	3.0e-12	66.1	COG0665	Glycine/D-amino acid oxidase (deaminating)	387
2755614239	376	43.22	1	376	1	386	5.0e-110	391	COG0754	Glutathionylspermidine synthase	387
2755614240	385	17.47	15	376	15	405	3.0e-06	46.7	COG0738	Fucose permease	422
